R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	
7.16484	6.84231	-0.00219052	-5.49451	-7.6044	7.23736	6.28571	-0.00284339	-5.58626	-8.06484	153.33	338.94	-2.69	2.69	247.48	-212.51	-5.38	18.83	
7.25275	6.84231	-0.00219052	-5.40659	-7.6044	7.23736	6.28571	-0.00284339	-5.58626	-7.97692	137.19	338.94	-2.69	0	231.34	-220.58	-5.38	0	
7.16484	6.84231	-0.00219052	-5.49451	-7.51648	7.23736	6.28571	-0.00284339	-5.49835	-7.97692	94.15	338.94	-2.69	0	209.82	-217.89	-8.07	0	
7.16484	6.84231	-0.00219052	-5.49451	-7.51648	7.32527	6.28571	-0.00284339	-5.49835	-7.97692	94.15	336.25	-5.38	0	196.37	-220.58	-2.69	0	
7.16484	6.84231	-0.00219052	-5.49451	-7.42857	7.23736	6.28571	-0.00284339	-5.58626	-7.88901	2.69	336.25	-2.69	0	150.64	-220.58	-10.76	0	
7.16484	6.84231	-0.00219052	-5.49451	-7.42857	7.32527	6.1978	-0.00284339	-5.49835	-7.71319	0	317.42	-2.69	-2.69	137.19	-217.89	-2.69	0	
7.16484	6.84231	-0.00219052	-5.49451	-7.16484	7.23736	6.1978	-0.00284339	-5.58626	-7.53736	-21.52	317.42	-16.14	2.69	24.21	-215.2	-2.69	0	
6.98901	6.84231	-0.00219052	-5.49451	-6.81319	7.14945	6.28571	-0.00284339	-5.49835	-7.18571	-37.66	317.42	-10.76	10.76	13.45	-217.89	-2.69	2.69	
6.72527	6.84231	-0.00219052	-5.49451	-6.46154	6.88571	6.28571	-0.00284339	-5.49835	-6.83407	-126.43	317.42	-2.69	-5.38	-2.69	-215.2	-2.69	0	
6.46154	6.84231	-0.00219052	-5.40659	-6.10989	6.62198	6.28571	-0.00284339	-5.58626	-6.39451	-169.47	314.73	-2.69	-16.14	-29.59	-220.58	0	-10.76	
6.02198	6.84231	-0.00219052	-5.49451	-5.58242	6.27033	6.28571	-0.00284339	-5.49835	-6.04286	-199.06	314.73	-5.38	-21.52	-40.35	-212.51	0	-18.83	
5.58242	6.84231	-0.00219052	-5.49451	-5.05495	5.74286	6.28571	-0.00284339	-5.49835	-5.42747	-193.68	314.73	-2.69	-32.28	-115.67	-215.2	0	-21.52	
4.87912	6.84231	-0.00219052	-5.49451	-4.35165	5.03956	6.28571	-0.00284339	-5.58626	-4.63626	-177.54	312.04	-2.69	-29.59	-131.81	-215.2	0	-21.52	
4.08791	6.84231	-0.00219052	-5.40659	-3.47253	4.24835	6.28571	-0.00284339	-5.58626	-3.75714	-199.06	312.04	-2.69	-21.52	-156.02	-217.89	0	-16.14	
3.20879	6.84231	-0.00219052	-5.49451	-2.50549	3.45714	6.28571	-0.00284339	-5.49835	-2.79011	-182.92	312.04	0	-26.9	-153.33	-212.51	0	-24.21	
2.15385	6.84231	-0.00219052	-5.49451	-1.53846	2.4022	6.28571	-0.00284339	-5.58626	-1.73516	-188.3	312.04	-13.45	-29.59	-172.16	-215.2	0	-8.07	
1.18681	6.84231	-0.00219052	-5.49451	-0.395604	1.34725	6.1978	-0.00284339	-5.49835	-0.68022	-201.75	312.04	-16.14	-34.97	-188.3	-217.89	0	-16.14	
0.131868	6.84231	0.00111674	-5.49451	0.747253	0.38022	6.1978	-0.00288634	-5.49835	0.374725	-177.54	312.04	-5.38	-26.9	-177.54	-215.2	0	-2.69	
-0.923077	6.84231	0.000919161	-5.49451	1.71429	-0.674725	6.28571	-0.00288634	-5.49835	1.34176	-166.78	314.73	-2.69	-40.35	-142.57	-215.2	0	-10.76	
-1.97802	6.84231	0.00060132	-5.40659	2.59341	-1.64176	6.28571	-0.00288634	-5.58626	2.30879	-139.88	312.04	-5.38	-37.66	-121.05	-212.51	0	-2.69	
-2.76923	6.84231	0.000377973	-5.49451	3.2967	-2.52088	6.28571	-0.00288634	-5.49835	3.01209	-118.36	314.73	-5.38	-34.97	-99.53	-217.89	0	0	
-3.47253	6.93022	0.000180396	-5.40659	3.91209	-3.13626	6.28571	-0.00288634	-5.58626	3.53956	-112.98	314.73	-5.38	-26.9	-115.67	-217.89	0	0	
-4	6.84231	3.43612e-05	-5.49451	4.35165	-3.48791	6.1978	-0.00288634	-5.49835	3.97912	-118.36	314.73	-2.69	-21.52	-147.95	-220.58	0	-2.69	
-4.26374	6.84231	-6.87223e-05	-5.49451	4.61538	-3.75165	6.28571	-0.00288634	-5.58626	4.33077	-96.84	314.73	-2.69	0	-177.54	-212.51	0	0	
-4.43956	6.84231	-9.44932e-05	-5.49451	4.79121	-3.83956	6.28571	-0.00288634	-5.58626	4.50659	-123.74	317.42	-8.07	-16.14	-161.4	-220.58	0	0	
-4.43956	6.84231	-9.44932e-05	-5.49451	4.79121	-3.92747	6.28571	-0.00288634	-5.49835	4.41868	-147.95	317.42	-8.07	-10.76	-169.47	-220.58	0	-5.38	
-4.43956	6.84231	-8.59029e-05	-5.49451	4.7033	-3.92747	6.1978	-0.00288634	-5.49835	4.50659	-32.28	317.42	-10.76	32.28	-118.36	-215.2	0	0	
-4.43956	6.84231	1.71806e-05	-5.49451	4.43956	-3.92747	6.28571	-0.00288634	-5.49835	4.33077	-24.21	317.42	-26.9	10.76	-40.35	-220.58	0	10.76	
-4.35165	6.84231	0.000188986	-5.49451	4.26374	-3.75165	6.28571	-0.00288634	-5.58626	3.97912	24.21	317.42	-2.69	29.59	2.69	-220.58	0	5.38	
-4.08791	6.84231	0.000386563	-5.49451	3.82418	-3.57582	6.28571	-0.00288634	-5.58626	3.62747	75.32	314.73	-5.38	13.45	26.9	-217.89	0	16.14	
-3.64835	6.84231	0.000618501	-5.49451	3.2967	-3.22418	6.28571	-0.00287775	-5.58626	3.01209	107.6	314.73	-10.76	26.9	32.28	-209.82	0	32.28	
-3.03297	6.84231	0.000833258	-5.49451	2.59341	-2.60879	6.28571	-0.00287775	-5.58626	2.3967	118.36	314.73	-2.69	26.9	115.67	-215.2	0	16.14	
-2.24176	6.84231	0.000996474	-5.49451	1.71429	-1.90549	6.1978	-0.00286916	-5.49835	1.42967	80.7	314.73	-8.07	16.14	147.95	-217.89	0	13.45	
-1.27473	6.84231	0.00102224	-5.49451	0.835165	-1.11429	6.28571	-0.00286916	-5.49835	0.462637	86.08	312.04	-10.76	2.69	193.68	-217.89	0	16.14	
-0.307692	6.84231	0.00102224	-5.49451	-0.131868	-0.235165	6.28571	-0.00286916	-5.58626	-0.504396	69.94	312.04	-10.76	8.07	220.58	-212.51	0	21.52	
0.747253	6.84231	0.000910571	-5.49451	-1.0989	0.556044	6.28571	-0.00286916	-5.49835	-1.47143	43.04	314.73	-5.38	2.69	193.68	-215.2	0	5.38	
1.8022	6.84231	0.000627091	-5.49451	-1.97802	1.52308	6.1978	-0.00286916	-5.49835	-2.26264	16.14	314.73	-5.38	10.76	196.37	-207.13	0	21.52	
2.59341	6.84231	0.000386563	-5.49451	-2.85714	2.31429	6.1978	-0.00288634	-5.58626	-3.05385	0	314.73	-2.69	10.76	212.51	-217.89	0	8.07	
3.38462	6.84231	0.000180396	-5.49451	-3.47253	3.01758	6.28571	-0.00287775	-5.49835	-3.66923	2.69	314.73	-2.69	13.45	234.03	-217.89	0	16.14	
3.91209	6.84231	-0	-5.49451	-4	3.45714	6.28571	-0.00287775	-5.58626	-4.1967	16.14	317.42	-2.69	10.76	215.2	-215.2	0	21.52	
