time	R_C_yaw	R_C_roll	R_C_pitch	R_Linear	R_A_pitch	R_A_roll	L_C_yaw	L_C_roll	L_C_pitch	L_Linear	L_A_pitch	L_A_roll	
0.05	0.0124187	4.93258	3.32008	0.0183133	-3.2844	-4.90387	0.010552	9.15249	14.1444	0.00893443	-14.1044	-9.12058	
0.075	0.012241	5.19085	3.51073	0.0187291	-3.47504	-5.16214	0.0102994	9.47659	13.9311	0.0113873	-13.891	-9.44469	
0.1	0.0120938	5.40447	3.58821	0.0193791	-3.55251	-5.37576	0.0100619	9.78048	13.2093	0.0151231	-13.1692	-9.74857	
0.125	0.011974	5.57824	3.54637	0.0201899	-3.51066	-5.54953	0.00984146	10.0614	11.8559	0.0198396	-11.8158	-10.0295	
0.15	0.0118788	5.71606	3.38922	0.021057	-3.3535	-5.68734	0.00964325	10.3131	9.79207	0.0249968	-9.7519	-10.2812	
0.175	0.0118062	5.82121	3.13035	0.0218515	-3.09462	-5.79249	0.00947435	10.5267	7.00386	0.0298482	-6.96366	-10.4948	
0.2	0.0117541	5.89653	2.79039	0.0224371	-2.75465	-5.86782	0.00840694	10.6926	3.56228	0.0335493	-3.52608	-10.6639	
0.225	0.0117211	5.94408	2.39458	0.0226946	-2.35884	-5.91536	0.00832873	10.8008	-0.358557	0.0353159	0.394772	-10.772	
0.25	0.0117064	5.965	1.96982	0.0225552	-1.93408	-5.93629	0.00829572	10.8449	-4.50077	0.0346528	4.537	-10.8162	
0.275	0.0117103	5.95917	1.54508	0.0220186	-1.50934	-5.93045	0.00747763	10.823	-8.56638	0.031491	8.59897	-10.7972	
0.3	0.0117337	5.92494	1.15508	0.0211516	-1.11934	-5.89622	0.00753219	10.7352	-12.2648	0.0262212	12.2974	-10.7094	
0.325	0.0117784	5.86008	0.836239	0.0200714	-0.800503	-5.83136	0.00762489	10.5877	-15.3874	0.0195978	15.42	-10.5618	
0.35	0.011846	5.762	0.625386	0.0189127	-0.589657	-5.73328	0.00775036	10.3888	-17.8164	0.0125389	17.8489	-10.3629	
0.375	0.0119384	5.62802	0.55405	0.0178032	-0.51833	-5.59931	0.0079025	10.148	-19.5219	0.00592963	19.5544	-10.1222	
0.4	0.0120575	5.45532	0.644131	0.0168482	-0.608422	-5.42661	0.0080756	9.87424	-20.5417	0.000474587	20.5742	-9.8484	
0.425	0.0122056	5.24056	0.905827	0.0161216	-0.870132	-5.21184	0.00826534	9.57404	-20.9602	-0.00337821	20.9927	-9.5482	
0.45	0.0123856	4.97948	1.33802	0.0156636	-1.30234	-4.95077	0.00762148	9.2513	-20.8962	-0.00545733	20.9254	-9.22804	
0.475	0.0126012	4.66653	1.93061	0.0154809	-1.89495	-4.63781	0.00868861	8.90344	-20.4728	-0.00578374	20.5052	-8.8776	
0.5	0.0128572	4.29448	2.66806	0.015549	-2.63242	-4.26576	0.00892601	8.5265	-19.851	-0.00460586	19.8834	-8.50066	
0	0.0128572	4.29448	2.66806	0.015549	-2.63242	-4.26576	0.00892601	8.5265	-19.851	-0.00460586	19.8834	-8.50066	
0.025	0.0131585	3.85641	3.53035	0.0156965	-3.49473	-3.82769	0.00919506	8.09848	-19.126	-0.00267545	19.1583	-8.07264	
0.05	0.0135024	3.35569	4.49985	0.0157556	-4.46424	-3.32697	0.00950242	7.60843	-18.2986	-0.000589653	18.3309	-7.58259	
0.075	0.0138843	2.79914	5.56268	0.0156878	-5.5271	-2.77043	0.00984388	7.06275	-17.3758	0.00159067	17.4081	-7.03691	
0.1	0.0142994	2.19366	6.70458	0.0154577	-6.66901	-2.16495	0.0102152	6.46789	-16.3652	0.0038061	16.3974	-6.44205	
0.125	0.0147428	1.54622	7.91087	0.0150344	-7.87532	-1.51751	0.0106122	5.83043	-15.2748	0.00599996	15.307	-5.80458	
0.15	0.0152099	0.863866	9.16664	0.0143933	-9.1311	-0.83515	0.0110307	5.15702	-14.1139	0.00811957	14.146	-5.13118	
0.175	0.0156959	0.153705	10.4569	0.0135163	-10.4213	-0.124989	0.0114663	4.45446	-12.8922	0.0101174	12.9243	-4.42861	
0.2	0.0161959	-0.577089	11.7666	0.0123936	-11.731	0.605805	0.0119149	3.72964	-11.6208	0.0119523	11.6528	-3.7038	
0.225	0.0167052	-1.32131	13.0812	0.0110236	-13.0456	1.35003	0.0123722	2.98957	-10.3115	0.0135903	10.3435	-2.96373	
0.25	0.0172191	-2.07176	14.3866	0.00941354	-14.351	2.10047	0.0128339	2.24133	-8.97721	0.0150053	9.00922	-2.21548	
