time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	
0.275	-8.52925e-05	0.0384724	0.217074	-4.79502e-05	0.00101567	1.07195e-05	-4.76347e-05	0.0812866	1.04215e-05	0.0294126	0.0370131	0.28729	1.95012e-05	-0.15101	0.000246275	0.00143743	1.35557e-05	0.0158604	0	-0.1047	0	0	0.0388742	0	
0.3	-8.53247e-05	0.035877	0.217074	-4.78337e-05	0.00100964	1.06291e-05	-4.7516e-05	0.0812806	1.03556e-05	0.0294139	0.0332724	0.287306	5.52297e-05	-0.14963	0.000636609	0.00142914	0.0552066	0.0156134	0	-0.103242	0	0	0.0776914	0	
0.325	-8.53881e-05	0.0333301	0.217074	-4.77171e-05	0.00100371	1.05641e-05	-4.73972e-05	0.0812746	1.03147e-05	0.0294161	0.0296007	0.287331	8.78771e-05	-0.146868	0.000999756	0.00130589	0.110491	0.0145259	0	-0.100815	0	0	0.116508	0	
0.35	-8.66454e-05	0.0308561	0.217074	-4.76016e-05	0.000997951	1.05235e-05	-5.25329e-05	0.0812723	1.14416e-05	0.0294191	0.0260326	0.287365	0.000117656	-0.142721	0.00132739	0.00119115	0.165857	0.0131055	0	-0.0974171	0	0	0.155324	0	
0.375	-8.56695e-05	0.0284784	0.217073	-4.7486e-05	0.000992415	1.05043e-05	-5.24026e-05	0.0812662	1.14452e-05	0.0294242	0.0226027	0.287404	0.000203993	-0.137197	0.00157562	0.00345349	0.220961	0.00992912	0	-0.0930488	0	0	0.194139	0	
0.4	-8.57032e-05	0.0262221	0.217072	-4.73768e-05	0.000987159	1.0506e-05	-5.22794e-05	0.0812603	1.14707e-05	0.0294283	0.0193463	0.287449	0.000166358	-0.130254	0.00181694	-0.00150541	0.277713	0.00965272	0	-0.0877101	0	0	0.232953	0	
0.425	-8.58271e-05	0.0241111	0.217072	-4.72732e-05	0.000982238	1.05242e-05	-5.21626e-05	0.0812549	1.15131e-05	0.0294327	0.0162982	0.287498	0.000174804	-0.121927	0.00196249	0.000337839	0.333077	0.0058219	0	-0.0814011	0	0	0.271767	0	
0.45	-8.59898e-05	0.0221696	0.217071	-5.24171e-05	0.000980779	1.17275e-05	-5.20526e-05	0.0812499	1.15675e-05	0.0294379	0.0134929	0.287549	0.000206694	-0.112211	0.00201932	0.00127562	0.388641	0.00227332	0	-0.0741218	0	0	0.31058	0	
0.475	-8.61167e-05	0.0204217	0.217071	-5.23193e-05	0.000976248	1.1771e-05	-5.19534e-05	0.0812453	1.16294e-05	0.0294424	0.0109665	0.287599	0.000179214	-0.101055	0.00199931	-0.00109923	0.446263	-0.000800177	0	-0.0658721	0	0	0.349393	0	
0.5	-8.61974e-05	0.0188917	0.21707	-5.22326e-05	0.00097228	1.1819e-05	-5.18657e-05	0.0812414	1.16933e-05	0.0294466	0.00875392	0.287646	0.000171622	-0.0885036	0.00188772	-0.000303689	0.502049	-0.00446375	0	-0.0566522	0	0	0.388204	0	
0	-8.61974e-05	0.0188917	0.21707	-5.22326e-05	0.00097228	1.1819e-05	-5.18657e-05	0.0812414	1.16933e-05	0.0294466	0.00875392	0.287646	0.000171622	-0.0885036	0.00188772	-0.000303689	0.502049	-0.00446375	0	-0.0566747	0	0	0.388069	0	
0.025	-8.63051e-05	0.0175936	0.217069	-5.21585e-05	0.000968912	1.18667e-05	-5.17906e-05	0.081239	1.17547e-05	0.0294505	0.0068756	0.287689	0.000152774	-0.0751325	0.00169859	-0.000753894	0.534842	-0.00756543	0	-0.0476297	0	0	0.337012	0	
0.05	-8.63999e-05	0.0165061	0.217069	-5.20958e-05	0.000966087	1.19111e-05	-5.17269e-05	0.0812433	1.18104e-05	0.0294538	0.00530001	0.287725	0.000134473	-0.0630237	0.00147829	-0.000732063	0.484354	-0.00881166	0	-0.0397552	0	0	0.294237	0	
0.075	-8.64821e-05	0.0156025	0.217068	-5.20434e-05	0.000963733	1.19501e-05	-5.16732e-05	0.0812595	1.18588e-05	0.0294567	0.0039876	0.287757	0.000116423	-0.0524965	0.0012471	-0.000721992	0.421086	-0.00924788	0	-0.0328576	0	0	0.258693	0	
0.1	-8.65523e-05	0.0148605	0.217068	-5.19999e-05	0.000961793	1.19824e-05	-5.1628e-05	0.0812919	1.18988e-05	0.0294592	0.00290552	0.287782	9.90663e-05	-0.0432831	0.00101277	-0.000694262	0.368538	-0.00937307	0	-0.0267676	0	0	0.229507	0	
0.125	-8.66111e-05	0.0142619	0.217068	-5.19646e-05	0.000960218	1.20074e-05	-5.15902e-05	0.0813433	1.193e-05	0.0294613	0.00202696	0.287801	8.25801e-05	-0.0351427	0.000781228	-0.000659449	0.325617	-0.00926169	0	-0.0213353	0	0	0.20596	0	
0.15	-8.66591e-05	0.0137921	0.217067	-5.19364e-05	0.00095897	1.20249e-05	-5.15591e-05	0.0814146	1.19523e-05	0.029463	0.00133052	0.287815	6.696e-05	-0.0278576	0.000557056	-0.000624801	0.291401	-0.00896688	0	-0.0164274	0	0	0.187475	0	
