L_C_roll	L_A_roll	L_Linear	L_C_roll_c	L_A_roll_c	
-5.67033	5.49451	0	373.91	626.77	
-5.67033	5.49451	0	-0	449.23	
-5.67033	5.40659	0	274.38	535.31	
-5.67033	5.40659	0	-134.5	645.6	
-5.58242	5.31868	0	489.58	145.26	
-5.49451	5.23077	0	564.9	500.34	
-5.31868	5.05495	0	110.29	-34.97	
-5.14286	5.05495	0	18.83	298.59	
-4.87912	4.79121	0	188.3	37.66	
-4.7033	4.7033	0	-94.15	-271.69	
-4.43956	4.43956	0	75.32	-645.6	
-4.17582	4.08791	0	53.8	-680.57	
-4.08791	4.08791	0	-239.41	-957.64	
-3.64835	3.82418	0	193.68	-1054.48	
-3.2967	3.38462	0	-53.8	-1275.06	
-2.76923	2.85714	0	199.06	-1269.68	
-2.15385	2.24176	0	610.63	-1379.97	
-1.62637	1.71429	0	164.09	-1269.68	
-1.01099	1.01099	0	212.51	-850.04	
-0.21978	0.307692	0	-16.14	-788.17	
0.395604	-0.395604	0	-16.14	-314.73	
1.18681	-1.18681	0	-201.75	-185.61	
1.89011	-1.89011	0	182.92	239.41	
2.59341	-2.68132	0	51.11	177.54	
3.12088	-3.38462	0	-199.06	-16.14	
3.91209	-3.91209	0	107.6	290.52	
4.61538	-4.52747	0	-131.81	56.49	
5.40659	-5.14286	0	567.59	325.49	
5.75824	-5.75824	0	-72.63	-72.63	
6.28571	-6.37363	0	145.26	-454.61	
6.98901	-6.9011	0	-94.15	-373.91	
7.25275	-7.34066	0	-629.46	-349.7	
8.04396	-7.78022	0	306.66	-37.66	
7.69231	-7.86813	0	-1011.44	-5.38	
8.21978	-8.21978	0	269	-2.69	
8.48352	-8.30769	0	2.69	-602.56	
8.83516	-8.65934	0	-344.32	102.22	
8.92308	-8.92308	0	-425.02	333.56	
9.18681	-9.45055	0	-282.45	-1172.84	
9.53846	-9.53846	0	24.21	-395.43	
9.8022	-9.53846	0	-94.15	1234.71	
9.97802	-9.53846	0	64.56	863.49	
9.97802	-10.1538	0	-110.29	-699.4	
10.0659	-9.8022	0	-279.76	1081.38	
9.97802	-9.97802	0	-406.19	-1624.76	
10.0659	-9.97802	0	-430.4	433.09	
9.8022	-9.62637	0	-820.45	-10.76	
9.71429	-9.45055	0	-494.96	-131.81	
9.36264	-9.36264	0	-355.08	-53.8	
9.18681	-9.0989	0	-352.39	-64.56	
8.92308	-9.01099	0	-295.9	-403.5	
8.48352	-8.30769	0	-196.37	83.39	
8.21978	-8.13187	0	-454.61	-37.66	
7.86813	-7.86813	0	209.82	-161.4	
7.78022	-7.86813	0	-381.98	209.82	
7.69231	-7.51648	0	83.39	112.98	
6.98901	-6.9011	0	-328.18	564.9	
6.46154	-6.46154	0	-129.12	508.41	
6.02198	-5.75824	0	-352.39	441.16	
5.40659	-5.23077	0	-0	96.84	
4.61538	-4.7033	0	-1089.45	-123.74	
4.26374	-3.91209	0	247.48	-325.49	
3.38462	-3.20879	0	414.26	-242.1	
2.68132	-2.59341	0	-277.07	-443.85	
1.97802	-1.89011	0	-91.46	-360.46	
1.18681	-1.18681	0	-831.21	-223.27	
0.747253	-0.395604	0	441.16	-269	
-0.131868	0.21978	0	-376.6	-110.29	
-0.747253	0.835165	0	-688.64	-263.62	
-1.45055	1.45055	0	258.24	-236.72	
-1.97802	2.06593	0	-67.25	-373.91	
-2.59341	2.59341	0	-129.12	-320.11	
-3.12088	3.2967	0	48.42	-260.93	
-3.64835	3.64835	0	-519.17	-489.58	
-3.91209	4.08791	0	675.19	-535.31	
-4.08791	4.17582	0	-59.18	-782.79	
-4.35165	4.43956	0	174.85	-406.19	
-4.61538	4.79121	0	298.59	-139.88	
-4.87912	5.05495	0	368.53	40.35	
-5.05495	5.23077	0	742.44	-645.6	
-5.23077	5.31868	0	406.19	-414.26	
-5.49451	5.40659	0	67.25	-263.62	
-5.58242	5.40659	0	403.5	-102.22	
-5.67033	5.49451	0	371.22	381.98	
-5.67033	5.49451	0	363.15	427.71	
-5.67033	5.49451	0	255.55	430.4	
-5.67033	5.40659	0	371.22	720.92	
-5.67033	5.40659	0	-244.79	519.17	
-5.58242	5.31868	0	707.47	484.2	
-5.49451	5.23077	0	-83.39	852.73	
-5.31868	5.14286	0	190.99	532.62	
-5.14286	5.05495	0	-16.14	825.83	
-4.79121	4.79121	0	182.92	-78.01	
-4.79121	4.7033	0	-352.39	-134.5	
-4.35165	4.43956	0	-26.9	-653.67	
-4	4.17582	0	-37.66	-589.11	
-4.17582	4.08791	0	-586.42	-968.4	
-3.64835	3.91209	0	123.74	-936.12	
-3.20879	3.38462	0	333.56	-1180.91	
-2.68132	2.94505	0	188.3	-1164.77	
-2.15385	2.24176	0	-51.11	-1275.06	
-1.45055	1.71429	0	-32.28	-1347.69	
-1.01099	1.01099	0	104.91	-1455.29	
-0.21978	0.307692	0	-26.9	-1094.83	
0.483516	-0.395604	0	67.25	-887.7	
1.18681	-1.0989	0	-67.25	-150.64	
1.97802	-1.89011	0	239.41	34.97	
2.41758	-2.68132	0	373.91	-199.06	
3.20879	-3.38462	0	-53.8	145.26	
4	-4.08791	0	-67.25	-145.26	
4.52747	-4.61538	0	-48.42	190.99	
5.31868	-5.31868	0	-293.21	40.35	
5.93407	-5.84615	0	586.42	-137.19	
6.54945	-6.46154	0	325.49	96.84	
6.98901	-6.9011	0	212.51	-277.07	
7.34066	-7.42857	0	-890.39	-344.32	
7.78022	-7.69231	0	-26.9	-32.28	
7.78022	-7.86813	0	-156.02	-91.46	
8.13187	-8.13187	0	-379.29	-16.14	
8.65934	-8.48352	0	322.8	-247.48	
8.74725	-8.74725	0	-355.08	-126.43	
9.0989	-9.01099	0	-209.82	83.39	
9.27473	-9.0989	0	-293.21	492.27	
9.62637	-9.8022	0	-16.14	-1396.11	
9.71429	-10.0659	0	-112.98	-1519.85	
9.97802	-9.53846	0	-158.71	521.86	
10.0659	-9.97802	0	-390.05	48.42	
10.0659	-10.1538	0	-129.12	-1783.47	
9.97802	-10.0659	0	-121.05	234.03	
10.0659	-9.53846	0	-508.41	1398.8	
9.8022	-9.71429	0	-626.77	-624.08	
9.62637	-9.45055	0	-497.65	234.03	
9.36264	-9.36264	0	-298.59	-78.01	
9.18681	-9.0989	0	-212.51	-115.67	
8.92308	-8.57143	0	-438.47	1266.99	
8.92308	-8.30769	0	602.56	-67.25	
8.21978	-8.21978	0	-341.63	-67.25	
7.86813	-7.78022	0	134.5	-158.71	
7.78022	-7.86813	0	-941.5	13.45	
7.69231	-7.42857	0	45.73	-26.9	
6.98901	-6.98901	0	-131.81	-2.69	
6.72527	-6.46154	0	-34.97	64.56	
5.84615	-5.84615	0	-680.57	53.8	
5.49451	-5.31868	0	48.42	-37.66	
4.79121	-4.61538	0	-247.48	45.73	
4.08791	-3.91209	0	164.09	-244.79	
3.47253	-3.20879	0	-266.31	67.25	
2.94505	-2.59341	0	-131.81	-215.2	
1.97802	-1.8022	0	-239.41	-185.61	
1.27473	-1.0989	0	-306.66	-166.78	
0.747253	-0.483516	0	664.43	-112.98	
-0.131868	0.21978	0	172.16	-201.75	
-0.747253	0.923077	0	-422.33	-293.21	
-1.45055	1.45055	0	-320.11	-266.31	
-1.97802	2.06593	0	75.32	-425.02	
-2.59341	2.76923	0	-833.9	-381.98	
-3.03297	3.20879	0	737.06	-239.41	
-3.64835	3.73626	0	-384.67	-508.41	
-4	4.08791	0	-96.84	-451.92	
-4	4.08791	0	-26.9	-110.29	
-4.26374	4.43956	0	8.07	-521.86	
-4.7033	4.79121	0	236.72	-166.78	
-4.87912	4.96703	0	398.12	-45.73	
-5.05495	5.23077	0	433.09	-435.78	
-5.23077	5.31868	0	416.95	-430.4	
-5.58242	5.40659	0	381.98	-406.19	
-5.67033	5.40659	0	422.33	-328.18	
-5.67033	5.49451	0	527.24	75.32	
-5.67033	5.49451	0	376.6	400.81	
-5.58242	5.49451	0	360.46	414.26	
-5.58242	5.40659	0	32.28	422.33	
-5.58242	5.40659	0	312.04	481.51	
-5.49451	5.31868	0	290.52	449.23	
-5.49451	5.23077	0	704.78	788.17	
-5.31868	5.14286	0	-16.14	347.01	
-5.14286	5.05495	0	-24.21	527.24	
-4.96703	4.79121	0	-357.77	357.77	
-4.7033	4.7033	0	-131.81	13.45	
-4.43956	4.43956	0	295.9	-376.6	
-4	4.17582	0	220.58	-804.31	
-4	4.08791	0	277.07	-903.84	
-3.64835	3.73626	0	250.17	-946.88	
-3.12088	3.38462	0	250.17	-1304.65	
-2.68132	2.85714	0	581.04	-1253.54	
-2.15385	2.24176	0	161.4	-1336.93	
-1.53846	1.71429	0	220.58	-1178.22	
-1.01099	1.01099	0	96.84	-1132.49	
-0.131868	0.21978	0	-123.74	-874.25	
0.483516	-0.395604	0	131.81	-330.87	
1.18681	-1.0989	0	244.79	0	
1.89011	-1.89011	0	-134.5	548.76	
2.59341	-2.68132	0	236.72	199.06	
3.2967	-3.38462	0	239.41	56.49	
3.91209	-4.08791	0	8.07	177.54	
4.61538	-4.61538	0	-1178.22	2.69	
5.31868	-5.31868	0	32.28	201.75	
5.75824	-5.84615	0	234.03	18.83	
6.28571	-6.37363	0	-215.2	72.63	
7.16484	-6.9011	0	634.84	-269	
7.34066	-7.34066	0	-303.97	-199.06	
7.78022	-7.78022	0	-796.24	-94.15	
7.86813	-7.78022	0	242.1	131.81	
