time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	Rfoot_ref_x	Rfoot_ref_y	Rfoot_ref_z	Lfoot_ref_x	Lfoot_ref_y	Lfoot_ref_z	
0	-3.83148e-05	0.00331846	0.227275	-2.37451e-05	-4.42279e-06	2.64956e-05	-2.49798e-05	0.0600191	0.000406804	0.0303176	-0.00967535	0.312007	0	0	0	0	0	0	0	0.00307769	0	0	0.124074	0	0	0	0	-1.06526e-06	0.060015	0.000380602	
0.025	-3.81727e-05	0.00343439	0.227277	-2.37611e-05	-4.28344e-06	2.61381e-05	-3.331e-05	0.0601366	0.00148938	0.0303062	-0.00951297	0.31159	-0.000455142	0.00649497	-0.0166649	-0.0182057	0.259799	-0.666596	0	0.0062281	0	0	0.128454	0	0	0	0	-9.37905e-06	0.0601325	0.00146447	
0.05	-3.79693e-05	0.00363077	0.227278	-2.37823e-05	-4.08477e-06	2.55908e-05	-5.99753e-05	0.060513	0.00310955	0.0302923	-0.00928177	0.310952	-0.000556395	0.00924812	-0.0255109	-0.00405012	0.110126	-0.35384	0	0.00952566	0	0	0.135869	0	0	0	0	-3.60381e-05	0.060509	0.00308658	
0.075	-3.77464e-05	0.00391236	0.22728	-2.38025e-05	-3.85773e-06	2.49222e-05	-0.000117385	0.0613238	0.00502066	0.0302816	-0.00901795	0.310173	-0.000428739	0.0105527	-0.0311552	0.00510622	0.0521822	-0.225771	0	0.0130483	0	0	0.146495	0	0	0	0	-9.34741e-05	0.0613202	0.005	
0.1	-3.7548e-05	0.00428592	0.227282	-2.38163e-05	-3.61596e-06	2.422e-05	-0.000212418	0.0626661	0.00693172	0.0302791	-0.00873722	0.309355	-9.8622e-05	0.0112292	-0.0327252	0.0132047	0.0270593	-0.0627981	0	0.0168792	0	0	0.160582	0	0	0	0	-0.000188581	0.0626635	0.00691342	
0.125	-3.74084e-05	0.0047602	0.227284	-2.38215e-05	-3.33353e-06	2.35833e-05	-0.0003382	0.0644431	0.0085518	0.0302869	-0.0084087	0.308613	0.000312307	0.0131411	-0.0296774	0.0164372	0.0764795	0.121911	0	0.021109	0	0	0.178464	0	0	0	0	-0.000314483	0.0644417	0.00853553	
0.15	-3.73433e-05	0.00534624	0.227285	-2.38204e-05	-2.93785e-06	2.31111e-05	-0.000471299	0.0663237	0.00963425	0.0303027	-0.00794656	0.308063	0.000632854	0.0184853	-0.0220268	0.0128219	0.213767	0.306024	0	0.0258376	0	0	0.200562	0	0	0	0	-0.00044772	0.0663235	0.0096194	
0.175	-3.73514e-05	0.00605761	0.227285	-2.38185e-05	-2.3351e-06	2.28818e-05	-0.000581458	0.0678805	0.0100143	0.0303217	-0.0072401	0.307794	0.000758452	0.0282584	-0.0107514	0.0050239	0.390924	0.451016	0	0.0311766	0	0	0.227399	0	0	0	0	-0.000557999	0.067881	0.01	
0.2	-3.74257e-05	0.00691095	0.227284	-2.38196e-05	-1.45724e-06	2.29291e-05	-0.00065013	0.0688516	0.00963406	0.0303402	-0.00620906	0.307846	0.00074143	0.0412418	0.00208027	-0.00068087	0.519335	0.513266	0	0.0372523	0	0	0.259609	0	0	0	0	-0.000626748	0.068852	0.0096194	
0.225	-3.75607e-05	0.00792642	0.227283	-2.38244e-05	-2.87073e-07	2.32317e-05	-0.000680723	0.069285	0.00855143	0.0303584	-0.00483303	0.308193	0.000725524	0.0550409	0.013896	-0.00063624	0.551964	0.472629	0	0.0442081	0	0	0.297954	0	0	0	0	-0.000657379	0.0692846	0.00853553	
