time	R_C_yaw	R_C_roll	R_C_pitch	R_Linear	R_A_pitch	R_A_roll	L_C_yaw	L_C_roll	L_C_pitch	L_Linear	L_A_pitch	L_A_roll	
0.025	0.0113481	6.48236	2.69108	-0.0218723	-2.6553	-6.45365	0.00875245	10.2037	2.66519	-0.0249471	-2.62905	-10.175	
0.05	0.0113535	6.47451	2.69112	-0.0218659	-2.65534	-6.44579	0.00875786	10.1961	2.66526	-0.0249378	-2.62912	-10.1673	
0.075	0.0113627	6.4612	2.6912	-0.021855	-2.65542	-6.43249	0.00876703	10.183	2.66537	-0.0249222	-2.62923	-10.1543	
0.1	0.0113759	6.44212	2.6913	-0.0218395	-2.65552	-6.4134	0.00878019	10.1643	2.66553	-0.0248997	-2.62939	-10.1356	
0.125	0.0113934	6.41679	2.69144	-0.021819	-2.65567	-6.38807	0.00879765	10.1395	2.66574	-0.02487	-2.6296	-10.1108	
0.15	0.0114157	6.38458	2.69162	-0.021793	-2.65585	-6.35587	0.00881986	10.108	2.666	-0.0248324	-2.62988	-10.0793	
0.175	0.0114433	6.34471	2.69184	-0.021761	-2.65607	-6.316	0.00884734	10.069	2.66633	-0.024786	-2.63021	-10.0402	
0.2	0.0114768	6.29619	2.69211	-0.0217223	-2.65634	-6.26747	0.00888078	10.0214	2.66673	-0.0247297	-2.63062	-9.99272	
0.225	0.0115172	6.23782	2.69242	-0.0216762	-2.65666	-6.2091	0.008921	9.96425	2.66721	-0.0246624	-2.6311	-9.93554	
0.25	0.0115653	6.16816	2.6928	-0.0216217	-2.65704	-6.13944	0.00896899	9.896	2.66778	-0.0245826	-2.63168	-9.86729	
0.275	0.0116224	6.08548	2.69324	-0.0215577	-2.65748	-6.05677	0.00902592	9.81499	2.66845	-0.0244887	-2.63236	-9.78628	
0.3	0.0116899	5.98776	2.69375	-0.0214832	-2.658	-5.95904	0.00909321	9.71921	2.66924	-0.0243787	-2.63315	-9.69049	
0.325	0.0117694	5.87256	2.69434	-0.0213968	-2.6586	-5.84384	0.0091725	9.60627	2.67015	-0.0242506	-2.63408	-9.57755	
0.35	0.0118629	5.73703	2.69503	-0.0212973	-2.6593	-5.70832	0.00926575	9.47336	2.67122	-0.0241019	-2.63516	-9.44465	
0.375	0.0119727	5.57782	2.69581	-0.0211832	-2.66009	-5.54911	0.00937525	9.31717	2.67245	-0.02393	-2.63641	-9.28845	
0.4	0.0121015	5.39097	2.69671	-0.0210532	-2.661	-5.36226	0.00950369	9.13379	2.67387	-0.0237321	-2.63785	-9.10507	
0.425	0.0122525	5.17184	2.69772	-0.0209062	-2.66203	-5.14313	0.00965423	8.91862	2.67551	-0.0235054	-2.63951	-8.8899	
0.45	0.0124293	4.91499	2.69886	-0.0207412	-2.66318	-4.88627	0.00983059	8.66625	2.67738	-0.0232469	-2.64141	-8.63753	
0.475	0.0126363	4.614	2.70013	-0.0205579	-2.66447	-4.58529	0.0100371	8.37033	2.67951	-0.022954	-2.64357	-8.34161	
0.5	0.0128786	4.26139	2.70152	-0.0203571	-2.66588	-4.23268	0.0102789	8.02336	2.68192	-0.0226246	-2.64601	-7.99465	
0	0.0128786	4.26139	2.70152	-0.0203571	-2.66588	-4.23268	0.0102789	8.02336	2.68192	-0.0226246	-2.64601	-7.99465	
0.025	0.0131605	3.85091	2.70301	-0.0201421	-2.66739	-3.82219	0.0105601	7.61907	2.6846	-0.0222598	-2.64872	-7.59035	
0.05	0.0134797	3.38552	2.70454	-0.0199227	-2.66894	-3.3568	0.0108786	7.16019	2.68748	-0.0218703	-2.65165	-7.13148	
0.075	0.0138325	2.87068	2.70603	-0.0197101	-2.67044	-2.84197	0.0112308	6.65194	2.69048	-0.0214692	-2.65469	-6.62323	
0.1	0.014215	2.31195	2.7074	-0.0195151	-2.67183	-2.28324	0.0116127	6.09961	2.6935	-0.0210694	-2.65775	-6.07089	
0.125	0.0146234	1.71497	2.70858	-0.0193478	-2.67302	-1.68625	0.0120205	5.5086	2.69646	-0.0206829	-2.66075	-5.47988	
0.15	0.0150538	1.08547	2.70951	-0.0192172	-2.67397	-1.05675	0.0124503	4.88442	2.69928	-0.0203209	-2.6636	-4.85571	
0.175	0.0155022	0.429286	2.71014	-0.019131	-2.6746	-0.40057	0.0128983	4.23272	2.70189	-0.0199932	-2.66625	-4.20401	
0.2	0.0159648	-0.247665	2.71043	-0.0190957	-2.67489	0.276381	0.0133606	3.55925	2.70422	-0.0197082	-2.66861	-3.53053	
0.225	0.0164375	-0.939396	2.71033	-0.0191156	-2.67479	0.968111	0.0138331	2.86986	2.70622	-0.0194729	-2.67064	-2.84114	
0.25	0.0169163	-1.63986	2.70984	-0.0191937	-2.67429	1.66857	0.0143118	2.17051	2.70786	-0.0192922	-2.6723	-2.1418	
0.275	0.0173972	-2.34296	2.70894	-0.0193308	-2.67337	2.37167	0.0147928	1.46726	2.70911	-0.0191692	-2.67356	-1.43854	
0.3	0.0178762	-3.04258	2.70765	-0.0195255	-2.67206	3.0713	0.015272	0.766215	2.70996	-0.019105	-2.67442	-0.737499	
0.325	0.0183492	-3.73261	2.70598	-0.0197751	-2.67037	3.76133	0.0157453	0.0735462	2.7104	-0.0190989	-2.67486	-0.0448304	
0.35	0.0188121	-4.40693	2.70399	-0.0200741	-2.66834	4.43565	0.0162086	-0.604546	2.71045	-0.0191481	-2.67492	0.633262	
0.375	0.0192607	-5.05945	2.7017	-0.0204157	-2.66602	5.08817	0.0166578	-1.26184	2.71015	-0.0192477	-2.67461	1.29056	
0.4	0.0196911	-5.68414	2.69919	-0.020791	-2.66347	5.71285	0.0170888	-1.89213	2.70953	-0.0193914	-2.67397	1.92085	
