time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	Rfoot_ref_x	Rfoot_ref_y	Rfoot_ref_z	Lfoot_ref_x	Lfoot_ref_y	Lfoot_ref_z	
0	-3.85081e-05	0.00309711	0.227272	-2.37006e-05	-6.64721e-06	2.60147e-05	-2.4835e-05	0.0699979	0.00040629	0.0303235	-0.0122941	0.311451	0	0	0	0	0	0	0	0.00286462	0	0	0.115484	0	0	0	0	-1.13221e-06	0.0700046	0.000380602	
0.025	-3.83655e-05	0.00320495	0.227273	-2.37167e-05	-6.49757e-06	2.56585e-05	-3.36883e-05	0.0700338	0.00148887	0.0303123	-0.0121192	0.311036	-0.000449444	0.00699303	-0.0165952	-0.0179778	0.279721	-0.663809	0	0.00579692	0	0	0.119561	0	0	0	0	-9.96844e-06	0.0700403	0.00146447	
0.05	-3.81596e-05	0.00338757	0.227275	-2.37382e-05	-6.25835e-06	2.51206e-05	-6.20316e-05	0.0701484	0.00310905	0.0302987	-0.0118398	0.310409	-0.000540356	0.0111777	-0.0250639	-0.00363647	0.167387	-0.338746	0	0.00886619	0	0	0.126463	0	0	0	0	-3.83028e-05	0.0701548	0.00308658	
0.075	-3.79303e-05	0.00364934	0.227277	-2.37593e-05	-5.93869e-06	2.4477e-05	-0.000123057	0.0703952	0.00502018	0.0302888	-0.0114664	0.30966	-0.00039667	0.0149368	-0.0299942	0.00574743	0.150364	-0.197211	0	0.012145	0	0	0.136353	0	0	0	0	-9.93481e-05	0.0704015	0.005	
0.1	-3.77206e-05	0.0039965	0.227279	-2.37747e-05	-5.54182e-06	2.38194e-05	-0.000224078	0.0708038	0.0069313	0.0302876	-0.0110026	0.308893	-4.90417e-05	0.0185523	-0.0306444	0.0139051	0.14462	-0.0260074	0	0.0157107	0	0	0.149465	0	0	0	0	-0.000200432	0.07081	0.00691342	
0.125	-3.7565e-05	0.00443726	0.227281	-2.37819e-05	-5.05763e-06	2.32441e-05	-0.000357788	0.0713446	0.00855144	0.0302969	-0.0104362	0.308223	0.000372844	0.0226539	-0.0268228	0.0168754	0.164066	0.152863	0	0.0196476	0	0	0.166109	0	0	0	0	-0.000334245	0.0713508	0.00853553	
0.15	-3.74819e-05	0.00498201	0.227283	-2.3783e-05	-4.45961e-06	2.28378e-05	-0.000499277	0.071917	0.00963397	0.0303142	-0.00973578	0.307749	0.000691278	0.0280177	-0.0189638	0.0127374	0.214552	0.31436	0	0.0240488	0	0	0.186677	0	0	0	0	-0.000475856	0.0719231	0.0096194	
0.175	-3.74745e-05	0.00564354	0.227283	-2.37825e-05	-3.71135e-06	2.26631e-05	-0.00061638	0.072391	0.0100141	0.0303343	-0.00885804	0.307544	0.000802795	0.0351095	-0.00820437	0.00446071	0.28367	0.430376	0	0.0290182	0	0	0.211656	0	0	0	0	-0.000593065	0.0723967	0.01	
0.2	-3.75388e-05	0.00643743	0.227283	-2.37839e-05	-2.77981e-06	2.27444e-05	-0.00068938	0.072687	0.00963387	0.0303535	-0.00776384	0.307636	0.000767236	0.0437681	0.00367742	-0.00142237	0.346344	0.475271	0	0.0346733	0	0	0.241636	0	0	0	0	-0.000666134	0.072692	0.0096194	
0.225	-3.76691e-05	0.00738245	0.227282	-2.37877e-05	-1.64241e-06	2.30617e-05	-0.000721902	0.0728196	0.00855125	0.0303718	-0.00642644	0.308001	0.000735674	0.0534962	0.0146219	-0.00126248	0.389123	0.437779	0	0.0411476	0	0	0.277326	0	0	0	0	-0.000698689	0.0728236	0.00853553	
0.25	-3.7853e-05	0.00850092	0.22728	-2.37933e-05	-2.7996e-07	2.35566e-05	-0.000731555	0.07286	0.00693102	0.0303913	-0.00482326	0.308572	0.000777448	0.0641269	0.0228218	0.00167095	0.425231	0.327997	0	0.0485941	0	0	0.319568	0	0	0	0	-0.000708358	0.0728626	0.00691342	
0.275	-3.80654e-05	0.0098193	0.227278	-2.38018e-05	1.33524e-06	2.41447e-05	-0.00073329	0.0728686	0.00501983	0.0304119	-0.00292193	0.309249	0.000825437	0.0760532	0.0270738	0.00191959	0.477051	0.17008	0	0.0571889	0	0	0.369361	0	0	0	0	-0.0007101	0.0728697	0.005	
0.3	-3.82702e-05	0.0113687	0.227276	-2.38169e-05	3.24333e-06	2.47305e-05	-0.000733457	0.0728712	0.00310865	0.0304315	-0.000675611	0.309919	0.000781893	0.0898528	0.0268354	-0.00174175	0.551983	-0.00953798	0	0.0671349	0	0	0.427882	0	0	0	0	-0.000710267	0.0728704	0.00308658	
0.325	-3.84293e-05	0.0131857	0.227274	-2.38432e-05	5.49401e-06	2.52205e-05	-0.000733477	0.0728735	0.00148841	0.0304467	0.00197348	0.310474	0.000607989	0.105963	0.0221994	-0.00695616	0.644428	-0.185439	0	0.0786671	0	0	0.496512	0	0	0	0	-0.000710274	0.0728704	0.00146447	
