time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	
0.025	-0.000212535	0.00109801	0.22655	-5.36059e-05	-2.02906e-05	2.79432e-05	-4.79399e-05	0.0792379	2.51811e-05	0.0281223	-0.0158684	0.29671	0	0	0	0	0	0	0	0.000842813	0	0	0.0339771	0	
0.05	-0.000212527	0.00112963	0.22655	-5.36077e-05	-2.02092e-05	2.79406e-05	-4.79416e-05	0.079238	2.51785e-05	0.0281222	-0.0158229	0.296709	-4.60627e-06	0.00182159	-5.63637e-05	-0.000184251	0.0728637	-0.00225455	0	0.00170554	0	0	0.0351766	0	
0.075	-0.000212514	0.00118317	0.22655	-5.36109e-05	-2.00716e-05	2.79363e-05	-4.79445e-05	0.0792381	2.51742e-05	0.028122	-0.0157458	0.296706	-7.79027e-06	0.00308372	-9.53246e-05	-0.00012736	0.050485	-0.00155844	0	0.00260857	0	0	0.0372073	0	
0.1	-0.000212495	0.00125988	0.22655	-5.36155e-05	-1.98743e-05	2.79301e-05	-4.79487e-05	0.0792383	2.5168e-05	0.0281217	-0.0156353	0.296703	-1.1146e-05	0.00441861	-0.000136388	-0.00013423	0.0533959	-0.00164254	0	0.00357323	0	0	0.0401172	0	
0.125	-0.00021247	0.00136158	0.22655	-5.36216e-05	-1.96128e-05	2.7922e-05	-4.79542e-05	0.0792385	2.51598e-05	0.0281214	-0.0154889	0.296698	-1.47463e-05	0.00585777	-0.000180445	-0.00014401	0.0575665	-0.00176227	0	0.00462232	0	0	0.0439749	0	
0.15	-0.000212439	0.00149068	0.22655	-5.36292e-05	-1.92808e-05	2.79117e-05	-4.79612e-05	0.0792388	2.51494e-05	0.0281209	-0.015303	0.296693	-1.86678e-05	0.00743515	-0.000228434	-0.000156859	0.0630949	-0.00191957	0	0.00578062	0	0	0.0488717	0	
0.175	-0.0002124	0.00165022	0.226551	-5.36387e-05	-1.88706e-05	2.7899e-05	-4.79698e-05	0.0792392	2.51367e-05	0.0281203	-0.0150733	0.296686	-2.29921e-05	0.00918792	-0.000281356	-0.000172973	0.070111	-0.00211688	0	0.00707552	0	0	0.0549232	0	
0.2	-0.000212353	0.00184397	0.226551	-5.36502e-05	-1.83725e-05	2.78837e-05	-4.79803e-05	0.0792396	2.51214e-05	0.0281196	-0.0147944	0.296677	-2.78068e-05	0.0111574	-0.000340283	-0.000192588	0.0787796	-0.00235707	0	0.00853759	0	0	0.0622724	0	
0.225	-0.000212297	0.00207651	0.226551	-5.3664e-05	-1.77746e-05	2.78655e-05	-4.79929e-05	0.0792401	2.51031e-05	0.0281188	-0.0144596	0.296667	-3.32058e-05	0.01339	-0.000406366	-0.000215962	0.089304	-0.00264332	0	0.0102014	0	0	0.071093	0	
0.25	-0.000212231	0.00235334	0.226551	-5.36804e-05	-1.7063e-05	2.78441e-05	-4.80078e-05	0.0792408	2.50815e-05	0.0281178	-0.0140612	0.296655	-3.92899e-05	0.0159383	-0.00048084	-0.000243364	0.101931	-0.00297896	0	0.0121062	0	0	0.0815935	0	
