Time	IMU_ddx	IMU_ddy	IMU_ddz	IMU_yaw	IMU_roll	IMU_pitch	
0.018	-0.0071	0.0435	0.9988	-1.2961	0.0213	-0.0031	
0.051	0.0081	0.0159	0.9915	-1.2963	0.0164	-0.0055	
0.086	-0.0129	0.1218	1.116	-1.2959	0.0191	-0.004	
0.12	0.0154	-0.0449	0.9722	-1.2965	0.0191	-0.0058	
0.154	0.0198	-0.085	1.002	-1.2951	0.0135	-0.0049	
0.189	-0.0002	0.0818	1.0298	-1.296	0.0137	-0.0058	
0.222	-0.0024	-0.0168	1.0713	-1.2959	0.0105	-0.005	
0.257	-0.0149	-0.116	1.0132	-1.2954	0.0099	-0.0043	
0.291	-0.0212	0.2937	1.0151	-1.2942	0.0113	-0.0051	
0.334	-0.0073	-0.1641	0.8782	-1.2945	0.0051	-0.0068	
0.369	-0.0071	0.1184	0.9692	-1.2942	0.0044	-0.0079	
0.403	-0.0024	-0.1221	1.0322	-1.2946	0.0018	-0.0088	
0.438	0.0271	-0.041	0.9778	-1.294	-0.0016	-0.0117	
0.471	-0.0007	0.0352	1.042	-1.2942	-0.0012	-0.0115	
0.506	0.0071	-0.0764	1.0042	-1.2938	-0.004	-0.0106	
0.532	-0.0012	-0.0977	1.1106	-1.2935	-0.0018	-0.0097	
0.532	-0.0012	-0.0977	1.1106	-1.2935	-0.0018	-0.0097	
2.905	-0.0356	-0.1299	0.8074	-1.2805	0.0256	-0.0053	
2.939	0.1812	0.1863	1.416	-1.2799	0.0292	-0.0107	
2.974	-0.0688	0.1233	0.877	-1.2798	0.0281	-0.0074	
3.009	-0.1101	-0.4617	0.6284	-1.2792	0.0174	-0.0029	
3.043	-0.0269	0.2969	1.0618	-1.2774	0.0181	0.0032	
3.068	-0.0469	-0.0928	1.458	-1.277	0.0172	0.0009	
3.094	-0.0627	-0.2141	1.9324	-1.2787	0.0157	0.0009	
3.12	-0.126	-0.0811	1.875	-1.2772	0.017	0.0013	
3.146	-0.1196	0.1387	2.1453	-1.2761	0.0241	-0.0011	
3.172	0.0134	0.5867	1.6589	-1.2757	0.0356	-0.0045	
3.196	-0.0405	0.314	1.6609	-1.2758	0.0374	-0.0046	
3.222	0.0334	0.4448	1.771	-1.2763	0.0396	-0.0029	
3.247	0.0222	0.0728	1.6609	-1.2765	0.0345	-0.0033	
3.273	0.1133	0.1577	1.3047	-1.2765	0.0281	-0.0035	
3.299	0.0994	-0.0986	0.9773	-1.276	0.0206	-0.0048	
3.324	-0.0605	-0.2336	0.833	-1.2749	0.0125	-0.002	
3.35	0.0427	-0.0586	0.98	-1.2732	0.0006	-0.0019	
3.367	0.0137	-0.0161	1.1052	-1.2728	-0.0057	-0.0039	
3.393	-0.0908	-0.2219	0.939	-1.272	-0.016	-0.0017	
3.418	0.0244	-0.0103	0.7893	-1.2711	-0.019	-0.0017	
3.444	0.0198	-0.1899	0.6287	-1.2707	-0.023	-0.0027	
3.47	-0.0359	-0.2017	0.7302	-1.2698	-0.0236	-0.0032	
3.495	-0.0972	-0.0447	0.9656	-1.2692	-0.0208	0.0015	
3.521	-0.009	0.0828	0.9141	-1.2686	-0.0185	0.0034	
3.546	-0.031	0.1667	0.9451	-1.2685	-0.0187	0.0032	
3.572	-0.0671	-0.0989	0.6887	-1.2676	-0.0185	0.0011	
3.598	-0.093	0.2195	1.0007	-1.2666	-0.0184	0.0006	
3.623	-0.0027	-0.199	1.0442	-1.2657	-0.0263	-0.0026	
3.649	0.0396	0.252	0.575	-1.2656	-0.0242	-0.0041	
3.674	0.0657	0.0513	1.0044	-1.2637	-0.0329	-0.009	
3.7	0.0906	-0.0449	0.5049	-1.261	-0.0452	-0.0111	
3.726	-0.0186	-0.0923	1.1077	-1.2571	-0.0529	-0.0109	
3.743	-0.0034	-0.2332	0.5	-1.2553	-0.0577	-0.0085	
3.769	-0.0081	-0.0327	0.6206	-1.2549	-0.0568	-0.0033	
3.794	0.0239	-0.0686	0.5269	-1.2547	-0.0586	-0.0025	
3.82	-0.0073	-0.0415	0.8079	-1.2545	-0.0538	-0.0002	
3.846	-0.1172	-0.0659	1.1787	-1.255	-0.0495	-0.0006	
3.872	0.0093	0.0576	1.009	-1.2544	-0.044	0.0026	
3.898	-0.051	-0.0198	1.1135	-1.2543	-0.0382	0.0026	
3.923	-0.0093	-0.0056	0.9326	-1.2545	-0.0329	0.0026	
3.949	-0.0144	0.1553	1.1677	-1.2541	-0.0289	0.0002	
3.974	0.0105	0.1787	0.9585	-1.2546	-0.0264	-0.0011	
4	0.0745	0.2585	0.8167	-1.2543	-0.0261	-0.001	
4.026	0.0903	0.1833	0.6987	-1.2538	-0.0271	-0.0041	
4.043	-0.0432	0.0662	1.282	-1.2532	-0.0277	-0.0036	
4.069	-0.0247	-0.0747	1.127	-1.2522	-0.0261	-0.0011	
4.094	-0.1328	-0.2952	1.3794	-1.2515	-0.0269	0.0001	
4.12	-0.0857	-0.1799	1.2349	-1.2515	-0.0303	0.0037	
4.146	-0.0955	-0.0173	1.8264	-1.2501	-0.0268	0.0046	
4.172	-0.0317	0.104	1.0737	-1.2499	-0.0276	0.0065	
4.198	-0.0508	-0.0205	0.7656	-1.2501	-0.0313	0.009	
4.223	-0.0071	-0.197	1.5703	-1.2518	-0.0323	0.0069	
4.249	-0.0754	0.2659	1.4675	-1.2506	-0.0315	0.0137	
4.274	0.1553	0.1147	0.6074	-1.2515	-0.0384	0.0154	
4.3	0.0122	-0.2893	1.491	-1.2536	-0.048	0.0117	
4.326	0.0647	-0.2888	1.8628	-1.2538	-0.0531	0.0069	
4.351	0.0186	-0.5483	1.9216	-1.254	-0.054	0.0026	
4.376	-0.0735	-0.3989	2.7302	-1.2522	-0.0512	0.006	
4.401	-0.012	0.0933	1.3738	-1.2514	-0.038	0.0082	
4.427	0.0957	0.3267	0.6484	-1.2523	-0.0297	0.0096	
4.444	0.0803	0.0469	1.134	-1.2528	-0.0281	0.0067	
4.47	0.1169	0.1292	0.9739	-1.254	-0.0207	0.0054	
4.496	0.0713	0.2039	0.6924	-1.2542	-0.0164	0.0053	
4.521	0.0146	0.0295	1.0686	-1.2551	-0.0118	0.0031	
4.546	-0.0444	0.124	0.7468	-1.2548	-0.0069	0.0058	
4.572	0.0723	0.1387	0.394	-1.2562	-0.0065	0.0058	
4.598	-0.0898	0.0891	0.8289	-1.2551	-0.0068	0.0056	
4.623	-0.0217	-0.1313	0.699	-1.2558	-0.0116	0.0066	
4.648	0.0815	-0.0701	0.4927	-1.2561	-0.0166	0.0038	
4.674	0.0403	0.1907	0.5947	-1.2566	-0.0156	0.004	
4.699	0.0852	0.0383	0.4734	-1.2558	-0.0175	-0.002	
4.725	0.0313	-0.073	0.9756	-1.2562	-0.0184	-0.0056	
4.751	-0.0085	0.0073	1.4121	-1.2559	-0.0134	-0.0065	
4.768	0.1389	-0.2441	0.2722	-1.2571	-0.0091	-0.0063	
4.794	0.1917	-0.0706	0.0186	-1.2577	0.0023	-0.0051	
4.819	-0.2163	-0.1746	1.1536	-1.2581	0.0108	-0.0027	
4.846	0.0342	0.1807	0.5515	-1.2584	0.0249	-0.0048	
4.871	0.0439	0.0713	0.627	-1.2602	0.0368	-0.0108	
4.897	-0.0198	0.2029	0.8896	-1.2605	0.0445	-0.0118	
4.923	0.0396	0.3049	0.7363	-1.2608	0.048	-0.0106	
4.948	0.0032	0.1125	0.7551	-1.2601	0.0492	-0.0091	
4.974	0.0713	0.0195	0.7444	-1.2604	0.0418	-0.009	
