time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	Rfoot_ref_x	Rfoot_ref_y	Rfoot_ref_z	Lfoot_ref_x	Lfoot_ref_y	Lfoot_ref_z	
0	-3.85954e-05	0.00105054	0.227271	-2.36426e-05	-9.20937e-06	2.60873e-05	-2.36469e-05	0.0699288	0.000406363	0.0303307	-0.0153078	0.311537	0	0	0	0	0	0	0	0.000946981	0	0	0.0381765	0	0	0	0	0	0.069938	0.000380602	
0.025	-3.84404e-05	0.0010858	0.227273	-2.36605e-05	-9.04947e-06	2.57573e-05	-2.36821e-05	0.0694453	0.00148897	0.0303172	-0.0151204	0.311153	-0.000537748	0.00749665	-0.0153709	-0.0215099	0.299866	-0.614837	0	0.00191634	0	0	0.0395243	0	0	0	0	0	0.0694539	0.00146447	
0.05	-3.81896e-05	0.00114507	0.227275	-2.36909e-05	-8.6426e-06	2.53019e-05	-2.37524e-05	0.0678948	0.00310923	0.0302962	-0.0146428	0.310622	-0.000839081	0.0191045	-0.0212177	-0.0120533	0.464315	-0.233873	0	0.00293097	0	0	0.041806	0	0	0	0	0	0.0679016	0.00308658	
0.075	-3.78612e-05	0.00122938	0.227279	-2.37334e-05	-7.85496e-06	2.48396e-05	-2.38674e-05	0.0645541	0.00502055	0.0302702	-0.0137175	0.310084	-0.00104068	0.03701	-0.0215456	-0.00806412	0.71622	-0.0131128	0	0.00401486	0	0	0.0450755	0	0	0	0	0	0.0645573	0.005	
0.1	-3.74917e-05	0.00134059	0.227283	-2.37845e-05	-6.61472e-06	2.44974e-05	-2.40275e-05	0.0590223	0.006932	0.0302432	-0.0122601	0.309684	-0.00108011	0.0582975	-0.0159903	-0.00157722	0.8515	0.222212	0	0.00519361	0	0	0.04941	0	0	0	0	0	0.0590195	0.00691342	
0.125	-3.71391e-05	0.00148176	0.227288	-2.38372e-05	-4.99843e-06	2.43682e-05	-2.42158e-05	0.0516993	0.00855265	0.0302206	-0.0103602	0.309531	-0.000903749	0.0759938	-0.0061312	0.00705461	0.707853	0.394362	0	0.00649508	0	0	0.054912	0	0	0	0	0	0.0516886	0.00853553	
0.15	-3.68709e-05	0.0016572	0.227292	-2.38821e-05	-3.26056e-06	2.44689e-05	-2.43971e-05	0.0439496	0.00963577	0.0302073	-0.00831681	0.309643	-0.000534505	0.0817368	0.00451124	0.0147698	0.229718	0.425698	0	0.00795002	0	0	0.0617114	0	0	0	0	0	0.0439306	0.0096194	
0.175	-3.67351e-05	0.00187218	0.227294	-2.39118e-05	-1.73225e-06	2.47411e-05	-2.45332e-05	0.0375354	0.0100164	0.0302048	-0.00651889	0.309955	-9.65116e-05	0.071917	0.0124661	0.0175197	-0.392793	0.318195	0	0.0095928	0	0	0.069969	0	0	0	0	0	0.0375094	0.01	
0.2	-3.67418e-05	0.00213239	0.227295	-2.3924e-05	-6.19039e-07	2.51152e-05	-2.46049e-05	0.0335369	0.00963658	0.030212	-0.00520818	0.310386	0.000287964	0.0524281	0.0172423	0.015379	-0.779555	0.191047	0	0.0114622	0	0	0.0798798	0	0	0	0	0	0.0335064	0.0096194	
0.225	-3.68701e-05	0.00244386	0.227294	-2.39215e-05	1.21152e-07	2.55701e-05	-2.462e-05	0.0317557	0.00855414	0.0302268	-0.0043353	0.310912	0.000588292	0.0349154	0.0210505	0.0120131	-0.700506	0.152329	0	0.0136025	0	0	0.091678	0	0	0	0	0	0.0317228	0.00853553	
0.25	-3.70825e-05	0.00281342	0.227293	-2.391e-05	6.85215e-07	2.61115e-05	-2.46009e-05	0.031227	0.00693398	0.030247	-0.00366872	0.31154	0.000808284	0.0266631	0.0251086	0.00879967	-0.330092	0.162324	0	0.0160642	0	0	0.105642	0	0	0	0	0	0.0311932	0.00691342	
0.275	-3.73361e-05	0.00324931	0.22729	-2.38954e-05	1.24612e-06	2.67152e-05	-2.45686e-05	0.0311321	0.00502282	0.03027	-0.00300517	0.31224	0.000923328	0.026542	0.0279997	0.00460176	-0.00484592	0.115643	0	0.0189054	0	0	0.122103	0	0	0	0	0	0.0310977	0.005	
0.3	-3.75877e-05	0.00376163	0.227288	-2.38827e-05	1.88689e-06	2.73126e-05	-2.45364e-05	0.0311236	0.00311165	0.0302927	-0.00224739	0.312932	0.000904404	0.0303112	0.0276841	-0.000756953	0.15077	-0.0126252	0	0.0221933	0	0	0.141449	0	0	0	0	0	0.0310886	0.00308658	
0.325	-3.77975e-05	0.00436241	0.227286	-2.38763e-05	2.63938e-06	2.78178e-05	-2.45129e-05	0.0311239	0.00149144	0.0303114	-0.00135849	0.313516	0.000749403	0.0355562	0.0233544	-0.00620004	0.209797	-0.173188	0	0.0260057	0	0	0.164136	0	0	0	0	0	0.0310882	0.00146447	
0.35	-3.78791e-05	0.00506577	0.227285	-2.38806e-05	3.52444e-06	2.81556e-05	-2.20544e-05	0.0311211	0.000406032	0.0303227	-0.000314518	0.313904	0.000451117	0.0417587	0.0155094	-0.0119314	0.248101	-0.313799	0	0.0304325	0	0	0.190702	0	0	0	0	0	0.0310882	0.000380602	
0.375	-3.79647e-05	0.00588847	0.227285	-2.38967e-05	4.56241e-06	2.82731e-05	-2.20639e-05	0.031122	2.58431e-05	0.0303262	0.000907826	0.314034	0.000141111	0.0488937	0.00519372	-0.0124002	0.285401	-0.412627	0	0.0355783	0	0	0.221774	0	0	0	0	0	0.0310882	0	
0.4	-3.79527e-05	0.00684381	0.227285	-2.3921e-05	5.76918e-06	2.82727e-05	-2.20842e-05	0.0311231	2.58587e-05	0.0303252	0.00232783	0.314024	-3.87891e-05	0.0568003	-0.000373031	-0.00719602	0.316264	-0.22267	0	0.0408329	0	0	0.198265	0	0	0	0	0	0.0310882	0	
0.425	-3.79539e-05	0.00792284	0.227285	-2.39483e-05	7.13211e-06	2.8274e-05	-2.21068e-05	0.0311243	2.58779e-05	0.0303242	0.00393156	0.314015	-3.98204e-05	0.0641489	-0.000373402	-4.1253e-05	0.293941	-1.48315e-05	0	0.0454752	0	0	0.172794	0	0	0	0	0	0.0310882	0	
0.45	-3.79423e-05	0.00910964	0.227285	-2.39781e-05	8.63106e-06	2.82776e-05	-2.21315e-05	0.0311257	2.59009e-05	0.0303233	0.0056953	0.314006	-3.71496e-05	0.0705496	-0.000358026	0.000106831	0.256031	0.000615037	0	0.0494562	0	0	0.145362	0	0	0	0	0	0.0310882	0	
0.475	-3.7932e-05	0.0103871	0.227285	-2.40099e-05	1.02444e-05	2.82839e-05	-2.21578e-05	0.0311271	2.59279e-05	0.0303225	0.00759361	0.313998	-3.31611e-05	0.0759324	-0.000320246	0.000159541	0.21531	0.00151119	0	0.0527269	0	0	0.115968	0	0	0	0	0	0.0310882	0	
0.5	-3.79234e-05	0.0117369	0.227285	-2.40433e-05	1.19489e-05	2.82934e-05	-2.21853e-05	0.0311287	2.59591e-05	0.0303218	0.00959922	0.313991	-2.73371e-05	0.0802244	-0.000264911	0.000232958	0.171682	0.00221341	0	0.0552383	0	0	0.0846129	0	0	0	0	0	0.0310882	0	
0.525	-3.79171e-05	0.0131393	0.227285	-2.40776e-05	1.372e-05	2.83063e-05	-2.22135e-05	0.0311303	2.59942e-05	0.0303213	0.0116831	0.313987	-2.00124e-05	0.0833537	-0.000195209	0.00029299	0.12517	0.00278807	0	0.0569412	0	0	0.0512963	0	0	0	0	0	0.0310882	0	
