R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	
7.16484	6.7544	-0	-5.49451	-7.6044	7.23736	6.10989	-0.00119405	-5.49835	-8.06484	142.57	314.73	-2.69	0	260.93	-185.61	-5.38	13.45	
7.16484	6.66648	-0	-5.49451	-7.6044	7.23736	6.10989	-0.00119405	-5.49835	-8.06484	118.36	312.04	0	0	242.1	-182.92	-5.38	0	
7.16484	6.66648	-0	-5.49451	-7.51648	7.23736	6.10989	-0.00119405	-5.49835	-7.97692	99.53	314.73	0	0	220.58	-177.54	-5.38	0	
7.16484	6.66648	-0	-5.49451	-7.6044	7.23736	6.10989	-0.00119405	-5.49835	-7.97692	112.98	320.11	-2.69	0	201.75	-177.54	-5.38	0	
7.16484	6.66648	-0	-5.49451	-7.42857	7.23736	6.10989	-0.00119405	-5.58626	-7.88901	2.69	312.04	-2.69	0	164.09	-174.85	0	0	
7.07692	6.66648	0.0060132	-5.49451	-7.42857	7.14945	6.10989	-0.00116828	-5.49835	-7.71319	0	287.83	-10.76	0	134.5	-177.54	-2.69	5.38	
7.07692	6.7544	0.0186495	-5.49451	-7.16484	7.14945	6.10989	-0.00156343	-5.58626	-7.44945	-37.66	287.83	-10.76	5.38	83.39	-182.92	-2.69	-2.69	
6.9011	6.7544	0.0162786	-5.49451	-6.81319	7.06154	6.10989	-0.00314405	-5.58626	-7.18571	-29.59	290.52	-10.76	8.07	24.21	-180.23	0	2.69	
6.72527	6.66648	0.0157116	-5.49451	-6.46154	6.7978	6.10989	-0.00369383	-5.49835	-6.83407	-121.05	290.52	-2.69	0	0	-177.54	0	0	
6.46154	6.7544	0.0154196	-5.49451	-6.10989	6.53407	6.10989	-0.00399449	-5.58626	-6.39451	-150.64	290.52	-10.76	-16.14	-29.59	-177.54	0	-5.38	
5.93407	6.7544	0.0151962	-5.40659	-5.58242	6.18242	6.10989	-0.00401167	-5.49835	-6.04286	-169.47	295.9	-8.07	-24.21	-18.83	-182.92	0	-18.83	
