R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	
7.25275	6.7544	-0.00219052	-5.49451	-7.6044	7.06154	6.28571	-0.00229361	-5.58626	-7.97692	137.19	333.56	-2.69	0	303.97	-223.27	-5.38	21.52	
7.16484	6.84231	-0.00219052	-5.49451	-7.6044	7.06154	6.28571	-0.00229361	-5.49835	-8.06484	104.91	338.94	-2.69	0	282.45	-215.2	-5.38	0	
7.25275	6.7544	-0.00219052	-5.49451	-7.6044	7.06154	6.28571	-0.00229361	-5.49835	-7.97692	91.46	330.87	-8.07	0	258.24	-220.58	-13.45	0	
7.25275	6.84231	-0.00219052	-5.49451	-7.51648	7.06154	6.28571	-0.00229361	-5.49835	-7.97692	59.18	333.56	-5.38	0	239.41	-212.51	-2.69	0	
7.25275	6.7544	-0.00219052	-5.49451	-7.51648	7.06154	6.28571	-0.00229361	-5.58626	-7.88901	0	336.25	-2.69	0	201.75	-220.58	-16.14	0	
7.16484	6.84231	-0.00219052	-5.49451	-7.42857	7.06154	6.28571	-0.00229361	-5.49835	-7.71319	0	312.04	-26.9	0	161.4	-215.2	-13.45	-2.69	
7.16484	6.84231	-0.00219052	-5.49451	-7.16484	6.97363	6.28571	-0.00229361	-5.49835	-7.44945	-26.9	314.73	-10.76	0	123.74	-217.89	-2.69	0	
7.07692	6.84231	-0.00219052	-5.49451	-6.81319	6.88571	6.28571	-0.00229361	-5.49835	-7.18571	-123.74	312.04	-16.14	2.69	34.97	-220.58	-2.69	0	
6.9011	6.84231	-0.00219052	-5.49451	-6.46154	6.70989	6.1978	-0.00229361	-5.49835	-6.83407	-156.02	314.73	-2.69	0	24.21	-215.2	-2.69	-2.69	
6.54945	6.84231	-0.00219052	-5.49451	-6.02198	6.44615	6.28571	-0.00229361	-5.49835	-6.39451	-188.3	312.04	-2.69	-18.83	-16.14	-217.89	0	-10.76	
6.1978	6.7544	-0.00219052	-5.49451	-5.58242	6.09451	6.28571	-0.00229361	-5.58626	-6.04286	-207.13	309.35	-2.69	-21.52	-18.83	-217.89	0	-21.52	
5.67033	6.84231	-0.00219052	-5.49451	-5.05495	5.65495	6.28571	-0.00229361	-5.49835	-5.42747	-234.03	314.73	-2.69	-29.59	-64.56	-220.58	0	-26.9	
5.05495	6.84231	-0.00219052	-5.49451	-4.35165	5.03956	6.1978	-0.00229361	-5.58626	-4.63626	-207.13	314.73	-2.69	-32.28	-137.19	-215.2	0	-18.83	
4.17582	6.84231	-0.00219052	-5.49451	-3.47253	4.24835	6.28571	-0.00229361	-5.49835	-3.75714	-193.68	309.35	-18.83	-29.59	-158.71	-215.2	0	-13.45	
3.20879	6.84231	-0.00219052	-5.49451	-2.50549	3.45714	6.28571	-0.00229361	-5.58626	-2.79011	-169.47	314.73	-5.38	-34.97	-172.16	-215.2	0	-18.83	
2.06593	6.84231	-0.00219052	-5.49451	-1.53846	2.57802	6.28571	-0.00229361	-5.58626	-1.73516	-169.47	314.73	0	-32.28	-193.68	-220.58	0	-8.07	
1.0989	6.84231	-0.00219052	-5.49451	-0.395604	1.52308	6.28571	-0.00229361	-5.58626	-0.68022	-166.78	309.35	-2.69	-37.66	-217.89	-217.89	0	-16.14	
0.043956	6.84231	0.00114251	-5.49451	0.747253	0.468132	6.28571	-0.00232797	-5.58626	0.374725	-158.71	312.04	-2.69	-32.28	-212.51	-215.2	0	-2.69	
-1.01099	6.84231	0.000910571	-5.49451	1.71429	-0.586813	6.28571	-0.00232797	-5.49835	1.34176	-150.64	312.04	-2.69	-32.28	-177.54	-212.51	0	-13.45	
-1.97802	6.84231	0.000609911	-5.40659	2.59341	-1.46593	6.28571	-0.00232797	-5.58626	2.3967	-121.05	314.73	-2.69	-26.9	-150.64	-215.2	0	-5.38	
-2.85714	6.84231	0.000377973	-5.49451	3.2967	-2.34505	6.28571	-0.00233656	-5.49835	3.01209	-107.6	317.42	-8.07	-37.66	-158.71	-215.2	0	-5.38	
-3.56044	6.84231	0.000188986	-5.49451	3.91209	-2.87253	6.1978	-0.00233656	-5.58626	3.62747	-99.53	317.42	0	-29.59	-180.23	-215.2	0	0	
-4	6.84231	3.43612e-05	-5.49451	4.35165	-3.22418	6.28571	-0.00233656	-5.58626	3.97912	-110.29	312.04	-10.76	-18.83	-228.65	-220.58	0	-2.69	
-4.26374	6.84231	-6.87223e-05	-5.49451	4.61538	-3.4	6.1978	-0.00233656	-5.49835	4.33077	-96.84	314.73	-5.38	-5.38	-263.62	-215.2	0	0	
-4.52747	6.84231	-9.44932e-05	-5.49451	4.79121	-3.48791	6.28571	-0.00233656	-5.49835	4.50659	-78.01	320.11	-5.38	-18.83	-269	-217.89	0	0	
-4.52747	6.84231	-9.44932e-05	-5.49451	4.79121	-3.48791	6.28571	-0.00233656	-5.58626	4.50659	-115.67	320.11	-8.07	-8.07	-266.31	-217.89	0	-5.38	
-4.61538	6.84231	-6.87223e-05	-5.49451	4.7033	-3.48791	6.28571	-0.00233656	-5.49835	4.50659	-16.14	320.11	-18.83	32.28	-212.51	-215.2	0	-5.38	
-4.61538	6.84231	-8.59029e-06	-5.49451	4.52747	-3.57582	6.28571	-0.00233656	-5.58626	4.33077	24.21	317.42	-24.21	8.07	-129.12	-215.2	0	21.52	
-4.52747	6.84231	0.000188986	-5.49451	4.17582	-3.48791	6.28571	-0.00233656	-5.58626	3.89121	56.49	317.42	-13.45	18.83	-61.87	-215.2	0	10.76	
-4.26374	6.84231	0.000377973	-5.49451	3.82418	-3.31209	6.28571	-0.00232797	-5.58626	3.62747	145.26	317.42	-29.59	13.45	-5.38	-220.58	0	16.14	
-3.82418	6.84231	0.000618501	-5.49451	3.20879	-2.78462	6.28571	-0.00231079	-5.58626	3.1	126.43	314.73	-18.83	29.59	21.52	-220.58	0	34.97	
-3.12088	6.84231	0.000841849	-5.49451	2.59341	-2.34505	6.1978	-0.00229361	-5.49835	2.3967	137.19	314.73	-2.69	26.9	40.35	-217.89	0	13.45	
-2.32967	6.84231	0.00100506	-5.49451	1.71429	-1.72967	6.28571	-0.0023022	-5.49835	1.42967	139.88	312.04	-10.76	13.45	118.36	-209.82	0	18.83	
-1.45055	6.84231	0.00103084	-5.49451	0.747253	-1.02637	6.28571	-0.0023022	-5.49835	0.462637	88.77	312.04	-5.38	8.07	180.23	-209.82	0	16.14	
-0.307692	6.84231	0.00103084	-5.49451	-0.131868	-0.235165	6.28571	-0.0023022	-5.58626	-0.504396	59.18	314.73	-5.38	10.76	217.89	-217.89	0	13.45	
0.747253	6.84231	0.000841849	-5.49451	-1.0989	0.556044	6.1978	-0.0023022	-5.49835	-1.47143	34.97	306.66	-2.69	0	217.89	-212.51	0	8.07	
1.8022	6.84231	0.000618501	-5.49451	-1.97802	1.43516	6.28571	-0.0023022	-5.58626	-2.26264	2.69	314.73	-5.38	10.76	225.96	-212.51	0	13.45	
2.76923	6.84231	0.000395153	-5.49451	-2.85714	2.31429	6.28571	-0.00231079	-5.58626	-3.05385	-5.38	317.42	-2.69	13.45	239.41	-217.89	0	2.69	
3.56044	6.84231	0.000171806	-5.49451	-3.47253	2.92967	6.28571	-0.00231079	-5.58626	-3.75714	-5.38	314.73	-2.69	18.83	242.1	-217.89	0	16.14	
4.08791	6.84231	-0	-5.49451	-4	3.45714	6.28571	-0.00231079	-5.58626	-4.1967	0	317.42	0	10.76	220.58	-215.2	0	21.52	
4.26374	6.84231	-0.000128854	-5.49451	-4.35165	3.63297	6.28571	-0.00231079	-5.49835	-4.54835	0	314.73	-2.69	32.28	258.24	-217.89	0	26.9	
4.43956	6.84231	-0.000214757	-5.49451	-4.61538	3.8967	6.1978	-0.00231079	-5.58626	-4.72418	29.59	314.73	-2.69	18.83	242.1	-217.89	0	16.14	
4.61538	6.84231	-0.000223348	-5.49451	-4.7033	4.07253	6.28571	-0.00231079	-5.58626	-4.9	45.73	317.42	-2.69	-8.07	217.89	-220.58	0	2.69	
4.61538	6.84231	-0.000231938	-5.49451	-4.7033	4.07253	6.28571	-0.00231079	-5.49835	-4.81209	0	320.11	-2.69	-2.69	204.44	-215.2	0	0	
4.61538	6.84231	-0.000206167	-5.49451	-4.7033	4.16044	6.28571	-0.00231079	-5.58626	-4.81209	0	317.42	-13.45	-2.69	134.5	-217.89	0	0	
4.61538	6.84231	-9.44932e-05	-5.49451	-4.61538	4.07253	6.28571	-0.00231079	-5.58626	-4.63626	-48.42	317.42	-10.76	-10.76	48.42	-217.89	0	0	
4.43956	6.84231	0.000103084	-5.49451	-4.35165	4.07253	6.28571	-0.00231079	-5.49835	-4.1967	-134.5	317.42	-10.76	-13.45	21.52	-212.51	0	0	
4.17582	6.84231	0.000335021	-5.49451	-3.82418	3.80879	6.28571	-0.00231079	-5.58626	-3.75714	-201.75	314.73	-2.69	-26.9	-37.66	-217.89	0	-24.21	
3.91209	6.84231	0.00057555	-5.49451	-3.2967	3.54505	6.28571	-0.00231938	-5.58626	-3.31758	-228.65	309.35	-2.69	-26.9	-43.04	-217.89	0	-13.45	
3.38462	6.84231	0.000824668	-5.49451	-2.59341	3.01758	6.28571	-0.00231938	-5.58626	-2.52637	-220.58	314.73	-5.38	-21.52	-164.09	-220.58	0	-26.9	
2.41758	6.84231	0.000996474	-5.49451	-1.71429	2.22637	6.28571	-0.00232797	-5.49835	-1.64725	-207.13	314.73	-10.76	-37.66	-147.95	-207.13	0	-13.45	
1.45055	6.84231	0.00103084	-5.49451	-0.747253	1.34725	6.28571	-0.00232797	-5.58626	-0.68022	-185.61	312.04	-5.38	-29.59	-169.47	-215.2	0	-16.14	
0.483516	6.84231	0.00103084	-5.49451	0.21978	0.38022	6.28571	-0.00232797	-5.58626	0.198901	-174.85	314.73	-5.38	-43.04	-188.3	-217.89	0	-5.38	
-0.483516	6.84231	0.000910571	-5.49451	1.18681	-0.498901	6.1978	-0.00232797	-5.58626	1.16593	-164.09	312.04	-2.69	-43.04	-174.85	-217.89	0	-10.76	
-1.45055	6.84231	0.000627091	-5.49451	1.97802	-1.37802	6.28571	-0.00231938	-5.49835	2.13297	-137.19	312.04	-8.07	-29.59	-166.78	-209.82	0	-8.07	
-2.32967	6.84231	0.000403744	-5.49451	2.85714	-2.08132	6.28571	-0.00232797	-5.49835	2.92418	-115.67	314.73	-2.69	-32.28	-166.78	-220.58	0	-8.07	
