time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	Rfoot_ref_x	Rfoot_ref_y	Rfoot_ref_z	Lfoot_ref_x	Lfoot_ref_y	Lfoot_ref_z	
0	-3.83059e-05	0.00357113	0.227275	-2.37521e-05	-4.10646e-06	2.6489e-05	-2.49865e-05	0.0600277	0.000406799	0.0303168	-0.00930327	0.311998	0	0	0	0	0	0	0	0.00331443	0	0	0.133618	0	0	0	0	-1.06526e-06	0.0600233	0.000380602	
0.025	-3.81646e-05	0.00369602	0.227277	-2.37681e-05	-3.96855e-06	2.6128e-05	-3.33157e-05	0.0602096	0.00148937	0.0303054	-0.00914266	0.311578	-0.000455552	0.00642449	-0.0168275	-0.0182221	0.25698	-0.673101	0	0.00670718	0	0	0.138335	0	0	0	0	-9.37905e-06	0.0602052	0.00146447	
0.05	-3.79641e-05	0.00390762	0.227278	-2.3789e-05	-3.7911e-06	2.55696e-05	-5.99772e-05	0.0607927	0.00310953	0.0302915	-0.00893655	0.310927	-0.000555892	0.00824457	-0.0260243	-0.00401361	0.072803	-0.367872	0	0.0102584	0	0	0.146321	0	0	0	0	-3.60381e-05	0.0607886	0.00308658	
0.075	-3.77479e-05	0.00421113	0.22728	-2.38082e-05	-3.62277e-06	2.48774e-05	-0.000117378	0.0620487	0.00502061	0.0302809	-0.00874195	0.310121	-0.000425423	0.00778386	-0.032256	0.00521876	-0.0184282	-0.249265	0	0.014052	0	0	0.157764	0	0	0	0	-9.34741e-05	0.0620455	0.005	
0.1	-3.75614e-05	0.0046138	0.227282	-2.38201e-05	-3.48596e-06	2.41361e-05	-0.000212397	0.0641283	0.00693163	0.0302787	-0.00858485	0.309257	-8.93632e-05	0.00628385	-0.0345328	0.0134424	-0.0600004	-0.0910719	0	0.0181777	0	0	0.172935	0	0	0	0	-0.000188581	0.0641268	0.00691342	
0.125	-3.74386e-05	0.00512509	0.227283	-2.38226e-05	-3.3429e-06	2.34484e-05	-0.000338159	0.0668813	0.00855166	0.0302869	-0.00842038	0.308456	0.000330362	0.00657878	-0.032032	0.016789	0.011797	0.100029	0	0.0227328	0	0	0.192192	0	0	0	0	-0.000314483	0.0668819	0.00853553	
0.15	-3.73917e-05	0.00575675	0.227284	-2.38188e-05	-3.0854e-06	2.29234e-05	-0.000471238	0.0697948	0.00963405	0.0303034	-0.00812086	0.307845	0.000657388	0.0119808	-0.0244717	0.013081	0.216081	0.302414	0	0.0278251	0	0	0.21599	0	0	0	0	-0.00044772	0.0697976	0.0096194	
0.175	-3.7414e-05	0.00652328	0.227283	-2.3815e-05	-2.57503e-06	2.26505e-05	-0.00058138	0.0722065	0.0100141	0.0303228	-0.00752318	0.307526	0.000779048	0.0239073	-0.012764	0.00486637	0.477058	0.468306	0	0.0335748	0	0	0.244892	0	0	0	0	-0.000557999	0.0722109	0.01	
0.2	-3.74947e-05	0.00744253	0.227283	-2.38159e-05	-1.71636e-06	2.26696e-05	-0.000650043	0.0737105	0.00963379	0.0303415	-0.00651493	0.307545	0.000746818	0.0403303	0.000772652	-0.0012892	0.656921	0.541468	0	0.0401178	0	0	0.279579	0	0	0	0	-0.000626748	0.0737154	0.0096194	
0.225	-3.76286e-05	0.00853623	0.227281	-2.38221e-05	-4.95728e-07	2.29574e-05	-0.000680634	0.0743815	0.00855114	0.0303594	-0.00507988	0.307875	0.000713827	0.057402	0.0132069	-0.00131965	0.682869	0.497369	0	0.0476088	0	0	0.320873	0	0	0	0	-0.000657379	0.0743857	0.00853553	
0.25	-3.7809e-05	0.0098304	0.22728	-2.38319e-05	1.05539e-06	2.34413e-05	-0.000689718	0.0745819	0.0069309	0.0303782	-0.00325503	0.308431	0.000754216	0.072994	0.0222395	0.00161559	0.623683	0.361306	0	0.0562246	0	0	0.369749	0	0	0	0	-0.000666475	0.0745847	0.00691342	
0.275	-3.80153e-05	0.0113558	0.227278	-2.38459e-05	2.92335e-06	2.40253e-05	-0.000691355	0.0746196	0.00501971	0.0303983	-0.00105657	0.3091	0.000801763	0.0879384	0.0267719	0.00190189	0.597773	0.181293	0	0.0661689	0	0	0.42736	0	0	0	0	-0.000668115	0.0746206	0.005	
0.3	-3.82135e-05	0.0131484	0.227276	-2.38673e-05	5.13463e-06	2.46088e-05	-0.000691519	0.0746253	0.00310851	0.0304172	0.0015462	0.309765	0.000758425	0.104111	0.026581	-0.00173352	0.646898	-0.00763499	0	0.0776767	0	0	0.49507	0	0	0	0	-0.000668272	0.074624	0.00308658	
0.325	-3.83664e-05	0.0152507	0.227274	-2.39008e-05	7.74155e-06	2.5098e-05	-0.000691546	0.074628	0.00148828	0.0304319	0.00461412	0.310314	0.000585738	0.122717	0.0219499	-0.00690747	0.744231	-0.185245	0	0.0910198	0	0	0.574477	0	0	0	0	-0.000668279	0.0746242	0.00146447	
0.35	-3.84423e-05	0.0177123	0.227273	-2.39507e-05	1.08085e-05	2.54162e-05	-0.000691588	0.0746311	0.000405656	0.0304394	0.00822186	0.310655	0.00030041	0.14431	0.0136582	-0.0114131	0.863726	-0.331667	0	0.106514	0	0	0.667458	0	0	0	0	-0.000668279	0.0746242	0.000380602	
0.375	-3.84216e-05	0.0205914	0.227273	-2.40203e-05	1.44084e-05	2.55153e-05	-0.000691654	0.0746347	2.54736e-05	0.030438	0.012454	0.31073	-5.51933e-05	0.169287	0.00300521	-0.0142241	0.999086	-0.426119	0	0.124524	0	0	0.77621	0	0	0	0	-0.000668279	0.0746242	0	
0.4	-3.88798e-05	0.0239258	0.227273	-2.41059e-05	1.85815e-05	2.55065e-05	-0.000691741	0.0746389	2.54575e-05	0.0304313	0.0173585	0.310665	-0.000266602	0.196177	-0.00261122	-0.00845634	1.07561	-0.224657	-6.12438e-05	0.141815	0	-0.00454954	0.605304	0	0	0	0	-0.000668279	0.0746242	0	
0.425	-4.20789e-05	0.0276375	0.227274	-2.42021e-05	2.32239e-05	2.55205e-05	-0.000691838	0.0746435	2.54633e-05	0.0304215	0.0228147	0.310609	-0.000393716	0.218249	-0.00222587	-0.00508455	0.88287	0.0154138	-0.000209979	0.1547	0	-0.00699929	0.423715	0	0	0	0	-0.000668279	0.0746242	0	
0.45	-4.95549e-05	0.0316132	0.227274	-2.43075e-05	2.81935e-05	2.55634e-05	-0.000691944	0.0746485	2.54975e-05	0.0304068	0.0286562	0.31057	-0.000587642	0.233661	-0.0015752	-0.00775707	0.616488	0.026027	-0.00039371	0.162912	0	-0.00734925	0.231443	0	0	0	0	-0.000668279	0.0746242	0	
0.475	-6.15312e-05	0.0357329	0.227274	-2.44187e-05	3.33405e-05	2.56387e-05	-0.000692056	0.0746536	2.55637e-05	0.0303873	0.0347075	0.310551	-0.000778343	0.242051	-0.000745219	-0.00762801	0.335579	0.0331993	-0.000559943	0.166183	0	-0.00559943	0.0284882	0	0	0	0	-0.000668279	0.0746242	0	
0.5	-7.69045e-05	0.0398698	0.227274	-2.20784e-05	3.46568e-05	2.31715e-05	-0.00069217	0.0746588	2.5662e-05	0.0303647	0.0407842	0.310556	-0.000907184	0.243069	0.000179217	-0.00515366	0.0407431	0.0369775	-0.000656183	0.164247	0	-0.00174982	-0.18515	0	0	0	0	-0.000668279	0.0746242	0	
0.525	-9.33034e-05	0.0438905	0.227274	-2.21763e-05	3.9176e-05	2.3293e-05	-0.00068988	0.0746598	2.32094e-05	0.0303418	0.0466914	0.310582	-0.000913381	0.236288	0.00106409	-0.000247874	-0.271251	0.0353948	-0.000629936	0.156837	0	0.00419957	-0.409471	0	0	0	0	-0.000668279	0.0746242	0	
0.55	-0.000107	0.0476551	0.227274	-2.22628e-05	4.34066e-05	2.34294e-05	-0.000689967	0.0746641	2.33383e-05	0.0303254	0.0522234	0.310625	-0.000657059	0.221279	0.00169037	0.0102529	-0.600374	0.0250515	-0.000428706	0.143685	0	0.0122488	-0.644475	0	0	0	0	-0.000668279	0.0746242	0	
0.575	-0.000112935	0.0510167	0.227273	-2.23308e-05	4.71847e-05	2.35696e-05	-0.000690036	0.0746679	2.34718e-05	0.0303214	0.0571654	0.310676	-0.00016038	0.197682	0.00207496	0.0198671	-0.94385	0.0153835	-1.73472e-18	0.124524	0	0.0223977	-0.890162	0	0	0	0	-0.000668279	0.0746242	0	
0.6	-0.000105926	0.0538602	0.227274	-6.14485e-06	6.00028e-05	0.000403901	-0.000690087	0.074671	2.34888e-05	0.0303281	0.0613412	0.310589	0.00027072	0.167032	-0.00349808	0.017244	-1.22603	-0.222922	0.000562146	0.103654	0	0.0226623	-0.782757	0	1.62518e-05	9.62375e-06	0.000380602	-0.000668279	0.0746242	0	
0.625	-8.45901e-05	0.0562141	0.227275	0.000104498	0.000128211	0.00148674	-0.000690138	0.0746737	2.32967e-05	0.0303248	0.0647759	0.310245	-0.000132361	0.137389	-0.013761	-0.0161233	-1.1857	-0.410517	0.00113758	0.0852322	0	0.0234624	-0.693847	0	0.000127039	7.5228e-05	0.00146447	-0.000668279	0.0746242	0	
0.65	-4.84017e-05	0.058134	0.227276	0.000389669	0.000299282	0.00310726	-0.000690201	0.0746758	2.29472e-05	0.0302952	0.0675407	0.309712	-0.00118437	0.110589	-0.0213132	-0.0420802	-1.07199	-0.302089	0.00173988	0.0688247	0	0.0248169	-0.62133	0	0.000412505	0.000244271	0.00308658	-0.000668279	0.0746242	0	
0.675	3.48515e-06	0.0596654	0.227278	0.000902872	0.00060494	0.00501877	-0.000690284	0.0746775	2.25153e-05	0.0302312	0.0696982	0.309088	-0.00256234	0.0863006	-0.0249802	-0.0551188	-0.971547	-0.146681	0.0023833	0.0540434	0	0.0267577	-0.563495	0	0.000926199	0.000548462	0.005	-0.000668279	0.0746242	0	
0.7	7.2256e-05	0.0608445	0.227281	0.0016629	0.00105635	0.00693027	-0.000690384	0.0746787	2.20869e-05	0.030134	0.0713046	0.308482	-0.00388857	0.064255	-0.0242045	-0.0530494	-0.881826	0.0310291	0.00308303	0.0405391	0	0.0293307	-0.518974	0	0.00168693	0.000998937	0.00691342	-0.000668279	0.0746242	0	
0.725	0.000159469	0.0616989	0.227282	0.00265098	0.0016424	0.00855079	-0.000690495	0.0746796	2.17451e-05	0.0300142	0.0724092	0.308004	-0.00479225	0.0441851	-0.0191332	-0.0361469	-0.802794	0.202853	0.00385561	0.0279926	0	0.0325968	-0.486716	0	0.00267588	0.00158456	0.00853553	-0.000668279	0.0746242	0	
0.75	0.000267104	0.062249	0.227284	0.00381361	0.00233144	0.00963362	-0.000690601	0.0746801	2.1557e-05	0.0298901	0.0730536	0.307739	-0.00496372	0.0257771	-0.0105985	-0.006859	-0.73632	0.341387	0.00471929	0.0161076	0	0.0366331	-0.465957	0	0.00383952	0.00227362	0.0096194	-0.000668279	0.0746242	0	
