R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	
-2.41758	6.57857	-0.0131689	-5.31868	3.03297	-2.08132	6.10989	-0.0130916	-5.41044	3.1	-252.86	295.9	-75.32	-99.53	-220.58	-185.61	0	24.21	
-3.03297	6.57857	-0.0133751	-5.31868	3.64835	-2.6967	6.10989	-0.0132978	-5.41044	3.62747	-258.24	293.21	-69.94	-104.91	-247.48	-185.61	0	16.14	
-3.38462	6.57857	-0.0135039	-5.31868	4	-3.13626	6.10989	-0.0134266	-5.41044	4.06703	-269	295.9	-78.01	-118.36	-239.41	-185.61	0	18.83	
-3.73626	6.57857	-0.0136242	-5.31868	4.35165	-3.4	6.10989	-0.0135555	-5.41044	4.33077	-236.72	295.9	-72.63	-96.84	-250.17	-182.92	0	13.45	
-4	6.57857	-0.01365	-5.31868	4.52747	-3.57582	6.10989	-0.0135727	-5.41044	4.59451	-223.27	298.59	-75.32	-91.46	-255.55	-182.92	8.07	0	
-4	6.57857	-0.0136586	-5.31868	4.52747	-3.66374	6.10989	-0.0135727	-5.41044	4.59451	-250.17	298.59	-69.94	-80.7	-252.86	-182.92	0	0	
-4	6.57857	-0.01365	-5.31868	4.52747	-3.66374	6.10989	-0.0135727	-5.41044	4.59451	-172.16	298.59	-67.25	-18.83	-188.3	-182.92	0	34.97	
-4	6.57857	-0.0135984	-5.31868	4.43956	-3.66374	6.10989	-0.0134438	-5.41044	4.41868	-115.67	301.28	-78.01	0	-94.15	-185.61	0	40.35	
-4	6.57857	-0.0134524	-5.31868	4.08791	-3.57582	6.10989	-0.0132548	-5.41044	4.06703	-16.14	295.9	-75.32	2.69	-53.8	-182.92	0	64.56	
-3.73626	6.57857	-0.0132634	-5.31868	3.64835	-3.4	6.10989	-0.0130572	-5.41044	3.62747	10.76	301.28	-51.11	0	0	-185.61	0	64.56	
-3.47253	6.49066	-0.0130315	-5.31868	3.12088	-2.96044	6.10989	-0.0128167	-5.41044	3.18791	10.76	298.59	-37.66	0	13.45	-185.61	2.69	72.63	
-2.94505	6.49066	-0.0128253	-5.49451	2.41758	-2.52088	6.10989	-0.0126277	-5.41044	2.48462	112.98	295.9	0	-5.38	29.59	-185.61	0	75.32	
-2.24176	6.57857	-0.0126965	-5.67033	1.53846	-1.72967	6.10989	-0.0125246	-5.41044	1.60549	156.02	295.9	18.83	0	99.53	-185.61	2.69	75.32	
-1.45055	6.57857	-0.0126707	-5.84615	0.571429	-0.938462	6.10989	-0.0125246	-5.41044	0.814286	139.88	293.21	61.87	-29.59	112.98	-182.92	0	75.32	
-0.659341	6.57857	-0.0126707	-5.84615	-0.395604	-0.0593407	6.10989	-0.0125848	-5.41044	-0.240659	190.99	295.9	88.77	-26.9	156.02	-185.61	5.38	67.25	
0.21978	6.57857	-0.0128597	-5.84615	-1.36264	0.731868	6.10989	-0.012748	-5.41044	-1.2956	215.2	282.45	118.36	-37.66	166.78	-182.92	5.38	67.25	
1.0989	6.49066	-0.0131346	-5.93407	-2.32967	1.6989	6.10989	-0.0129885	-5.41044	-2.08681	188.3	293.21	115.67	-29.59	153.33	-182.92	16.14	64.56	
1.89011	6.57857	-0.0133837	-5.93407	-3.03297	2.4022	6.10989	-0.0132978	-5.41044	-2.87802	180.23	277.07	118.36	-24.21	166.78	-185.61	2.69	64.56	
2.59341	6.49066	-0.0135727	-5.93407	-3.73626	3.01758	6.10989	-0.0134524	-5.41044	-3.58132	156.02	282.45	112.98	-26.9	193.68	-185.61	10.76	56.49	
3.20879	6.57857	-0.0137359	-5.93407	-4.17582	3.45714	6.10989	-0.0136929	-5.32253	-4.02088	153.33	290.52	115.67	-51.11	180.23	-182.92	13.45	61.87	
3.64835	6.49066	-0.0138561	-5.93407	-4.52747	3.80879	6.10989	-0.0138476	-5.41044	-4.28462	180.23	287.83	129.12	-26.9	188.3	-182.92	18.83	80.7	
3.91209	6.49066	-0.013942	-5.93407	-4.7033	4.07253	6.10989	-0.0139506	-5.32253	-4.63626	180.23	282.45	121.05	-32.28	185.61	-185.61	34.97	67.25	
4	6.49066	-0.0139592	-5.93407	-4.79121	4.16044	6.10989	-0.0139249	-5.41044	-4.72418	234.03	279.76	126.43	-29.59	204.44	-185.61	10.76	88.77	
4	6.49066	-0.0139592	-5.93407	-4.96703	4.24835	6.10989	-0.0139249	-5.32253	-4.72418	190.99	287.83	123.74	-61.87	193.68	-182.92	0	53.8	
4.08791	6.57857	-0.0139506	-5.93407	-4.87912	4.24835	6.10989	-0.013839	-5.41044	-4.72418	150.64	298.59	118.36	-83.39	123.74	-182.92	43.04	2.69	
4	6.49066	-0.0138304	-5.93407	-4.79121	4.24835	6.10989	-0.01365	-5.41044	-4.54835	80.7	279.76	137.19	-118.36	45.73	-182.92	43.04	2.69	
3.91209	6.49066	-0.0136328	-6.02198	-4.61538	4.07253	6.10989	-0.013418	-5.41044	-4.1967	26.9	287.83	131.81	-134.5	10.76	-182.92	59.18	0	
3.64835	6.49066	-0.013418	-6.10989	-4.17582	3.80879	6.10989	-0.0132119	-5.32253	-3.75714	-2.69	287.83	156.02	-139.88	-5.38	-182.92	53.8	-16.14	
3.2967	6.49066	-0.0131689	-6.10989	-3.64835	3.45714	6.10989	-0.0129799	-5.41044	-3.14176	-29.59	285.14	174.85	-158.71	-24.21	-182.92	43.04	-16.14	
2.76923	6.57857	-0.0129198	-6.10989	-2.94505	3.01758	6.10989	-0.0127566	-5.32253	-2.43846	-75.32	274.38	172.16	-147.95	-115.67	-182.92	37.66	-18.83	
1.97802	6.57857	-0.0127136	-6.02198	-2.24176	2.22637	6.10989	-0.012602	-5.32253	-1.64725	-104.91	287.83	177.54	-145.26	-137.19	-182.92	18.83	0	
1.18681	6.57857	-0.0126277	-6.02198	-1.27473	1.34725	6.10989	-0.0125676	-5.32253	-0.592308	-139.88	282.45	112.98	-123.74	-188.3	-182.92	43.04	-5.38	
0.307692	6.57857	-0.0126191	-6.02198	-0.21978	0.468132	6.10989	-0.0125848	-5.32253	0.374725	-180.23	290.52	78.01	-129.12	-231.34	-185.61	2.69	-5.38	
-0.483516	6.57857	-0.0126965	-5.84615	0.747253	-0.323077	6.10989	-0.0127909	-5.41044	1.25385	-196.37	293.21	56.49	-126.43	-236.72	-182.92	0	0	
-1.36264	6.57857	-0.0129885	-5.67033	1.62637	-1.11429	6.10989	-0.0129628	-5.41044	2.22088	-190.99	295.9	-2.69	-107.6	-252.86	-185.61	0	10.76	
-2.15385	6.57857	-0.0131947	-5.40659	2.41758	-1.90549	6.10989	-0.0132033	-5.41044	3.01209	-180.23	295.9	-21.52	-104.91	-250.17	-185.61	0	8.07	
-2.76923	6.57857	-0.013418	-5.31868	3.12088	-2.60879	6.10989	-0.0133579	-5.41044	3.62747	-196.37	295.9	-43.04	-102.22	-271.69	-182.92	0	10.76	
-3.2967	6.57857	-0.0135898	-5.31868	3.73626	-3.04835	6.10989	-0.0135984	-5.41044	3.97912	-209.82	290.52	-75.32	-99.53	-244.79	-182.92	0	-16.14	
-3.64835	6.49066	-0.0137187	-5.31868	4.08791	-3.4	6.10989	-0.0138304	-5.49835	4.24286	-234.03	298.59	-72.63	-94.15	-285.14	-182.92	0	2.69	
-3.91209	6.49066	-0.013796	-5.31868	4.35165	-3.57582	6.10989	-0.0138046	-5.67418	4.50659	-234.03	293.21	-72.63	-99.53	-301.28	-182.92	-2.69	-34.97	
-4	6.57857	-0.0138132	-5.31868	4.43956	-3.66374	6.10989	-0.013839	-5.76209	4.68242	-239.41	301.28	-72.63	-91.46	-287.83	-182.92	-18.83	-37.66	
-4	6.57857	-0.0138132	-5.31868	4.52747	-3.66374	6.10989	-0.013839	-5.67418	4.68242	-244.79	301.28	-83.39	-83.39	-266.31	-182.92	-29.59	-10.76	
-4	6.57857	-0.0137874	-5.31868	4.52747	-3.66374	6.10989	-0.0137788	-5.67418	4.59451	-196.37	298.59	-75.32	-16.14	-220.58	-182.92	-48.42	-21.52	
-4.08791	6.57857	-0.0136929	-5.31868	4.43956	-3.66374	6.10989	-0.0136156	-5.67418	4.50659	-118.36	301.28	-72.63	18.83	-158.71	-182.92	-32.28	-5.38	
-4	6.57857	-0.0135211	-5.31868	4.08791	-3.66374	6.10989	-0.0134009	-5.67418	4.15495	-34.97	298.59	-64.56	0	-48.42	-182.92	-21.52	24.21	
-3.82418	6.57857	-0.0133321	-5.31868	3.64835	-3.48791	6.10989	-0.0131775	-5.67418	3.97912	8.07	298.59	-64.56	-2.69	2.69	-182.92	-16.14	29.59	
-3.56044	6.49066	-0.0131002	-5.40659	3.12088	-3.04835	6.10989	-0.0129885	-5.58626	3.36374	13.45	298.59	-8.07	-5.38	13.45	-182.92	-5.38	61.87	
-2.94505	6.49066	-0.0129026	-5.58242	2.41758	-2.60879	6.10989	-0.0127566	-5.49835	2.66044	110.29	293.21	0	-16.14	21.52	-182.92	-2.69	61.87	
-2.32967	6.49066	-0.0127824	-5.75824	1.62637	-1.90549	6.10989	-0.0125848	-5.49835	1.78132	177.54	290.52	32.28	-18.83	78.01	-182.92	-2.69	80.7	
-1.53846	6.57857	-0.0127566	-5.84615	0.659341	-1.02637	6.10989	-0.0125762	-5.41044	0.902198	177.54	295.9	88.77	-32.28	110.29	-185.61	-2.69	67.25	
-0.747253	6.49066	-0.0127566	-5.93407	-0.395604	-0.147253	6.10989	-0.012602	-5.49835	-0.0648352	209.82	287.83	123.74	-43.04	150.64	-182.92	-2.69	61.87	
0.131868	6.57857	-0.0129112	-5.93407	-1.36264	0.643956	6.10989	-0.0127308	-5.32253	-1.03187	234.03	290.52	115.67	-37.66	180.23	-182.92	34.97	56.49	
1.01099	6.49066	-0.0131775	-5.93407	-2.24176	1.43516	6.10989	-0.0130057	-5.32253	-1.91099	209.82	282.45	126.43	-34.97	147.95	-185.61	51.11	67.25	
1.8022	6.57857	-0.0134009	-5.93407	-2.94505	2.22637	6.10989	-0.0132978	-5.32253	-2.7022	185.61	287.83	123.74	-24.21	164.09	-182.92	43.04	43.04	
2.41758	6.49066	-0.0136156	-5.93407	-3.56044	2.92967	6.10989	-0.0134696	-5.32253	-3.40549	190.99	290.52	118.36	-16.14	185.61	-182.92	13.45	61.87	
3.12088	6.57857	-0.0137702	-5.93407	-4.17582	3.36923	6.10989	-0.0136414	-5.32253	-3.84505	204.44	285.14	129.12	-29.59	182.92	-182.92	53.8	67.25	
3.47253	6.49066	-0.0138819	-5.93407	-4.52747	3.63297	6.10989	-0.0137702	-5.32253	-4.1967	217.89	285.14	118.36	-16.14	180.23	-182.92	43.04	78.01	
3.73626	6.57857	-0.0139678	-5.93407	-4.7033	3.8967	6.10989	-0.0138819	-5.32253	-4.46044	228.65	285.14	123.74	-32.28	196.37	-182.92	53.8	67.25	
3.82418	6.57857	-0.013985	-5.93407	-4.79121	3.98462	6.10989	-0.0138819	-5.32253	-4.63626	225.96	290.52	118.36	-21.52	209.82	-182.92	34.97	78.01	
3.91209	6.57857	-0.013985	-5.93407	-4.87912	4.07253	6.10989	-0.0138819	-5.32253	-4.63626	215.2	279.76	123.74	-34.97	193.68	-182.92	21.52	2.69	
3.91209	6.49066	-0.0139764	-5.93407	-4.87912	4.07253	6.10989	-0.0138218	-5.32253	-4.54835	174.85	287.83	123.74	-69.94	153.33	-182.92	34.97	10.76	
4	6.57857	-0.0138561	-6.02198	-4.79121	4.07253	6.10989	-0.0136242	-5.32253	-4.46044	110.29	295.9	142.57	-134.5	56.49	-182.92	51.11	10.76	
3.91209	6.57857	-0.01365	-6.02198	-4.61538	3.98462	6.02198	-0.013418	-5.32253	-4.1967	34.97	290.52	139.88	-131.81	16.14	-182.92	59.18	0	
3.56044	6.49066	-0.0134266	-6.10989	-4.17582	3.72088	6.10989	-0.0132119	-5.41044	-3.75714	-8.07	290.52	153.33	-134.5	-24.21	-182.92	43.04	-18.83	
3.20879	6.49066	-0.0131517	-6.10989	-3.64835	3.45714	6.10989	-0.0129885	-5.41044	-3.14176	-24.21	290.52	180.23	-147.95	-29.59	-182.92	43.04	-13.45	
2.68132	6.57857	-0.012937	-6.10989	-2.94505	2.92967	6.10989	-0.0127566	-5.32253	-2.43846	-37.66	290.52	172.16	-158.71	-107.6	-182.92	64.56	-21.52	
2.06593	6.49066	-0.0127394	-6.10989	-2.32967	2.22637	6.10989	-0.0125848	-5.32253	-1.55934	-99.53	285.14	174.85	-145.26	-147.95	-182.92	34.97	0	
1.18681	6.49066	-0.0126449	-6.02198	-1.27473	1.34725	6.10989	-0.0125848	-5.32253	-0.592308	-123.74	287.83	134.5	-131.81	-180.23	-182.92	26.9	-2.69	
0.21978	6.57857	-0.0126363	-6.02198	-0.307692	0.468132	6.10989	-0.0126105	-5.41044	0.374725	-158.71	295.9	99.53	-129.12	-228.65	-182.92	18.83	0	
-0.571429	6.57857	-0.0127136	-5.84615	0.747253	-0.410989	6.10989	-0.0127995	-5.32253	1.34176	-174.85	287.83	69.94	-131.81	-244.79	-182.92	0	0	
-1.45055	6.57857	-0.0129885	-5.75824	1.62637	-1.2022	6.10989	-0.0129885	-5.32253	2.30879	-185.61	298.59	-13.45	-123.74	-247.48	-182.92	13.45	8.07	
-2.15385	6.57857	-0.0132119	-5.58242	2.41758	-1.90549	6.10989	-0.0132119	-5.41044	3.01209	-196.37	293.21	-2.69	-112.98	-247.48	-182.92	0	2.69	
-2.76923	6.57857	-0.0134094	-5.40659	3.03297	-2.60879	6.10989	-0.0133923	-5.32253	3.62747	-188.3	298.59	-24.21	-118.36	-247.48	-182.92	18.83	10.76	
-3.2967	6.49066	-0.0135984	-5.40659	3.64835	-3.04835	6.10989	-0.0135898	-5.41044	4.06703	-196.37	293.21	-59.18	-94.15	-252.86	-182.92	0	0	
-3.64835	6.57857	-0.0137187	-5.31868	4.08791	-3.4	6.10989	-0.0138132	-5.49835	4.24286	-217.89	295.9	-61.87	-91.46	-285.14	-182.92	0	0	
-3.91209	6.57857	-0.0138046	-5.31868	4.43956	-3.48791	6.10989	-0.0138304	-5.58626	4.59451	-252.86	301.28	-64.56	-86.08	-295.9	-182.92	-8.07	-21.52	
-4	6.57857	-0.0138218	-5.31868	4.43956	-3.66374	6.10989	-0.0138476	-5.67418	4.68242	-247.48	298.59	-64.56	-123.74	-306.66	-182.92	-26.9	-29.59	
-4	6.57857	-0.0138218	-5.31868	4.43956	-3.66374	6.10989	-0.0138476	-5.67418	4.68242	-255.55	298.59	-56.49	-91.46	-269	-182.92	-29.59	-13.45	
-4	6.57857	-0.0137874	-5.31868	4.43956	-3.66374	6.10989	-0.0137788	-5.67418	4.59451	-204.44	301.28	-69.94	-16.14	-225.96	-182.92	-37.66	-18.83	
-4	6.57857	-0.0136929	-5.31868	4.43956	-3.66374	6.10989	-0.013607	-5.67418	4.41868	-102.22	301.28	-64.56	-2.69	-164.09	-182.92	-34.97	-2.69	
-4	6.57857	-0.0135039	-5.40659	4.08791	-3.57582	6.10989	-0.0133751	-5.67418	4.15495	-34.97	301.28	-48.42	-5.38	-59.18	-182.92	-21.52	16.14	
-3.82418	6.49066	-0.0133064	-5.40659	3.64835	-3.4	6.10989	-0.0131603	-5.67418	3.89121	8.07	295.9	-26.9	-10.76	5.38	-185.61	-10.76	40.35	
-3.56044	6.49066	-0.0131002	-5.49451	3.03297	-3.13626	6.10989	-0.0129542	-5.58626	3.36374	18.83	301.28	0	-8.07	18.83	-182.92	-5.38	72.63	
-3.03297	6.57857	-0.0129026	-5.67033	2.32967	-2.60879	6.10989	-0.0127308	-5.49835	2.66044	104.91	298.59	0	-21.52	24.21	-182.92	-2.69	75.32	
-2.41758	6.57857	-0.0127824	-5.84615	1.53846	-1.90549	6.10989	-0.0125762	-5.49835	1.78132	172.16	295.9	67.25	-18.83	86.08	-182.92	-2.69	88.77	
-1.62637	6.57857	-0.012748	-5.84615	0.571429	-1.11429	6.10989	-0.0125762	-5.41044	0.902198	188.3	282.45	91.46	-34.97	126.43	-182.92	-2.69	80.7	
-0.747253	6.57857	-0.012748	-5.93407	-0.483516	-0.235165	6.10989	-0.0125848	-5.41044	-0.0648352	225.96	279.76	118.36	-40.35	153.33	-182.92	26.9	69.94	
0.131868	6.57857	-0.0129026	-6.02198	-1.36264	0.643956	6.10989	-0.0127909	-5.23462	-1.03187	225.96	279.76	110.29	-45.73	172.16	-182.92	37.66	78.01	
0.923077	6.57857	-0.0131689	-5.93407	-2.24176	1.43516	6.10989	-0.0130229	-5.32253	-1.91099	225.96	290.52	131.81	-37.66	169.47	-182.92	53.8	69.94	
1.71429	6.57857	-0.0134009	-6.02198	-2.94505	2.22637	6.10989	-0.0132634	-5.32253	-2.7022	215.2	285.14	131.81	-37.66	190.99	-182.92	59.18	56.49	
2.41758	6.57857	-0.0136156	-5.93407	-3.64835	2.84176	6.10989	-0.0134438	-5.32253	-3.40549	188.3	282.45	121.05	-37.66	185.61	-185.61	48.42	59.18	
2.94505	6.49066	-0.0137874	-6.02198	-4.17582	3.36923	6.10989	-0.013607	-5.32253	-3.84505	212.51	298.59	129.12	-24.21	161.4	-182.92	53.8	69.94	
3.38462	6.49066	-0.0138991	-6.02198	-4.43956	3.63297	6.10989	-0.0138046	-5.32253	-4.1967	212.51	287.83	129.12	-16.14	220.58	-182.92	64.56	83.39	
3.64835	6.49066	-0.0139764	-6.02198	-4.7033	3.8967	6.10989	-0.0138561	-5.32253	-4.46044	228.65	290.52	134.5	-37.66	215.2	-182.92	67.25	72.63	
3.82418	6.49066	-0.013985	-6.02198	-4.87912	4.07253	6.10989	-0.0138647	-5.32253	-4.63626	234.03	287.83	115.67	-24.21	212.51	-182.92	64.56	83.39	
3.91209	6.49066	-0.0139936	-6.02198	-4.87912	4.07253	6.10989	-0.0138647	-5.32253	-4.63626	217.89	287.83	123.74	-64.56	199.06	-182.92	64.56	2.69	
3.91209	6.57857	-0.013985	-6.02198	-4.87912	4.07253	6.10989	-0.0138218	-5.32253	-4.54835	172.16	293.21	129.12	-99.53	161.4	-182.92	56.49	10.76	
3.91209	6.49066	-0.0138561	-6.02198	-4.79121	4.07253	6.10989	-0.0136242	-5.32253	-4.46044	102.22	279.76	137.19	-139.88	72.63	-182.92	56.49	5.38	
3.82418	6.49066	-0.0136757	-6.10989	-4.7033	3.98462	6.10989	-0.0136328	-5.32253	-4.1967	40.35	287.83	169.47	-147.95	24.21	-180.23	78.01	2.69	
3.56044	6.49066	-0.013418	-6.1978	-4.26374	3.72088	6.10989	-0.0132634	-5.32253	-3.75714	-5.38	277.07	172.16	-150.64	-8.07	-180.23	88.77	-18.83	
3.20879	6.49066	-0.0131346	-6.1978	-3.73626	3.45714	6.10989	-0.0129799	-5.32253	-3.14176	-8.07	285.14	166.78	-158.71	-18.83	-177.54	59.18	-18.83	
2.59341	6.49066	-0.0129026	-6.1978	-3.03297	2.92967	6.10989	-0.0127824	-5.32253	-2.35055	-32.28	287.83	164.09	-161.4	-96.84	-185.61	56.49	-8.07	
2.06593	6.57857	-0.0127394	-6.1978	-2.24176	2.13846	6.10989	-0.0125848	-5.32253	-1.55934	-61.87	285.14	166.78	-145.26	-161.4	-177.54	34.97	-2.69	
1.18681	6.57857	-0.0126707	-6.10989	-1.36264	1.34725	6.10989	-0.0126105	-5.32253	-0.592308	-118.36	295.9	142.57	-158.71	-180.23	-182.92	56.49	-5.38	
0.307692	6.57857	-0.0126535	-6.10989	-0.395604	0.468132	6.10989	-0.0126191	-5.32253	0.374725	-156.02	293.21	110.29	-142.57	-217.89	-182.92	53.8	2.69	
-0.571429	6.49066	-0.0127136	-6.02198	0.659341	-0.410989	6.10989	-0.0127909	-5.32253	1.34176	-177.54	293.21	83.39	-145.26	-228.65	-182.92	2.69	0	
-1.36264	6.57857	-0.0129885	-5.75824	1.53846	-1.2022	6.10989	-0.0129885	-5.32253	2.30879	-177.54	295.9	51.11	-134.5	-236.72	-182.92	10.76	18.83	
-2.15385	6.57857	-0.0132205	-5.67033	2.41758	-1.90549	6.10989	-0.0132119	-5.32253	3.01209	-201.75	295.9	-2.69	-112.98	-244.79	-182.92	34.97	13.45	
-2.76923	6.49066	-0.0134266	-5.58242	3.03297	-2.60879	6.10989	-0.0134009	-5.32253	3.62747	-196.37	298.59	-2.69	-126.43	-250.17	-182.92	0	16.14	
-3.2967	6.57857	-0.013607	-5.40659	3.56044	-3.04835	6.10989	-0.0136156	-5.41044	3.97912	-188.3	298.59	0	-126.43	-258.24	-182.92	0	-13.45	
-3.64835	6.57857	-0.0137187	-5.40659	4	-3.4	6.10989	-0.013796	-5.58626	4.24286	-220.58	290.52	-26.9	-121.05	-287.83	-182.92	-10.76	0	
-3.91209	6.49066	-0.0138046	-5.40659	4.35165	-3.57582	6.10989	-0.0138304	-5.67418	4.59451	-242.1	298.59	-51.11	-110.29	-277.07	-182.92	-34.97	-53.8	
-4	6.57857	-0.0138132	-5.31868	4.43956	-3.66374	6.10989	-0.0138561	-5.67418	4.59451	-242.1	298.59	-61.87	-121.05	-295.9	-182.92	-34.97	-64.56	
-4	6.49066	-0.0138132	-5.40659	4.43956	-3.66374	6.10989	-0.0138561	-5.67418	4.59451	-247.48	298.59	-61.87	-88.77	-266.31	-182.92	-34.97	-13.45	
-4	6.57857	-0.0137874	-5.31868	4.43956	-3.66374	6.10989	-0.013796	-5.67418	4.59451	-199.06	295.9	-43.04	-18.83	-212.51	-182.92	-51.11	-26.9	
-4	6.57857	-0.0136929	-5.31868	4.35165	-3.66374	6.10989	-0.013607	-5.67418	4.50659	-110.29	293.21	-53.8	-24.21	-147.95	-182.92	-56.49	0	
-4	6.49066	-0.0135125	-5.40659	4.08791	-3.66374	6.10989	-0.0133751	-5.67418	4.06703	-24.21	301.28	-26.9	10.76	-53.8	-180.23	-21.52	10.76	
-3.82418	6.57857	-0.0133235	-5.40659	3.73626	-3.48791	6.10989	-0.0131603	-5.67418	3.89121	0	290.52	-8.07	-8.07	5.38	-182.92	-16.14	29.59	
-3.56044	6.57857	-0.0131088	-5.49451	3.12088	-3.13626	6.10989	-0.0129542	-5.58626	3.36374	29.59	290.52	0	-8.07	18.83	-182.92	-5.38	69.94	
-3.03297	6.57857	-0.012894	-5.67033	2.41758	-2.6967	6.10989	-0.0127136	-5.49835	2.66044	139.88	298.59	26.9	-24.21	34.97	-182.92	-2.69	67.25	
-2.41758	6.57857	-0.0127738	-5.84615	1.53846	-1.90549	6.10989	-0.0125762	-5.49835	1.78132	172.16	298.59	67.25	-21.52	99.53	-182.92	0	78.01	
-1.62637	6.49066	-0.0127394	-5.84615	0.571429	-1.11429	6.10989	-0.012559	-5.41044	0.902198	199.06	295.9	96.84	-37.66	145.26	-182.92	0	75.32	
-0.835165	6.49066	-0.0127394	-5.93407	-0.395604	-0.323077	6.10989	-0.0125934	-5.32253	-0.0648352	228.65	290.52	121.05	-45.73	169.47	-182.92	26.9	69.94	
0.043956	6.49066	-0.012894	-5.93407	-1.36264	0.556044	6.10989	-0.0127738	-5.32253	-1.03187	236.72	287.83	115.67	-43.04	185.61	-182.92	48.42	72.63	
0.923077	6.49066	-0.0131517	-6.02198	-2.24176	1.43516	6.10989	-0.0129971	-5.32253	-1.91099	225.96	282.45	123.74	-32.28	172.16	-182.92	53.8	61.87	
1.71429	6.57857	-0.0134009	-6.02198	-2.94505	2.22637	6.10989	-0.0132806	-5.32253	-2.7022	199.06	295.9	118.36	-32.28	180.23	-182.92	45.73	61.87	
