R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	
7.16484	6.84231	8.59029e-06	-5.49451	-7.6044	6.7978	6.10989	-0.00491365	-5.49835	-8.06484	139.88	338.94	-2.69	0	365.84	-182.92	-5.38	5.38	
7.16484	6.84231	8.59029e-06	-5.49451	-7.6044	6.7978	6.10989	-0.00491365	-5.49835	-8.06484	137.19	341.63	-2.69	0	344.32	-182.92	-13.45	0	
7.16484	6.84231	8.59029e-06	-5.49451	-7.6044	6.7978	6.10989	-0.00491365	-5.49835	-7.97692	107.6	338.94	-2.69	0	322.8	-182.92	-10.76	0	
7.16484	6.7544	8.59029e-06	-5.49451	-7.6044	6.7978	6.10989	-0.00491365	-5.49835	-7.97692	83.39	338.94	-5.38	0	303.97	-180.23	-16.14	0	
7.16484	6.84231	8.59029e-06	-5.49451	-7.51648	6.7978	6.10989	-0.00491365	-5.49835	-7.88901	0	338.94	-2.69	-2.69	260.93	-190.99	-10.76	2.69	
7.16484	6.84231	0.00578986	-5.49451	-7.42857	6.7978	6.10989	-0.00479338	-5.49835	-7.71319	0	320.11	-2.69	0	220.58	-182.92	-8.07	0	
7.16484	6.84231	0.0186753	-5.49451	-7.16484	6.7978	6.1978	-0.00525726	-5.58626	-7.44945	-16.14	320.11	-10.76	16.14	164.09	-180.23	0	-2.69	
7.07692	6.7544	0.0160553	-5.40659	-6.81319	6.70989	6.10989	-0.00700109	-5.49835	-7.18571	-115.67	320.11	-16.14	0	115.67	-180.23	0	2.69	
6.9011	6.84231	0.0156687	-5.49451	-6.46154	6.62198	6.10989	-0.0075251	-5.58626	-6.83407	-174.85	320.11	0	0	40.35	-180.23	0	0	
6.54945	6.84231	0.0154196	-5.49451	-6.10989	6.27033	6.10989	-0.00768831	-5.58626	-6.39451	-204.44	312.04	-2.69	-16.14	0	-185.61	0	-2.69	
6.1978	6.84231	0.0151705	-5.49451	-5.58242	5.91868	6.1978	-0.00768831	-5.58626	-6.04286	-201.75	317.42	-5.38	-26.9	-2.69	-180.23	0	-21.52	
5.67033	6.84231	0.0149299	-5.49451	-5.05495	5.47912	6.10989	-0.00768831	-5.49835	-5.33956	-223.27	314.73	-2.69	-29.59	-24.21	-185.61	0	-29.59	
4.96703	6.84231	0.0145863	-5.49451	-4.35165	4.95165	6.10989	-0.00768831	-5.58626	-4.72418	-209.82	312.04	-10.76	-32.28	-102.22	-180.23	0	-16.14	
4.17582	6.84231	0.0143458	-5.49451	-3.56044	4.24835	6.10989	-0.00768831	-5.58626	-3.75714	-185.61	317.42	-10.76	-26.9	-161.4	-182.92	0	-16.14	
