time	COG_x	COG_y	COG_z	COG_xx	COG_yy	COG_zz	p_x	p_y	p_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	
0.55	0.000932194	0.0521517	0.227139	-0.000278483	-0.0192466	0.226395	0.00121068	0.0713984	0.000744362	0.0311479	0.0594018	0.310848	0.000708211	0.095447	-0.00474634	-1.03074	-2.72435	0.127993	0.00458861	0.0665452	-0.00832197	-0.663483	-1.92175	-0.0447286	
0.575	0.000958558	0.053047	0.227141	-0.000252119	-0.0183513	0.226397	0.00121068	0.0713984	0.000744362	0.0311541	0.0608369	0.310841	0.000247521	0.0574038	-0.000275506	-0.0184276	-1.52173	0.178834	0.00105455	0.0358124	8.26206e-05	-0.141362	-1.22931	0.336184	
0.6	0.00061358	0.0540669	0.227161	-0.000597097	-0.0173315	0.226416	0.00121068	0.0713984	0.000744362	0.030682	0.0622687	0.310887	-0.0188848	0.05727	0.00182294	-0.765291	-0.00535232	0.0839377	-0.0137991	0.0407937	0.000779371	-0.594147	0.199252	0.02787	
0.625	0.00097465	0.0544605	0.227219	-0.000236027	-0.0169379	0.226475	0.00121068	0.0713984	0.000744362	0.0311758	0.0627584	0.310961	0.0197502	0.0195879	0.00295287	1.5454	-1.50729	0.0451974	0.0144428	0.0157444	0.0023333	1.12968	-1.00197	0.062157	
0.65	0.00071019	0.0544748	0.22745	-0.000500487	-0.0169236	0.226705	0.00121068	0.0713984	0.000744362	0.0307329	0.0627854	0.311279	-0.0177139	0.00108165	0.0127259	-1.49856	-0.740248	0.390922	-0.0105784	0.000572306	0.00921453	-1.00085	-0.606883	0.275249	
0.675	0.000667534	0.0546573	0.227623	-0.000543143	-0.016741	0.226878	0.00121068	0.0713984	0.000744362	0.0307429	0.0627986	0.311486	0.000400048	0.000528303	0.00828275	0.724557	-0.0221341	-0.177727	-0.00170625	0.00730235	0.00693006	0.354886	0.269202	-0.0913788	
0.7	0.00073061	0.0533229	0.227668	-0.000480067	-0.0180755	0.226924	0.00121068	0.0713984	0.000744362	0.0307492	0.0608936	0.31156	0.000251195	-0.0762011	0.00297458	-0.00595412	-3.06918	-0.212327	0.00252304	-0.053378	0.00180647	0.169172	-2.42721	-0.204944	
0.725	0.000733949	0.0520404	0.227646	-0.000476728	-0.0193579	0.226901	0.00121068	0.0713984	0.000744362	0.0307183	0.058966	0.311485	-0.00123577	-0.0771041	-0.00299106	-0.0594787	-0.0361198	-0.238626	0.000133568	-0.0512992	-0.000885351	-0.0955791	0.0831535	-0.107673	
0.75	0.00072574	0.04934	0.22772	-0.000484937	-0.0220583	0.226976	0.00121068	0.0713984	0.000744362	0.0307058	0.0551438	0.311566	-0.000498626	-0.152886	0.00321551	0.0294859	-3.03128	0.248263	-0.00032837	-0.108015	0.00297794	-0.0184775	-2.26865	0.154531	
0.775	0.000644296	0.0470224	0.227918	-0.000566381	-0.0243759	0.227173	0.00121068	0.0713984	0.000744362	0.0306932	0.051799	0.311683	-0.000505095	-0.133795	0.00470099	-0.000258762	0.763627	0.0594191	-0.00325777	-0.0927039	0.00789642	-0.117176	0.61246	0.196739	
0.8	0.00069181	0.043832	0.227906	-0.000518866	-0.0275663	0.227162	0.00121068	0.0713984	0.000744362	0.0306814	0.0470233	0.311701	-0.000472542	-0.191028	0.000711812	0.00130213	-2.2893	-0.159567	0.00190058	-0.127617	-0.000453436	0.206334	-1.39652	-0.333994	
0.825	0.000636681	0.0397881	0.228076	-0.000573995	-0.0316102	0.227332	0.00121068	0.0713984	0.000744362	0.0306736	0.0412963	0.311801	-0.00031077	-0.229079	0.00400603	0.00647087	-1.52207	0.131769	-0.00220515	-0.161756	0.00679873	-0.164229	-1.36555	0.290087	
0.85	0.000642382	0.0358709	0.228124	-0.000568294	-0.0355274	0.22738	0.00121068	0.0713984	0.000744362	0.0306783	0.0355689	0.311853	0.00018827	-0.229095	0.00208673	0.0199616	-0.000622923	-0.0767721	0.000228038	-0.156688	0.00190342	0.0973274	0.202718	-0.195813	
0.875	0.00069575	0.0312497	0.227928	-0.000514927	-0.0401486	0.227183	0.00121068	0.0713984	0.000744362	0.030682	0.028885	0.311671	0.000147653	-0.267355	-0.00729253	-0.0016247	-1.5304	-0.37517	0.00213471	-0.184849	-0.00784274	0.0762667	-1.12646	-0.389846	
0.9	0.00103189	0.028093	0.228265	-0.00017879	-0.0433053	0.22752	0.00121068	0.0713984	0.000744362	0.0312076	0.0240949	0.312014	0.0210215	-0.191606	0.0137305	0.834956	3.02997	0.84092	0.0134455	-0.126267	0.013477	0.45243	2.34327	0.85279	
0.925	0.00104683	0.0251603	0.228288	-0.000163846	-0.0462381	0.227544	0.00121068	0.0713984	0.000744362	0.0312307	0.0197828	0.312062	0.000926453	-0.172483	0.0019212	-0.803804	0.764904	-0.47237	0.000597749	-0.11731	0.000937115	-0.513908	0.358285	-0.501596	
0.95	0.00106256	0.022901	0.228375	-0.00014812	-0.0484974	0.227631	0.00121068	0.0713984	0.000744362	0.0312531	0.0164232	0.312159	0.000896694	-0.134382	0.00384842	-0.00119036	1.52404	0.0770885	0.000629041	-0.0903725	0.00347144	0.00125167	1.07751	0.101373	
0.975	0.00103549	0.0209328	0.228483	-0.000175187	-0.0504655	0.227739	0.00121068	0.0713984	0.000744362	0.0312869	0.0135334	0.312277	0.00135187	-0.115595	0.00473764	0.0182071	0.751473	0.0355691	-0.00108264	-0.0787253	0.00433491	-0.0684674	0.465887	0.0345388	
1	0.000877482	0.019993	0.228726	-0.000333195	-0.0514053	0.227981	-0.000234453	0.000889599	0.00226368	0.0313143	0.0120839	0.312472	0.00109595	-0.0579788	0.00779652	-0.010237	2.30466	0.122355	-0.00632034	-0.0375917	0.00969088	-0.209508	1.64535	0.214239	
1.025	0.000385925	0.0181019	0.228806	0.000620377	0.0172123	0.226542	-0.000234453	0.000889599	0.00226368	0.0306721	0.00941533	0.312557	-0.0256883	-0.106742	0.00341505	-1.07137	-1.95055	-0.175259	-0.0196623	-0.0756473	0.00320255	-0.533678	-1.52223	-0.259533	
1.05	0.000538896	0.0170462	0.228829	0.000773349	0.0161566	0.226565	-0.000234453	0.000889599	0.00226368	0.0306997	0.00796737	0.312662	0.00110263	-0.0579186	0.00418934	1.07164	1.95295	0.0309713	0.00611886	-0.0422275	0.000938088	1.03125	1.33679	-0.0905785	
1.075	0.000560332	0.0169752	0.228964	0.000794785	0.0160856	0.226701	-0.000234453	0.000889599	0.00226368	0.0307286	0.00794152	0.312898	0.00115868	-0.00103387	0.00943075	0.00224225	2.27539	0.209657	0.000857443	-0.00283906	0.00541166	-0.210457	1.57554	0.178943	
1.1	0.000562156	0.0168921	0.228943	0.000796609	0.0160025	0.226679	-0.000234453	0.000889599	0.00226368	0.0307329	0.00793769	0.31294	0.000169752	-0.000153252	0.00170277	-0.0395573	0.0352249	-0.309119	7.29435e-05	-0.0033216	-0.000850073	-0.03138	-0.0193014	-0.250469	
1.125	0.000565771	0.0172101	0.228998	0.000800224	0.0163205	0.226735	-0.000234453	0.000889599	0.00226368	0.0307294	0.00841726	0.312949	-0.000140173	0.0191828	0.000338486	-0.012397	0.773441	-0.0545713	0.000144616	0.0127182	0.0022041	0.00286689	0.641593	0.122167	
1.15	0.000912796	0.0174081	0.22915	0.00114725	0.0165185	0.226886	-0.000234453	0.000889599	0.00226368	0.0311979	0.00890192	0.312999	0.0187416	0.0193864	0.00201631	0.755271	0.00814449	0.067113	0.013881	0.007921	0.00607253	0.549455	-0.191889	0.154737	
1.175	0.000901189	0.0198093	0.229155	0.00113564	0.0189197	0.226891	-0.000234453	0.000889599	0.00226368	0.0311788	0.0122533	0.312976	-0.000763892	0.134056	-0.000918267	-0.78022	4.58678	-0.117383	-0.000464278	0.0960475	0.000191749	-0.573811	3.52506	-0.235231	
1.2	0.000821005	0.022102	0.229263	0.00105546	0.0212124	0.226999	-0.000234453	0.000889599	0.00226368	0.03117	0.0155964	0.313073	-0.000351285	0.133722	0.00387813	0.0165043	-0.0133681	0.191856	-0.00320737	0.0917058	0.0043162	-0.109724	-0.173668	0.164978	
1.225	0.000813411	0.0249712	0.22929	0.00104786	0.0240816	0.227026	-0.000234453	0.000889599	0.00226368	0.0311491	0.0199	0.313065	-0.000836119	0.172147	-0.000318543	-0.0193934	1.537	-0.167867	-0.00030376	0.11477	0.00108162	0.116144	0.922579	-0.129383	
1.25	0.000542224	0.0286392	0.229392	0.000776677	0.0277496	0.227129	-0.000234453	0.000889599	0.00226368	0.0306656	0.0251487	0.313208	-0.0193409	0.209947	0.00571038	-0.740192	1.51201	0.241157	-0.0108475	0.14672	0.00410602	-0.421749	1.27798	0.120976	
1.275	0.000465316	0.0318549	0.229577	0.000699769	0.0309653	0.227314	-0.000234453	0.000889599	0.00226368	0.0306593	0.0299226	0.313339	-0.000251948	0.190957	0.00522439	0.763559	-0.759611	-0.0194394	-0.0030763	0.128626	0.00738849	0.310847	-0.723749	0.131299	
1.3	0.000118977	0.0360467	0.229531	0.00035343	0.0351571	0.227268	-0.000234453	0.000889599	0.00226368	0.0301825	0.0361282	0.313353	-0.0190734	0.248222	0.00055436	-0.752858	2.29062	-0.186801	-0.0138536	0.167674	-0.00183381	-0.43109	1.5619	-0.368892	
1.325	0.000125233	0.03959	0.229643	0.000359686	0.0387004	0.22738	-0.000234453	0.000889599	0.00226368	0.0301919	0.0413825	0.313478	0.000375759	0.210172	0.00500083	0.777967	-1.52202	0.177859	0.000250235	0.141731	0.00448279	0.564152	-1.03769	0.252664	
1.35	-0.000268202	0.0436711	0.229651	-3.37489e-05	0.0427815	0.227388	-0.000234453	0.000889599	0.00226368	0.0297269	0.0471195	0.31347	-0.0186005	0.229479	-0.000299655	-0.75905	0.772298	-0.212019	-0.0157374	0.163244	0.000322492	-0.639505	0.860482	-0.166412	
1.375	-0.000255906	0.0465208	0.229652	-2.14528e-05	0.0456312	0.227388	-0.000234453	0.000889599	0.00226368	0.0297482	0.0514292	0.313524	0.000852128	0.172389	0.0021747	0.778104	-2.28362	0.098974	0.000491843	0.113988	2.54878e-05	0.64917	-1.97023	-0.0118802	
1.4	-0.000195527	0.048853	0.229713	3.89265e-05	0.0479634	0.22745	-0.000234453	0.000889599	0.00226368	0.0297649	0.054786	0.313615	0.000667222	0.134275	0.00362955	-0.00739625	-1.52455	0.058194	0.00241517	0.0932881	0.00245403	0.0769331	-0.827991	0.0971418	
1.425	-0.000233686	0.051134	0.229706	7.66648e-07	0.0502444	0.227443	-0.000234453	0.000889599	0.00226368	0.0297856	0.0581436	0.31359	0.000829866	0.1343	-0.000989402	0.00650576	0.00101812	-0.184758	-0.00152639	0.0912413	-0.000290668	-0.157663	-0.0818693	-0.109788	
1.45	-0.000176306	0.0524385	0.22969	5.81473e-05	0.0515489	0.227427	-0.000234453	0.000889599	0.00226368	0.0298013	0.0600707	0.313661	0.000628879	0.0770875	0.00282657	-0.00803949	-2.28852	0.152639	0.00229523	0.0521794	-0.000631768	0.152865	-1.56248	-0.013644	
1.475	-0.000218012	0.0534206	0.229704	1.64413e-05	0.052531	0.22744	-0.000234453	0.000889599	0.00226368	0.0298172	0.0615146	0.313674	0.000633524	0.0577555	0.000529613	0.000185808	-0.773281	-0.0918784	-0.00166824	0.0392849	0.000535116	-0.158539	-0.515782	0.0466753	
1.5	0.000137773	0.0540166	0.229589	0.000372226	0.053127	0.227326	0.00141721	0.0698998	0.00269502	0.0303034	0.0624684	0.31352	0.0194478	0.0381511	-0.00618246	0.752571	-0.784177	-0.268483	0.0142314	0.0238386	-0.0045778	0.635985	-0.617851	-0.204516	
1.525	0.000615707	0.0537754	0.229597	-0.000801502	-0.0161244	0.226902	0.00141721	0.0698998	0.00269502	0.0309602	0.0622709	0.313451	0.0262733	-0.00790091	-0.00275053	0.273021	-1.84208	0.137277	0.0191173	-0.00964717	0.000294141	0.195438	-1.33943	0.194877	
1.55	0.000619628	0.0534552	0.229666	-0.000797581	-0.0164446	0.226971	0.00141721	0.0698998	0.00269502	0.0309642	0.0617978	0.313535	0.000162139	-0.0189243	0.00336928	-1.04445	-0.440935	0.244793	0.000156843	-0.0128082	0.0027685	-0.75842	-0.12644	0.0989745	
1.575	0.0010262	0.052783	0.229692	-0.000391009	-0.0171168	0.226997	0.00141721	0.0698998	0.00269502	0.0314437	0.0608408	0.313526	0.0191786	-0.0382802	-0.00038591	0.760659	-0.774235	-0.150208	0.0162629	-0.0268865	0.00105409	0.644241	-0.563134	-0.0685764	
1.6	0.00131901	0.0514653	0.229805	-9.81989e-05	-0.0184346	0.22711	0.00141721	0.0698998	0.00269502	0.0319121	0.0589276	0.313562	0.0187365	-0.0765252	0.00145269	-0.0176846	-1.5298	0.0735438	0.0117124	-0.0527105	0.00449523	-0.182019	-1.03296	0.137646	
1.625	0.00102328	0.0498382	0.229828	-0.000393932	-0.0200617	0.227133	0.00141721	0.0698998	0.00269502	0.0314273	0.056534	0.31363	-0.0193938	-0.095745	0.00271804	-1.52521	-0.768794	0.0506143	-0.0118293	-0.0650843	0.000945982	-0.941668	-0.494951	-0.14197	
1.65	0.00101774	0.0482382	0.22993	-0.000399465	-0.0216616	0.227235	0.00141721	0.0698998	0.00269502	0.0314141	0.0541389	0.313704	-0.000525919	-0.0958056	0.00295876	0.754716	-0.00242143	0.00962876	-0.00022134	-0.063998	0.00407219	0.464319	0.0434527	0.125048	
1.675	0.00142008	0.0452311	0.22987	2.87441e-06	-0.0246687	0.227175	0.00141721	0.0698998	0.00269502	0.0318562	0.0498235	0.313552	0.0176833	-0.172616	-0.00607648	0.72837	-3.07243	-0.36141	0.0160936	-0.120285	-0.00240091	0.652597	-2.25146	-0.258924	
1.7	0.00101157	0.0416109	0.229837	-0.000405639	-0.0282889	0.227142	0.00141721	0.0698998	0.00269502	0.0313638	0.0445712	0.313536	-0.019698	-0.21009	-0.000635281	-1.49525	-1.49893	0.217648	-0.0163405	-0.144807	-0.0013355	-1.29736	-0.980905	0.0426164	
1.725	0.0013206	0.0387901	0.229783	-9.66039e-05	-0.0311097	0.227088	0.00141721	0.0698998	0.00269502	0.0318194	0.0402712	0.313417	0.0182247	-0.171999	-0.00478057	1.51691	1.52361	-0.165812	0.0123614	-0.112832	-0.00212748	1.14808	1.27899	-0.0316792	
1.75	0.000649058	0.035174	0.229885	-0.000768151	-0.0347258	0.22719	0.00141721	0.0698998	0.00269502	0.0308664	0.0350251	0.313608	-0.0381177	-0.209847	0.0076769	-2.2537	-1.51388	0.498299	-0.0268619	-0.144643	0.00407911	-1.56893	-1.27242	0.248264	
1.775	0.000699439	0.0315798	0.229777	-0.000717769	-0.0383201	0.227082	0.00141721	0.0698998	0.00269502	0.0308657	0.0297774	0.313513	-2.92917e-05	-0.209905	-0.00383502	1.52354	-0.00235547	-0.460477	0.00201527	-0.143771	-0.00432972	1.15509	0.0348934	-0.336353	
1.8	0.000639688	0.0276072	0.229913	-0.000777521	-0.0422926	0.227218	0.00141721	0.0698998	0.00269502	0.0308899	0.0240451	0.31363	0.00096656	-0.229292	0.00471771	0.0398341	-0.775474	0.342109	-0.00239008	-0.158902	0.00542581	-0.176214	-0.605254	0.390221	
1.825	0.000745199	0.0244035	0.229988	-0.00067201	-0.0454963	0.227293	0.00141721	0.0698998	0.00269502	0.0309305	0.0192528	0.313809	0.00162401	-0.191692	0.00714987	0.0262979	1.50402	0.0972861	0.00422045	-0.128149	0.00299937	0.264421	1.23011	-0.0970573	
1.85	0.000281704	0.0217938	0.230053	-0.0011355	-0.0481061	0.227358	0.00141721	0.0698998	0.00269502	0.030474	0.0154159	0.313878	-0.0182606	-0.153478	0.00273383	-0.795382	1.52854	-0.176641	-0.0185398	-0.104389	0.00260113	-0.91041	0.950396	-0.0159298	
1.875	0.000349167	0.0197539	0.230129	-0.00106804	-0.0501459	0.227434	0.00141721	0.0698998	0.00269502	0.0304969	0.0125299	0.313975	0.000918868	-0.115438	0.00389964	0.767177	1.52161	0.0466323	0.0026985	-0.0815928	0.00303597	0.849532	0.911861	0.0173938	
1.9	0.000801417	0.0185952	0.230206	-0.000615792	-0.0513046	0.227511	0.00141721	0.0698998	0.00269502	0.03101	0.0105973	0.314111	0.020525	-0.0773037	0.00543922	0.784244	1.52537	0.0615832	0.01809	-0.04635	0.00306987	0.61566	1.40971	0.00135582	
1.925	0.000816634	0.0180365	0.230358	-0.000600575	-0.0518633	0.227663	0.00141721	0.0698998	0.00269502	0.0310309	0.00962328	0.31431	0.000832948	-0.0389623	0.00797129	-0.787681	1.53366	0.101283	0.000608675	-0.0223462	0.00609428	-0.699253	0.960152	0.120976	
1.95	0.00118209	0.0170269	0.230333	-0.000235115	-0.0528729	0.227638	0.00141721	0.0698998	0.00269502	0.0315281	0.0081812	0.314228	0.0198873	-0.0576831	-0.00330734	0.762172	-0.748832	-0.451145	0.0146184	-0.0403837	-0.000987826	0.560389	-0.721499	-0.283284	
1.975	0.00110597	0.0163499	0.230253	-0.000311237	-0.05355	0.227558	0.00141721	0.0698998	0.00269502	0.0315289	0.00722441	0.314099	3.30676e-05	-0.0382716	-0.00514578	-0.794168	0.77646	-0.0735377	-0.00304485	-0.0270826	-0.00319219	-0.706529	0.532042	-0.0881744	
2	0.00110579	0.0149504	0.229916	-0.000311416	-0.0549494	0.227221	0.000406433	0.000827263	0.0031804	0.0315289	0.00531438	0.313708	0	-0.076401	-0.0156211	-0.0013227	-1.52518	-0.419014	-7.17678e-06	-0.0559792	-0.0134771	0.121507	-1.15586	-0.411397	
2.025	0.000714596	0.0170789	0.229819	0.000308163	0.0162517	0.226639	0.000406433	0.000827263	0.0031804	0.0308785	0.00836283	0.313776	-0.0260164	0.121938	0.00271044	-1.04065	7.93355	0.733262	-0.0156479	0.0851406	-0.0038902	-0.625627	5.64479	0.383477	
2.05	0.000713801	0.0177032	0.229931	0.000307368	0.016876	0.226751	0.000406433	0.000827263	0.0031804	0.0308698	0.00932282	0.313828	-0.000347375	0.0383997	0.00205335	1.02676	-3.34152	-0.0262833	-3.17922e-05	0.0249719	0.00448052	0.624643	-2.40675	0.334829	
2.075	0.00104735	0.0193295	0.22996	0.000640915	0.0185023	0.22678	0.000406433	0.000827263	0.0031804	0.0313231	0.0117251	0.31377	0.0181306	0.0960905	-0.00229248	0.739119	2.30763	-0.173833	0.0133419	0.0650522	0.0011713	0.534947	1.60321	-0.132369	
2.1	0.000687703	0.0213582	0.229991	0.00028127	0.0205309	0.226811	0.000406433	0.000827263	0.0031804	0.0308276	0.0145953	0.313813	-0.0198166	0.114808	0.00169796	-1.51789	0.748699	0.159618	-0.0143858	0.0811454	0.00122302	-1.10911	0.643727	0.0020685	
2.125	0.00103074	0.0245191	0.229957	0.000624308	0.0236918	0.226777	0.000406433	0.000827263	0.0031804	0.0312896	0.0193705	0.313774	0.0184784	0.191009	-0.00153518	1.5318	3.04806	-0.129326	0.0137215	0.126438	-0.00135627	1.12429	1.8117	-0.103172	
2.15	0.00102903	0.0275334	0.230243	0.000622595	0.0267062	0.227063	0.000406433	0.000827263	0.0031804	0.0312817	0.0236638	0.314003	-0.000317551	0.171733	0.00912651	-0.751837	-0.771048	0.426468	-6.85069e-05	0.120573	0.0114322	-0.551601	-0.23458	0.511541	
2.175	0.0010312	0.0317953	0.230286	0.000624763	0.0309681	0.227106	0.000406433	0.000827263	0.0031804	0.0312763	0.0298647	0.314025	-0.000215707	0.248035	0.000884205	0.00407375	3.05206	-0.329692	8.67038e-05	0.170476	0.00171711	0.00620843	1.9961	-0.388605	
2.2	0.00104333	0.0356346	0.230381	0.000636899	0.0348073	0.227201	0.000406433	0.000827263	0.0031804	0.0312861	0.0355886	0.314131	0.000395396	0.228957	0.00423864	0.0244441	-0.763123	0.134177	0.000485446	0.153569	0.00380625	0.0159497	-0.676283	0.0835655	
2.225	0.00106198	0.0395547	0.23049	0.000655544	0.0387274	0.22731	0.000406433	0.000827263	0.0031804	0.0313071	0.0413183	0.314242	0.00083675	0.229186	0.00446593	0.0176542	0.00917831	0.00909149	0.000745804	0.156806	0.00436649	0.0104143	0.129465	0.0224098	
2.25	0.00107966	0.0439601	0.230542	0.000673226	0.0431329	0.227362	0.000406433	0.000827263	0.0031804	0.0313322	0.047533	0.314273	0.00100541	0.248588	0.00124565	0.00674654	0.776084	-0.128811	0.000707254	0.176217	0.0020878	-0.00154197	0.776475	-0.0911477	
2.275	0.000314842	0.0464643	0.230662	-9.15911e-05	0.045637	0.227482	0.000406433	0.000827263	0.0031804	0.030394	0.0513694	0.314492	-0.0375283	0.153457	0.00876013	-1.54135	-3.80526	0.300579	-0.0305927	0.100166	0.00479821	-1.252	-3.04206	0.108416	
2.3	0.000631065	0.0490715	0.230675	0.000224631	0.0482442	0.227494	0.000406433	0.000827263	0.0031804	0.0308981	0.0552011	0.314445	0.0201634	0.15327	-0.00188787	2.30767	-0.00746212	-0.42592	0.0126489	0.104287	0.000492964	1.72966	0.164855	-0.17221	
2.325	0.00056437	0.0506778	0.230751	0.000157936	0.0498505	0.227571	0.000406433	0.000827263	0.0031804	0.030918	0.0576038	0.314546	0.000795679	0.0961048	0.00402387	-0.774708	-2.28661	0.23647	-0.00266779	0.0642523	0.00306786	-0.612667	-1.60139	0.102996	
2.35	0.000648269	0.0526812	0.230546	0.000241836	0.0518539	0.227365	0.000406433	0.000827263	0.0031804	0.0309362	0.0604843	0.314412	0.000731009	0.115221	-0.00534291	-0.0025868	0.764637	-0.374671	0.00335599	0.0801352	-0.00822656	0.240951	0.635313	-0.451777	
