Time	IMU_ddx	IMU_ddy	IMU_ddz	IMU_yaw	IMU_roll	IMU_pitch	
0.017	0.9583	-0.0193	-0.0288	2.3374	2.7717	-1.5156	
0.052	0.9724	-0.0234	-0.083	2.2926	2.8159	-1.5172	
0.087	0.9622	-0.0056	-0.042	2.2437	2.8658	-1.5171	
0.122	0.9604	0.1255	-0.0283	2.3004	2.809	-1.5151	
0.156	0.9956	0.1787	-0.1323	2.2573	2.8511	-1.5141	
0.191	0.9612	0.0066	-0.0942	2.2213	2.8876	-1.5166	
0.234	0.9858	0.1011	-0.0696	2.2006	2.9083	-1.515	
0.269	1.0073	0.095	-0.0486	2.2888	2.8196	-1.5153	
0.304	0.9946	0.0762	-0.0984	2.2791	2.8295	-1.5152	
0.338	0.978	0.062	-0.0754	2.3387	2.7695	-1.5118	
0.373	0.9836	0.0146	-0.0344	2.3361	2.7718	-1.5147	
0.407	0.9673	0.0496	-0.0488	2.3663	2.7415	-1.5181	
0.45	0.9734	0.0161	-0.0601	2.3547	2.7529	-1.5173	
0.485	0.9622	-0.0173	-0.0266	2.3375	2.7701	-1.5201	
0.52	0.9717	0.0659	-0.0833	2.3698	2.7378	-1.5184	
0.546	0.9753	0.0037	-0.0374	2.3429	2.7645	-1.5225	
0.546	0.9753	0.0037	-0.0374	2.3429	2.7645	-1.5225	
2.909	0.9595	0.332	0.0547	2.1753	2.9346	-1.5031	
2.944	1.0293	-0.134	0.0203	2.1877	2.9254	-1.5045	
2.979	0.9861	-0.0295	0.2048	2.231	2.8834	-1.506	
3.004	0.9836	0.3384	-0.3479	2.212	2.9101	-1.5059	
3.022	1.04	1.082	-0.1882	2.1924	2.9313	-1.5059	
3.047	0.8359	-0.3574	0.2332	2.1967	2.931	-1.5078	
3.073	0.9863	0.1416	-0.1011	2.1573	2.9747	-1.5063	
3.099	0.9316	-0.166	-0.1702	2.0936	3.0411	-1.5046	
3.125	1.0769	0.0354	-0.4253	2.0294	3.1126	-1.5023	
3.142	0.9172	0.3784	-0.3357	2.0882	3.0578	-1.5003	
3.168	0.9009	-0.2695	-0.1699	2.0375	3.1149	-1.5005	
3.194	1.1514	0.0571	0.1282	2.0458	3.1163	-1.5004	
3.22	0.9338	0.0876	0.105	2.0814	3.0876	-1.5038	
3.246	0.9993	0.2993	-0.1301	2.0868	3.0908	-1.5039	
3.272	0.9656	-0.1948	0.0276	2.0718	3.1141	-1.5028	
3.298	1.0171	0.3206	-0.156	2.1076	3.0864	-1.5028	
3.325	0.9785	0.0945	-0.0171	2.1599	3.0416	-1.5034	
3.35	1.0178	-0.0913	-0.1785	2.1346	3.0726	-1.5021	
3.368	1.0867	-0.218	-0.1091	2.087	3.1239	-1.5009	
3.393	0.8958	0.0352	0.0745	2.1157	3.1011	-1.5009	
3.42	0.8345	-0.0703	0.0103	2.1578	3.0644	-1.5015	
3.446	0.9656	-0.0149	-0.009	2.1566	3.0685	-1.5032	
3.472	0.8936	-0.3572	0.1343	2.096	3.1317	-1.5057	
3.498	0.8203	0.2537	-0.0381	2.1365	3.0943	-1.5049	
3.523	0.7573	0.0486	-0.1221	2.1166	3.1153	-1.5053	
3.55	0.811	-0.1099	-0.1619	2.1194	3.1156	-1.5052	
3.576	0.9587	0.1377	0.0056	2.1066	3.129	-1.5091	
3.593	1.1582	-0.0601	-0.2546	2.1246	3.1127	-1.5072	
3.619	1.1428	-0.0806	-0.2561	2.1299	3.109	-1.5031	
3.644	0.9314	-0.0928	0.1208	2.1154	3.1211	-1.5049	
3.671	1.0227	-0.1763	0.0518	2.098	3.1413	-1.5055	
3.696	0.9844	0.1599	0.168	2.1121	3.1282	-1.5085	
3.722	0.7788	0.1287	-0.0703	2.1305	3.1093	-1.5087	
3.749	0.8474	0.1377	0.1267	2.1368	3.102	-1.5111	
3.774	0.9902	0.0181	-0.0298	2.1776	3.0616	-1.5111	
3.8	1.0806	0.0928	0.0161	2.2086	3.0316	-1.5105	
3.817	0.967	-0.0188	-0.0168	2.2111	3.0285	-1.5131	
3.844	1.0002	0.2976	-0.22	2.2502	2.9889	-1.5128	
3.869	1.0332	-0.1011	-0.0344	2.2442	2.9952	-1.5148	
3.896	1.0266	0.0181	-0.0164	2.2624	2.9761	-1.5185	
3.922	0.939	0.0771	-0.0386	2.284	2.9534	-1.5181	
3.948	0.9131	0.0771	-0.0735	2.3189	2.9172	-1.5192	
3.974	0.9739	0.1348	-0.0825	2.3329	2.9011	-1.5185	
4.001	0.9189	0.1035	-0.0806	2.345	2.8867	-1.5205	
4.017	0.9224	0.2573	-0.0269	2.3273	2.9023	-1.5204	
4.044	0.9106	0.1448	-0.1123	2.3319	2.8973	-1.5203	
4.069	1.0103	0.1409	-0.0667	2.3618	2.8661	-1.5222	
4.096	0.9131	-0.0981	0.0574	2.3213	2.9048	-1.5254	
4.121	1.0039	0.54	0.2234	2.3158	2.9053	-1.5242	
4.148	1.1011	0.1179	-0.0901	2.334	2.8833	-1.5226	
4.174	1.0403	0.1453	0.0452	2.2728	2.9447	-1.5244	
4.199	0.9597	0.1936	-0.1963	2.3029	2.911	-1.5224	
4.225	1.054	-0.1316	-0.0928	2.2786	2.9272	-1.5213	
4.25	0.9392	-0.0027	0.0044	2.1647	3.0348	-1.5237	
4.276	1.0249	0.1851	-0.1213	2.2046	2.9893	-1.5237	
4.293	1.019	0.0825	-0.0496	2.1957	2.9931	-1.5239	
4.32	0.9121	0.6931	-0.2588	2.2994	2.8845	-1.5245	
4.346	1.0271	0.1851	-0.0183	2.3053	2.8724	-1.5273	
4.372	0.926	0.6624	-0.0022	2.3183	2.8508	-1.5254	
4.398	0.821	0.0134	0.1863	2.2714	2.8897	-1.5271	
4.423	0.8992	0.0835	0.1006	2.2674	2.8859	-1.5274	
4.45	0.9949	-0.1675	0.001	2.2114	2.9357	-1.5265	
4.476	0.9788	0.0896	0.1584	2.1953	2.9449	-1.5281	
4.493	0.9119	-0.2322	-0.083	2.2007	2.9349	-1.5289	
4.52	0.9382	0.2327	-0.0984	2.1619	2.9668	-1.5288	
4.545	0.9192	0.2795	-0.0234	2.2056	2.919	-1.5262	
4.572	0.9612	0.1826	0.0256	2.2714	2.8486	-1.5269	
4.598	0.9243	-0.218	0.0703	2.2262	2.8897	-1.5243	
4.623	1.0405	0.0203	-0.1008	2.2202	2.8945	-1.523	
4.65	1.0146	0.3083	-0.0918	2.2787	2.8363	-1.5213	
4.675	0.7981	0.103	0.0969	2.3136	2.8014	-1.5231	
4.701	0.8813	0.2629	-0.0801	2.3639	2.7484	-1.5223	
4.718	1.1199	-0.0774	-0.2305	2.3212	2.7893	-1.5225	
4.744	1.0586	0.1182	-0.085	2.3935	2.7168	-1.5221	
4.77	0.9937	0.0693	0.1345	2.4115	2.6999	-1.5212	
4.796	0.8999	-0.0178	0.0103	2.4087	2.7028	-1.5226	
4.822	0.7424	-0.1138	-0.2227	2.3897	2.7191	-1.5177	
4.847	1.1028	0.0378	-0.2097	2.34	2.7627	-1.516	
4.874	1.0247	0.2004	0.0076	2.4064	2.6969	-1.5168	
4.9	0.8469	-0.0864	0.1338	2.4198	2.6841	-1.5188	
4.925	0.8542	-0.0542	-0.0103	2.3628	2.7396	-1.5194	
4.943	0.958	0.1431	0.0371	2.4103	2.6913	-1.5189	
4.969	0.9473	0.0918	-0.2148	2.3891	2.7116	-1.5185	
4.995	0.9998	0.0205	0.0085	2.3776	2.7233	-1.5212	
5.021	0.915	-0.0452	0.0654	2.385	2.7169	-1.5229	
5.047	1.0061	0.0999	-0.2727	2.343	2.7579	-1.519	
5.073	0.9897	0.0066	-0.0903	2.3103	2.7912	-1.5176	
5.099	0.9414	0.033	-0.0361	2.3614	2.7403	-1.5173	
5.125	0.9827	0.0332	-0.03	2.4094	2.6933	-1.5176	
5.152	1.002	-0.1013	0.0439	2.4039	2.7012	-1.5191	
5.177	0.97	-0.0042	-0.084	2.3684	2.7376	-1.5185	
5.195	1.0967	0.1506	-0.031	2.3828	2.7239	-1.5181	
5.22	0.9268	-0.1121	0.2532	2.3507	2.7592	-1.5216	
5.247	1.0361	-0.0164	0.1741	2.3791	2.734	-1.5239	
5.272	0.938	-0.2842	-0.0242	2.2725	2.8434	-1.5245	
5.298	0.9612	-0.0288	-0.2883	2.2249	2.8937	-1.5213	
5.325	0.8818	-0.053	-0.0142	2.2245	2.8937	-1.5203	
5.35	0.9517	-0.5032	-0.5327	2.1721	2.949	-1.5191	
5.376	1.0596	0.3933	-0.115	2.1906	2.9389	-1.5183	
5.401	0.9687	0.5054	-0.1306	2.2554	2.8786	-1.5187	
5.427	0.9817	-0.1777	-0.2722	2.2593	2.8819	-1.5166	
5.444	0.8948	-0.0581	-0.3232	2.2675	2.8773	-1.5151	
5.471	1.1211	0.1926	-0.2	2.2919	2.8584	-1.5112	
5.497	1.0081	-0.3303	0.2527	2.2969	2.8609	-1.5144	
5.523	0.9253	0.23	0.0789	2.3518	2.8137	-1.5125	
5.549	0.8738	-0.3191	-0.0515	2.2917	2.8823	-1.5128	
5.575	1.0867	-0.0144	-0.1287	2.3473	2.8335	-1.511	
5.601	0.9604	-0.1606	-0.1362	2.3301	2.8572	-1.5097	
5.627	1.0322	0.2034	-0.1716	2.3305	2.8641	-1.5081	
5.644	1.0078	0.3208	-0.1057	2.3658	2.8335	-1.5053	
5.671	1.0386	0.0115	0.0237	2.3135	2.892	-1.5059	
5.696	1.0664	-0.427	-0.1714	2.267	2.9428	-1.5051	
5.723	0.8389	-0.0642	-0.1848	2.3042	2.9099	-1.502	
5.749	0.9075	-0.324	-0.207	2.2877	2.9281	-1.502	
5.774	0.8936	-0.0266	-0.1099	2.2794	2.9382	-1.5025	
5.801	0.8611	0.0303	-0.0254	2.2527	2.966	-1.5051	
