R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	
7.42857	6.7544	-1.71806e-05	-5.49451	-7.51648	7.14945	6.10989	-0.00295506	-5.49835	-8.06484	96.84	314.73	-5.38	13.45	255.55	-172.16	-5.38	10.76	
7.42857	6.7544	-1.71806e-05	-5.49451	-7.6044	7.23736	6.10989	-0.00295506	-5.49835	-8.06484	72.63	312.04	-10.76	0	239.41	-169.47	-8.07	0	
7.42857	6.7544	-1.71806e-05	-5.49451	-7.51648	7.23736	6.10989	-0.00295506	-5.58626	-8.06484	10.76	317.42	-21.52	0	225.96	-174.85	-8.07	0	
7.42857	6.7544	-1.71806e-05	-5.49451	-7.51648	7.23736	6.10989	-0.00295506	-5.58626	-7.97692	0	317.42	-8.07	-8.07	209.82	-177.54	-13.45	0	
7.34066	6.7544	-1.71806e-05	-5.49451	-7.51648	7.14945	6.10989	-0.00295506	-5.58626	-7.88901	0	314.73	-13.45	0	166.78	-174.85	-5.38	0	
7.34066	6.7544	-1.71806e-05	-5.49451	-7.42857	7.14945	6.10989	-0.00295506	-5.49835	-7.71319	-43.04	295.9	-26.9	0	131.81	-174.85	-2.69	0	
7.25275	6.7544	-1.71806e-05	-5.49451	-7.16484	7.14945	6.10989	-0.00295506	-5.49835	-7.44945	-64.56	295.9	-13.45	13.45	88.77	-169.47	-5.38	-2.69	
7.16484	6.7544	-1.71806e-05	-5.49451	-6.81319	6.97363	6.10989	-0.00295506	-5.49835	-7.18571	-134.5	293.21	-16.14	2.69	32.28	-177.54	-2.69	5.38	
6.9011	6.7544	-1.71806e-05	-5.49451	-6.46154	6.70989	6.10989	-0.00295506	-5.49835	-6.83407	-164.09	293.21	-5.38	-5.38	0	-174.85	-2.69	0	
6.54945	6.84231	-1.71806e-05	-5.49451	-6.10989	6.53407	6.10989	-0.00295506	-5.58626	-6.39451	-185.61	295.9	-8.07	-16.14	-26.9	-174.85	-2.69	-8.07	
6.1978	6.7544	-1.71806e-05	-5.49451	-5.58242	6.18242	6.10989	-0.00295506	-5.49835	-5.95495	-199.06	293.21	-5.38	-16.14	-37.66	-174.85	0	-24.21	
5.67033	6.7544	-1.71806e-05	-5.40659	-5.05495	5.74286	6.10989	-0.00295506	-5.49835	-5.42747	-212.51	293.21	-10.76	-26.9	-126.43	-172.16	0	-24.21	
4.96703	6.7544	-1.71806e-05	-5.49451	-4.35165	5.03956	6.10989	-0.00295506	-5.58626	-4.63626	-174.85	293.21	-13.45	-29.59	-153.33	-169.47	0	-18.83	
4.08791	6.7544	-1.71806e-05	-5.49451	-3.47253	4.33626	6.10989	-0.00295506	-5.49835	-3.75714	-174.85	293.21	-2.69	-29.59	-172.16	-172.16	0	-21.52	
3.12088	6.7544	-1.71806e-05	-5.49451	-2.59341	3.45714	6.10989	-0.00295506	-5.49835	-2.79011	-142.57	290.52	-2.69	-34.97	-204.44	-174.85	0	-16.14	
2.06593	6.7544	-1.71806e-05	-5.49451	-1.53846	2.57802	6.10989	-0.00295506	-5.58626	-1.73516	-139.88	290.52	-21.52	-37.66	-217.89	-177.54	0	-8.07	
0.923077	6.84231	-1.71806e-05	-5.49451	-0.395604	1.52308	6.10989	-0.00295506	-5.49835	-0.68022	-129.12	290.52	-5.38	-34.97	-220.58	-177.54	0	-18.83	
-0.131868	6.7544	0.00338458	-5.40659	0.747253	0.468132	6.10989	-0.00295506	-5.49835	0.374725	-115.67	295.9	-16.14	-32.28	-217.89	-174.85	0	-8.07	
-1.18681	6.7544	0.00316123	-5.49451	1.71429	-0.586813	6.10989	-0.00295506	-5.49835	1.34176	-110.29	298.59	-10.76	-40.35	-177.54	-174.85	0	-13.45	
-2.15385	6.7544	0.00286916	-5.49451	2.59341	-1.46593	6.10989	-0.00295506	-5.58626	2.30879	-110.29	298.59	-8.07	-32.28	-156.02	-174.85	0	0	
-2.94505	6.7544	0.00261145	-5.49451	3.2967	-2.34505	6.10989	-0.00295506	-5.58626	3.01209	-91.46	293.21	-2.69	-37.66	-147.95	-174.85	0	-2.69	
-3.56044	6.7544	0.00242246	-5.49451	3.91209	-2.96044	6.10989	-0.00295506	-5.49835	3.53956	-91.46	295.9	-5.38	-18.83	-145.26	-172.16	0	0	
-4.08791	6.7544	0.00226784	-5.49451	4.35165	-3.4	6.10989	-0.00295506	-5.58626	3.97912	-94.15	298.59	-2.69	-24.21	-166.78	-174.85	0	-2.69	
-4.35165	6.7544	0.00216475	-5.49451	4.61538	-3.66374	6.10989	-0.00295506	-5.58626	4.33077	-80.7	293.21	-13.45	-2.69	-164.09	-174.85	0	-2.69	
-4.61538	6.7544	0.00213039	-5.49451	4.79121	-3.92747	6.10989	-0.00295506	-5.58626	4.41868	-91.46	303.97	-5.38	-13.45	-153.33	-172.16	0	-5.38	
-4.61538	6.7544	0.00213039	-5.49451	4.79121	-3.92747	6.10989	-0.00295506	-5.58626	4.50659	-121.05	298.59	-5.38	-5.38	-166.78	-174.85	0	-2.69	
-4.61538	6.7544	0.00213898	-5.40659	4.7033	-3.92747	6.10989	-0.00295506	-5.49835	4.41868	-24.21	298.59	-5.38	26.9	-115.67	-174.85	0	8.07	
-4.52747	6.7544	0.00220771	-5.49451	4.43956	-3.92747	6.10989	-0.00295506	-5.58626	4.33077	24.21	295.9	-5.38	13.45	-45.73	-169.47	0	16.14	
-4.43956	6.84231	0.00239669	-5.49451	4.17582	-3.75165	6.10989	-0.00295506	-5.49835	3.97912	21.52	295.9	-13.45	16.14	2.69	-174.85	0	8.07	
-4.17582	6.7544	0.00260286	-5.49451	3.82418	-3.48791	6.10989	-0.00295506	-5.58626	3.62747	104.91	293.21	-10.76	18.83	21.52	-172.16	0	18.83	
-3.73626	6.7544	0.00284339	-5.49451	3.2967	-3.13626	6.10989	-0.00294647	-5.58626	3.1	99.53	293.21	-5.38	29.59	24.21	-172.16	0	32.28	
