time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	COG_Vx	COG_Vy	
0.35	-0.000247681	0.0488492	0.222541	-7.16602e-05	-0.0078841	6.2071e-05	-0.000795547	0.0835333	6.08019e-05	-0.0014903	0.117072
0.375	-0.000286531	0.051712	0.22254	-6.46685e-05	-0.00788962	5.61412e-05	-0.000795755	0.0835401	6.10299e-05	-0.001645	0.112852
0.4	-0.000329564	0.0544574	0.22254	-6.48435e-05	-0.00788381	5.64325e-05	-0.000795964	0.0835466	6.12772e-05	-0.00179678	0.107562
0.425	-0.000376225	0.0570576	0.222539	-6.50192e-05	-0.00787831	5.6732e-05	-0.000796173	0.0835527	6.15376e-05	-0.00194388	0.101197
0.45	-0.000426441	0.0594857	0.222538	-6.51951e-05	-0.00787316	5.70325e-05	-0.000796382	0.0835584	6.18039e-05	-0.00208455	0.09375
0.475	-0.000480044	0.0617149	0.222537	-6.53707e-05	-0.00786844	5.73264e-05	-0.00079659	0.0835637	6.20684e-05	-0.00221702	0.0852156
0.5	-0.000536823	0.0637181	0.222537	-6.55452e-05	-0.00786419	5.76052e-05	-0.000796796	0.0835684	6.23224e-05	-0.00233956	0.0755874
0	-0.000536823	0.0637181	0.222537	-6.55452e-05	-0.00786419	5.76052e-05	-0.000796796	0.0835684	6.23224e-05	0	0.0673574
0.025	-0.000533877	0.0652591	0.222537	-5.22633e-05	-0.00785481	0.000448577	-0.000796856	0.083572	6.22701e-05	0.000234913	0.0567266
0.05	-0.000524768	0.0665534	0.222541	3.94391e-05	-0.00781001	0.00158277	-0.000796939	0.0835751	6.17095e-05	0.000475599	0.04749
0.075	-0.000509134	0.0676331	0.222547	0.000280324	-0.00769734	0.0033492	-0.00079707	0.0835775	6.07172e-05	0.000727974	0.0394203
0.1	-0.000486514	0.0685247	0.222556	0.000726553	-0.00749104	0.00557496	-0.000797265	0.0835795	5.94099e-05	0.000998238	0.0323195
0.125	-0.0004563	0.0692502	0.222565	0.00141419	-0.00717456	0.0080422	-0.000797534	0.083581	5.79336e-05	0.00129303	0.0260129
0.15	-0.000417803	0.0698272	0.222574	0.00235567	-0.00674218	0.0105094	-0.000797871	0.0835821	5.64489e-05	0.00161961	0.0203456
