time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	Rfoot_ref_x	Rfoot_ref_y	Rfoot_ref_z	Lfoot_ref_x	Lfoot_ref_y	Lfoot_ref_z	
0	-3.83237e-05	0.00306579	0.227275	-2.37381e-05	-4.73914e-06	2.65023e-05	-2.4973e-05	0.0600105	0.00040681	0.0303183	-0.0100475	0.312015	0	0	0	0	0	0	0	0.00284094	0	0	0.11453	0	0	0	0	-1.06526e-06	0.0600068	0.000380602	
0.025	-3.81809e-05	0.00317276	0.227277	-2.37541e-05	-4.59835e-06	2.61483e-05	-3.33043e-05	0.0600636	0.00148939	0.030307	-0.00988332	0.311603	-0.000454778	0.00656524	-0.0165029	-0.0181911	0.26261	-0.660117	0	0.00574901	0	0	0.118573	0	0	0	0	-9.37905e-06	0.0600597	0.00146447	
0.05	-3.79746e-05	0.00335391	0.227278	-2.37756e-05	-4.37846e-06	2.56119e-05	-5.99733e-05	0.0602333	0.00310958	0.030293	-0.00962703	0.310978	-0.000557006	0.0102515	-0.0249989	-0.00408909	0.147451	-0.33984	0	0.00879292	0	0	0.125418	0	0	0	0	-3.60381e-05	0.0602293	0.00308658	
0.075	-3.77449e-05	0.0036136	0.227281	-2.37969e-05	-4.09268e-06	2.49672e-05	-0.000117392	0.0605988	0.0050207	0.0302822	-0.00929395	0.310226	-0.000431878	0.0133234	-0.0300523	0.00500511	0.122874	-0.202134	0	0.0120446	0	0	0.135226	0	0	0	0	-9.34741e-05	0.0605949	0.005	
0.1	-3.75347e-05	0.00395803	0.227283	-2.38125e-05	-3.74574e-06	2.43045e-05	-0.000212439	0.0612039	0.00693181	0.0302796	-0.00888935	0.309454	-0.000106178	0.016184	-0.0308963	0.013028	0.114424	-0.0337614	0	0.0155808	0	0	0.14823	0	0	0	0	-0.000188581	0.0612001	0.00691342	
0.125	-3.73791e-05	0.00439532	0.227285	-2.38202e-05	-3.32345e-06	2.372e-05	-0.00033824	0.0620049	0.00855195	0.0302871	-0.00839616	0.308773	0.000299366	0.0197274	-0.0272589	0.0162218	0.141737	0.145498	0	0.0194852	0	0	0.164736	0	0	0	0	-0.000314483	0.0620014	0.00853553	
0.15	-3.72971e-05	0.00493574	0.227286	-2.38217e-05	-2.78883e-06	2.33032e-05	-0.000471359	0.0628527	0.00963446	0.0303025	-0.00777048	0.308286	0.000617302	0.0250274	-0.0194697	0.0127174	0.212	0.311569	0	0.0238501	0	0	0.185134	0	0	0	0	-0.00044772	0.0628493	0.0096194	
0.175	-3.72923e-05	0.00559195	0.227286	-2.38214e-05	-2.09287e-06	2.31201e-05	-0.000581534	0.0635546	0.0100145	0.0303212	-0.00695425	0.30807	0.000747771	0.0326491	-0.00861503	0.00521873	0.304868	0.434185	0	0.0287784	0	0	0.209907	0	0	0	0	-0.000557999	0.0635511	0.01	
0.2	-3.7361e-05	0.00637938	0.227286	-2.38226e-05	-1.19524e-06	2.31974e-05	-0.000650215	0.0639926	0.00963435	0.0303398	-0.0058997	0.308157	0.000742646	0.0421819	0.00346937	-0.000204984	0.381311	0.483376	0	0.0343867	0	0	0.239639	0	0	0	0	-0.000626748	0.0639886	0.0096194	
0.225	-3.74973e-05	0.00731664	0.227285	-2.38259e-05	-7.52405e-08	2.35151e-05	-0.000680811	0.0641885	0.00855174	0.0303582	-0.00458236	0.308522	0.000739089	0.0526938	0.0146065	-0.00014226	0.420475	0.445483	0	0.0408075	0	0	0.275034	0	0	0	0	-0.000657379	0.0641836	0.00853553	
