R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	
8.74725	5.52363	-0.00847003	-5.31868	-8.83516	8.64396	5.49451	-0.00854734	-5.41044	-8.68022	-322.8	-5.38	-406.19	-664.43	244.79	-34.97	-145.26	309.35	
8.74725	5.52363	-0.00847862	-5.40659	-8.74725	8.64396	5.49451	-0.00853016	-5.49835	-8.85604	-519.17	-5.38	-390.05	-777.41	139.88	-56.49	-177.54	53.8	
8.74725	5.43571	-0.00847862	-5.40659	-8.92308	8.81978	5.49451	-0.00853016	-5.58626	-8.76813	-893.08	13.45	-406.19	-583.73	64.56	-102.22	-78.01	99.53	
8.83516	5.52363	-0.00847862	-5.40659	-8.83516	8.73187	5.49451	-0.00853016	-6.11374	-8.59231	-911.91	-8.07	-618.7	-850.04	99.53	18.83	468.06	263.62	
8.83516	5.61154	-0.00847862	-5.40659	-8.83516	8.73187	5.49451	-0.00856452	-5.93791	-8.76813	-1032.96	-18.83	-624.08	-755.89	139.88	190.99	1318.1	610.63	
8.92308	5.78736	-0.00847003	-5.40659	-8.74725	8.90769	5.49451	-0.00859888	-5.76209	-8.94396	-1350.38	497.65	-594.49	-820.45	360.46	489.58	1288.51	1460.67	
8.83516	5.78736	-0.00846144	-5.40659	-8.65934	8.9956	5.40659	-0.00860747	-4.88297	-9.20769	-1826.51	486.89	-411.57	-381.98	384.67	610.63	-387.36	1568.27	
8.83516	5.78736	-0.00846144	-5.49451	-8.57143	9.17143	5.40659	-0.00861606	-5.41044	-9.73516	-1681.25	653.67	-357.77	96.84	462.68	634.84	-1014.13	1562.89	
8.65934	5.87527	-0.00846144	-5.58242	-8.30769	8.9956	5.40659	-0.00861606	-6.28956	-9.2956	-1280.44	642.91	-129.12	174.85	911.91	691.33	430.4	-1423.01	
8.57143	5.87527	-0.00846144	-5.58242	-8.13187	8.90769	5.40659	-0.00859029	-6.02582	-8.76813	-2082.06	694.02	61.87	190.99	422.33	626.77	527.24	-903.84	
8.3956	5.78736	-0.00846144	-5.67033	-7.95604	8.81978	5.49451	-0.00855593	-5.85	-8.85604	-1780.78	529.93	142.57	422.33	521.86	430.4	317.42	-96.84	
8.04396	5.78736	-0.00846144	-5.67033	-7.69231	8.55604	5.40659	-0.00853875	-5.67418	-8.5044	-1406.87	511.1	166.78	-8.07	223.27	390.05	-96.84	-169.47	
7.78022	5.78736	-0.00846144	-5.67033	-7.51648	8.2044	5.40659	-0.00853016	-5.49835	-8.15275	-987.23	406.19	169.47	199.06	298.59	269	-134.5	-180.23	
7.34066	5.69945	-0.00846144	-5.67033	-7.25275	7.85275	5.40659	-0.00853016	-5.49835	-7.8011	-572.97	320.11	158.71	-199.06	137.19	260.93	-112.98	110.29	
6.9011	5.69945	-0.00846144	-5.67033	-6.81319	7.32527	5.40659	-0.00853016	-5.49835	-7.36154	-637.53	384.67	156.02	-457.3	174.85	263.62	26.9	75.32	
6.46154	5.69945	-0.00846144	-5.58242	-6.46154	6.88571	5.40659	-0.00853875	-5.49835	-7.00989	-833.9	338.94	-51.11	-963.02	231.34	255.55	18.83	61.87	
5.93407	5.69945	-0.00846144	-5.49451	-6.10989	6.35824	5.40659	-0.00853875	-5.41044	-6.39451	-347.01	355.08	-21.52	-1665.11	72.63	252.86	266.31	-40.35	
5.31868	5.78736	-0.00560946	-5.67033	-5.58242	5.83077	5.40659	-0.00590153	-5.41044	-5.69121	-1062.55	333.56	-118.36	-1901.83	212.51	290.52	220.58	88.77	
4.7033	5.78736	-0.00493083	-5.58242	-4.96703	5.03956	5.40659	-0.00559228	-5.41044	-5.07582	-1544.06	293.21	-115.67	-2079.37	217.89	252.86	188.3	494.96	
4	5.69945	-0.00446695	-5.58242	-4.35165	4.24835	5.40659	-0.00528303	-5.23462	-4.02088	-1385.35	290.52	-112.98	-2125.1	258.24	234.03	43.04	-446.54	
3.2967	5.69945	-0.00428656	-5.49451	-3.73626	3.45714	5.40659	-0.00488788	-5.49835	-2.96593	-1501.02	338.94	-123.74	-2168.14	435.78	325.49	164.09	-462.68	
