time	COG_x	COG_y	COG_z	COG_xx	COG_yy	COG_zz	p_x	p_y	p_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	
0.025	-0.00114731	0.00296881	0.222484	-0.00114731	0.00296881	0.222484	0	0	0	0.0286127	-0.0121747	0.303551	0	0	0	0	0	0	0	0	0	0	0	0	
0.05	-0.00080893	0.00330688	0.222492	-0.00080893	0.00330688	0.222492	0	0	0	0.0290766	-0.0117035	0.303534	0.0185549	0.018848	-0.000678681	0.742198	0.753919	-0.0271473	0.013535	0.0135229	0.00033629	0.541401	0.540915	0.0134516	
0.075	-0.000867522	0.00276363	0.222591	-0.000867522	0.00276363	0.222591	0	0	0	0.0290684	-0.0126349	0.303497	-0.000326674	-0.037256	-0.00149416	-0.755265	-2.24416	-0.0326192	-0.00234366	-0.0217298	0.00396264	-0.635148	-1.41011	0.145054	
0.1	-0.0008056	0.0029923	0.222456	-0.0008056	0.0029923	0.222456	0	0	0	0.0290767	-0.0121692	0.303462	0.00033101	0.0186291	-0.00138651	0.0263073	2.2354	0.00430588	0.00247685	0.00914654	-0.00540036	0.19282	1.23506	-0.37452	
0.125	-0.000748016	0.00299517	0.222424	-0.000748016	0.00299517	0.222424	0	0	0	0.029085	-0.0121692	0.303462	0.00032993	-1.42386e-07	9.16036e-07	-4.31996e-05	-0.745168	0.0554972	0.00230336	0.000114921	-0.00130989	-0.00693952	-0.361265	0.163619	
0.15	-0.000631534	0.00344308	0.222336	-0.000631534	0.00344308	0.222336	0	0	0	0.029101	-0.0117024	0.303418	0.000641582	0.0186719	-0.00175023	0.0124661	0.746881	-0.0700459	0.0046593	0.0179166	-0.00350577	0.0942374	0.712067	-0.0878353	
0.175	-0.0005618	0.00390774	0.2224	-0.0005618	0.00390774	0.2224	0	0	0	0.0290998	-0.0112353	0.303481	-4.64805e-05	0.0186824	0.00251379	-0.0275225	0.000419383	0.170561	0.00278934	0.0185862	0.00254374	-0.0747982	0.026783	0.241981	
0.2	-0.000222565	0.00438678	0.222465	-0.000222565	0.00438678	0.222465	0	0	0	0.0295628	-0.0107629	0.303454	0.0185161	0.0188948	-0.00110481	0.742501	0.00849553	-0.144744	0.0135694	0.0191616	0.00259463	0.431202	0.0230161	0.00203544	
0.225	0.00017733	0.00536733	0.222548	0.00017733	0.00536733	0.222548	0	0	0	0.0300333	-0.00935859	0.303562	0.0188215	0.056174	0.00434113	0.0122176	1.49117	0.217837	0.0159958	0.0392222	0.00332205	0.0970569	0.802426	0.0290968	
0.25	0.000176143	0.00603233	0.222587	0.000176143	0.00603233	0.222587	0	0	0	0.030033	-0.00842655	0.303643	-1.08557e-05	0.0372816	0.00323957	-0.753294	-0.755696	-0.0440622	-4.7492e-05	0.0265998	0.00157613	-0.641732	-0.504896	-0.0698365	
0.275	0.000378226	0.00672974	0.222756	0.000378226	0.00672974	0.222756	0	0	0	0.0304878	-0.0074873	0.303729	0.0181914	0.03757	0.00343269	0.72809	0.0115363	0.00772456	0.00808331	0.0278964	0.00677244	0.325232	0.0518613	0.207852	
0.3	0.00045284	0.0077343	0.222949	0.00045284	0.0077343	0.222949	0	0	0	0.0304874	-0.00608716	0.303975	-1.73706e-05	0.0560055	0.00984186	-0.72835	0.737418	0.256367	0.00298457	0.0401826	0.00769538	-0.20395	0.49145	0.0369175	
0.325	0.00045177	0.00827393	0.223055	0.00045177	0.00827393	0.223055	0	0	0	0.030487	-0.00515321	0.304153	-1.30379e-05	0.037358	0.00713406	0.000173309	-0.745897	-0.108312	-4.2788e-05	0.0215849	0.00423709	-0.121094	-0.743906	-0.138332	
0.35	0.000393701	0.00924704	0.223338	0.000393701	0.00924704	0.223338	0	0	0	0.0304796	-0.00375168	0.304442	-0.000296207	0.0560612	0.0115599	-0.0113268	0.748128	0.177032	-0.00232278	0.0389245	0.0113333	-0.0911998	0.693581	0.283847	
0.375	0.000393563	0.0107666	0.2235	0.000393563	0.0107666	0.2235	0	0	0	0.0304795	-0.00141454	0.304731	-5.41679e-06	0.0934858	0.0115332	0.0116316	1.49698	-0.00106625	-5.50976e-06	0.0607826	0.00649921	0.0926909	0.874326	-0.193362	
0.4	5.39355e-05	0.0120155	0.223698	5.39355e-05	0.0120155	0.223698	0	0	0	0.0300144	0.000451548	0.305048	-0.0186041	0.0746433	0.0127027	-0.743946	-0.753697	0.0467779	-0.0135851	0.0499553	0.00788396	-0.543183	-0.433094	0.0553899	
0.425	-0.00028705	0.0132416	0.223942	-0.00028705	0.0132416	0.223942	0	0	0	0.0295482	0.00231937	0.305407	-0.0186473	0.0747128	0.0143652	-0.00172948	0.00278011	0.0665031	-0.0136394	0.0490463	0.00977909	-0.00217292	-0.036357	0.0758051	
0.45	0.000276364	0.0153671	0.222518	0.000276364	0.0153671	0.222518	0	0	0	0.0302022	0.00541618	0.302833	0.0261594	0.123872	-0.102984	1.79227	1.96638	-4.69397	0.0225366	0.0850178	-0.0569544	1.44704	1.43886	-2.66934	
0.475	-0.000108996	0.0174797	0.222194	-0.000108996	0.0174797	0.222194	0	0	0	0.0296732	0.00872316	0.302506	-0.0211613	0.132279	-0.0130716	-1.89283	0.336284	3.5965	-0.0154144	0.0845037	-0.012983	-1.51804	-0.0205647	1.75886	
0.5	-0.000194373	0.0196207	0.22212	-0.000194373	0.0196207	0.22212	0	0	0	0.0296228	0.0120067	0.302364	-0.00201612	0.131341	-0.00567514	0.765806	-0.0375276	0.295858	-0.00341509	0.0856388	-0.00295937	0.479973	0.0454063	0.400945	
0.525	-0.000538631	0.0217421	0.222248	-0.000538631	0.0217421	0.222248	0	0	0	0.0291427	0.0152616	0.302513	-0.0192016	0.130196	0.0059614	-0.687419	-0.0458264	0.465462	-0.0137703	0.0848583	0.00512519	-0.41421	-0.0312205	0.323382	
0.55	-0.000212065	0.0242229	0.222401	-0.000212065	0.0242229	0.222401	0	0	0	0.0295832	0.0189852	0.30259	0.0176186	0.148946	0.00307955	1.47281	0.750025	-0.115274	0.0130627	0.0992329	0.00611504	1.07332	0.574984	0.039594	
0.575	-0.000559329	0.0266228	0.222538	-0.000559329	0.0266228	0.222538	0	0	0	0.0291027	0.0226998	0.302746	-0.0192198	0.148582	0.00621197	-1.47353	-0.0145659	0.125297	-0.0138906	0.0959956	0.00549285	-1.07813	-0.12949	-0.0248875	
0.6	-0.000220725	0.0299057	0.222745	-0.000220725	0.0299057	0.222745	0	0	0	0.02956	0.0273403	0.302865	0.018292	0.185619	0.00476233	1.50047	1.48149	-0.0579858	0.0135442	0.131317	0.00827919	1.09739	1.41285	0.111453	
0.625	-0.000563535	0.0346875	0.222563	-0.000563535	0.0346875	0.222563	0	0	0	0.0290944	0.0343024	0.302791	-0.0186255	0.278485	-0.00294739	-1.4767	3.71462	-0.308389	-0.0137124	0.19127	-0.00729133	-1.09026	2.39811	-0.622821	
0.65	-0.000551126	0.0403753	0.222367	-0.000551126	0.0403753	0.222367	0	0	0	0.0291145	0.0421983	0.302615	0.000803816	0.315837	-0.00704565	0.777174	1.49409	-0.16393	0.000496375	0.227511	-0.00782074	0.568351	1.44963	-0.0211764	
0.675	-0.000525514	0.0438779	0.222546	-0.000525514	0.0438779	0.222546	0	0	0	0.0291452	0.0473184	0.302792	0.00123156	0.204806	0.00708636	0.0171098	-4.44125	0.565281	0.00102448	0.140108	0.00713778	0.0211242	-3.49612	0.598341	
0.7	-0.000551497	0.0481052	0.22271	-0.000551497	0.0481052	0.22271	0	0	0	0.0292017	0.0533917	0.302931	0.00225922	0.242929	0.00555821	0.0411063	1.52494	-0.0611262	-0.00103931	0.169091	0.00658892	-0.0825514	1.15933	-0.0219545	
0.725	-9.59161e-05	0.0506464	0.222939	-9.59161e-05	0.0506464	0.222939	0	0	0	0.0297231	0.0571473	0.303237	0.0208549	0.150228	0.0122315	0.743829	-3.70806	0.266931	0.0182232	0.101646	0.0091407	0.770501	-2.69781	0.102071	
0.75	-0.000190373	0.0562729	0.222329	-0.000190373	0.0562729	0.222329	0	0	0	0.0297609	0.065082	0.302475	0.0015105	0.317387	-0.0304639	-0.773778	6.6864	-1.70781	-0.00377828	0.22506	-0.0243718	-0.88006	4.93658	-1.3405	
0.775	-0.000355763	0.0584543	0.22242	-0.000355763	0.0584543	0.22242	0	0	0	0.0298017	0.068375	0.3025	0.00163209	0.131718	0.000992328	0.0048637	-7.42678	1.25825	-0.0066156	0.087259	0.00362534	-0.113493	-5.51204	1.11988	
0.8	9.5608e-05	0.0600223	0.222595	9.5608e-05	0.0600223	0.222595	0	0	0	0.0303119	0.0707379	0.302662	0.0204103	0.0945183	0.006467	0.751128	-1.48799	0.218987	0.0180548	0.0627202	0.00701133	0.986818	-0.981551	0.13544	
0.825	0.0009848	0.0596354	0.222469	0.0009848	0.0596354	0.222469	-0.00100537	0.0719675	0.00110434	0.0316817	0.0701931	0.302229	0.0547921	-0.0217922	-0.0173101	1.37527	-4.65242	-0.951083	0.0355677	-0.0154774	-0.00503735	0.700514	-3.1279	-0.481947	
0.85	-0.00154072	0.0601528	0.22254	-0.000535351	-0.0118147	0.221436	-0.00100537	0.0719675	0.00110434	0.0281828	0.0709675	0.302323	-0.139959	0.0309761	0.00377632	-7.79003	2.11073	0.843456	-0.101021	0.0206979	0.00282895	-5.46354	1.44701	0.314652	
0.875	-0.00151452	0.0617419	0.222784	-0.000509148	-0.0102256	0.22168	-0.00100537	0.0719675	0.00110434	0.0281923	0.0732887	0.302254	0.000381381	0.0928459	-0.0027566	5.6136	2.47479	-0.261317	0.00104812	0.0635621	0.00974646	4.08276	1.71457	0.2767	
0.9	-0.00147666	0.0623399	0.223119	-0.000471286	-0.00962765	0.222015	-0.00100537	0.0719675	0.00110434	0.0281697	0.0741826	0.30185	-0.000902661	0.0357584	-0.0161674	-0.0513617	-2.2835	-0.536432	0.00151446	0.0239188	0.0134222	0.0186539	-1.58573	0.147028	
0.925	-0.00148015	0.063292	0.222947	-0.000474777	-0.0086755	0.221842	-0.00100537	0.0719675	0.00110434	0.0281241	0.0755052	0.301201	-0.00182454	0.0529021	-0.0259771	-0.0368752	0.685748	-0.392388	-0.000139639	0.0380858	-0.00691529	-0.0661641	0.566682	-0.813498	
0.95	-0.00200293	0.0643211	0.223228	-0.000997555	-0.00764646	0.222123	-0.00100537	0.0719675	0.00110434	0.027608	0.0768094	0.300499	-0.0206429	0.0521677	-0.0280699	-0.752735	-0.0293768	-0.0837098	-0.0209111	0.0411617	0.0112448	-0.830859	0.123036	0.726402	
0.975	-0.00214206	0.0645945	0.223026	-0.00113669	-0.00737303	0.221922	-0.00100537	0.0719675	0.00110434	0.0275804	0.0772387	0.300163	-0.00110462	0.0171704	-0.0134229	0.781532	-1.39989	0.585877	-0.0055653	0.0109372	-0.00805635	0.613832	-1.20898	-0.772044	
1	-0.0023586	0.0646597	0.223417	-0.00135323	-0.0073078	0.222313	-0.00100537	0.0719675	0.00110434	0.0271261	0.0772572	0.300353	-0.0181721	0.00074146	0.00760164	-0.682699	-0.657157	0.840983	-0.00866188	0.00260919	0.0156483	-0.123863	-0.333119	0.948184	
1.025	-0.00169697	0.0646631	0.223481	-0.000691597	-0.00730438	0.222376	-0.00100537	0.0719675	0.00110434	0.0280666	0.0772752	0.300487	0.0376192	0.000718709	0.00533573	2.23165	-0.00091004	-0.0906365	0.0264655	0.000136866	0.00252324	1.4051	-0.0988931	-0.525001	
1.05	-0.00204693	0.0644983	0.223227	-0.00104156	-0.00746917	0.222122	-0.00100537	0.0719675	0.00110434	0.0276483	0.0768747	0.300937	-0.016732	-0.0160192	0.0180036	-2.17405	-0.669515	0.506715	-0.0139984	-0.00659187	-0.0101595	-1.61856	-0.269149	-0.507308	
1.075	-0.00205486	0.0646103	0.223223	-0.00104949	-0.0073572	0.222118	-0.00100537	0.0719675	0.00110434	0.0276925	0.0769372	0.301511	0.00176916	0.00250002	0.022946	0.740046	0.740768	0.197697	-0.000317188	0.00447897	-0.0001575	0.547248	0.442833	0.400079	
1.1	-0.00203636	0.0632533	0.222902	-0.00103099	-0.00871419	0.221798	-0.00100537	0.0719675	0.00110434	0.027711	0.0751096	0.30177	0.000738411	-0.0731021	0.0103813	-0.0412299	-3.02409	-0.50259	0.00073967	-0.0542797	-0.0128072	0.0422743	-2.35035	-0.505989	
1.125	-0.00224029	0.0616976	0.222843	-0.00123492	-0.0102699	0.221738	-0.00100537	0.0719675	0.00110434	0.0272849	0.0728501	0.3024	-0.017045	-0.0903808	0.0252072	-0.711337	-0.691146	0.593038	-0.00815721	-0.0622289	-0.00238925	-0.355875	-0.317968	0.416719	
1.15	-0.00228631	0.0602389	0.223819	-0.00128094	-0.0117286	0.222715	-0.00100537	0.0719675	0.00110434	0.0274245	0.070712	0.304123	0.00558367	-0.0855225	0.0689244	0.905147	0.194331	1.74869	-0.00184064	-0.0583487	0.0390665	0.252663	0.155208	1.65823	
1.175	-0.00200926	0.0581611	0.22435	-0.00100389	-0.0138064	0.223245	-0.00100537	0.0719675	0.00110434	0.0279281	0.0679618	0.304882	0.0201458	-0.11001	0.030347	0.582484	-0.979512	-1.54309	0.011082	-0.0831095	0.0212142	0.516905	-0.990433	-0.714093	
1.2	-0.00235644	0.0559478	0.224347	-0.00135107	-0.0160197	0.223243	-0.00100537	0.0719675	0.00110434	0.027447	0.064685	0.304955	-0.0192421	-0.13107	0.00291751	-1.57551	-0.842408	-1.09718	-0.013887	-0.0885332	-0.00010031	-0.99876	-0.216947	-0.852581	
1.225	-0.00238286	0.0539668	0.224329	-0.00137749	-0.0180007	0.223225	-0.00100537	0.0719675	0.00110434	0.0274023	0.0618475	0.304791	-0.00178914	-0.113499	-0.00657408	0.698118	0.702853	-0.379664	-0.00105705	-0.0792398	-0.000733644	0.513199	0.371733	-0.0253333	
1.25	-0.00205798	0.0514591	0.2243	-0.00105261	-0.0205084	0.223196	-0.00100537	0.0719675	0.00110434	0.0278457	0.0581006	0.304779	0.0177341	-0.149878	-0.000450287	0.780929	-1.45516	0.244952	0.0129951	-0.100307	-0.00115312	0.562088	-0.842696	-0.0167792	
1.275	-0.00215206	0.0492298	0.224089	-0.00114669	-0.0227377	0.222984	-0.00100537	0.0719675	0.00110434	0.0277836	0.0548006	0.304436	-0.00248248	-0.131998	-0.0137202	-0.808663	0.715206	-0.530796	-0.003763	-0.0891743	-0.00844992	-0.670326	0.445318	-0.291872	
1.3	-0.00183076	0.0466298	0.224106	-0.000825386	-0.0253377	0.223002	-0.00100537	0.0719675	0.00110434	0.0282187	0.0510595	0.304351	0.0174034	-0.149647	-0.0034062	0.795435	-0.705952	0.41256	0.0128521	-0.103997	0.000685985	0.664606	-0.592927	0.365436	
1.325	-0.00153638	0.0431514	0.223869	-0.000531012	-0.0288161	0.222765	-0.00100537	0.0719675	0.00110434	0.0286586	0.0459302	0.304128	0.017596	-0.20517	-0.00891456	0.00770378	-2.22092	-0.220334	0.011775	-0.139138	-0.0094782	-0.0430877	-1.40561	-0.406567	
1.35	-0.00197452	0.0413376	0.223668	-0.000969154	-0.0306299	0.222564	-0.00100537	0.0719675	0.00110434	0.0281348	0.0431274	0.303851	-0.0209515	-0.112111	-0.0110943	-1.5419	3.72234	-0.0871916	-0.0175257	-0.0725505	-0.00802042	-1.17203	2.66349	0.0583113	
1.375	-0.00224996	0.0380924	0.223618	-0.00124459	-0.0338751	0.222513	-0.00100537	0.0719675	0.00110434	0.0276599	0.0384827	0.303843	-0.018995	-0.185791	-0.000317465	0.0782577	-2.94719	0.431075	-0.0110175	-0.129808	-0.00203494	0.260326	-2.29029	0.239419	
