time	R_C_yaw	R_C_roll	R_C_pitch	R_Linear	R_A_pitch	R_A_roll	L_C_yaw	L_C_roll	L_C_pitch	L_Linear	L_A_pitch	L_A_roll	
0	0.00529032	8.48293	5.49355	-0.0169295	-5.47445	-8.46767	0.00595365	6.68693	5.52342	-0.0152404	-5.5044	-6.67167	
0.025	0.00529558	8.46876	5.49886	-0.0165098	-5.47975	-8.4535	0.00595571	6.68139	5.54954	-0.0137462	-5.53051	-6.66613	
0.05	0.00530662	8.43898	5.5075	-0.0158799	-5.48839	-8.42372	0.00596959	6.64375	5.59294	-0.0114982	-5.57391	-6.62849	
0.075	0.00532594	8.38689	5.51897	-0.0151331	-5.49987	-8.37163	0.00600653	6.54342	5.65205	-0.0088254	-5.63303	-6.52816	
0.1	0.00535555	8.30702	5.53232	-0.0143787	-5.51323	-8.29176	0.00607497	6.35737	5.72258	-0.00612248	-5.70357	-6.34211	
0.125	0.00539587	8.19818	5.546	-0.0137249	-5.52691	-8.18292	0.00617421	6.08733	5.79596	-0.00379428	-5.77696	-6.07207	
0.15	0.0054453	8.06467	5.55791	-0.0132595	-5.53882	-8.04941	0.00629141	5.76802	5.8595	-0.00219304	-5.84051	-5.75276	
0.175	0.00550133	7.91326	5.56604	-0.0130373	-5.54696	-7.898	0.00640769	5.45085	5.90024	-0.00155699	-5.88126	-5.43559	
0.2	0.00556276	7.74712	5.56936	-0.0130736	-5.55029	-7.73186	0.00651095	5.16888	5.91125	-0.00196759	-5.89228	-5.15362	
0.225	0.00563101	7.56236	5.56832	-0.0133444	-5.54925	-7.5471	0.00660342	4.91611	5.89497	-0.00333908	-5.87601	-4.90085	
0.25	0.00570909	7.35081	5.56436	-0.0137889	-5.54531	-7.33555	0.0066959	4.66305	5.86035	-0.005438	-5.8414	-4.64779	
0.275	0.00579977	7.10487	5.55919	-0.0143162	-5.54015	-7.08961	0.00679734	4.38528	5.81754	-0.00792267	-5.79859	-4.37002	
0.3	0.00590506	6.81899	5.55432	-0.0148181	-5.53529	-6.80373	0.00691144	4.07258	5.77516	-0.0103947	-5.75622	-4.05732	
0.325	0.00602683	6.488	5.55105	-0.0151864	-5.53204	-6.47274	0.00703967	3.72095	5.74018	-0.012458	-5.72125	-3.70569	
0.35	0.00616738	6.1054	5.55047	-0.0153302	-5.53147	-6.09014	0.00718391	3.32511	5.71793	-0.013778	-5.69901	-3.30985	
0.375	0.00632982	5.66263	5.55327	-0.0151906	-5.53428	-5.64737	0.00734751	2.87587	5.71179	-0.0141336	-5.69287	-2.86061	
0.4	0.00651744	5.15039	5.5579	-0.014893	-5.53893	-5.13513	0.00753531	2.35982	5.71411	-0.0139721	-5.69521	-2.34456	
0.425	0.0067286	4.57298	5.56207	-0.0145931	-5.54312	-4.55772	0.00774662	1.77871	5.71566	-0.0138257	-5.69677	-1.76345	
0.45	0.00695935	3.94096	5.56512	-0.014308	-5.54619	-3.9257	0.00797752	1.14335	5.71582	-0.0137085	-5.69692	-1.12809	
0.475	0.00720553	3.26568	5.56659	-0.014053	-5.54767	-3.25042	0.0082238	0.465322	5.71415	-0.013633	-5.69526	-0.450063	
0.5	0.00746272	2.55927	5.56618	-0.0138409	-5.54727	-2.54401	0.00848107	-0.243046	5.71043	-0.0136085	-5.69155	0.258306	
0.525	0.0077263	1.83452	5.56366	-0.0136823	-5.54476	-1.81926	0.00787021	-0.969608	5.704	-0.0136447	-5.687	0.983341	
0.55	0.0079913	1.10531	5.55948	-0.0135809	-5.54059	-1.09005	0.00810871	-1.69893	5.69635	-0.0137367	-5.67934	1.71267	
0.575	0.0082526	0.385946	5.55387	-0.0135384	-5.53499	-0.370686	0.00834384	-2.41744	5.6873	-0.0138849	-5.67029	2.43118	
0.6	0.00850481	-0.308525	5.54743	-0.0135517	-5.52854	0.323785	0.00857075	-3.11018	5.67753	-0.0140823	-5.66051	3.12392	
0.625	0.00786812	-0.963299	5.5404	-0.0136163	-5.5234	0.977032	0.00878442	-3.76173	5.66787	-0.0143173	-5.65083	3.77547	
0.65	0.00806336	-1.56038	5.53493	-0.0137137	-5.51792	1.57411	0.00897952	-4.35586	5.65954	-0.0145726	-5.64249	4.36959	
0.675	0.00823457	-2.08371	5.53174	-0.0138313	-5.51473	2.09744	0.00915059	-4.87608	5.65384	-0.0148284	-5.63678	4.88981	
0.7	0.00838076	-2.53025	5.53563	-0.0134328	-5.51862	2.54399	0.00929448	-5.31308	5.6528	-0.0149248	-5.63572	5.32681	
0.725	0.00851477	-2.93923	5.5313	-0.0120642	-5.51428	2.95296	0.00941542	-5.67985	5.65388	-0.0147344	-5.6368	5.69359	
0.75	0.00864924	-3.34924	5.49153	-0.00994457	-5.4745	3.36298	0.00951778	-5.98992	5.65214	-0.0143148	-5.63505	6.00366	
0.775	0.00879254	-3.78581	5.39428	-0.00741182	-5.37724	3.79954	0.00960453	-6.25243	5.64382	-0.0137566	-5.62672	6.26616	
0.8	0.00894779	-4.25834	5.22627	-0.00487003	-5.20922	4.27208	0.00967719	-6.47206	5.62698	-0.0131676	-5.60987	6.48579	
0.825	0.00911239	-4.75884	4.9859	-0.00272598	-4.96884	4.77257	0.0097359	-6.6494	5.60181	-0.0126558	-5.5847	6.66313	
0.85	0.00927843	-5.26315	4.6846	-0.00132374	-4.66752	5.27688	0.0097797	-6.78167	5.57067	-0.0123126	-5.55355	6.7954	
0.875	0.00943406	-5.73525	4.34573	-0.000887781	-4.32864	5.74899	0.00980684	-6.8636	5.53778	-0.0121971	-5.52065	6.87734	
0.9	0.00956568	-6.13418	4.00081	-0.00148525	-3.98371	6.14791	0.00981508	-6.88851	5.50878	-0.0123271	-5.49165	6.90224	
0.925	0.00966064	-6.42183	3.68372	-0.00301491	-3.66661	6.43557	0.00980203	-6.84916	5.49006	-0.0126759	-5.47294	6.8629	
0.95	0.00970939	-6.5697	3.42443	-0.00522504	-3.40732	6.58343	0.00976538	-6.7386	5.48803	-0.0131766	-5.47091	6.75234	
0.975	0.00970689	-6.56265	3.2441	-0.00775611	-3.22698	6.57639	0.00970314	-6.55065	5.5083	-0.0137333	-5.49118	6.56438	
1	0.00965274	-6.39939	3.15236	-0.0101992	-3.13525	6.41312	0.00961364	-6.2801	5.5551	-0.0142369	-5.538	6.29383	
1.025	0.00955036	-6.08995	3.14724	-0.0121596	-3.13014	6.10368	0.0094955	-5.92249	5.63089	-0.0145823	-5.61379	5.93622	
1.05	0.00940561	-5.65157	3.21681	-0.0133153	-3.19973	5.66531	0.00934737	-5.47345	5.73627	-0.0146849	-5.71919	5.48718	
