time	R_C_yaw	R_C_roll	R_C_pitch	R_Linear	R_A_pitch	R_A_roll	L_C_yaw	L_C_roll	L_C_pitch	L_Linear	L_A_pitch	L_A_roll	
0.425	0.0138129	2.9032	2.73816	0.0357106	-2.70258	-2.87449	0.010463	7.75958	2.64112	0.0336314	-2.60524	-7.73087	
0.45	0.013403	3.50099	2.72912	0.0354971	-2.69351	-3.47228	0.0100541	8.34636	2.63001	0.0331859	-2.59407	-8.31765	
0.475	0.0130347	4.03747	2.71953	0.0352756	-2.6839	-4.00875	0.00968684	8.87201	2.6186	0.0327565	-2.58261	-8.84329	
0.5	0.0127132	4.50522	2.70953	0.0350594	-2.67388	-4.4765	0.00936631	9.32957	2.60707	0.0323594	-2.57103	-9.30086	
0	0.0127132	4.50522	2.70953	0.0350594	-2.67388	-4.4765	0.00936631	9.32957	2.60707	0.0323594	-2.57103	-9.30086	
0.025	0.0124393	4.90322	2.70881	0.0349895	-2.67313	-4.8745	0.00908172	9.73488	2.60722	0.0325206	-2.57114	-9.70617	
0.05	0.0122095	5.23686	2.70904	0.0351918	-2.67334	-5.20814	0.00881748	10.1103	2.60701	0.0337107	-2.57088	-10.0816	
0.075	0.0120178	5.51491	2.70862	0.0356308	-2.6729	-5.48619	0.00856909	10.4625	2.59586	0.0357812	-2.55969	-10.4337	
0.1	0.0118595	5.74429	2.70612	0.0362485	-2.6704	-5.71557	0.00833585	10.7923	2.56404	0.0385019	-2.52782	-10.7636	
0.125	0.011731	5.93042	2.70052	0.0369709	-2.66478	-5.9017	0.00812055	11.0962	2.50346	0.0415831	-2.46721	-11.0675	
0.15	0.0116294	6.07747	2.69123	0.0377155	-2.65548	-6.04876	0.00792876	11.3662	2.4087	0.0447042	-2.37241	-11.3375	
0.175	0.0115526	6.18863	2.67818	0.0383992	-2.64243	-6.15992	0.00776801	11.5922	2.27784	0.0475446	-2.24152	-11.5634	
0.2	0.0114989	6.26629	2.66182	0.0389468	-2.62606	-6.23757	0.00764641	11.7628	2.11314	0.0498147	-2.0768	-11.734	
0.225	0.0114672	6.3121	2.64305	0.0392986	-2.60729	-6.28339	0.00757125	11.868	1.92123	0.0512844	-1.88488	-11.8393	
0.25	0.0114569	6.3271	2.62317	0.0394159	-2.5874	-6.29839	0.00754755	11.9011	1.71256	0.0518052	-1.6762	-11.8724	
0.275	0.0114675	6.31163	2.60377	0.0392859	-2.56801	-6.28292	0.00757697	11.8598	1.5001	0.0513252	-1.46374	-11.831	
0.3	0.0114995	6.26538	2.58672	0.0389222	-2.55096	-6.23666	0.00765749	11.7467	1.29757	0.0498941	-1.26123	-11.718	
0.325	0.0115535	6.18735	2.57398	0.0383636	-2.53822	-6.15864	0.00778377	11.5693	1.11755	0.047658	-1.08123	-11.5406	
0.35	0.0116305	6.07593	2.56755	0.0376701	-2.5318	-6.04721	0.00794832	11.3379	0.969906	0.0448457	-0.933621	-11.3091	
0.375	0.0117321	5.92875	2.5693	0.0369172	-2.53356	-5.90003	0.00814289	11.0637	0.860793	0.0417461	-0.824544	-11.035	
0.4	0.0118606	5.74268	2.58086	0.0361874	-2.54513	-5.71396	0.00835998	10.7572	0.792458	0.0386799	-0.756248	-10.7285	
0.425	0.0120187	5.51355	2.60348	0.035563	-2.56777	-5.48484	0.00859409	10.426	0.763545	0.0359682	-0.727377	-10.3972	
0.45	0.0122101	5.23598	2.63806	0.0351173	-2.60237	-5.20727	0.00884263	10.0735	0.769809	0.0339017	-0.733684	-10.0448	
0.475	0.0124394	4.90303	2.68509	0.0349075	-2.64941	-4.87431	0.0091065	9.69855	0.804951	0.0327123	-0.768868	-9.66984	
0.5	0.0127127	4.50591	2.7448	0.0349688	-2.70914	-4.47719	0.00939047	9.2941	0.861449	0.0325502	-0.825412	-9.26539	
0	0.0127127	4.50591	2.7448	0.0349688	-2.70914	-4.47719	0.00939047	9.2941	0.861449	0.0325502	-0.825412	-9.26539	
0.025	0.0130352	4.03671	2.81594	0.0351768	-2.78031	-4.008	0.00971197	8.83509	0.93102	0.0329492	-0.895031	-8.80638	
0.05	0.0134042	3.4993	2.89632	0.0353878	-2.86071	-3.47059	0.0100799	8.30851	1.00992	0.0333791	-0.973988	-8.2798	
0.075	0.0138144	2.90107	2.98466	0.0355886	-2.94907	-2.87236	0.010489	7.72127	1.09701	0.0338238	-1.06113	-7.69255	
0.1	0.0142608	2.2495	3.07965	0.0357665	-3.04408	-2.22078	0.0109343	7.08038	1.19111	0.0342678	-1.15528	-7.05167	
0.125	0.0147381	1.55215	3.18	0.0359099	-3.14445	-1.52343	0.0114106	6.39298	1.29106	0.0346964	-1.25529	-6.36426	
0.15	0.0152411	0.816683	3.28444	0.0360086	-3.2489	-0.787967	0.0119128	5.66631	1.39569	0.0350962	-1.35997	-5.63759	
0.175	0.0157648	0.0508492	3.3917	0.0360542	-3.35616	-0.0221332	0.0124357	4.90778	1.5038	0.0354556	-1.46812	-4.87907	
0.2	0.0163038	-0.737539	3.50052	0.03604	-3.46498	0.766255	0.0129742	4.12493	1.6142	0.0357649	-1.57857	-4.09621	
0.225	0.016853	-1.54063	3.60969	0.0359622	-3.57414	1.56934	0.0135231	3.32538	1.72571	0.0360168	-1.69011	-3.29667	
0.25	0.0174073	-2.35053	3.71802	0.0358183	-3.68246	2.37924	0.0140772	2.51691	1.83715	0.0362057	-1.80158	-2.48819	
0.275	0.0179615	-3.15937	3.82439	0.0356092	-3.7888	3.18809	0.0146315	1.70732	1.94735	0.0363291	-1.91179	-1.6786	
0.3	0.0185104	-3.95934	3.92769	0.0353379	-3.89207	3.98805	0.0151807	0.904485	2.05516	0.0363867	-2.01962	-0.875769	
0.325	0.0190488	-4.74267	4.0269	0.0350098	-3.99124	4.77139	0.0157196	0.116281	2.15946	0.0363806	-2.12392	-0.0875653	
0.35	0.0195717	-5.50171	4.12104	0.0346327	-4.08533	5.53042	0.0162431	-0.649429	2.25917	0.0363155	-2.22363	0.678145	
0.375	0.0200738	-6.22891	4.2092	0.0342166	-4.17344	6.25763	0.016746	-1.38483	2.35324	0.0361981	-2.31769	1.41354	
0.4	0.02055	-6.91687	4.29053	0.0337732	-4.25472	6.94559	0.0172231	-2.08216	2.44066	0.0360371	-2.4051	2.11088	
0.425	0.0209952	-7.5583	4.36422	0.0333161	-4.32836	7.58702	0.0176693	-2.73376	2.52047	0.035843	-2.48489	2.76248	
0.45	0.0214042	-8.1461	4.42953	0.0328604	-4.39361	8.17482	0.0180794	-3.33207	2.59174	0.0356278	-2.55614	3.36078	
0.475	0.021772	-8.67318	4.48575	0.0324212	-4.44978	8.7019	0.0184482	-3.86955	2.65358	0.0354041	-2.61796	3.89827	
0.5	0.0220935	-9.13274	4.5322	0.0320156	-4.49619	9.16146	0.0187706	-4.33893	2.70512	0.0351858	-2.66948	4.36764	
0	0.0220935	-9.13274	4.5322	0.0320156	-4.49619	9.16146	0.0187706	-4.33893	2.70512	0.0351858	-2.66948	4.36764	
0.025	0.0201409	-9.54088	4.58725	0.0321693	-4.5548	9.56673	0.0190441	-4.73649	2.76359	0.035114	-2.72793	4.76521	
0.05	0.020378	-9.91545	4.62148	0.0333592	-4.58899	9.94129	0.0192733	-5.0694	2.8111	0.0353141	-2.77542	5.09812	
0.075	0.020601	-10.2668	4.60337	0.0354468	-4.57084	10.2927	0.0194645	-5.34683	2.84441	0.0357519	-2.80871	5.37555	
0.1	0.0208107	-10.5964	4.50613	0.038208	-4.47356	10.6222	0.0196224	-5.57575	2.86109	0.0363696	-2.82537	5.60447	
0.125	0.0210048	-10.9008	4.30853	0.041355	-4.27593	10.9266	0.0197507	-5.76162	2.85987	0.0370933	-2.82414	5.79034	
0.15	0.0211784	-11.1724	3.99769	0.0445635	-3.96506	11.1983	0.0198523	-5.90864	2.84086	0.0378397	-2.80512	5.93736	
0.175	0.0213249	-11.4013	3.57171	0.0475032	-3.53904	11.4271	0.0199293	-6.02002	2.8056	0.0385246	-2.76986	6.04874	
0.2	0.0214368	-11.5761	3.04145	0.0498708	-3.00876	11.6019	0.0199834	-6.09816	2.75696	0.0390713	-2.72121	6.12688	
0.225	0.0215077	-11.6867	2.43074	0.0514215	-2.39804	11.7126	0.0200156	-6.14472	2.69884	0.0394186	-2.66309	6.17344	
0.25	0.0215328	-11.7262	1.77431	0.051995	-1.74161	11.752	0.0200266	-6.16069	2.63595	0.0395274	-2.60019	6.1894	
0.275	0.0215103	-11.6917	1.11352	0.0515337	-1.08082	11.7175	0.0200166	-6.14633	2.57349	0.0393847	-2.53773	6.17505	
0.3	0.0214419	-11.5857	0.490589	0.050089	-0.457904	11.6115	0.0199854	-6.10124	2.5169	0.0390051	-2.48115	6.12996	
0.325	0.0213321	-11.415	-0.0573092	0.0478158	0.089973	11.4408	0.0199321	-6.02432	2.4716	0.0384291	-2.43585	6.05304	
0.35	0.0211874	-11.1895	-0.502745	0.0449553	0.535381	11.2154	0.0198557	-5.91384	2.44263	0.0377186	-2.40689	5.94255	
0.375	0.0210151	-10.9203	-0.830579	0.0418088	0.863183	10.9462	0.0197545	-5.76734	2.43431	0.0369502	-2.39858	5.79606	
0.4	0.0208218	-10.6176	-1.03827	0.0387066	1.07084	10.6434	0.0196263	-5.58164	2.44989	0.0362073	-2.41418	5.61036	
0.425	0.0206125	-10.2888	-1.13445	0.0359746	1.16698	10.3147	0.0194682	-5.35255	2.49133	0.0355719	-2.45563	5.38127	
0.45	0.0203897	-9.93763	-1.13647	0.0339038	1.16897	9.96347	0.0192768	-5.07468	2.55923	0.0351164	-2.52355	5.1034	
0.475	0.0201524	-9.56278	-1.0677	0.0327221	1.10015	9.58863	0.0190472	-4.7411	2.65307	0.0348965	-2.6174	4.76982	
0.5	0.0198967	-9.15758	-0.954911	0.0325746	0.987327	9.18343	0.0187735	-4.34309	2.77147	0.0349454	-2.73583	4.37181	
0	0.0198967	-9.15758	-0.954911	0.0325746	0.987327	9.18343	0.0187735	-4.34309	2.77147	0.0349454	-2.73583	4.37181	
0.025	0.0196071	-8.69739	-0.819918	0.0329901	0.852292	8.72324	0.0184505	-3.87283	2.91123	0.0351375	-2.8756	3.90154	
0.05	0.0192757	-8.16949	-0.667258	0.0334368	0.699585	8.19533	0.0180811	-3.33424	3.06867	0.0353288	-3.03307	3.36296	
0.075	0.0189071	-7.5808	-0.498937	0.0338978	0.531216	7.60665	0.0176702	-2.73475	3.24149	0.0355056	-3.20591	2.76346	
0.1	0.0185059	-6.93838	-0.317005	0.0343568	0.349236	6.96423	0.0172233	-2.08186	3.42734	0.0356552	-3.39178	2.11058	
0.125	0.0200843	-6.24662	-0.120982	0.0347964	0.156741	6.27534	0.0167451	-1.38285	3.62406	0.0357649	-3.58852	1.41157	
0.15	0.0195815	-5.51835	0.0819353	0.0352061	-0.046225	5.54706	0.0162413	-0.64598	3.82899	0.0358257	-3.79345	0.674696	
0.175	0.0190581	-4.75826	0.292124	0.0355724	-0.256458	4.78698	0.0157169	0.12118	4.0399	0.0358288	-4.00436	-0.0924644	
0.2	0.018519	-3.97387	0.507446	0.0358855	-0.471819	4.00258	0.0151771	0.910839	4.2545	0.0357681	-4.21896	-0.882123	
0.225	0.0179695	-3.17281	0.725729	0.0361372	-0.690135	3.20153	0.0146271	1.71514	4.47052	0.0356392	-4.43496	-1.68642	
0.25	0.0174147	-2.36286	0.944779	0.0363225	-0.909211	2.39158	0.0140719	2.52618	4.68574	0.0354408	-4.65016	-2.49747	
0.275	0.0168598	-1.55185	1.1624	0.0364384	-1.12685	1.58056	0.0135169	3.33609	4.89799	0.035174	-4.86239	-3.30738	
0.3	0.0163099	-0.747655	1.37641	0.0364851	-1.34087	0.776371	0.0129672	4.13703	5.10518	0.0348425	-5.06954	-4.10832	
0.325	0.0157703	0.0418299	1.58466	0.0364649	-1.54912	-0.0131139	0.0124279	4.92125	5.30531	0.0344524	-5.26964	-4.89253	
0.35	0.015246	0.808736	1.78503	0.0363828	-1.74949	-0.78002	0.0119042	5.68107	5.49648	0.0340126	-5.46076	-5.65236	
0.375	0.0147424	1.54524	1.97548	0.036246	-1.93993	-1.51653	0.0114013	6.40897	5.67688	0.0335338	-5.64111	-6.38026	
0.4	0.0142645	2.24358	2.15398	0.0360642	-2.11841	-2.21487	0.0109243	7.09753	5.8448	0.0330291	-5.80897	-7.06882	
0.425	0.0138176	2.8961	2.31861	0.0358485	-2.28302	-2.86738	0.0116437	7.73969	5.99958	0.0325094	-5.95971	-7.70778	
0.45	0.0134069	3.49521	2.46769	0.0356108	-2.43209	-3.46649	0.0111885	8.32779	6.13795	0.0319974	-6.09802	-8.29588	
0.475	0.0130374	4.0334	2.59901	0.0353662	-2.56337	-4.00469	0.0107793	8.85513	6.25906	0.0315077	-6.21907	-8.82323	
0.5	0.0127145	4.5033	2.711	0.0351281	-2.67535	-4.47459	0.0104216	9.31482	6.36173	0.031057	-6.32168	-9.28291	
0	0.0127145	4.5033	2.711	0.0351281	-2.67535	-4.47459	0.0104216	9.31482	6.36173	0.031057	-6.32168	-9.28291	
0.025	0.0124409	4.901	2.82831	0.0350364	-2.79264	-4.87228	0.0101057	9.71983	6.47215	0.0311661	-6.43206	-9.68793	
0.05	0.0122113	5.23439	2.92169	0.0352207	-2.886	-5.20567	0.00981232	10.0951	6.52696	0.0323371	-6.48682	-10.0632	
0.075	0.0120197	5.51229	2.9846	0.0356481	-2.94889	-5.48357	0.0095363	10.4472	6.46657	0.0344518	-6.42639	-10.4153	
0.1	0.0118616	5.74155	3.01273	0.0362603	-2.977	-5.71284	0.0083477	10.7778	6.23767	0.0373027	-6.20146	-10.7491	
0.125	0.0117331	5.92766	3.00368	0.0369835	-2.96794	-5.89894	0.00813175	11.0824	5.80074	0.0405949	-5.76449	-11.0536	
0.15	0.0116314	6.07481	2.95817	0.0377323	-2.92243	-6.0461	0.00793897	11.3535	5.13115	0.0439918	-5.09486	-11.3248	
0.175	0.0115543	6.18629	2.87987	0.0384186	-2.84411	-6.15758	0.00777684	11.5809	4.2276	0.0471298	-4.19128	-11.5522	
0.2	0.0115002	6.26455	2.77501	0.0389606	-2.73925	-6.23584	0.00765356	11.7533	3.11504	0.0496614	-3.0787	-11.7246	
0.225	0.0114678	6.31135	2.65184	0.0392929	-2.61608	-6.28263	0.0075765	11.8606	1.84505	0.0512978	-1.80869	-11.8319	
0.25	0.0114564	6.3277	2.52004	0.0393732	-2.48427	-6.29898	0.00755078	11.8959	0.491371	0.0518475	-0.455008	-11.8672	
0.275	0.0114659	6.31386	2.39015	0.0391896	-2.35438	-6.28515	0.00757819	11.8567	-0.859435	0.051246	0.895792	-11.828	
0.3	0.0114967	6.26934	2.27315	0.0387607	-2.23739	-6.24063	0.00765682	11.7457	-2.1206	0.0495648	2.15695	-11.717	
0.325	0.0115494	6.19295	2.17997	0.0381332	-2.14421	-6.16424	0.00778144	11.5701	-3.21775	0.0470006	3.25407	-11.5414	
0.35	0.0116255	6.08286	2.12075	0.0373758	-2.085	-6.05414	0.00794462	11.3401	-4.09825	0.0438463	4.13453	-11.3114	
0.375	0.0117265	5.9366	2.10409	0.0365702	-2.06835	-5.90788	0.00813814	11.0671	-4.73567	0.0404513	4.77192	-11.0384	
0.4	0.0118547	5.751	2.13626	0.0358027	-2.10053	-5.72228	0.00835451	10.7614	-5.12941	0.0371789	5.16562	-10.7327	
