L_C_roll	L_A_roll	L_Linear	
5.05495	-5.05495	0	
5.05495	-5.05495	0	
5.05495	-5.05495	0	
5.05495	-5.05495	0	
5.05495	-5.05495	0	
5.05495	-5.05495	0	
5.05495	-5.14286	0	
5.05495	-5.05495	0	
5.05495	-5.05495	0	
5.05495	-5.05495	0	
5.05495	-5.05495	0	
5.05495	-4.96703	0	
5.05495	-4.96703	0	
5.05495	-4.96703	0	
4.96703	-4.96703	0	
5.05495	-4.96703	0	
4.96703	-4.96703	0	
4.96703	-4.96703	0	
4.96703	-5.05495	0	
4.96703	-4.96703	0	
4.96703	-4.87912	0	
4.87912	-4.96703	0	
4.87912	-4.96703	0	
4.87912	-4.87912	0	
4.87912	-4.87912	0	
4.79121	-4.79121	0	
4.7033	-4.79121	0	
4.7033	-4.7033	0	
4.7033	-4.61538	0	
4.52747	-4.61538	0	
4.52747	-4.52747	0	
4.52747	-4.43956	0	
4.35165	-4.26374	0	
4.26374	-4.17582	0	
4.17582	-4.08791	0	
4.08791	-4	0	
3.91209	-3.91209	0	
3.73626	-3.73626	0	
3.64835	-3.47253	0	
3.2967	-3.2967	0	
3.03297	-3.03297	0	
2.85714	-2.68132	0	
2.59341	-2.41758	0	
2.32967	-2.15385	0	
1.8022	-1.71429	0	
1.45055	-1.27473	0	
0.923077	-0.747253	0	
0.395604	-0.21978	0	
-0.307692	0.395604	0	
-0.923077	1.0989	0	
-1.8022	1.89011	0	
-2.06593	2.06593	0	
-2.41758	2.68132	0	
-3.20879	3.64835	0	
-4	4.26374	0	
-4.61538	4.79121	0	
-5.23077	5.40659	0	
-5.67033	5.84615	0	
-6.02198	6.1978	0	
-6.37363	6.54945	0	
-6.72527	6.9011	0	
-7.07692	7.25275	0	
-7.34066	7.42857	0	
-7.6044	7.69231	0	
-7.78022	7.86813	0	
-7.86813	7.95604	0	
-8.04396	8.13187	0	
-8.30769	8.21978	0	
-8.57143	8.30769	0	
-8.57143	8.30769	0	
-8.65934	8.3956	0	
-8.57143	8.3956	0	
-8.57143	8.30769	0	
-8.65934	8.21978	0	
-8.65934	8.21978	0	
-8.57143	8.21978	0	
-8.74725	8.21978	0	
-8.74725	8.21978	0	
-8.74725	8.21978	0	
-8.74725	8.21978	0	
-8.74725	8.13187	0	
-8.74725	8.13187	0	
