R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	
5.84615	5.96319	-0.0156172	-5.75824	-5.40659	6.35824	5.75824	-0.0157031	-5.58626	-6.13077	-242.1	118.36	78.01	51.11	-83.39	-59.18	-69.94	-8.07	
5.23077	5.96319	-0.0156172	-5.67033	-5.05495	5.39121	5.84615	-0.0157031	-5.85	-5.07582	34.97	104.91	69.94	-59.18	53.8	-29.59	-40.35	40.35	
4.52747	6.0511	-0.0156172	-5.84615	-4.43956	4.95165	5.67033	-0.0157031	-5.58626	-4.46044	-309.35	126.43	69.94	0	-220.58	-59.18	-10.76	-59.18	
4.26374	6.0511	-0.0156172	-5.84615	-3.2967	4.51209	5.67033	-0.0157031	-5.85	-3.75714	-142.57	96.84	67.25	0	-80.7	-72.63	-199.06	-13.45	
2.94505	5.96319	-0.0156172	-5.75824	-2.76923	3.28132	5.75824	-0.0157031	-5.67418	-2.87802	-147.95	161.4	61.87	-34.97	-212.51	-94.15	-13.45	-32.28	
2.15385	6.0511	-0.0156172	-5.75824	-1.53846	2.49011	5.75824	-0.0157031	-5.76209	-1.64725	-174.85	137.19	56.49	-45.73	-215.2	-86.08	-61.87	0	
1.27473	6.0511	-0.0156172	-5.75824	-0.307692	1.52308	5.75824	-0.0157031	-5.76209	-0.592308	-244.79	134.5	48.42	-24.21	-228.65	-99.53	-59.18	0	
0.395604	6.0511	-0.0122755	-5.75824	0.747253	0.556044	5.75824	-0.012078	-5.76209	0.462637	-314.73	137.19	53.8	-16.14	-239.41	-88.77	-64.56	0	
-0.571429	6.0511	-0.0125332	-5.75824	1.71429	-0.323077	5.75824	-0.0123013	-5.76209	1.42967	-306.66	134.5	56.49	-10.76	-231.34	-123.74	-61.87	-5.38	
-1.62637	6.0511	-0.0116914	-5.75824	2.59341	-1.29011	5.75824	-0.0123099	-5.67418	2.3967	-303.97	137.19	13.45	0	-225.96	-64.56	-48.42	-24.21	
-2.59341	6.0511	-0.00889954	-5.75824	3.38462	-2.25714	5.75824	-0.0117601	-5.76209	3.1	-80.7	129.12	107.6	-16.14	-212.51	-32.28	-43.04	26.9	
-3.2967	6.0511	-0.00549779	-5.84615	4	-2.78462	5.75824	-0.0105746	-5.76209	3.8033	-24.21	121.05	137.19	-59.18	-153.33	-26.9	-67.25	29.59	
-4.08791	6.13901	-0.00331585	-5.84615	4.43956	-3.31209	5.75824	-0.0101537	-5.76209	4.24286	0	131.81	126.43	-45.73	-147.95	-13.45	-32.28	-5.38	
-4.61538	6.13901	-0.000524008	-5.75824	4.61538	-3.75165	5.75824	-0.00950945	-5.67418	4.50659	2.69	107.6	126.43	0	-110.29	-37.66	-48.42	2.69	
-4.96703	6.13901	0.000120264	-6.10989	4.87912	-3.92747	5.75824	-0.00951804	-5.67418	4.50659	10.76	107.6	40.35	-8.07	-137.19	-37.66	-56.49	10.76	
-5.14286	6.13901	-0.000953522	-5.67033	5.05495	-4.01538	5.75824	-0.00987025	-5.67418	4.59451	40.35	104.91	-5.38	-18.83	-104.91	-26.9	-67.25	2.69	
-4.96703	6.13901	-0.00429515	-5.75824	5.05495	-4.1033	5.75824	-0.0109011	-5.49835	4.33077	13.45	94.15	-59.18	10.76	-53.8	-118.36	-96.84	91.46	
-5.05495	6.13901	-0.0075251	-5.93407	4.79121	-4.1033	5.75824	-0.0122755	-5.23462	4.15495	10.76	78.01	-69.94	45.73	-53.8	-94.15	-13.45	37.66	
-4.7033	6.0511	-0.0105059	-5.84615	4.35165	-3.92747	5.75824	-0.0125504	-5.49835	3.97912	72.63	110.29	-129.12	24.21	26.9	-112.98	-80.7	64.56	
-4.26374	6.0511	-0.0122326	-5.75824	3.82418	-3.66374	5.75824	-0.0129456	-5.67418	3.62747	107.6	91.46	-40.35	37.66	29.59	-123.74	-69.94	37.66	
-3.91209	6.0511	-0.0127652	-5.93407	3.20879	-3.4	5.75824	-0.0127909	-5.49835	3.01209	164.09	104.91	86.08	32.28	104.91	-29.59	-16.14	40.35	
-3.2967	6.0511	-0.0123958	-5.84615	2.59341	-2.78462	5.75824	-0.0123614	-5.67418	2.3967	190.99	104.91	83.39	13.45	196.37	-75.32	-51.11	53.8	
-2.50549	6.0511	-0.0122927	-5.84615	1.71429	-1.99341	5.75824	-0.0123614	-5.67418	1.42967	201.75	102.22	88.77	5.38	204.44	-94.15	-51.11	56.49	
-1.62637	6.0511	-0.0122927	-5.84615	0.659341	-1.29011	5.75824	-0.0123443	-5.67418	0.550549	209.82	107.6	83.39	-5.38	207.13	-37.66	-37.66	48.42	
-0.747253	6.0511	-0.0123185	-5.84615	-0.571429	-0.410989	5.75824	-0.0124473	-5.67418	-0.416484	207.13	110.29	88.77	0	212.51	-91.46	-43.04	24.21	
0.21978	6.0511	-0.0124989	-5.84615	-1.0989	0.468132	5.75824	-0.0126277	-5.67418	-1.38352	207.13	102.22	86.08	5.38	201.75	-94.15	-43.04	24.21	
1.18681	6.0511	-0.0127909	-5.84615	-1.97802	1.43516	5.75824	-0.012937	-5.67418	-2.26264	185.61	118.36	86.08	-2.69	182.92	-48.42	-32.28	-10.76	
2.06593	6.0511	-0.0127824	-5.84615	-2.85714	2.31429	5.75824	-0.0119491	-5.67418	-3.05385	182.92	104.91	86.08	2.69	242.1	-75.32	-34.97	0	
2.76923	6.0511	-0.0120436	-5.84615	-3.82418	3.19341	5.75824	-0.00956959	-5.67418	-3.58132	45.73	99.53	91.46	21.52	145.26	-53.8	-126.43	0	
3.47253	6.0511	-0.0110901	-5.84615	-4.26374	3.72088	5.75824	-0.0066403	-5.67418	-4.28462	32.28	118.36	110.29	-32.28	64.56	-45.73	-61.87	51.11	
4	5.96319	-0.0104286	-5.84615	-4.35165	4.24835	5.84615	-0.00278325	-5.85	-4.54835	94.15	102.22	91.46	-8.07	142.57	-83.39	-78.01	-10.76	
4.26374	6.0511	-0.00987025	-5.84615	-4.7033	4.6	5.84615	-0.000429515	-5.93791	-4.81209	64.56	94.15	88.77	-13.45	99.53	-43.04	-67.25	-43.04	
4.43956	5.96319	-0.00982729	-5.84615	-4.79121	4.77582	5.93407	-8.59029e-05	-5.85	-5.07582	59.18	96.84	86.08	-21.52	80.7	-75.32	-56.49	72.63	
4.52747	5.96319	-0.0102139	-5.84615	-4.87912	4.77582	5.93407	-0.00127995	-5.85	-4.9	0	104.91	69.94	-48.42	32.28	-67.25	-51.11	0	
4.43956	5.96319	-0.011133	-5.49451	-4.52747	4.68791	5.84615	-0.00422642	-5.67418	-4.81209	40.35	102.22	13.45	-10.76	8.07	-80.7	0	0	
4.7033	5.96319	-0.012181	-5.58242	-4.26374	4.68791	5.84615	-0.00635682	-5.85	-4.72418	45.73	56.49	-45.73	-26.9	10.76	-34.97	8.07	-10.76	
4.26374	6.0511	-0.0126363	-5.75824	-4.17582	4.33626	5.75824	-0.0101108	-5.67418	-4.54835	-8.07	104.91	-5.38	37.66	-48.42	-59.18	-26.9	2.69	
4	6.0511	-0.0128854	-5.75824	-4	4.07253	5.75824	-0.0128167	-5.67418	-3.66923	-45.73	102.22	88.77	-32.28	-72.63	-26.9	0	0	
3.56044	6.0511	-0.0128081	-5.84615	-3.12088	3.72088	5.75824	-0.0127909	-5.76209	-3.31758	-99.53	104.91	80.7	0	-121.05	-59.18	-72.63	-16.14	
3.03297	6.0511	-0.0124989	-5.84615	-2.59341	3.10549	5.75824	-0.0126535	-5.76209	-2.61429	-158.71	102.22	88.77	-13.45	-182.92	-78.01	-78.01	-24.21	
2.24176	6.0511	-0.0123958	-5.84615	-1.71429	2.4022	5.75824	-0.0123786	-5.76209	-1.73516	-236.72	104.91	86.08	-26.9	-188.3	-104.91	-78.01	-21.52	
1.62637	6.0511	-0.0123528	-5.84615	-0.747253	1.61099	5.75824	-0.0124044	-5.67418	-0.768132	-271.69	102.22	88.77	-16.14	-247.48	-99.53	-64.56	-10.76	
0.747253	6.0511	-0.0123614	-5.75824	0.21978	0.643956	5.75824	-0.0124216	-5.76209	0.286813	-277.07	102.22	72.63	-24.21	-234.03	-75.32	-61.87	-2.69	
-0.131868	6.0511	-0.0125246	-5.84615	1.18681	-0.323077	5.75824	-0.0126105	-5.76209	1.25385	-282.45	102.22	69.94	-21.52	-231.34	-61.87	-78.01	0	
-1.01099	6.0511	-0.0127995	-5.84615	2.15385	-1.2022	5.75824	-0.0128425	-5.76209	2.22088	-250.17	102.22	75.32	-13.45	-201.75	-99.53	-86.08	-10.76	
-1.97802	6.0511	-0.0119233	-5.75824	2.85714	-1.99341	5.75824	-0.0128167	-5.76209	3.01209	-252.86	102.22	43.04	0	-204.44	-56.49	-59.18	-37.66	
-2.85714	6.0511	-0.00910571	-5.75824	3.47253	-2.96044	5.84615	-0.012413	-5.76209	3.62747	-56.49	131.81	80.7	-34.97	-150.64	-24.21	-56.49	29.59	
-3.56044	6.0511	-0.00638259	-5.75824	4.08791	-3.48791	5.75824	-0.0109011	-5.76209	4.24286	-13.45	126.43	166.78	-43.04	-104.91	-45.73	-10.76	0	
-4.08791	6.13901	-0.00356497	-5.84615	4.52747	-3.83956	5.75824	-0.0102998	-5.76209	4.59451	-5.38	121.05	102.22	-75.32	-37.66	-56.49	-37.66	0	
-4.61538	6.13901	-0.000403744	-6.02198	4.61538	-4.19121	5.75824	-0.0099132	-5.67418	4.68242	-56.49	104.91	145.26	0	-126.43	-26.9	-18.83	0	
-4.96703	6.13901	0.00029207	-6.02198	4.96703	-4.36703	5.75824	-0.00986166	-5.67418	4.85824	18.83	126.43	88.77	-24.21	-96.84	-29.59	-34.97	0	
-4.96703	6.22692	-0.00102224	-5.75824	5.14286	-4.36703	5.75824	-0.0099991	-5.67418	4.85824	0	129.12	-5.38	-21.52	-91.46	-53.8	-67.25	78.01	
-4.87912	6.13901	-0.00447554	-5.75824	5.14286	-4.45495	5.67033	-0.0108753	-5.32253	4.59451	5.38	88.77	-45.73	32.28	-29.59	-142.57	-96.84	88.77	
-5.05495	6.22692	-0.00757664	-6.10989	4.61538	-4.45495	5.75824	-0.0125418	-5.23462	4.33077	8.07	102.22	-56.49	64.56	37.66	-72.63	-5.38	32.28	
-4.61538	6.13901	-0.0100335	-5.75824	4.35165	-4.19121	5.75824	-0.0125161	-5.58626	4.24286	53.8	86.08	-86.08	45.73	40.35	-115.67	-78.01	64.56	
-4.35165	6.13901	-0.0123185	-5.84615	3.82418	-3.92747	5.75824	-0.0131603	-5.67418	3.8033	123.74	112.98	-26.9	37.66	48.42	-102.22	-67.25	40.35	
-4	6.13901	-0.0128167	-5.84615	3.38462	-3.57582	5.75824	-0.0129713	-5.58626	3.18791	177.54	115.67	78.01	18.83	129.12	-78.01	-21.52	61.87	
-3.38462	6.13901	-0.0124559	-5.84615	2.59341	-2.96044	5.75824	-0.0130401	-5.67418	2.57253	185.61	118.36	88.77	8.07	166.78	-83.39	-26.9	34.97	
-2.59341	6.13901	-0.0123872	-5.84615	1.71429	-2.34505	5.75824	-0.0130143	-5.67418	1.60549	220.58	126.43	86.08	2.69	199.06	-75.32	-43.04	64.56	
-1.8022	6.0511	-0.0123614	-5.84615	0.747253	-1.46593	5.75824	-0.0145004	-5.67418	0.814286	242.1	126.43	88.77	0	215.2	-80.7	-37.66	75.32	
-0.835165	6.0511	-0.0123786	-5.84615	-0.483516	-0.586813	5.75824	-0.0188299	-5.67418	-0.0648352	217.89	137.19	91.46	0	225.96	-18.83	-34.97	59.18	
0.131868	6.13901	-0.0125332	-5.84615	-1.0989	0.468132	5.67033	-0.0228244	-5.58626	-1.03187	196.37	121.05	86.08	2.69	182.92	-8.07	-29.59	78.01	
1.18681	6.13901	-0.0128081	-5.84615	-1.89011	1.34725	5.49451	-0.0296966	-5.58626	-1.91099	190.99	121.05	86.08	-2.69	161.4	-2.69	-32.28	45.73	
1.97802	6.13901	-0.0128081	-5.84615	-2.85714	2.31429	5.40659	-0.0362253	-5.67418	-2.79011	153.33	131.81	88.77	0	142.57	-2.69	-32.28	2.69	
2.68132	6.13901	-0.0121724	-5.84615	-3.64835	3.01758	5.49451	-0.0412849	-5.67418	-3.84505	94.15	118.36	86.08	0	75.32	-5.38	-16.14	-8.07	
3.38462	6.13901	-0.0113821	-5.84615	-4	3.80879	5.75824	-0.0454512	-5.76209	-4.37253	61.87	115.67	88.77	10.76	10.76	-115.67	-32.28	-2.69	
3.82418	6.0511	-0.0106262	-5.84615	-4.52747	4.33626	5.93407	-0.0488959	-5.49835	-4.37253	104.91	102.22	86.08	32.28	10.76	-61.87	-32.28	18.83	
4	6.0511	-0.0100678	-5.84615	-4.7033	4.6	6.02198	-0.0508717	-5.58626	-4.63626	161.4	102.22	86.08	-13.45	75.32	-72.63	-8.07	2.69	
4.08791	6.0511	-0.00994756	-5.75824	-4.79121	4.86374	6.02198	-0.0531052	-5.58626	-4.98791	147.95	104.91	86.08	0	21.52	-86.08	5.38	0	
4.17582	6.0511	-0.0101365	-5.84615	-4.79121	4.86374	6.02198	-0.0544625	-5.58626	-4.9	139.88	107.6	86.08	-10.76	0	-88.77	0	0	
4.26374	6.0511	-0.0109097	-5.67033	-4.61538	4.86374	5.93407	-0.0552528	-5.67418	-4.9	107.6	104.91	94.15	-29.59	8.07	-104.91	-2.69	0	
4.26374	6.0511	-0.0118031	-5.75824	-4.61538	4.86374	5.93407	-0.0555878	-5.67418	-4.63626	18.83	104.91	69.94	0	-8.07	-94.15	-2.69	0	
4.17582	6.0511	-0.0124387	-5.75824	-4.17582	4.6	5.93407	-0.0558713	-5.67418	-4.28462	-18.83	99.53	56.49	-2.69	-51.11	-137.19	0	0	
3.82418	6.0511	-0.0128253	-5.75824	-3.64835	4.24835	5.93407	-0.0559572	-5.58626	-3.75714	-8.07	102.22	61.87	0	-164.09	-129.12	-13.45	-13.45	
3.47253	6.0511	-0.0128081	-5.75824	-3.20879	3.80879	5.93407	-0.0559829	-5.58626	-3.31758	-80.7	102.22	59.18	-18.83	-223.27	-129.12	-8.07	-29.59	
2.76923	6.0511	-0.0125504	-5.75824	-2.59341	3.28132	5.93407	-0.0559915	-5.58626	-2.52637	-139.88	102.22	53.8	-16.14	-239.41	-139.88	-5.38	-18.83	
2.06593	6.0511	-0.0124044	-5.75824	-1.71429	2.57802	5.93407	-0.0559915	-5.58626	-1.64725	-161.4	102.22	53.8	-24.21	-258.24	-147.95	-5.38	-16.14	
1.36264	6.0511	-0.0123614	-5.75824	-0.747253	1.78681	5.93407	-0.0559915	-5.58626	-0.68022	-190.99	102.22	56.49	-16.14	-285.14	-158.71	-5.38	-16.14	
0.483516	6.0511	-0.0123614	-5.75824	0.307692	0.81978	5.93407	-0.0559915	-5.58626	0.286813	-190.99	102.22	53.8	-26.9	-295.9	-150.64	-5.38	-10.76	
-0.395604	6.0511	-0.0125161	-5.75824	1.27473	-0.0593407	5.93407	-0.0559915	-5.58626	1.16593	-185.61	102.22	59.18	-26.9	-282.45	-145.26	-8.07	-13.45	
-1.36264	6.0511	-0.0127909	-5.75824	2.15385	-0.938462	5.93407	-0.0560001	-5.58626	2.13297	-190.99	102.22	59.18	-16.14	-247.48	-161.4	-5.38	-5.38	
-2.24176	6.0511	-0.0118804	-5.75824	2.85714	-1.72967	6.02198	-0.0560173	-5.58626	2.92418	-231.34	102.22	34.97	0	-290.52	-147.95	-2.69	-5.38	
-2.94505	6.0511	-0.009561	-5.75824	3.47253	-2.60879	5.93407	-0.0560946	-5.67418	3.53956	-53.8	166.78	102.22	-37.66	-277.07	-104.91	-5.38	8.07	
-3.73626	6.13901	-0.00608193	-5.67033	4.08791	-3.13626	5.93407	-0.0563008	-5.58626	3.97912	-16.14	161.4	142.57	-51.11	-239.41	-129.12	0	0	
-4.17582	6.13901	-0.00311828	-5.84615	4.43956	-3.57582	5.93407	-0.0566186	-5.49835	4.33077	0	137.19	91.46	-13.45	-180.23	-153.33	0	5.38	
-4.61538	6.22692	-0.000566959	-6.10989	4.7033	-3.75165	5.93407	-0.0569107	-5.49835	4.59451	-78.01	137.19	107.6	5.38	-258.24	-102.22	0	18.83	
-4.87912	6.22692	0.000163216	-6.02198	4.87912	-3.92747	5.93407	-0.0570567	-5.49835	4.77033	16.14	137.19	80.7	-5.38	-239.41	-56.49	0	-18.83	
-4.96703	6.22692	-0.000953522	-5.67033	5.05495	-4.01538	5.93407	-0.0572199	-5.58626	4.77033	0	137.19	0	-26.9	-129.12	-153.33	0	-5.38	
-4.87912	6.13901	-0.00390858	-5.75824	5.05495	-4.1033	5.93407	-0.0576065	-5.49835	4.68242	37.66	61.87	-72.63	2.69	-91.46	-142.57	0	26.9	
-5.05495	6.22692	-0.00678633	-6.02198	4.79121	-4.1033	5.93407	-0.058036	-5.41044	4.50659	16.14	83.39	-80.7	61.87	-37.66	-107.6	-10.76	10.76	
-4.79121	6.13901	-0.010231	-5.93407	4.52747	-3.92747	5.93407	-0.0585343	-5.49835	4.24286	69.94	94.15	-78.01	48.42	0	-172.16	-2.69	0	
-4.43956	6.0511	-0.0125246	-5.75824	3.91209	-3.66374	5.93407	-0.0589466	-5.58626	3.8033	99.53	115.67	-53.8	45.73	40.35	-142.57	-8.07	13.45	
-4.08791	6.13901	-0.0127308	-5.93407	3.47253	-3.31209	5.93407	-0.0591356	-5.41044	3.18791	153.33	129.12	78.01	10.76	53.8	-134.5	-5.38	26.9	
-3.47253	6.13901	-0.0125332	-5.84615	2.41758	-2.87253	5.93407	-0.0591613	-5.41044	2.57253	215.2	126.43	83.39	2.69	164.09	-112.98	-5.38	13.45	
-2.68132	6.13901	-0.0124044	-5.84615	1.53846	-2.25714	5.93407	-0.0591613	-5.41044	1.51758	212.51	112.98	86.08	8.07	220.58	-131.81	-5.38	21.52	
-1.8022	6.13901	-0.01237	-5.84615	0.835165	-1.46593	5.93407	-0.0591613	-5.41044	0.638462	212.51	107.6	83.39	13.45	274.38	-110.29	-5.38	24.21	
-0.835165	6.13901	-0.0123786	-5.84615	-0.043956	-0.762637	5.93407	-0.0591613	-5.41044	-0.328571	193.68	121.05	91.46	-13.45	290.52	-139.88	-5.38	8.07	
0.21978	6.13901	-0.0125161	-5.93407	-1.0989	0.0285714	5.84615	-0.0591613	-5.41044	-1.2956	150.64	123.74	91.46	2.69	333.56	-123.74	-5.38	8.07	
1.36264	6.13901	-0.0127995	-5.84615	-1.97802	0.81978	5.93407	-0.0591613	-5.41044	-2.17473	110.29	134.5	88.77	0	349.7	-115.67	-5.38	16.14	
2.24176	6.13901	-0.0127995	-5.84615	-2.85714	1.61099	5.93407	-0.0591699	-5.41044	-2.96593	56.49	121.05	94.15	10.76	306.66	-145.26	-5.38	16.14	
3.12088	6.13901	-0.0121982	-5.84615	-3.73626	2.4022	5.93407	-0.0591699	-5.41044	-3.58132	21.52	129.12	99.53	-10.76	258.24	-110.29	5.38	24.21	
3.64835	6.13901	-0.0114337	-5.93407	-4.08791	2.92967	5.84615	-0.0592043	-5.41044	-4.10879	51.11	131.81	91.46	0	247.48	-51.11	34.97	34.97	
4	6.13901	-0.0105832	-5.93407	-4.43956	3.45714	5.93407	-0.0592215	-5.49835	-4.54835	56.49	137.19	102.22	-8.07	234.03	-61.87	40.35	16.14	
4.26374	6.13901	-0.0100592	-5.93407	-4.7033	3.80879	5.93407	-0.059316	-5.49835	-4.81209	83.39	139.88	88.77	-10.76	196.37	-69.94	0	51.11	
4.43956	6.13901	-0.00995615	-5.84615	-4.7033	4.16044	5.93407	-0.0593503	-5.58626	-4.98791	83.39	131.81	96.84	0	177.54	-75.32	0	21.52	
4.52747	6.13901	-0.0101365	-5.84615	-4.79121	4.42418	5.93407	-0.0593589	-5.58626	-4.98791	59.18	137.19	99.53	-8.07	156.02	-61.87	29.59	0	
4.52747	6.0511	-0.0108667	-5.84615	-4.61538	4.51209	5.93407	-0.0594019	-5.67418	-4.9	24.21	134.5	91.46	-45.73	83.39	-83.39	-2.69	0	
4.52747	6.13901	-0.0117343	-5.75824	-4.52747	4.51209	5.93407	-0.0595221	-5.58626	-4.72418	10.76	118.36	83.39	10.76	43.04	-99.53	-2.69	0	
4.26374	6.13901	-0.012413	-5.75824	-4.17582	4.24835	5.93407	-0.059651	-5.58626	-4.28462	-21.52	129.12	64.56	2.69	-2.69	-137.19	0	-16.14	
4	6.13901	-0.0128167	-5.75824	-3.82418	4.07253	5.93407	-0.0597369	-5.58626	-3.84505	-67.25	118.36	61.87	-29.59	-45.73	-126.43	0	-32.28	
3.64835	6.13901	-0.0128167	-5.75824	-3.2967	3.54505	5.93407	-0.059797	-5.58626	-3.31758	-145.26	115.67	64.56	-8.07	-147.95	-139.88	0	-18.83	
3.03297	6.0511	-0.0125418	-5.75824	-2.59341	3.10549	5.93407	-0.0598228	-5.58626	-2.52637	-169.47	129.12	61.87	-13.45	-204.44	-139.88	0	-21.52	
2.24176	6.13901	-0.0124044	-5.75824	-1.71429	2.4022	5.93407	-0.0598572	-5.58626	-1.55934	-177.54	131.81	56.49	-21.52	-223.27	-123.74	0	-10.76	
1.45055	6.13901	-0.01237	-5.75824	-0.659341	1.61099	5.93407	-0.0598743	-5.58626	-0.68022	-204.44	131.81	61.87	-16.14	-239.41	-121.05	0	-24.21	
0.483516	6.13901	-0.01237	-5.75824	0.307692	0.731868	5.93407	-0.0598829	-5.58626	0.286813	-207.13	123.74	59.18	-21.52	-271.69	-107.6	0	0	
-0.395604	6.13901	-0.0125246	-5.75824	1.18681	-0.235165	5.93407	-0.0598915	-5.58626	1.25385	-199.06	126.43	64.56	-16.14	-260.93	-107.6	0	-13.45	
-1.27473	6.13901	-0.0127909	-5.75824	2.15385	-1.11429	5.93407	-0.0599087	-5.58626	2.13297	-185.61	134.5	59.18	-8.07	-207.13	-129.12	0	-8.07	
-2.24176	6.0511	-0.0118632	-5.75824	2.85714	-1.99341	5.93407	-0.0599517	-5.58626	2.83626	-190.99	121.05	13.45	5.38	-234.03	-129.12	0	-10.76	
-3.03297	6.13901	-0.00924315	-5.75824	3.47253	-2.87253	5.93407	-0.0600118	-5.58626	3.53956	-26.9	147.95	102.22	-34.97	-188.3	-115.67	-5.38	0	
-3.73626	6.13901	-0.00583281	-5.58242	4	-3.4	5.93407	-0.0601492	-5.58626	4.06703	-10.76	158.71	145.26	-29.59	-201.75	-137.19	0	0	
-4.26374	6.22692	-0.00249978	-5.84615	4.35165	-3.75165	5.84615	-0.0602695	-5.49835	4.41868	0	153.33	134.5	-13.45	-220.58	-94.15	0	26.9	
-4.7033	6.22692	-0.000360792	-6.02198	4.7033	-3.92747	5.93407	-0.0604842	-5.67418	4.59451	-21.52	139.88	131.81	-21.52	-204.44	-104.91	-2.69	0	
-4.87912	6.22692	-0	-6.10989	5.14286	-4.1033	5.84615	-0.0606904	-5.58626	4.68242	10.76	137.19	56.49	-16.14	-207.13	-64.56	-8.07	-5.38	
-5.05495	6.22692	-0.00113392	-5.67033	5.05495	-4.19121	5.93407	-0.0607763	-5.58626	4.77033	-2.69	137.19	-2.69	-29.59	-96.84	-118.36	-5.38	-5.38	
-4.87912	6.22692	-0.00412334	-5.58242	5.14286	-4.19121	5.84615	-0.0611972	-5.49835	4.77033	29.59	72.63	-88.77	5.38	-59.18	-112.98	-5.38	2.69	
-5.05495	6.22692	-0.00710417	-6.10989	4.79121	-4.27912	5.93407	-0.0614979	-5.32253	4.50659	13.45	102.22	-72.63	64.56	-43.04	-139.88	-8.07	10.76	
-4.79121	6.22692	-0.0103255	-5.93407	4.35165	-4.01538	5.84615	-0.0618243	-5.41044	4.24286	67.25	115.67	-75.32	53.8	0	-115.67	0	10.76	
-4.35165	6.13901	-0.0125504	-5.67033	3.91209	-3.66374	5.93407	-0.061979	-5.49835	3.71538	99.53	112.98	-91.46	56.49	34.97	-139.88	0	5.38	
-4.08791	6.13901	-0.012748	-5.93407	3.38462	-3.4	5.84615	-0.0620219	-5.41044	3.18791	169.47	145.26	83.39	16.14	83.39	-104.91	-2.69	26.9	
-3.47253	6.13901	-0.0125161	-5.84615	2.59341	-2.87253	5.84615	-0.0620391	-5.41044	2.57253	196.37	142.57	96.84	16.14	161.4	-69.94	-2.69	16.14	
-2.68132	6.13901	-0.0123958	-5.84615	1.53846	-2.34505	5.84615	-0.0620391	-5.41044	1.51758	196.37	147.95	96.84	0	225.96	-123.74	0	16.14	
-1.8022	6.13901	-0.0123614	-5.84615	0.571429	-1.55385	5.84615	-0.0620391	-5.41044	0.638462	199.06	145.26	86.08	2.69	263.62	-104.91	0	16.14	
-0.835165	6.13901	-0.01237	-5.84615	-0.21978	-0.762637	5.84615	-0.0620391	-5.41044	-0.240659	185.61	147.95	86.08	2.69	279.76	-110.29	-2.69	21.52	
0.21978	6.13901	-0.0125161	-5.84615	-0.923077	0.116484	5.84615	-0.0620391	-5.41044	-1.20769	153.33	147.95	96.84	0	298.59	-112.98	0	13.45	
1.36264	6.0511	-0.0127909	-5.84615	-1.89011	0.995604	5.84615	-0.0620477	-5.41044	-2.17473	112.98	145.26	86.08	0	322.8	-121.05	0	16.14	
2.24176	6.13901	-0.0127909	-5.84615	-2.76923	1.78681	5.84615	-0.0620477	-5.41044	-2.96593	59.18	147.95	86.08	0	303.97	-121.05	0	16.14	
3.03297	6.13901	-0.0121982	-5.93407	-3.73626	2.4022	5.84615	-0.0620477	-5.41044	-3.58132	32.28	147.95	88.77	-10.76	266.31	-69.94	29.59	24.21	
