time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	Rfoot_ref_x	Rfoot_ref_y	Rfoot_ref_z	Lfoot_ref_x	Lfoot_ref_y	Lfoot_ref_z	
0	-3.85072e-05	0.00312241	0.227272	-2.37014e-05	-6.6241e-06	2.60119e-05	-2.37038e-05	0.0700426	0.000406287	0.0303232	-0.0122669	0.311448	0	0	0	0	0	0	0	0.00288829	0	0	0.116438	0	0	0	0	0	0.0700493	0.000380602	
0.025	-3.83667e-05	0.00323135	0.227273	-2.37178e-05	-6.5408e-06	2.56401e-05	-2.37228e-05	0.0704271	0.00148885	0.0303101	-0.0121701	0.311015	-0.00052238	0.00387075	-0.0173189	-0.0208952	0.15483	-0.692757	0	0.00584483	0	0	0.120549	0	0	0	0	0	0.070434	0.00146447	
0.05	-3.81679e-05	0.00341616	0.227274	-2.37405e-05	-6.51497e-06	2.50521e-05	-2.37379e-05	0.0716598	0.00310898	0.0302908	-0.0121416	0.31033	-0.000771157	0.00113894	-0.0273885	-0.0099511	-0.109272	-0.402784	0	0.00893947	0	0	0.127508	0	0	0	0	0	0.0716677	0.00308658	
0.075	-3.79556e-05	0.00368158	0.227276	-2.37638e-05	-6.65334e-06	2.43012e-05	-2.37311e-05	0.0743153	0.00502001	0.0302688	-0.0123067	0.309456	-0.000882042	-0.00660276	-0.0349637	-0.00443537	-0.309668	-0.303008	0	0.0122453	0	0	0.13748	0	0	0	0	0	0.0743256	0.005	
0.1	-3.77785e-05	0.00403406	0.227277	-2.37823e-05	-7.01001e-06	2.34707e-05	-2.36881e-05	0.0787124	0.00693095	0.0302482	-0.0127285	0.308489	-0.000821852	-0.0168704	-0.038663	0.00240757	-0.410704	-0.147971	0	0.0158405	0	0	0.1507	0	0	0	0	0	0.0787268	0.00691342	
0.125	-3.76736e-05	0.00448174	0.227277	-2.37925e-05	-7.51651e-06	2.2677e-05	-2.36083e-05	0.0845331	0.00855091	0.0302333	-0.0133259	0.307566	-0.000596921	-0.0238975	-0.036941	0.00899725	-0.281085	0.0688799	0	0.01981	0	0	0.167482	0	0	0	0	0	0.084553	0.00853553	
0.15	-3.76518e-05	0.00503447	0.227276	-2.37955e-05	-7.96138e-06	2.20535e-05	-2.35098e-05	0.0906931	0.00963325	0.0302263	-0.0138502	0.30684	-0.000278888	-0.0209725	-0.029022	0.0127213	0.117	0.316759	0	0.0242476	0	0	0.18822	0	0	0	0	0	0.0907187	0.0096194	
0.175	-3.76968e-05	0.00570436	0.227275	-2.3796e-05	-8.07451e-06	2.17077e-05	-2.34219e-05	0.0957919	0.0100132	0.0302269	-0.0139841	0.306438	2.43219e-05	-0.005354	-0.0161021	0.0121284	0.624739	0.516795	0	0.029258	0	0	0.213405	0	0	0	0	0	0.095822	0.01	
0.2	-3.77871e-05	0.00650661	0.227273	-2.37986e-05	-7.68162e-06	2.16809e-05	-2.33652e-05	0.098971	0.00963294	0.0302334	-0.0135229	0.306406	0.000258581	0.0184479	-0.00125236	0.00937038	0.952076	0.593991	0	0.0349598	0	0	0.243633	0	0	0	0	0	0.0990034	0.0096194	
0.225	-3.7915e-05	0.0074602	0.227272	-2.38045e-05	-6.7884e-06	2.19413e-05	-2.33391e-05	0.100388	0.00855027	0.0302446	-0.0124733	0.306709	0.000446585	0.0419844	0.0120963	0.00752014	0.94146	0.533945	0	0.0414876	0	0	0.279618	0	0	0	0	0	0.100421	0.00853553	
0.25	-3.80783e-05	0.00858811	0.22727	-2.38129e-05	-5.50455e-06	2.24059e-05	-2.33299e-05	0.10081	0.00693	0.0302596	-0.010964	0.307248	0.000600917	0.0603722	0.0215614	0.00617328	0.735511	0.378605	0	0.0489957	0	0	0.322209	0	0	0	0	0	0.100842	0.00691342	
0.275	-3.82613e-05	0.00991736	0.227268	-2.38248e-05	-3.91019e-06	2.29709e-05	-2.33282e-05	0.100887	0.00501877	0.0302766	-0.009089	0.307902	0.000679646	0.0749984	0.0261707	0.00314914	0.585047	0.184373	0	0.0576615	0	0	0.372414	0	0	0	0	0	0.100918	0.005	
