Time	IMU_ddx	IMU_ddy	IMU_ddz	IMU_yaw	IMU_roll	IMU_pitch	
0.018	-0.002	0.0627	1.0645	1.5104	0.017	-0.0107	
0.052	-0.0493	-0.0391	1.0342	1.5107	0.0125	-0.0076	
0.084	0.0046	-0.0503	0.9883	1.5109	0.0123	-0.0079	
0.127	0.0386	0.0161	0.928	1.511	0.0126	-0.0106	
0.16	0.0085	0.1646	0.9485	1.512	0.0122	-0.0126	
0.203	0.0083	0.1907	0.9995	1.5115	0.0128	-0.0154	
0.237	0.0266	-0.0151	1.0254	1.5122	0.0123	-0.0182	
0.27	0.0415	0.0173	0.9937	1.512	0.011	-0.0184	
0.313	0.0437	-0.0198	0.9314	1.5123	0.0128	-0.0163	
0.347	0.0059	-0.0457	1.0281	1.5127	0.0116	-0.0119	
0.38	-0.0061	0.0049	0.9893	1.5131	0.0112	-0.0096	
0.422	-0.022	0.0225	1.0134	1.5133	0.0093	-0.0109	
0.456	0.0112	0.0276	0.9851	1.5133	0.0112	-0.0091	
0.489	0.0173	0.0601	0.9937	1.5134	0.012	-0.0121	
0.532	0.0569	-0.0039	0.9255	1.5138	0.0117	-0.0147	
0.548	0.0029	-0.0925	1.0542	1.5143	0.0108	-0.0143	
0.548	0.0029	-0.0925	1.0542	1.5143	0.0108	-0.0143	
2.908	-0.0396	0.5313	1.1602	1.5269	0.0356	-0.0173	
2.95	0.0532	-0.3281	0.7615	1.5252	0.0303	-0.0178	
2.975	0.3535	-0.0723	0.1331	1.5299	0.0332	-0.0207	
3.001	-0.1328	-0.2549	0.5007	1.5282	0.0342	-0.016	
3.026	0.1409	0.2432	0.9917	1.5284	0.0323	-0.0161	
3.052	-0.0654	-0.2756	1.1455	1.5308	0.0256	-0.0155	
3.078	0.2822	-0.0244	0.073	1.5306	0.0299	-0.0175	
3.103	-0.0078	-0.408	1.1323	1.5292	0.0252	-0.0161	
3.129	-0.0134	1.6748	2.071	1.5293	0.0309	-0.0193	
3.145	0.0444	-1.6401	1.0464	1.5262	0.0276	-0.0194	
3.171	-0.2314	-0.824	1.5142	1.5347	0.034	-0.0173	
3.196	-0.1802	-0.6794	1.7642	1.5379	0.0358	-0.0177	
3.223	0.156	-1.7739	0.5142	1.5346	0.0331	-0.0169	
3.249	0.1606	-1.1716	0.9028	1.5413	0.0323	-0.0181	
3.274	0.0291	-0.7224	0.804	1.5399	0.0291	-0.0165	
3.3	0.1216	0.0081	0.3374	1.5426	0.0252	-0.0207	
3.325	0.1702	-0.8645	0.7507	1.5424	0.0184	-0.0212	
3.352	-0.0188	-0.1772	0.9402	1.5439	0.0124	-0.0212	
3.378	0.0317	0.5044	1.0815	1.5435	0.0115	-0.0218	
3.403	0.0364	0.3396	0.801	1.5447	0.01	-0.0219	
3.429	0.0225	-0.0461	0.9492	1.5465	0.003	-0.0243	
3.446	-0.0437	-0.2773	0.7446	1.546	-0	-0.0223	
3.472	-0.1965	-1.5608	0.6392	1.5478	-0.0043	-0.0239	
3.497	0.2998	2.551	0.9451	1.5434	0.0035	-0.0236	
3.523	0.0972	-0.54	0.5637	1.5415	-0.0042	-0.0255	
3.549	-0.0552	-0.6528	0.823	1.5421	-0.0061	-0.0242	
3.574	-0.0615	1.4702	2.2871	1.5381	-0.0014	-0.0251	
3.6	-0.1487	-1.0991	1.1729	1.5393	-0.006	-0.0256	
3.625	0.0291	-0.5405	0.918	1.545	-0.0095	-0.0282	
3.651	-0.0559	-0.6553	1.5342	1.5423	-0.0128	-0.0249	
3.677	-0.074	-0.5457	1.2532	1.5455	-0.0218	-0.0272	
3.702	0.0522	-0.9949	0.8086	1.5427	-0.0235	-0.0267	
3.728	-0.1055	0.1919	1.4966	1.5446	-0.0276	-0.0267	
3.752	0.4707	-0.7764	0.0952	1.5455	-0.026	-0.0282	
3.778	0.1089	-0.4927	1.5793	1.5445	-0.0336	-0.0272	
3.804	-0.3008	-1.9285	0.6277	1.5452	-0.0387	-0.0286	
3.829	0.0229	-1.126	0.739	1.544	-0.036	-0.0275	
3.854	0.2559	-0.0178	0.6411	1.5431	-0.0313	-0.0269	
3.871	-0.1375	-0.2151	1.1531	1.5446	-0.0347	-0.0244	
3.897	0.3438	0.5767	0.4243	1.5431	-0.029	-0.0237	
3.921	0.1685	0.9124	1.2686	1.5425	-0.0293	-0.0239	
3.947	-0.002	-0.4663	0.8694	1.5429	-0.0303	-0.0245	
3.972	-0.0461	-0.5232	1.1973	1.5429	-0.0274	-0.0268	
3.998	0.1091	-0.1199	0.7629	1.5421	-0.025	-0.0277	
