time	COG_x	COG_y	COG_z	COG_xx	COG_yy	COG_zz	p_x	p_y	p_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	
0.275	-0.000366332	0.00490992	0.227569	-0.000366332	0.00490992	0.227569	0	0	0	0.0298425	-0.0100651	0.311967	-4.34217e-06	0.0574275	0.00413348	0.0128494	1.53203	-0.0352936	2.4143e-05	0.0380071	0.00029102	0.0993324	0.811724	-0.293943	
0.3	-9.93541e-05	0.00517805	0.227755	-9.93541e-05	0.00517805	0.227755	0	0	0	0.0303183	-0.00957998	0.312097	0.0190337	0.0194034	0.00521973	0.761521	-1.52096	0.0434501	0.0106791	0.0107252	0.00744449	0.426199	-1.09128	0.286139	
0.325	-2.05289e-05	0.00623066	0.227905	-2.05289e-05	0.00623066	0.227905	0	0	0	0.0303191	-0.00814457	0.312308	2.96561e-05	0.0574163	0.00841473	-0.760161	1.52052	0.1278	0.00315301	0.0421046	0.00600998	-0.301045	1.25518	-0.0573803	
0.35	-9.89004e-05	0.0074531	0.228071	-9.89004e-05	0.0074531	0.228071	0	0	0	0.0303189	-0.00622767	0.312567	-4.32959e-06	0.0766762	0.0103566	-0.00135943	0.770398	0.077673	-0.00313486	0.0488973	0.00663864	-0.251515	0.271706	0.0251463	
0.375	-3.93535e-05	0.00883327	0.228246	-3.93535e-05	0.00883327	0.228246	0	0	0	0.0303254	-0.00430921	0.312814	0.000257045	0.0767383	0.0098861	0.010455	0.00248306	-0.0188182	0.00238188	0.055207	0.00700922	0.220669	0.252389	0.0148233	
0.4	3.84128e-05	0.0107431	0.228371	3.84128e-05	0.0107431	0.228371	0	0	0	0.0303248	-0.00142864	0.313109	-2.17856e-05	0.115223	0.011797	-0.0111532	1.53937	0.0764362	0.00311065	0.0763927	0.00499737	0.029151	0.847428	-0.0804738	
0.425	3.81717e-05	0.0126984	0.228588	3.81717e-05	0.0126984	0.228588	0	0	0	0.0303242	0.00145489	0.313431	-2.6168e-05	0.115341	0.0128838	-0.000175294	0.0047421	0.0434721	-9.64267e-06	0.0782135	0.00867302	-0.124812	0.0728286	0.147026	
0.45	-0.000199572	0.0154853	0.227181	-0.000199572	0.0154853	0.227181	0	0	0	0.0300676	0.00555458	0.311118	-0.0102627	0.163988	-0.0925215	-0.409463	1.94586	-4.21621	-0.00950976	0.111475	-0.0562869	-0.380005	1.33046	-2.5984	
0.475	-0.000243167	0.0181167	0.226963	-0.000243167	0.0181167	0.226963	0	0	0	0.0299919	0.00943943	0.31068	-0.00302895	0.155394	-0.0175006	0.289352	-0.343755	3.00083	-0.00174377	0.105257	-0.00871964	0.310639	-0.248707	1.90269	
0.5	-0.00018114	0.0202951	0.22699	-0.00018114	0.0202951	0.22699	0	0	0	0.0299614	0.0127996	0.310684	-0.00121943	0.134407	0.000130528	0.0723806	-0.839483	0.705245	0.00248105	0.0871335	0.00107427	0.168993	-0.72495	0.391757	
0.525	-0.00019423	0.0239669	0.227057	-0.00019423	0.0239669	0.227057	0	0	0	0.029934	0.0180602	0.310687	-0.00109662	0.210425	0.000140448	0.00491248	3.04074	0.000396817	-0.000523606	0.146873	0.00270351	-0.120186	2.38956	0.0651694	
0.55	-0.000199306	0.0275586	0.227125	-0.000199306	0.0275586	0.227125	0	0	0	0.0299214	0.0233106	0.310755	-0.000504442	0.210015	0.00273252	0.0236872	-0.0164223	0.103683	-0.000203035	0.143669	0.00271663	0.0128228	-0.128164	0.000524763	
0.575	-0.000206338	0.0308534	0.227238	-0.000206338	0.0308534	0.227238	0	0	0	0.0299045	0.0280844	0.310789	-0.000673359	0.19095	0.00136158	-0.0067567	-0.762575	-0.0548375	-0.000281263	0.131792	0.0044937	-0.00312913	-0.475073	0.0710828	
0.6	-0.000206153	0.0344963	0.227319	-0.000206153	0.0344963	0.227319	0	0	0	0.0299	0.0333308	0.310828	-0.000179863	0.209856	0.00152986	0.0197398	0.756216	0.00673118	7.40706e-06	0.145718	0.00323612	0.0115468	0.557057	-0.050303	
0.625	0.000147653	0.0382864	0.2272	0.000147653	0.0382864	0.2272	0	0	0	0.0303814	0.0390537	0.310703	0.0192538	0.228916	-0.00497215	0.777345	0.762411	-0.26008	0.0141522	0.1516	-0.00474422	0.565793	0.23529	-0.319214	
0.65	0.000155892	0.0419595	0.22717	0.000155892	0.0419595	0.22717	0	0	0	0.0303936	0.0443023	0.310665	0.000490469	0.209946	-0.00152806	-0.750532	-0.758819	0.137764	0.000329529	0.146927	-0.00119473	-0.552908	-0.18693	0.14198	
0.675	0.000169512	0.0451841	0.227239	0.000169512	0.0451841	0.227239	0	0	0	0.0304142	0.0490801	0.310753	0.000823639	0.191111	0.00351616	0.0133268	-0.753385	0.201769	0.000544824	0.128984	0.00274867	0.00861178	-0.717708	0.157736	
0.7	0.000184941	0.0481137	0.227241	0.000184941	0.0481137	0.227241	0	0	0	0.0304391	0.0533865	0.310785	0.000992956	0.172256	0.00127877	0.00677268	-0.754204	-0.0894956	0.000617169	0.117184	8.7974e-05	0.00289381	-0.472015	-0.106428	
0.725	0.000204316	0.0513171	0.227146	0.000204316	0.0513171	0.227146	0	0	0	0.0304697	0.0581776	0.310728	0.00122694	0.191646	-0.00227779	0.0093595	0.775614	-0.142262	0.000775003	0.128135	-0.00378662	0.00631333	0.438045	-0.154984	
0.75	-0.000132989	0.0539807	0.227181	-0.000132989	0.0539807	0.227181	0	0	0	0.0300187	0.062025	0.310852	-0.018041	0.153895	0.00496872	-0.77072	-1.51006	0.289861	-0.0134922	0.106542	0.00140565	-0.570689	-0.863712	0.207691	
0.775	-0.000111587	0.0561924	0.22718	-0.000111587	0.0561924	0.22718	0	0	0	0.0300558	0.0654015	0.310936	0.00148285	0.13506	0.00333112	0.780956	-0.753393	-0.0655042	0.000856081	0.0884698	-5.55137e-05	0.573933	-0.722903	-0.0584467	
0.8	-9.24619e-05	0.0584854	0.227149	-9.24619e-05	0.0584854	0.227149	0	0	0	0.0300887	0.0687783	0.31094	0.00131838	0.135071	0.000162835	-0.00657894	0.000457919	-0.126731	0.000765024	0.0917172	-0.00123885	-0.00364228	0.129897	-0.0473334	
0.825	-3.69165e-05	0.0596262	0.227143	-3.69165e-05	0.0596262	0.227143	0.00115106	0.0728348	7.24381e-06	0.0300982	0.070228	0.310942	0.000376844	0.0579876	0.000105507	-0.0376613	-3.08335	-0.00229312	0.00222181	0.0456337	-0.000247029	0.0582716	-1.84334	0.0396728	
0.85	0.000818968	0.0611966	0.227137	-0.000332094	-0.0116381	0.22713	0.00115106	0.0728348	7.24381e-06	0.0312491	0.072439	0.310909	0.0460363	0.0884422	-0.00132757	1.82638	1.21818	-0.0573232	0.0342354	0.0628179	-0.000234934	1.28054	0.687368	0.000483778	
0.875	0.000889113	0.0625034	0.227091	-0.000261949	-0.0103314	0.227084	0.00115106	0.0728348	7.24381e-06	0.0312771	0.0743729	0.31092	0.00112086	0.0773561	0.000442177	-1.79662	-0.443443	0.0707901	0.00280579	0.0522699	-0.00183835	-1.25718	-0.421921	-0.0641366	
0.9	0.000892487	0.0634793	0.227015	-0.000258575	-0.00935545	0.227008	0.00115106	0.0728348	7.24381e-06	0.0312853	0.0758137	0.310834	0.000328809	0.0576297	-0.00346413	-0.0316819	-0.789056	-0.156252	0.000134955	0.0390383	-0.00304005	-0.106833	-0.529264	-0.0480682	
0.925	0.000905967	0.064144	0.227076	-0.000245095	-0.00869077	0.227069	0.00115106	0.0728348	7.24381e-06	0.0313075	0.0767958	0.310945	0.000888659	0.0392842	0.00444278	0.022394	-0.733818	0.316277	0.000539212	0.0265872	0.00243916	0.0161703	-0.498044	0.219169	
0.95	0.000919379	0.0648073	0.227135	-0.000231683	-0.00802745	0.227127	0.00115106	0.0728348	7.24381e-06	0.0313256	0.0777735	0.31101	0.000724039	0.0391079	0.00262243	-0.00658477	-0.00705294	-0.0728143	0.000536457	0.0265328	0.00234136	-0.000110199	-0.00217436	-0.00391207	
0.975	0.00092174	0.0652093	0.227086	-0.000229322	-0.00762553	0.227079	0.00115106	0.0728348	7.24381e-06	0.0313297	0.078256	0.310991	0.000164476	0.0193009	-0.000769957	-0.0223825	-0.792279	-0.135695	9.44448e-05	0.0160768	-0.00192956	-0.0176805	-0.418241	-0.170837	
1	0.000929181	0.0652188	0.22716	-0.000221881	-0.00761598	0.227153	0.00115106	0.0728348	7.24381e-06	0.0313388	0.0782681	0.311084	0.000362163	0.000485073	0.00373094	0.00790745	-0.752634	0.180036	0.000297663	0.000382009	0.00293859	0.00812874	-0.627791	0.194726	
1.025	0.000869583	0.0649473	0.22714	-0.000281479	-0.00788746	0.227133	0.00115106	0.0728348	7.24381e-06	0.031332	0.0777908	0.311092	-0.000271762	-0.0190923	0.000319045	-0.025357	-0.783096	-0.136476	-0.00238395	-0.0108595	-0.000790552	-0.107264	-0.449658	-0.149166	
1.05	0.000931539	0.0650947	0.227082	-0.000219523	-0.00774006	0.227075	0.00115106	0.0728348	7.24381e-06	0.0313388	0.0777908	0.311092	0.000271762	-2.88873e-08	-2.24885e-07	0.021741	0.763692	-0.0127708	0.00247826	0.005896	-0.00231022	0.194488	0.670218	-0.0607866	
1.075	0.000855645	0.0644507	0.227204	-0.000295417	-0.00838413	0.227197	0.00115106	0.0728348	7.24381e-06	0.0313371	0.076834	0.311196	-6.55616e-05	-0.0382739	0.0041672	-0.0134929	-1.53095	0.166697	-0.00303577	-0.0257628	0.00487959	-0.220561	-1.26635	0.287592	
1.1	0.000848023	0.0637443	0.227292	-0.000303039	-0.00909045	0.227284	0.00115106	0.0728348	7.24381e-06	0.031324	0.0758624	0.311233	-0.000526353	-0.0388617	0.0014445	-0.0184316	-0.0235144	-0.108908	-0.000304884	-0.0282527	0.00349209	0.109235	-0.0995985	-0.0555001	
1.125	0.000914046	0.0627544	0.227262	-0.000237015	-0.0100804	0.227255	0.00115106	0.0728348	7.24381e-06	0.0313034	0.0744049	0.311192	-0.000822667	-0.0583021	-0.00162244	-0.0118526	-0.777616	-0.122678	0.00264094	-0.0395985	-0.00119321	0.117833	-0.45383	-0.187412	
1.15	0.000905998	0.0611972	0.22714	-0.000245064	-0.0116376	0.227133	0.00115106	0.0728348	7.24381e-06	0.031287	0.0719985	0.311132	-0.000658191	-0.0962569	-0.00238809	0.00657905	-1.51819	-0.030626	-0.000321926	-0.0622885	-0.00486543	-0.118515	-0.907599	-0.146889	
1.175	0.000950623	0.0597832	0.227285	-0.000200439	-0.0130516	0.227278	0.00115106	0.0728348	7.24381e-06	0.0312686	0.0700622	0.311197	-0.000734558	-0.0774487	0.00258279	-0.00305469	0.752329	0.198835	0.00178499	-0.0565586	0.00580547	0.0842766	0.229194	0.426836	
1.2	0.000875689	0.0581463	0.227289	-0.000275373	-0.0146884	0.227282	0.00115106	0.0728348	7.24381e-06	0.0312327	0.067644	0.31112	-0.00143684	-0.0967296	-0.00307428	-0.0280913	-0.771236	-0.226283	-0.00299737	-0.0654743	0.000145241	-0.191294	-0.356628	-0.226409	
1.225	0.000854123	0.0558299	0.227214	-0.000296939	-0.0170049	0.227207	0.00115106	0.0728348	7.24381e-06	0.0311973	0.06427	0.311002	-0.00141487	-0.134959	-0.00471392	0.000878993	-1.52916	-0.0655855	-0.000862623	-0.0926587	-0.00298112	0.08539	-1.08738	-0.125054	
1.25	0.00084019	0.0532252	0.227271	-0.000310872	-0.0196096	0.227263	0.00115106	0.0728348	7.24381e-06	0.0311718	0.0604313	0.311039	-0.00101949	-0.153551	0.00146691	0.015815	-0.743714	0.247233	-0.000557339	-0.104188	0.0022471	0.0122114	-0.46118	0.209129	
1.275	0.000818221	0.0505661	0.227291	-0.000332841	-0.0222687	0.227284	0.00115106	0.0728348	7.24381e-06	0.0311348	0.0565884	0.310962	-0.00148028	-0.153716	-0.00305826	-0.0184316	-0.00658322	-0.181007	-0.000878752	-0.106365	0.000820035	-0.0128565	-0.0870599	-0.0570826	
1.3	0.000801176	0.0480387	0.227223	-0.000349886	-0.024796	0.227215	0.00115106	0.0728348	7.24381e-06	0.0311069	0.0527566	0.310879	-0.00111826	-0.153272	-0.00334496	0.0144808	0.0177699	-0.0114683	-0.000681802	-0.101092	-0.00273551	0.00787802	0.210899	-0.142222	
1.325	0.000795516	0.0444434	0.22725	-0.000355545	-0.0283914	0.227243	0.00115106	0.0728348	7.24381e-06	0.0310937	0.0475041	0.310896	-0.000525341	-0.210099	0.000684595	0.0237168	-2.27307	0.161182	-0.000226372	-0.143814	0.00111178	0.0182172	-1.70886	0.153891	
1.35	0.000791533	0.0415214	0.227278	-0.000359528	-0.0313134	0.227271	0.00115106	0.0728348	7.24381e-06	0.0310855	0.0432084	0.310914	-0.000327941	-0.171828	0.000735283	0.00789599	1.53084	0.00202752	-0.00015932	-0.116879	0.00109651	0.00268207	1.07739	-0.000610789	
1.375	0.000794053	0.0378528	0.227299	-0.000357009	-0.034982	0.227291	0.00115106	0.0728348	7.24381e-06	0.0310856	0.0379601	0.310907	1.44189e-06	-0.209931	-0.000291869	0.0131753	-1.52413	-0.0410861	0.000100792	-0.146746	0.000832107	0.0104045	-1.1947	-0.010576	
1.4	0.00080161	0.0345559	0.227424	-0.000349452	-0.0382789	0.227416	0.00115106	0.0728348	7.24381e-06	0.0310947	0.0331873	0.31102	0.000363749	-0.190911	0.00452268	0.0144923	0.760795	0.192582	0.000302275	-0.131873	0.00499725	0.00805929	0.594919	0.166606	
1.425	0.000818853	0.0310059	0.227388	-0.000332209	-0.0418289	0.22738	0.00115106	0.0728348	7.24381e-06	0.0311169	0.0279315	0.311021	0.000890242	-0.210233	2.45406e-05	0.0210597	-0.772867	-0.179926	0.000689725	-0.142003	-0.00143529	0.015498	-0.405175	-0.257301	
1.45	0.000829452	0.0274853	0.227275	-0.00032161	-0.0453495	0.227268	0.00115106	0.0728348	7.24381e-06	0.0311334	0.0226737	0.310926	0.000659919	-0.210315	-0.0037739	-0.00921294	-0.00327524	-0.151937	0.000423964	-0.140824	-0.00450454	-0.0106304	0.0471725	-0.12277	
1.475	0.000861103	0.0252936	0.227521	-0.000289959	-0.0475412	0.227514	0.00115106	0.0728348	7.24381e-06	0.0311795	0.0193045	0.311277	0.00184489	-0.134765	0.0140366	0.0473988	3.02197	0.712421	0.00126603	-0.087668	0.00984404	0.0336828	2.12622	0.573943	
1.5	0.000785115	0.0222392	0.227443	-0.000365947	-0.0505956	0.227435	0.00115106	0.0728348	7.24381e-06	0.0311878	0.0149998	0.311131	0.000330678	-0.172188	-0.00586373	-0.0605685	-1.49689	-0.796014	-0.00303952	-0.122176	-0.00313899	-0.172222	-1.38033	-0.519321	
1.525	0.000892843	0.0200717	0.227477	-0.000258219	-0.052763	0.22747	0.00115106	0.0728348	7.24381e-06	0.0312356	0.0116173	0.311308	0.00191045	-0.1353	0.0070916	0.0631908	1.47551	0.518213	0.00430913	-0.086697	0.00137261	0.293946	1.41916	0.180464	
1.55	0.000910211	0.017782	0.227452	-0.000240851	-0.0550528	0.227444	0.00115106	0.0728348	7.24381e-06	0.031266	0.00824408	0.311323	0.00121919	-0.13493	0.000616473	-0.0276503	0.0147769	-0.259005	0.000694712	-0.0915893	-0.00102049	-0.144577	-0.195688	-0.0957239	
1.575	0.000572526	0.0161922	0.227592	-0.000578536	-0.0566426	0.227585	0.00115106	0.0728348	7.24381e-06	0.0308121	0.00581663	0.311572	-0.0181559	-0.0970983	0.00994411	-0.775003	1.51328	0.373105	-0.0135074	-0.0635927	0.00563449	-0.568085	1.11986	0.266199	
1.6	0.000936233	0.0151833	0.227513	-0.000214829	-0.0576515	0.227506	0.00115106	0.0728348	7.24381e-06	0.0313097	0.00437491	0.311441	0.0199021	-0.0576688	-0.00523918	1.52232	1.57718	-0.607332	0.0145483	-0.0403554	-0.00317496	1.12223	0.929495	-0.352378	
1.625	0.000894975	0.0138759	0.227445	-0.000256087	-0.0589589	0.227437	0.00115106	0.0728348	7.24381e-06	0.0313297	0.00244727	0.311374	0.00079817	-0.0771053	-0.00267179	-0.764159	-0.777462	0.102696	-0.00165032	-0.0522952	-0.00274019	-0.647944	-0.477593	0.0173909	
1.65	0.000963318	0.0125266	0.227445	-0.000187744	-0.0603082	0.227438	0.00057877	0.00235196	0.000450692	0.0313583	0.000493918	0.311454	0.00114534	-0.0781342	0.00319321	0.0138869	-0.0411532	0.2346	0.00273369	-0.053973	2.53174e-05	0.17536	-0.0671102	0.11062	
1.675	0.000502263	0.0116864	0.227446	-7.65063e-05	0.00933441	0.226996	0.00057877	0.00235196	0.000450692	0.0307246	-0.000770637	0.311533	-0.025347	-0.0505822	0.00318237	-1.0597	1.10208	-0.000433789	-0.0184422	-0.0336095	4.67958e-05	-0.847035	0.814539	0.000859133	
1.7	0.00043714	0.0110202	0.227516	-0.000141629	0.00866822	0.227065	0.00057877	0.00235196	0.000450692	0.0307429	-0.00174821	0.311602	0.000732532	-0.039103	0.00272795	1.04318	0.459167	-0.018177	-0.00260492	-0.0266476	0.0027932	0.63349	0.278475	0.109856	
1.725	0.000534913	0.0106983	0.227598	-4.38562e-05	0.0083463	0.227148	0.00057877	0.00235196	0.000450692	0.0307686	-0.00225876	0.311751	0.00102864	-0.0204219	0.00595573	0.0118442	0.747246	0.129111	0.00391092	-0.0128766	0.00329147	0.260634	0.55084	0.0199307	
1.75	0.00053695	0.0100242	0.22759	-4.18191e-05	0.00767228	0.22714	0.00057877	0.00235196	0.000450692	0.030772	-0.00321824	0.311715	0.000135957	-0.0383793	-0.00141602	-0.0357072	-0.718297	-0.29487	8.14844e-05	-0.0269611	-0.000321797	-0.153177	-0.563378	-0.144531	
1.775	0.000545155	0.00993814	0.227644	-3.36146e-05	0.00758618	0.227193	0.00057877	0.00235196	0.000450692	0.0307811	-0.0032304	0.311808	0.00036191	-0.000486436	0.00373078	0.00903814	1.51571	0.205872	0.000328183	-0.00344408	0.00212955	0.00986794	0.940679	0.0980539	
1.8	0.000950887	0.0102894	0.227627	0.000372118	0.00793741	0.227176	0.00057877	0.00235196	0.000450692	0.0312635	-0.00274779	0.311779	0.0192964	0.0193046	-0.00118543	0.757381	0.79164	-0.196648	0.0162293	0.0140494	-0.000668191	0.636044	0.699738	-0.11191	
1.825	0.000547051	0.0106852	0.227726	-3.17181e-05	0.00833328	0.227275	0.00057877	0.00235196	0.000450692	0.0307802	-0.00227387	0.311869	-0.0193337	0.0189566	0.00362081	-1.5452	-0.0139163	0.192249	-0.0161534	0.0158349	0.00396163	-1.29531	0.0714235	0.185193	
1.85	0.000885102	0.0112646	0.227711	0.000306332	0.00891267	0.22726	0.00057877	0.00235196	0.000450692	0.0312449	-0.0012998	0.311841	0.0185913	0.0389627	-0.00112109	1.517	0.800243	-0.189676	0.013522	0.0231755	-0.000608029	1.18702	0.293622	-0.182786	
1.875	0.000527657	0.0115318	0.22759	-5.11131e-05	0.00917983	0.227139	0.00057877	0.00235196	0.000450692	0.0307494	-0.000801728	0.311734	-0.0198217	0.0199231	-0.00427607	-1.53652	-0.761585	-0.126199	-0.0142978	0.0106864	-0.0048319	-1.11279	-0.499563	-0.168955	
1.9	0.000512653	0.0125706	0.227642	-6.61171e-05	0.0102186	0.227192	0.00057877	0.00235196	0.000450692	0.0307268	0.000658198	0.311731	-0.000905755	0.058397	-0.000130233	0.756637	1.53896	0.165833	-0.00060016	0.0415507	0.00209587	0.547906	1.23457	0.277111	
1.925	0.000841277	0.0131628	0.227528	0.000262507	0.0108109	0.227077	0.00057877	0.00235196	0.000450692	0.0311762	0.00164784	0.311541	0.0179789	0.0395858	-0.00759974	0.755388	-0.75245	-0.29878	0.013145	0.0236907	-0.00457527	0.549805	-0.714403	-0.266846	
1.95	0.000477519	0.0146049	0.227595	-0.000101251	0.0122529	0.227144	0.00057877	0.00235196	0.000450692	0.0306725	0.00358421	0.311557	-0.020148	0.0774548	0.000630197	-1.52508	1.51476	0.329198	-0.0145503	0.0576815	0.00267433	-1.10781	1.35963	0.289984	
1.975	0.000453897	0.0163713	0.227417	-0.000124872	0.0140194	0.226967	0.00057877	0.00235196	0.000450692	0.0306358	0.00648558	0.311426	-0.00146947	0.116055	-0.00521648	0.747143	1.544	-0.233867	-0.000944855	0.0706579	-0.00709871	0.544219	0.519056	-0.390922	
2	0.000433126	0.0179358	0.227338	-0.000145644	0.0155838	0.226888	0.00057877	0.00235196	0.000450692	0.0306023	0.00890256	0.311314	-0.00133788	0.0966792	-0.00451844	0.0052635	-0.775027	0.0279215	-0.000830847	0.0625783	-0.00316559	0.0045603	-0.323186	0.157325	
2.025	0.000413382	0.0206924	0.227423	-0.000165388	0.0183404	0.226972	0.00057877	0.00235196	0.000450692	0.0305694	0.0127454	0.311307	-0.00131812	0.153714	-0.000266081	0.000790529	2.28138	0.170094	-0.000789778	0.110263	0.00339504	0.00164278	1.90741	0.262425	
2.05	0.000392468	0.0232218	0.227381	-0.000186301	0.0208698	0.226931	0.00057877	0.00235196	0.000450692	0.0305348	0.0165849	0.311236	-0.00138395	0.153581	-0.00284729	-0.00263338	-0.00530099	-0.103248	-0.00083653	0.101176	-0.00166574	-0.00187009	-0.363482	-0.202431	
2.075	0.000377958	0.0262694	0.227526	-0.000200811	0.0239175	0.227075	0.00057877	0.00235196	0.000450692	0.0305107	0.0208895	0.311307	-0.000965034	0.172181	0.00287024	0.0167568	0.743971	0.228701	-0.000580399	0.121907	0.00577107	0.0102452	0.829222	0.297473	
2.1	0.000370625	0.0293325	0.227428	-0.000208145	0.0269805	0.226978	0.00057877	0.00235196	0.000450692	0.0304958	0.0256642	0.311271	-0.000594386	0.190989	-0.00146643	0.0148259	0.752327	-0.173467	-0.000293338	0.122521	-0.00389757	0.0114824	0.0245652	-0.386746	
2.125	0.000370697	0.0330483	0.227594	-0.000208073	0.0306963	0.227143	0.00057877	0.00235196	0.000450692	0.0304905	0.0309116	0.311381	-0.000212751	0.209896	0.00440989	0.0152654	0.756271	0.235053	2.87694e-06	0.148633	0.00661414	0.0118486	1.04446	0.420469	
2.15	0.000428071	0.0366669	0.227578	-0.000150698	0.034315	0.227127	0.00057877	0.00235196	0.000450692	0.0304906	0.0361591	0.311347	4.9504e-06	0.209903	-0.00137749	0.00870804	0.000311862	-0.231495	0.00229498	0.144746	-0.000642783	0.0916843	-0.155451	-0.290277	
2.175	0.000384895	0.0398827	0.227746	-0.000193875	0.0375307	0.227295	0.00057877	0.00235196	0.000450692	0.0305031	0.0409319	0.311527	0.000499516	0.19091	0.00723014	0.0197826	-0.75975	0.344305	-0.00172708	0.128631	0.00672831	-0.160882	-0.644629	0.294844	
2.2	0.000447003	0.0434269	0.227659	-0.000131767	0.0410749	0.227208	0.00057877	0.00235196	0.000450692	0.0305156	0.0461857	0.311469	0.000498357	0.210151	-0.00233127	-4.63513e-05	0.769646	-0.382456	0.00248433	0.141767	-0.00346456	0.168456	0.525473	-0.407714	
2.225	0.000842179	0.0466246	0.227657	0.000263409	0.0442727	0.227206	0.00057877	0.00235196	0.000450692	0.0310223	0.0509679	0.31147	0.0202699	0.191291	4.82742e-05	0.790863	-0.754384	0.0951817	0.015807	0.12791	-8.6139e-05	0.532908	-0.554304	0.135137	
2.25	0.0007871	0.0492084	0.227834	0.00020833	0.0468564	0.227383	0.00057877	0.00235196	0.000450692	0.031053	0.0548044	0.311649	0.00122693	0.153459	0.0071585	-0.76172	-1.51327	0.284409	-0.00220316	0.103349	0.00706745	-0.720408	-0.982432	0.286144	
2.275	0.000804904	0.0522204	0.227852	0.000226135	0.0498685	0.227401	0.00057877	0.00235196	0.000450692	0.0310837	0.0591236	0.311694	0.00122694	0.172766	0.00179528	2.87172e-07	0.772266	-0.214528	0.000712197	0.120483	0.000713674	0.116614	0.685364	-0.254151	
2.3	0.000820693	0.0549619	0.227902	0.000241923	0.0526099	0.227451	0.00057877	0.00235196	0.000450692	0.0311127	0.0629683	0.311755	0.0011601	0.153788	0.0024494	-0.00267369	-0.759112	0.0261645	0.000631535	0.109657	0.00200615	-0.00322648	-0.43305	0.0516991	
2.325	0.000913473	0.0568431	0.227854	0.000334703	0.0544911	0.227403	0.00057877	0.00235196	0.000450692	0.0311401	0.0658593	0.311787	0.00109652	0.11564	0.00127767	-0.00254316	-1.52593	-0.0468689	0.00371119	0.0752484	-0.00190325	0.123186	-1.37634	-0.156376	
2.35	0.00085031	0.0587523	0.227767	0.000271541	0.0564003	0.227316	0.00057877	0.00235196	0.000450692	0.031165	0.0687503	0.311713	0.000997335	0.115642	-0.00296577	-0.0039674	9.60332e-05	-0.169738	-0.0025265	0.0763673	-0.00350014	-0.249508	0.0447579	-0.0638754	
