Time	IMU_ddx	IMU_ddy	IMU_ddz	IMU_yaw	IMU_roll	IMU_pitch	
0.008	0.0522	-0.1719	1.0393	0.1809	-0.0064	-0.0313	
0.043	-0.0415	-0.0386	0.9597	0.1817	-0.0081	-0.0315	
0.078	-0.0789	0.0957	0.949	0.1822	-0.0083	-0.0307	
0.113	0.0449	-0.0024	0.9529	0.1831	-0.0097	-0.0288	
0.146	0.0188	0.0222	0.9656	0.1835	-0.0099	-0.0265	
0.181	0.041	0.0076	0.9834	0.1842	-0.0057	-0.0284	
0.216	-0.0229	-0.0105	0.96	0.1848	-0.0031	-0.0246	
0.25	0.0364	0.0212	1.0151	0.1851	0.0036	-0.0272	
0.293	0.0732	0.042	0.9998	0.1862	0.0057	-0.0323	
0.328	0.0378	-0.0337	1.0129	0.1869	0.0002	-0.0339	
0.363	-0.0112	-0.0535	1.0134	0.188	-0.0012	-0.0322	
0.397	0.0615	-0.0908	0.9551	0.1892	-0.0065	-0.0327	
0.431	0.0046	-0.0168	0.9685	0.1898	-0.0125	-0.0293	
0.466	0.0256	0.0334	0.9973	0.1908	-0.0119	-0.0284	
0.501	0.0349	-0.071	0.9978	0.1917	-0.014	-0.0274	
0.518	0.0264	0.041	0.9924	0.1921	-0.0095	-0.0277	
0.518	0.0264	0.041	0.9924	0.1921	-0.0095	-0.0277	
2.402	-0.1509	-0.5654	0.6606	0.2293	0.0002	-0.0223	
2.446	0.2444	-0.043	1.0972	0.2302	0.0005	-0.0251	
2.472	0.1094	0.1633	1.3337	0.2323	-0.0035	-0.0264	
2.498	-0.1035	0.0317	1.4268	0.2339	-0.0075	-0.0254	
2.524	-0.1228	-0.3867	0.7749	0.2356	-0.0144	-0.0277	
2.55	-0.0977	-0.0293	0.9531	0.2379	-0.0218	-0.0246	
2.575	-0.0906	-0.0796	1.0767	0.2405	-0.0303	-0.0221	
2.593	0.0154	0.1719	0.8179	0.2411	-0.0311	-0.0226	
2.619	-0.0308	-0.2805	0.9468	0.2424	-0.0383	-0.0216	
2.645	0.0256	0.3386	0.8398	0.2442	-0.0394	-0.0213	
2.671	-0.0801	-1.1934	1.0869	0.2459	-0.0422	-0.0204	
2.697	0.0449	-0.0657	0.7585	0.2475	-0.0396	-0.0241	
2.723	0.0371	-0.0222	0.8855	0.2483	-0.0392	-0.0228	
2.748	0.0735	0.3179	1.0903	0.2494	-0.0368	-0.0235	
2.775	0.0835	0.1777	1.0081	0.25	-0.0386	-0.0248	
2.801	0.0557	-0.1812	1.0684	0.251	-0.0423	-0.0255	
2.818	0.0066	-0.7329	0.8467	0.251	-0.0464	-0.0272	
2.844	0.1309	-0.1272	0.8799	0.2513	-0.0435	-0.0277	
2.869	-0.0713	-0.2019	1.2395	0.2515	-0.0431	-0.0268	
2.896	0.1174	-0.6213	1.1423	0.2533	-0.0412	-0.0258	
2.922	-0.1121	-0.0063	1.1118	0.2534	-0.0385	-0.0218	
2.948	-0.0134	-0.1003	0.9087	0.2534	-0.0395	-0.0202	
2.974	0.1196	-0.4976	0.9548	0.2546	-0.0413	-0.0191	
2.999	-0.0486	0.0291	1.0056	0.2544	-0.0379	-0.0158	
3.026	0.0657	0.1057	1.0776	0.2547	-0.0354	-0.017	
3.052	0.0061	-0.0979	1.0081	0.256	-0.0367	-0.0149	
3.069	0.0835	-0.2039	1.1399	0.2556	-0.0367	-0.0159	
3.095	0.1108	-0.2151	1.1177	0.2557	-0.0352	-0.0187	
3.121	0.0403	0.4585	1.1165	0.2557	-0.031	-0.0193	
3.147	0.0503	0.0203	1.0686	0.2549	-0.0293	-0.0217	
3.172	0.1833	-0.3359	1.1135	0.255	-0.0301	-0.0251	
3.199	0.1506	-0.3401	1.406	0.2549	-0.0319	-0.0282	
