Time	IMU_ddx	IMU_ddy	IMU_ddz	IMU_yaw	IMU_roll	IMU_pitch	
0.017	0.0315	-0.0474	1.0151	0.7463	0.0038	-0.0359	
0.052	0.0103	-0.0388	1.012	0.7476	-0.0026	-0.035	
0.087	0.0242	-0.0796	0.9946	0.7488	-0.0046	-0.0358	
0.12	0.0037	-0.0347	0.9812	0.7494	-0.0106	-0.0337	
0.155	-0.0264	0.0322	0.9988	0.7502	-0.0115	-0.0299	
0.19	0.0549	0.0283	0.9988	0.7504	-0.0067	-0.0307	
0.224	0.0769	0.0217	0.9939	0.751	-0.0023	-0.029	
0.259	0.0146	0.001	0.9919	0.7512	-0.0012	-0.0301	
0.294	0.0637	-0.1382	0.9973	0.752	0.0016	-0.0323	
0.327	-0.0024	-0.0159	0.9932	0.7525	0.0033	-0.0327	
0.362	0.0273	0.0427	1.0081	0.7534	0.0059	-0.0335	
0.397	0.0449	0.0454	1.0081	0.7542	0.0029	-0.0363	
0.431	0.0549	0.0125	1.0146	0.7554	0.0005	-0.0366	
0.466	0.0598	0.0305	1.0093	0.7561	-0.0002	-0.0359	
0.5	0.0513	-0.0796	1.0615	0.7572	-0.0061	-0.0336	
0.526	0.0049	-0.071	0.9568	0.7574	-0.0067	-0.0345	
0.526	0.0049	-0.071	0.9568	0.7574	-0.0067	-0.0345	
2.407	0.0251	0.7368	0.9585	0.788	0.0629	-0.0256	
2.441	-0.0181	0.0864	1.0947	0.7904	0.0592	-0.0255	
2.476	0.3333	0.1079	1.0359	0.7931	0.0449	-0.0299	
2.501	-0.0027	0.9766	1.5161	0.7935	0.0336	-0.0288	
2.528	-0.1443	-2.0879	1.4199	0.7909	0.0139	-0.0373	
2.545	-0.3916	-0.6328	1.0591	0.7916	0.0064	-0.0404	
2.571	-0.3809	-0.3345	1.5337	0.8004	-0.0103	-0.051	
2.597	-0.1653	0.5007	1.009	0.8074	-0.0241	-0.0611	
2.622	0.9954	-1.4917	1.4077	0.8161	-0.0363	-0.0648	
2.648	0.5874	-3.0542	1.3989	0.8136	-0.0472	-0.0656	
2.674	-0.928	0.7129	0.3088	0.811	-0.0436	-0.0626	
2.7	-0.355	-5.0522	-0.0754	0.8105	-0.053	-0.0644	
2.726	-0.4485	-4.0371	-0.2476	0.8091	-0.0683	-0.0646	
2.752	0.5303	-0.5605	1.7051	0.801	-0.0714	-0.0696	
2.778	0.1035	-1.0051	0.8933	0.8008	-0.0738	-0.0667	
2.795	0.4395	0.3313	1.5676	0.8017	-0.0674	-0.0675	
2.821	0.2856	0.4729	1.3091	0.8024	-0.0614	-0.0679	
2.846	0.6963	0.7986	0.7859	0.7995	-0.0498	-0.0704	
2.873	0.3081	1.0525	0.967	0.7985	-0.0293	-0.0674	
2.899	0.4546	-0.3411	1.061	0.7952	-0.0057	-0.0668	
2.924	0.4836	-0.0869	0.7683	0.7913	0.0198	-0.0676	
2.951	-0.1423	-1.1257	2.1033	0.7933	0.0488	-0.0572	
2.976	0.2832	-0.9775	1.2246	0.7938	0.0747	-0.0505	
3.002	0.2681	-2.4409	1.179	0.7876	0.0924	-0.052	
3.028	-0.4341	0.1069	0.908	0.7788	0.1118	-0.046	
3.045	-0.2168	-2.3582	1.5481	0.7715	0.1189	-0.0398	
3.071	-0.075	0.9751	0.1323	0.7671	0.1493	-0.0332	
3.096	-0.4697	0.4299	-1.9358	0.7614	0.1624	-0.0191	
3.123	-0.5618	-0.0676	0.3022	0.7665	0.1823	-0.0055	
3.148	-0.2112	-0.821	0.7446	0.7731	0.1952	0.0042	
3.174	0.1919	1.5232	1.3022	0.7818	0.2174	0.014	
3.2	-0.5845	-0.1357	-0.144	0.7876	0.235	0.0213	
3.226	-0.6921	-0.1687	1.0532	0.7914	0.2497	0.0234	
3.252	0.0923	-0.1267	2.8232	0.7952	0.2691	0.0213	
3.277	0.1179	0.4202	2.0405	0.7913	0.2834	0.0228	
3.303	-0.8789	-0.2798	0.1565	0.7894	0.2974	0.0216	
3.32	0.0283	0.3286	0.8081	0.7899	0.3127	0.0148	
3.347	-0.2068	0.3386	0.8694	0.788	0.3204	0.0123	
3.373	0.2434	0.6797	0.6738	0.7898	0.3279	0.0057	
3.398	0.3328	2.3547	2.6936	0.7949	0.3309	-0.0011	
3.425	0.1716	2.4204	1.3855	0.7914	0.3241	-0.0096	
3.451	-0.1506	1.667	-0.0955	0.7887	0.3095	-0.0189	
3.476	-0.115	1.5613	0.0283	0.7991	0.308	-0.0269	
3.502	-0.0925	0.3706	2.1663	0.8005	0.2905	-0.0364	
3.527	0.0349	-0.1123	0.2771	0.7927	0.2661	-0.049	
3.553	0.4653	1.4805	-0.5295	0.7912	0.2403	-0.0605	
3.579	-0.4119	0.7017	0.196	0.7961	0.201	-0.0699	
3.596	0.6118	0.5562	2.0706	0.7967	0.1705	-0.0773	
3.622	0.1926	0.4368	0.9648	0.8004	0.1217	-0.0836	
3.647	-0.1465	0.7021	0.2156	0.8117	0.0688	-0.0855	
3.674	-0.2991	-0.4768	0.094	0.8145	0.002	-0.0849	
3.699	0.1694	0.6404	1.8713	0.8164	-0.0497	-0.0872	
3.725	0.9954	-1.584	1.6541	0.8282	-0.1173	-0.0841	
3.751	-0.6174	1.5491	0.6138	0.8309	-0.1579	-0.0685	
3.777	-0.3115	-1.2603	0.7214	0.8213	-0.2102	-0.0783	
3.803	0.2144	-0.3997	0.9717	0.8105	-0.2453	-0.0883	
3.828	-0.3984	0.103	1.2612	0.8103	-0.2667	-0.0945	
3.846	1.1123	1.4165	0.8804	0.8175	-0.2781	-0.1032	
3.871	1.0417	1.0437	2.3267	0.8304	-0.2974	-0.1089	
