R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	
4.87912	5.61154	-0.0108066	-6.28571	-4.17582	4.77582	5.84615	0.00029207	-5.23462	-4.46044	-121.05	-236.72	-309.35	-1721.6	852.73	-355.08	1027.58	1735.05	
4.61538	5.52363	-0.0115625	-6.10989	-4	4.68791	5.84615	-0.000103084	-5.23462	-4.46044	56.49	-282.45	-1490.26	-1275.06	815.07	-505.72	885.01	1100.21	
4.43956	5.61154	-0.0120694	-4.96703	-3.82418	4.33626	5.75824	-0.00179537	-5.23462	-4.10879	-887.7	-468.06	-454.61	624.08	680.57	-516.48	796.24	1059.86	
4	5.52363	-0.0128425	-4.96703	-3.91209	3.8967	5.75824	-0.00350484	-5.23462	-3.75714	-1119.04	-390.05	1404.18	1506.4	320.11	-739.75	656.36	898.46	
3.56044	5.52363	-0.0133923	-6.02198	-4	3.36923	5.75824	-0.00490506	-5.32253	-3.14176	-618.7	-478.82	384.67	1813.06	403.5	-763.96	559.52	928.05	
2.94505	5.52363	-0.0131346	-6.1978	-3.2967	2.75385	5.75824	-0.00643413	-5.23462	-2.52637	-562.21	-481.51	-1447.22	1552.13	540.69	-739.75	532.62	1170.15	
2.06593	5.52363	-0.0126277	-5.23077	-2.41758	1.78681	5.67033	-0.00782576	-5.32253	-1.64725	-341.63	-459.99	-556.83	952.26	855.42	-527.24	503.03	979.16	
1.01099	5.61154	-0.0123786	-5.40659	-1.53846	0.907692	5.58242	-0.0090284	-5.41044	-0.68022	-1143.25	-255.55	-312.04	1961.01	419.64	-279.76	503.03	1277.75	
0.043956	5.61154	-0.0123099	-5.40659	0.043956	-0.147253	5.58242	-0.0112962	-5.32253	0.286813	-451.92	-269	-583.73	61.87	295.9	-290.52	540.69	696.71	
-0.835165	5.61154	-0.0122927	-5.31868	1.01099	-1.02637	5.58242	-0.0128167	-5.32253	1.07802	-954.95	-177.54	-578.35	-833.9	91.46	-282.45	330.87	-37.66	
-1.8022	5.69945	-0.0118117	-5.40659	1.36264	-1.99341	5.58242	-0.0132806	-5.49835	1.95714	-844.66	37.66	-538	-2082.06	446.54	-207.13	10.76	-632.15	
-2.50549	5.69945	-0.011657	-5.49451	1.53846	-2.6967	5.49451	-0.0137702	-5.49835	2.74835	-1466.05	45.73	-312.04	-2087.44	147.95	-8.07	83.39	954.95	
-3.20879	5.69945	-0.0115368	-5.58242	1.53846	-3.48791	5.40659	-0.0135898	-5.49835	3.18791	-1102.9	61.87	-59.18	-2084.75	263.62	274.38	112.98	1786.16	
-3.91209	5.87527	-0.00903699	-5.84615	3.12088	-3.92747	5.40659	-0.0130572	-5.32253	3.36374	-710.16	476.13	-13.45	-2041.71	69.94	365.84	548.76	1398.8	
-4.26374	5.87527	-0.00432951	-5.84615	4.35165	-4.27912	5.31868	-0.0114251	-4.79505	3.8033	-1132.49	314.73	-185.61	-1253.54	796.24	443.85	-320.11	69.94	
-4.79121	5.96319	-0.00233656	-5.58242	4.35165	-4.71868	5.31868	-0.0106691	-5.41044	4.50659	-462.68	540.69	344.32	-1654.35	59.18	363.15	282.45	-263.62	
-4.96703	5.87527	-0.000627091	-5.93407	4.7033	-4.98242	5.31868	-0.0100592	-5.41044	4.68242	-53.8	320.11	102.22	-855.42	532.62	427.71	72.63	-650.98	
-5.05495	5.87527	-0.000103084	-5.84615	4.96703	-4.89451	5.49451	-0.00996474	-5.49835	4.77033	-107.6	269	10.76	-500.34	274.38	287.83	43.04	-408.88	
-5.05495	5.87527	-0.00140022	-5.67033	4.87912	-4.89451	5.49451	-0.0101967	-5.41044	4.68242	110.29	217.89	172.16	-465.37	591.8	325.49	72.63	-747.82	
-4.79121	5.78736	-0.00421783	-5.58242	4.7033	-4.80659	5.40659	-0.0109526	-5.49835	4.50659	777.41	86.08	129.12	59.18	285.14	139.88	43.04	-887.7	
-4.52747	5.87527	-0.0076969	-5.67033	4.17582	-4.36703	5.49451	-0.0117429	-5.49835	4.24286	667.12	64.56	-56.49	-535.31	158.71	37.66	290.52	-347.01	
-4.17582	5.69945	-0.0101967	-5.58242	3.82418	-3.92747	5.49451	-0.0126191	-5.41044	3.71538	212.51	56.49	-266.31	-438.47	102.22	-37.66	298.59	-8.07	
-3.56044	5.69945	-0.0123271	-5.40659	3.38462	-3.4	5.49451	-0.0130572	-5.41044	3.45165	0	164.09	-441.16	-247.48	742.44	-260.93	234.03	274.38	
-2.94505	5.61154	-0.0131517	-5.40659	2.68132	-2.6967	5.49451	-0.0126793	-5.41044	2.83626	212.51	69.94	-425.02	239.41	572.97	-43.04	279.76	650.98	
-2.06593	5.61154	-0.0129971	-5.58242	1.97802	-1.99341	5.58242	-0.0123614	-5.41044	2.13297	543.38	48.42	-347.01	446.54	438.47	-48.42	271.69	1396.11	
-1.18681	5.61154	-0.0128683	-5.58242	1.0989	-1.02637	5.58242	-0.0122326	-5.41044	1.34176	-86.08	48.42	-201.75	489.58	788.17	-32.28	250.17	1853.41	
-0.043956	5.61154	-0.0127824	-5.49451	0.747253	-0.147253	5.58242	-0.0121209	-5.41044	0.286813	-86.08	-91.46	-32.28	-1761.95	1258.92	-72.63	242.1	1783.47	
0.835165	5.61154	-0.0129971	-5.40659	-1.0989	0.81978	5.49451	-0.0121381	-5.41044	-0.504396	-677.88	-260.93	104.91	-430.4	1046.41	-228.65	234.03	2028.26	
1.8022	5.52363	-0.0129799	-5.67033	-2.32967	1.78681	5.58242	-0.0123271	-5.41044	-1.20769	118.36	-242.1	61.87	309.35	938.81	-255.55	234.03	1939.49	
2.68132	5.52363	-0.0131775	-5.58242	-2.94505	2.57802	5.67033	-0.0125075	-5.49835	-2.35055	-86.08	-298.59	121.05	-659.05	804.31	-425.02	239.41	1541.37	
3.38462	5.52363	-0.0130916	-5.49451	-3.38462	3.28132	5.67033	-0.0121209	-5.49835	-3.14176	-185.61	-422.33	239.41	-1304.65	1433.77	-433.09	156.02	963.02	
3.91209	5.43571	-0.0122326	-5.40659	-4.26374	3.8967	5.58242	-0.00962972	-5.41044	-3.84505	-589.11	-247.48	-554.14	1151.32	747.82	-242.1	295.9	1431.08	
4.35165	5.61154	-0.010755	-5.23077	-4.17582	4.42418	5.58242	-0.00600461	-5.85	-4.37253	-696.71	8.07	-852.73	255.55	10.76	-123.74	1100.21	949.57	
4.7033	5.61154	-0.00962113	-5.31868	-4.61538	4.86374	5.67033	-0.00444118	-5.76209	-4.63626	-952.26	260.93	-801.62	-532.62	196.37	169.47	137.19	-1654.35	
4.87912	5.69945	-0.00923456	-5.40659	-4.96703	5.03956	5.49451	-0.00138304	-6.37747	-4.9	-928.05	282.45	-333.56	-852.73	645.6	443.85	505.72	-1614	
5.05495	5.69945	-0.00957818	-5.58242	-5.05495	5.03956	5.58242	-0.000627091	-6.11374	-4.54835	-1162.08	384.67	-86.08	-1129.8	231.34	312.04	1369.21	-1487.57	
4.96703	5.69945	-0.00971562	-5.58242	-5.14286	4.95165	5.49451	-0.00297224	-5.05879	-4.37253	-949.57	395.43	-104.91	-1640.9	139.88	470.75	266.31	-1431.08	
4.87912	5.78736	-0.00993038	-5.40659	-5.05495	4.86374	5.40659	-0.00426079	-5.05879	-4.54835	-1223.95	446.54	349.7	-1936.8	182.92	478.82	-1119.04	1307.34	
4.61538	5.78736	-0.0103685	-5.67033	-5.05495	4.33626	5.40659	-0.00668325	-5.76209	-4.9	-1404.18	481.51	161.4	-1987.91	295.9	416.95	-433.09	1710.84	
4.26374	5.78736	-0.0113735	-5.67033	-4.96703	4.07253	5.40659	-0.00985307	-6.20165	-4.63626	-1600.55	478.82	150.64	-2012.12	104.91	379.29	1205.12	839.28	
3.56044	5.69945	-0.0118288	-5.75824	-4.79121	3.45714	5.31868	-0.0130315	-5.32253	-3.49341	-1148.63	459.99	303.97	-1982.53	282.45	317.42	-406.19	-890.39	
3.12088	5.78736	-0.0127652	-5.75824	-4.17582	2.66593	5.40659	-0.013315	-5.85	-3.05385	-1172.84	435.78	279.76	-1818.44	88.77	446.54	847.35	287.83	
2.15385	5.78736	-0.0124989	-5.67033	-2.85714	1.78681	5.31868	-0.0130744	-5.76209	-2.26264	-989.92	478.82	279.76	-1880.31	34.97	355.08	979.16	-597.18	
1.27473	5.69945	-0.0124387	-5.75824	-1.97802	0.995604	5.31868	-0.0125848	-4.88297	-0.856044	-1347.69	360.46	234.03	-1856.1	287.83	376.6	-1398.8	-1275.06	
0.307692	5.78736	-0.0123786	-5.67033	-0.923077	-0.0593407	5.31868	-0.0124645	-5.76209	0.110989	-567.59	422.33	290.52	-1885.69	225.96	481.51	-51.11	-1576.34	
-0.747253	5.78736	-0.0123958	-5.67033	0.395604	-0.938462	5.31868	-0.0125161	-5.58626	1.16593	-1248.16	508.41	199.06	-1788.85	64.56	529.93	161.4	-637.53	
-1.8022	5.69945	-0.0126277	-5.67033	1.71429	-1.99341	5.31868	-0.0125504	-5.41044	2.04505	-556.83	492.27	182.92	-1105.59	347.01	446.54	182.92	193.68	
-2.59341	5.78736	-0.0131603	-5.67033	2.68132	-2.78462	5.31868	-0.0125332	-5.41044	2.92418	-866.18	443.85	134.5	-209.82	441.16	379.29	290.52	1022.2	
-3.38462	5.78736	-0.0128683	-5.40659	3.38462	-3.48791	5.31868	-0.011992	-5.49835	3.62747	-408.88	320.11	185.61	-279.76	893.08	279.76	255.55	715.54	
-3.91209	5.61154	-0.0109612	-5.75824	4.17582	-4.1033	5.49451	-0.0114251	-5.41044	4.24286	-137.19	88.77	-150.64	67.25	893.08	-199.06	269	1116.35	
-4.43956	5.52363	-0.00737047	-6.10989	4.79121	-4.36703	5.58242	-0.0108066	-5.41044	4.68242	-919.98	-228.65	-145.26	1014.13	957.64	-433.09	303.97	750.51	
-4.79121	5.61154	-0.0034533	-6.46154	4.43956	-4.71868	5.75824	-0.0100506	-5.41044	4.94615	-427.71	-503.03	-737.06	1581.72	645.6	-715.54	395.43	1183.6	
-4.87912	5.61154	-0.00130572	-6.1978	4.43956	-4.98242	5.75824	-0.00924315	-5.32253	5.03407	51.11	-667.12	-1175.53	1678.56	1197.05	-543.38	508.41	1108.28	
-4.96703	5.52363	-0.00059273	-5.05495	4.52747	-4.98242	5.84615	-0.0092002	-5.32253	5.20989	-352.39	-669.81	-67.25	930.74	1035.65	-683.26	556.83	1336.93	
-4.96703	5.61154	-0.00155484	-5.23077	4.52747	-5.07033	5.75824	-0.00934624	-5.23462	5.20989	-330.87	-462.68	1385.35	-704.78	954.95	-712.85	556.83	1877.62	
-4.79121	5.61154	-0.00540329	-5.58242	5.49451	-4.98242	5.75824	-0.00958677	-5.32253	5.12198	-147.95	-457.3	1070.62	-1565.58	1460.67	-688.64	626.77	1891.07	
-4.43956	5.61154	-0.00786012	-6.54945	5.14286	-4.63077	5.75824	-0.0105317	-5.32253	5.03407	-110.29	-468.06	-589.11	-1557.51	1444.53	-532.62	594.49	1993.29	
-4.17582	5.52363	-0.0106691	-5.75824	4.7033	-4.19121	5.67033	-0.0108495	-5.32253	4.85824	-99.53	-384.67	-1113.66	-793.55	1492.95	-672.5	680.57	1969.08	
-3.47253	5.61154	-0.0121724	-4.79121	4.08791	-3.66374	5.67033	-0.0114165	-5.32253	4.85824	-368.53	-333.56	341.63	470.75	1264.3	-481.51	634.84	1977.15	
-2.85714	5.61154	-0.0127824	-5.31868	3.03297	-2.96044	5.67033	-0.0117	-5.23462	4.94615	-190.99	-217.89	1342.31	1285.82	1517.16	-476.13	524.55	2047.09	
-2.06593	5.61154	-0.0128683	-6.37363	1.45055	-2.25714	5.67033	-0.0116914	-5.32253	4.94615	-115.67	-247.48	-153.33	1579.03	1059.86	-484.2	626.77	2020.19	
-1.0989	5.52363	-0.0127824	-6.02198	0.571429	-1.2022	5.67033	-0.0117086	-5.23462	4.94615	344.32	-449.23	-1334.24	1420.32	1388.04	-532.62	616.01	2012.12	
