R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	
7.51648	5.52363	0.0141998	-5.49451	-7.69231	7.41319	5.49451	0.0230649	-5.49835	-7.44945	-478.82	51.11	-368.53	-538	446.54	61.87	-86.08	-24.21	
7.69231	5.61154	0.014174	-5.49451	-7.6044	7.5011	5.49451	0.0231079	-5.49835	-7.53736	-524.55	78.01	-392.74	-815.07	147.95	5.38	-75.32	239.41	
7.6044	5.61154	0.0141396	-5.49451	-7.69231	7.58901	5.49451	0.0231251	-5.76209	-7.53736	-909.22	217.89	-400.81	-965.71	75.32	215.2	193.68	290.52	
7.6044	5.69945	0.0141396	-5.40659	-7.69231	7.58901	5.49451	0.0231422	-5.58626	-7.27363	-1417.63	182.92	-425.02	-1137.87	161.4	212.51	-497.65	-433.09	
7.6044	5.69945	0.0141396	-5.40659	-7.51648	7.5011	5.49451	0.0231422	-6.20165	-7.27363	-1802.3	328.18	-347.01	-807	83.39	433.09	231.34	365.84	
7.51648	5.78736	0.0141396	-5.49451	-7.34066	7.58901	5.58242	0.0231165	-6.28956	-7.36154	-1616.69	497.65	-322.8	-707.47	476.13	489.58	1296.58	1371.9	
7.25275	5.78736	0.0141654	-5.49451	-6.98901	7.5011	5.49451	0.0230907	-5.58626	-7.88901	-2028.26	497.65	-328.18	-419.64	129.12	492.27	624.08	1522.54	
6.98901	5.78736	0.0141826	-5.58242	-6.63736	7.14945	5.49451	0.0230735	-5.58626	-7.71319	-1885.69	538	-217.89	-220.58	161.4	484.2	-540.69	1030.27	
6.54945	5.78736	0.0141912	-5.58242	-6.1978	6.70989	5.49451	0.0230649	-5.67418	-6.65824	-1888.38	559.52	-78.01	161.4	266.31	414.26	110.29	59.18	
5.93407	5.78736	0.0141912	-5.58242	-5.67033	6.18242	5.40659	0.0230649	-5.49835	-6.13077	-1121.73	564.9	69.94	72.63	446.54	392.74	215.2	266.31	
5.31868	5.78736	0.0141912	-5.67033	-5.14286	5.47912	5.49451	0.0230649	-5.41044	-5.42747	-769.34	468.06	169.47	43.04	403.5	301.28	-115.67	406.19	
4.61538	5.69945	0.0141912	-5.58242	-4.61538	4.86374	5.40659	0.0230993	-5.49835	-4.72418	-438.47	279.76	-2.69	193.68	373.91	234.03	-40.35	86.08	
3.73626	5.69945	0.0141826	-5.49451	-3.64835	4.16044	5.49451	0.0231165	-5.49835	-3.93297	-599.87	266.31	18.83	-1000.68	344.32	129.12	29.59	-134.5	
2.76923	5.61154	0.014174	-5.58242	-2.94505	3.10549	5.40659	0.0231337	-5.49835	-2.96593	-481.51	260.93	-72.63	-1240.09	64.56	217.89	104.91	-279.76	
1.8022	5.69945	0.014174	-5.58242	-2.06593	2.05055	5.40659	0.0231337	-5.41044	-2.08681	-629.46	266.31	-78.01	-1659.73	-102.22	169.47	107.6	24.21	
0.835165	5.69945	0.014174	-5.58242	-1.0989	1.08352	5.40659	0.0231337	-5.49835	-0.943956	-726.3	228.65	-231.34	-1907.21	282.45	255.55	134.5	0	
-0.307692	5.69945	0.014174	-5.58242	-0.307692	-0.147253	5.40659	0.0231337	-5.49835	0.198901	-871.56	258.24	-239.41	-1909.9	34.97	231.34	53.8	-247.48	
-1.27473	5.69945	0.0177218	-5.49451	0.571429	-1.2022	5.40659	0.0262605	-5.41044	1.42967	-1202.43	209.82	-177.54	-1874.93	88.77	199.06	204.44	-1371.9	
