L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	
9.88846	5.40659	-0.00235374	-5.23077	-9.8022	11.1934	5.23077	-0.00403744	-5.2967	-11.4176	-833.9	129.12	-347.01	-755.89	774.72	-2.69	-110.29	-363.15	
9.88846	5.49451	-0.00235374	-5.23077	-9.8022	11.2813	5.23077	-0.00402885	-5.2967	-11.3297	-831.21	26.9	-368.53	-750.51	793.55	-2.69	-255.55	-293.21	
9.88846	5.49451	-0.00235374	-5.23077	-9.8022	11.1934	5.23077	-0.00402885	-5.20879	-11.3297	-1102.9	129.12	-338.94	-750.51	782.79	-2.69	-212.51	-306.66	
9.88846	5.49451	-0.00235374	-5.23077	-9.71429	11.1934	5.23077	-0.00402885	-5.20879	-11.4176	-1003.37	64.56	-314.73	-728.99	798.93	-2.69	-174.85	-185.61	
9.80055	5.40659	-0.00235374	-5.23077	-9.71429	11.1934	5.23077	-0.00401167	-5.2967	-11.4176	-1032.96	126.43	-333.56	-836.59	801.62	0	-209.82	-78.01	
9.80055	5.49451	-0.00235374	-5.23077	-9.71429	11.1055	5.23077	-0.0039859	-5.2967	-11.2418	-798.93	75.32	-347.01	-828.52	790.86	0	-166.78	-390.05	
9.80055	5.49451	-0.00235374	-5.14286	-9.71429	11.1055	5.23077	-0.0039859	-5.2967	-11.2418	-928.05	24.21	-465.37	-788.17	785.48	0	-209.82	-373.91	
9.80055	5.49451	-0.00235374	-5.23077	-9.71429	11.1055	5.23077	-0.0039859	-5.2967	-11.1538	-1205.12	161.4	-330.87	-1078.69	470.75	0	-177.54	-422.33	
9.71264	5.49451	-0.00235374	-5.14286	-9.71429	11.0176	5.23077	-0.0039859	-5.2967	-11.1538	-987.23	150.64	-352.39	-1110.97	785.48	69.94	-150.64	-209.82	
9.71264	5.49451	-0.00235374	-5.14286	-9.62637	11.0176	5.31868	-0.0039859	-5.20879	-11.1538	-1188.98	204.44	-309.35	-1070.62	769.34	0	-177.54	-59.18	
9.53681	5.49451	-0.00235374	-5.23077	-9.53846	10.9297	5.31868	-0.0039859	-5.2967	-11.0659	-820.45	131.81	-368.53	-1358.45	696.71	48.42	-166.78	-341.63	
9.53681	5.40659	-0.00235374	-5.23077	-9.45055	10.8418	5.31868	-0.0039859	-5.20879	-10.978	-1205.12	137.19	-295.9	-1275.06	672.5	5.38	-215.2	-43.04	
9.36099	5.49451	-0.00235374	-5.23077	-9.36264	10.7538	5.31868	-0.0039859	-5.2967	-10.8901	-1172.84	29.59	-355.08	-1396.11	562.21	21.52	-112.98	-199.06	
9.27308	5.49451	-0.00235374	-5.14286	-9.27473	10.578	5.31868	-0.0039859	-5.2967	-10.7143	-1194.36	86.08	-516.48	-1310.03	508.41	72.63	-177.54	-381.98	
9.18516	5.49451	-0.00235374	-5.14286	-9.18681	10.4901	5.31868	-0.0039859	-5.20879	-10.7143	-903.84	177.54	-505.72	-1320.79	489.58	121.05	-199.06	-360.46	
9.00934	5.49451	-0.00235374	-5.14286	-8.92308	10.3143	5.31868	-0.0039859	-5.2967	-10.4505	-1202.43	43.04	-516.48	-1229.33	476.13	10.76	-255.55	13.45	
8.7456	5.40659	-0.00235374	-5.23077	-8.83516	10.0505	5.31868	-0.0039859	-5.2967	-10.2747	-1159.39	112.98	-494.96	-1452.6	567.59	2.69	-64.56	131.81	
8.56978	5.49451	-0.000927752	-5.23077	-8.57143	9.96264	5.31868	-0.0026544	-5.2967	-10.011	-1194.36	64.56	-492.27	-1218.57	459.99	18.83	-126.43	199.06	
8.30604	5.49451	-0.000541188	-5.14286	-8.3956	9.6989	5.23077	-0.0022163	-5.38462	-9.74725	-1269.68	158.71	-481.51	-1404.18	594.49	2.69	-48.42	-607.94	
7.9544	5.49451	-0.000266299	-5.23077	-7.95604	9.17143	5.31868	-0.00195	-5.2967	-9.3956	-1258.92	174.85	-521.86	-1433.77	769.34	13.45	-83.39	-338.94	
