Time	IMU_ddx	IMU_ddy	IMU_ddz	IMU_yaw	IMU_roll	IMU_pitch	
0.017	0.9722	0.0288	-0.0415	2.8106	2.5972	-1.5203	
0.052	0.9814	0.0229	-0.0386	2.7863	2.6214	-1.5228	
0.087	0.9788	0.0264	-0.0508	2.7577	2.6499	-1.5181	
0.122	0.9814	0.0198	-0.0427	2.7598	2.6476	-1.5212	
0.157	0.9788	0.0212	-0.0352	2.7608	2.6464	-1.5186	
0.192	0.9802	0.0188	-0.043	2.7068	2.7004	-1.5212	
0.227	0.9702	0.0181	-0.0459	2.7707	2.6363	-1.5211	
0.263	0.978	0.02	-0.0361	2.7618	2.645	-1.5239	
0.297	0.98	0.0273	-0.0378	2.7934	2.6131	-1.5237	
0.332	0.9722	0.0239	-0.0403	2.767	2.6393	-1.522	
0.368	0.9773	0.0215	-0.0288	2.7728	2.6334	-1.5244	
0.403	0.9741	0.0225	-0.0413	2.7595	2.6466	-1.5238	
0.438	0.9771	0.0247	-0.0354	2.8061	2.5997	-1.5255	
0.474	0.9775	0.02	-0.0325	2.7946	2.6111	-1.5257	
0.508	0.9763	0.0208	-0.033	2.8125	2.5931	-1.5285	
0.535	0.9761	0.0251	-0.0381	2.8275	2.578	-1.5246	
0.535	0.9761	0.0251	-0.0381	2.8275	2.578	-1.5246	
2.404	1.1145	0.1555	-0.1997	2.5854	2.8924	-1.5159	
2.439	1.0308	-0.0115	-0.197	2.5556	2.9359	-1.5133	
2.475	1.1394	0.0591	0.3403	2.564	2.9404	-1.513	
2.492	0.9565	0.2546	-0.2026	2.56	2.9472	-1.5109	
2.518	1.0825	0.1067	0.1091	2.5193	2.9906	-1.5129	
2.544	1.0974	-0.0229	0.2017	2.5171	2.9942	-1.5141	
2.571	1.0459	0.1943	-0.0483	2.6138	2.8994	-1.5134	
2.597	0.9492	-0.0544	-0.0083	2.5843	2.929	-1.5149	
2.623	0.9785	-0.1157	-0.0544	2.5465	2.9669	-1.5149	
2.641	0.9202	0.051	-0.0676	2.5833	2.9297	-1.5143	
2.667	0.8127	0.166	-0.2427	2.6273	2.8855	-1.515	
2.694	0.8938	0.1572	-0.313	2.6663	2.8455	-1.5125	
2.72	0.8186	0.1838	-0.2754	2.6622	2.8458	-1.5119	
2.747	0.78	-0.0339	-0.0422	2.5921	2.9071	-1.5124	
2.773	0.8125	0.0928	-0.1812	2.6389	2.8511	-1.5124	
2.799	0.9639	0.2444	-0.1375	2.6915	2.7884	-1.5133	
2.817	0.9844	0.0708	-0.1746	2.7094	2.7629	-1.5129	
2.843	1.0237	0.1226	0.2073	2.7146	2.7456	-1.5133	
2.87	0.9551	0.0474	0.2888	2.7424	2.706	-1.5137	
2.895	1.1758	0.0542	0.2278	2.7684	2.6708	-1.5136	
2.922	1.1143	0.1416	-0.0442	2.7976	2.635	-1.5129	
2.949	1.158	0.2041	-0.0474	2.7786	2.6493	-1.5104	
2.966	1.0596	-0.168	-0.1858	2.7262	2.6985	-1.5107	
2.993	1.1714	0.1274	0.1062	2.7283	2.6942	-1.512	
3.018	1.0486	0.064	0.0278	2.7265	2.6939	-1.5128	
3.045	0.9033	0.0037	-0.0903	2.7028	2.7176	-1.5113	
3.072	0.9829	0.0166	-0.0364	2.7473	2.6728	-1.5121	
3.098	1.0264	0.1023	-0.0413	2.8163	2.6052	-1.5097	
3.124	1.0564	0.0911	-0.0947	2.8068	2.6162	-1.5088	
3.142	0.7288	-0.2473	-0.1775	2.7652	2.6593	-1.5097	
3.168	0.8342	-0.0605	-0.2012	2.7461	2.6821	-1.5085	
3.194	0.8103	-0.1797	-0.2598	2.7172	2.7178	-1.5075	
3.221	0.9556	-0.2092	0.0359	2.6544	2.7889	-1.5105	
3.247	0.9817	-0.0693	-0.156	2.6609	2.7914	-1.5098	
3.273	1.0718	-0.02	0.0825	2.6958	2.767	-1.5126	
3.3	1.032	0.0342	-0.032	2.7347	2.7396	-1.5125	
3.317	1.0693	0.2815	-0.0872	2.7431	2.7376	-1.5128	
3.344	1.1746	0.062	-0.104	2.7177	2.7706	-1.5122	
3.369	1.1003	0.1362	0.0981	2.7229	2.7729	-1.513	
3.396	1.1416	0.1335	0.2139	2.7587	2.7431	-1.5134	
3.423	1.0664	0.1802	-0.0034	2.7888	2.7171	-1.513	
3.449	0.948	-0.1509	-0.0166	2.7643	2.7438	-1.5118	
3.467	1.0547	0.2173	0.1189	2.777	2.7319	-1.5137	
3.493	1.0093	0.0625	0.03	2.7663	2.7433	-1.5137	
3.519	0.9775	-0.0195	-0.0305	2.7382	2.7714	-1.5154	
3.546	0.9556	-0.0779	-0.0115	2.6337	2.8746	-1.5189	
3.572	0.9429	-0.1038	-0.0891	2.5673	2.9389	-1.518	
3.599	0.9673	0.0603	-0.1602	2.6093	2.8937	-1.5182	
3.624	0.8999	0.168	-0.1704	2.6746	2.825	-1.519	
3.643	0.8848	0.2095	0.0027	2.7331	2.7627	-1.5195	
3.669	0.9226	0.1987	-0.1519	2.7597	2.7276	-1.5178	
3.695	0.9209	0.0471	-0.1948	2.7399	2.7377	-1.5159	
3.722	0.9912	0.0054	-0.0547	2.7175	2.7475	-1.5158	
3.747	1.0203	-0.002	-0.0464	2.6232	2.8293	-1.5171	
3.774	1.1086	0.0774	0.012	2.6042	2.8382	-1.5168	
