L_C_roll_angle	L_C_pitch_angle	L_linear_dis	L_A_pitch_angle	L_A_roll_angle	R_C_roll_angle	R_C_pitch_angle	R_linear_dis	R_A_pitch_angle	R_A_roll_angle	L_C_roll_current	L_C_pitch_current	L_A_pitch_current	L_A_roll_current	R_C_roll_current	R_C_pitch_current	R_A_pitch_current	R_A_roll_current	
7.95604	5.52363	-0.0156086	-4.52747	-9.0989	8.02857	5.49451	-0.0159694	-5.32253	-8.15275	-971.09	0	-250.17	-360.46	758.58	-115.67	0	-274.38	
7.95604	5.52363	-0.0156086	-4.61538	-9.0989	8.02857	5.49451	-0.0159694	-5.32253	-8.06484	-949.57	0	-247.48	-381.98	624.08	-110.29	0	-123.74	
7.78022	5.52363	-0.0156086	-4.61538	-9.0989	8.02857	5.49451	-0.0159694	-5.32253	-8.06484	-1145.94	0	-244.79	-392.74	516.48	-43.04	0	-349.7	
7.69231	5.52363	-0.0156086	-4.52747	-9.0989	7.94066	5.49451	-0.0159694	-5.32253	-7.97692	-1092.14	0	-250.17	-416.95	944.19	-56.49	0	-40.35	
7.51648	5.52363	-0.0156086	-4.52747	-9.0989	7.67692	5.49451	-0.0159694	-5.32253	-7.8011	-1154.01	56.49	-244.79	-446.54	844.66	-34.97	0	-18.83	
7.42857	5.52363	-0.0156086	-4.61538	-9.0989	7.58901	5.49451	-0.0159694	-5.32253	-7.62527	-1288.51	-83.39	-274.38	-476.13	578.35	-32.28	10.76	-511.1	
7.16484	5.61154	-0.0156	-4.61538	-9.0989	7.32527	5.49451	-0.0159694	-5.32253	-7.36154	-1326.17	-2.69	-263.62	-519.17	521.86	-37.66	16.14	-680.57	
6.81319	5.61154	-0.0156	-4.52747	-9.0989	6.97363	5.49451	-0.0159694	-5.32253	-7.00989	-1318.1	-53.8	-279.76	-572.97	535.31	-34.97	61.87	-88.77	
6.54945	5.61154	-0.0156	-4.61538	-9.01099	6.62198	5.49451	-0.0159694	-5.41044	-6.65824	-1657.04	-5.38	-290.52	-642.91	406.19	-37.66	56.49	-753.2	
5.93407	5.61154	-0.0156	-4.52747	-8.74725	6.09451	5.49451	-0.0159694	-5.32253	-6.04286	-1398.8	-5.38	-290.52	-761.27	338.94	161.4	43.04	-220.58	
5.49451	5.61154	-0.0156	-4.61538	-8.57143	5.47912	5.40659	-0.0159694	-5.32253	-5.6033	-1584.41	-5.38	-285.14	-723.61	349.7	21.52	59.18	115.67	
4.87912	5.69945	-0.0156	-4.52747	-8.30769	4.86374	5.49451	-0.0159694	-5.32253	-4.9	-1514.47	80.7	-279.76	-782.79	150.64	34.97	53.8	-69.94	
4.08791	5.69945	-0.0156	-4.61538	-7.95604	3.98462	5.40659	-0.0159694	-5.32253	-4.02088	-1592.48	190.99	-279.76	-782.79	325.49	306.66	123.74	83.39	
3.20879	5.69945	-0.0156	-4.61538	-7.42857	3.10549	5.40659	-0.0159694	-5.23462	-3.40549	-1772.71	250.17	-228.65	-866.18	118.36	303.97	53.8	1420.32	
2.15385	5.69945	-0.0156	-4.52747	-6.81319	2.05055	5.31868	-0.0159694	-5.32253	-2.26264	-1796.92	400.81	-228.65	-960.33	29.59	451.92	56.49	1420.32	
0.923077	5.78736	-0.0156	-4.61538	-6.02198	0.907692	5.31868	-0.0159694	-5.41044	-1.11978	-1194.36	481.51	-231.34	-944.19	252.86	454.61	-2.69	1761.95	
-0.131868	5.78736	-0.0156	-4.61538	-5.23077	-0.147253	5.31868	-0.0159694	-5.58626	-0.416484	-1509.09	478.82	-228.65	-936.12	-5.38	449.23	0	1823.82	
-1.18681	5.78736	-0.012035	-4.61538	-4.17582	-1.29011	5.31868	-0.0123786	-5.49835	0.726374	-1614	443.85	-228.65	-979.16	34.97	422.33	0	1412.25	
-2.15385	5.78736	-0.0121381	-4.61538	-3.20879	-2.08132	5.31868	-0.012748	-5.58626	1.60549	-1648.97	446.54	-225.96	-922.67	435.78	379.29	0	-172.16	
-2.85714	5.69945	-0.0123099	-4.61538	-2.15385	-2.87253	5.31868	-0.0128253	-5.41044	2.74835	-1576.34	381.98	-228.65	-820.45	336.25	282.45	0	-1342.31	
-3.56044	5.69945	-0.01237	-4.61538	-0.923077	-3.4	5.31868	-0.0129112	-5.32253	3.89121	-1406.87	290.52	-231.34	-696.71	123.74	228.65	0	-1748.5	
-4.08791	5.69945	-0.0124044	-4.61538	0.395604	-3.92747	5.40659	-0.0130744	-5.23462	4.41868	-860.8	287.83	-236.72	-516.48	352.39	217.89	48.42	-1253.54	
-4.43956	5.78736	-0.0127136	-4.61538	1.89011	-4.27912	5.40659	-0.0132978	-4.97088	4.68242	-919.98	285.14	-236.72	-236.72	182.92	215.2	121.05	-836.59	
-4.61538	5.69945	-0.013839	-4.61538	3.47253	-4.45495	5.40659	-0.0132548	-4.88297	4.77033	-1041.03	282.45	-287.83	16.14	172.16	61.87	174.85	139.88	
-4.79121	5.69945	-0.0141568	-4.61538	5.05495	-4.63077	5.49451	-0.0130744	-4.97088	4.77033	-182.92	282.45	-295.9	169.47	656.36	115.67	110.29	1110.97	
-4.87912	5.69945	-0.0143887	-4.61538	5.23077	-4.71868	5.49451	-0.0126363	-4.97088	4.94615	-282.45	16.14	-231.34	34.97	866.18	0	75.32	1737.74	
-4.61538	5.61154	-0.0144575	-4.96703	4.87912	-4.63077	5.67033	-0.0123872	-5.05879	4.94615	-282.45	-2.69	-96.84	21.52	1423.01	-53.8	69.94	2052.47	
