Time	IMU_ddx	IMU_ddy	IMU_ddz	IMU_yaw	IMU_roll	IMU_pitch	
434.651	0.0679	0.0515	0.9963	1.3126	0.052	-0.0741	
434.685	0.0686	0.0491	0.9985	1.3128	0.0517	-0.074	
434.72	0.0735	0.0527	0.9958	1.3127	0.0533	-0.0729	
434.762	0.0793	0.0527	1	1.3129	0.0517	-0.0724	
434.796	0.0654	0.0486	0.9917	1.313	0.0528	-0.0716	
434.837	0.0811	0.053	0.9878	1.3131	0.0512	-0.0744	
434.871	0.0681	0.0522	0.9968	1.3134	0.0496	-0.0728	
434.905	0.0823	0.0576	0.9922	1.3132	0.0535	-0.076	
434.948	0.0642	0.054	0.9956	1.3135	0.0501	-0.07	
434.982	0.0784	0.0569	0.9949	1.3135	0.0519	-0.0738	
435.024	0.072	0.0439	0.9939	1.3138	0.0498	-0.0711	
435.058	0.0781	0.0564	0.998	1.3135	0.0546	-0.0752	
435.091	0.0681	0.0466	1.0027	1.3138	0.0521	-0.0746	
435.133	0.0718	0.0503	0.9978	1.314	0.0512	-0.0745	
435.167	0.0793	0.0537	0.9932	1.3141	0.0518	-0.0777	
435.193	0.0706	0.0466	0.9924	1.3144	0.0492	-0.0756	
435.193	0.0706	0.0466	0.9924	1.3144	0.0492	-0.0756	
479.173	0.0789	0.0488	0.9998	1.4464	0.0517	-0.0732	
479.206	0.072	0.054	0.9944	1.4464	0.0538	-0.0718	
479.231	0.0781	0.0444	0.9973	1.4466	0.0519	-0.0731	
479.266	0.0642	0.0503	0.9995	1.4467	0.0531	-0.0719	
479.282	0.0789	0.0515	0.9976	1.4468	0.0518	-0.0756	
479.316	0.0798	0.0498	0.9897	1.4472	0.0484	-0.074	
479.333	0.073	0.05	0.9983	1.4471	0.0498	-0.0721	
479.367	0.0723	0.052	1.0005	1.4471	0.0518	-0.0719	
479.384	0.0723	0.054	0.9951	1.4468	0.0557	-0.0727	
479.409	0.0745	0.0518	0.9963	1.4471	0.0526	-0.0751	
479.435	0.0735	0.0474	0.9912	1.4474	0.05	-0.0758	
479.46	0.0791	0.0498	0.9985	1.4475	0.0501	-0.078	
479.485	0.0674	0.0508	0.9905	1.4475	0.0513	-0.0738	
479.511	0.073	0.0486	0.9919	1.4476	0.0515	-0.0752	
479.536	0.0754	0.052	0.9934	1.4476	0.0524	-0.0737	
479.552	0.0718	0.0537	0.99	1.4474	0.0555	-0.0713	
479.578	0.0798	0.0537	0.9956	1.4477	0.0525	-0.0712	
479.604	0.0662	0.0515	0.988	1.4479	0.0515	-0.0673	
479.629	0.0791	0.0535	0.9912	1.4479	0.052	-0.0732	
479.655	0.0818	0.0562	0.9966	1.4479	0.0533	-0.0785	
479.679	0.0771	0.0552	0.9973	1.4479	0.0547	-0.0762	
479.705	0.0759	0.0557	0.9973	1.448	0.0546	-0.0759	
479.748	0.0786	0.0537	0.9998	1.4482	0.053	-0.0745	
479.756	0.0725	0.05	0.9937	1.4484	0.0513	-0.0734	
479.79	0.0759	0.05	0.9988	1.4486	0.0496	-0.0759	
479.806	0.0659	0.0479	0.9922	1.4486	0.0508	-0.0733	
479.84	0.0728	0.0493	0.9932	1.4487	0.0506	-0.0731	
479.858	0.0845	0.0564	0.9946	1.4487	0.0517	-0.073	
479.891	0.0757	0.0481	0.9956	1.4488	0.0516	-0.0722	
479.908	0.0723	0.0549	0.9922	1.4486	0.0554	-0.0726	
479.933	0.0735	0.0525	0.9961	1.4488	0.0539	-0.0738	
479.959	0.0723	0.0547	0.9929	1.4488	0.0551	-0.0725	
479.985	0.0662	0.0508	0.9944	1.4491	0.0523	-0.0723	
480.01	0.083	0.0586	0.9968	1.4491	0.0539	-0.0776	
480.035	0.0742	0.0532	0.9905	1.4491	0.054	-0.0758	
480.06	0.0737	0.0513	0.9893	1.4493	0.0523	-0.0747	
480.086	0.0691	0.052	0.998	1.4493	0.0529	-0.0723	
480.112	0.0642	0.0464	0.9949	1.4495	0.052	-0.0719	
480.136	0.0798	0.051	0.9905	1.4494	0.0537	-0.0731	
480.154	0.075	0.0505	1.001	1.4497	0.0503	-0.0747	
480.179	0.0688	0.0559	0.9893	1.4495	0.0537	-0.0756	
480.221	0.0723	0.051	1.0017	1.4497	0.0523	-0.0734	
480.229	0.0645	0.0532	0.9998	1.4497	0.0525	-0.0715	
480.272	0.0784	0.0554	0.9988	1.4497	0.0535	-0.0753	
480.281	0.0828	0.0488	0.9956	1.4499	0.0524	-0.0771	
480.314	0.0803	0.0571	0.9897	1.4498	0.0542	-0.0761	
480.331	0.0771	0.0522	0.9932	1.45	0.0527	-0.0764	
480.365	0.0723	0.0549	0.9937	1.45	0.0543	-0.0732	
480.382	0.0798	0.052	0.9958	1.4501	0.053	-0.077	
