time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	COG_Vx	COG_Vy	BODY_x	BODY_y	BODY_z	
0.325	0.0174909	0.0614783	0.232523	0.0381607	-0.00541861	0.0127051	0.0159185	0.0742853	2.1819e-05	0.0133406	-0.0120735	0.0185569	0.0717637	0.293272
0.35	0.0178507	0.0611225	0.232512	0.0417933	-0.00542352	0.0104795	0.0159182	0.0742846	2.30919e-05	0.0149132	-0.0165348	0.0183289	0.0713268	0.29407
0.375	0.0182459	0.0607322	0.233096	0.0446849	-0.00542768	0.00801373	0.0159182	0.0742838	2.60744e-05	0.0168382	-0.0213868	0.0182882	0.0708627	0.295933
0.4	0.0186961	0.0601327	0.233091	0.0467973	-0.00543136	0.00554644	0.0159185	0.0742825	2.74047e-05	0.0191611	-0.0267441	0.018479	0.0700789	0.296783
0.425	0.0192091	0.059392	0.233086	0.0481687	-0.00543447	0.00332059	0.0159193	0.0742809	2.85494e-05	0.0219367	-0.0327333	0.0189074	0.0690864	0.297529
0.45	0.019797	0.0584926	0.233083	0.0489098	-0.00543718	0.00155406	0.0159204	0.0742789	2.93918e-05	0.0252307	-0.039496	0.0195721	0.0678574	0.298096
0.475	0.0204739	0.0574133	0.233081	0.049193	-0.0054397	0.000419772	0.0159219	0.0742765	2.98434e-05	0.0291208	-0.0471919	0.0204601	0.0663607	0.298431
0.5	0.0212561	0.0561286	0.233081	0.0492356	-0.00544234	2.87598e-05	0.0159237	0.0742736	2.98518e-05	0.033699	-0.0560028	0.0215503	0.0645609	0.298502
0	0.0212561	0.0561286	0.233081	0.0492356	-0.00544234	2.87598e-05	0.0159237	0.0742736	2.98518e-05	0.033699	-0.0560028	0.0215503	0.0645609	0.298502
0.025	0.0221563	0.0546177	0.233082	0.0492374	-0.00544537	2.85033e-05	0.0159258	0.0742703	2.96189e-05	0.0383727	-0.0649665	0.022817	0.0624374	0.298432
0.05	0.0231661	0.0528949	0.233082	0.0492395	-0.00544883	2.82233e-05	0.0159281	0.0742664	2.93667e-05	0.0424841	-0.0729866	0.0242373	0.0600179	0.298357
0.075	0.0242716	0.0509838	0.233083	0.0492418	-0.00545266	2.79275e-05	0.0159307	0.0742622	2.9103e-05	0.0460385	-0.0800633	0.0257915	0.0573357	0.298281
0.1	0.0254588	0.0489079	0.233084	0.0492443	-0.00545682	2.76234e-05	0.0159335	0.0742576	2.88355e-05	0.0490413	-0.0861964	0.0274601	0.0544243	0.298205
0.125	0.0267142	0.0466908	0.233084	0.0492469	-0.00546126	2.7318e-05	0.0159364	0.0742526	2.8571e-05	0.051498	-0.0913859	0.0292238	0.0513169	0.298132
0.15	0.0280244	0.0443555	0.233085	0.0492497	-0.00546593	2.70177e-05	0.0159394	0.0742474	2.83159e-05	0.0534138	-0.095632	0.0310641	0.048046	0.298064
0.175	0.029375	0.0419269	0.233085	0.0492415	-0.0054611	2.96975e-05	0.0159426	0.074242	2.80757e-05	0.0547944	-0.0989345	0.0329625	0.0446444	0.298003
0.2	0.0307539	0.0394272	0.233086	0.0492447	-0.00546666	2.93947e-05	0.0159458	0.0742365	2.78565e-05	0.055645	-0.101294	0.0348985	0.0411471	0.297951
0.225	0.0321473	0.0368804	0.233086	0.049248	-0.00547232	2.91146e-05	0.0159491	0.0742308	2.76613e-05	0.055971	-0.102709	0.0368551	0.0375852	0.297909
0.25	0.0335425	0.03431	0.233086	0.0492512	-0.00547803	2.88609e-05	0.0159523	0.0742251	2.7493e-05	0.055778	-0.103181	0.0388142	0.0339914	0.297878
0.275	0.0349264	0.0317397	0.233086	0.0492544	-0.00548375	2.86364e-05	0.0159556	0.0742194	2.73536e-05	0.0550712	-0.102709	0.040758	0.0303982	0.297858
0.3	0.0362863	0.0291928	0.233086	0.0492576	-0.00548941	2.84421e-05	0.0159588	0.0742137	2.72433e-05	0.0538561	-0.101294	0.0426687	0.026838	0.297849
0.325	0.0376096	0.0266931	0.233086	0.0492607	-0.00549497	2.82773e-05	0.0159578	0.0742118	3.01784e-05	0.0521381	-0.0989355	0.0445297	0.023343	0.29785
0.35	0.0388838	0.024264	0.233086	0.0492637	-0.00550037	2.81448e-05	0.0159611	0.0742057	3.01195e-05	0.0499227	-0.0956333	0.0463215	0.0199468	0.297862
0.375	0.0400965	0.021929	0.233086	0.0492665	-0.00550557	2.80415e-05	0.0159643	0.0742	3.00892e-05	0.0472152	-0.0913876	0.0480279	0.0166815	0.297883
0.4	0.0412357	0.0197118	0.233085	0.0492692	-0.00551051	2.79651e-05	0.0159673	0.0741945	3.00839e-05	0.044021	-0.0861983	0.0496317	0.0135798	0.297911
0.425	0.0422891	0.0176358	0.233085	0.0492717	-0.00551513	2.79125e-05	0.01597	0.0741894	3.00997e-05	0.0403455	-0.0800654	0.0511159	0.0106746	0.297944
0.45	0.0432448	0.0157246	0.233084	0.049274	-0.00551939	2.78803e-05	0.0159725	0.0741846	3.01317e-05	0.0361943	-0.072989	0.0524634	0.00799894	0.297981
0.475	0.0440911	0.0140018	0.233084	0.049276	-0.00552323	2.78646e-05	0.0159748	0.0741804	3.01749e-05	0.0315725	-0.0649691	0.0536574	0.00558585	0.298019
0.5	0.0448163	0.0124908	0.233084	0.0492777	-0.0055266	2.78613e-05	0.0159767	0.0741766	3.02238e-05	0.0264858	-0.0560055	0.0546813	0.00346859	0.298056
0	0.0448163	0.0124908	0.233084	0.0492777	-0.0055266	2.78613e-05	0.0159767	0.0741766	3.02238e-05	0.033699	-0.0560028	0.0546813	0.00346859	0.298056
0.025	0.0456075	0.011206	0.233084	0.0492795	-0.00552945	2.76447e-05	0.0160629	0.0741734	0.000420877	0.0298449	-0.0471916	0.0557739	0.00167483	0.297957
0.05	0.0463121	0.0101267	0.233086	0.0492809	-0.00553181	2.70248e-05	0.016644	0.0741706	0.0015545	0.0266961	-0.0394954	0.0566294	0.000183521	0.2976
0.075	0.0469471	0.00922729	0.233089	0.0492818	-0.00553376	2.60585e-05	0.0181669	0.0741678	0.00332014	0.0241781	-0.0327325	0.0571832	-0.00104115	0.297022
0.1	0.0475279	0.00848661	0.233094	0.0492822	-0.00553533	2.48392e-05	0.0209861	0.074165	0.00554495	0.0222313	-0.0267429	0.0573904	-0.00203112	0.296279
0.125	0.0480684	0.00788716	0.233098	0.0492819	-0.00553659	2.34907e-05	0.0253292	0.074162	0.00801118	0.0208098	-0.0213853	0.057234	-0.00281526	0.29545
0.15	0.048524	0.00749934	0.232517	0.0492809	-0.00553733	2.05722e-05	0.0312745	0.0741589	0.0104757	0.01988	-0.0165329	0.0566344	-0.00328022	0.29364
0.175	0.0490313	0.00714369	0.232527	0.0492796	-0.00553807	1.94227e-05	0.038744	0.0741552	0.0127007	0.0194199	-0.0120712	0.055838	-0.0037278	0.292921
0.2	0.0495361	0.00689543	0.232535	0.049278	-0.0055386	1.85794e-05	0.0475178	0.0741526	0.0144671	0.0194187	-0.00789467	0.0548022	-0.0040406	0.292388
0.225	0.0500488	0.00674873	0.23254	0.049276	-0.00553895	1.81561e-05	0.0572277	0.0741486	0.0156015	0.0198763	-0.0039047	0.0536107	-0.00423371	0.29211
0.25	0.0505797	0.0067002	0.23254	0.049274	-0.00553913	1.82193e-05	0.067433	0.0741445	0.0159928	0.0208036	-6.98594e-06	0.0523528	-0.00431644	0.292131
0.275	0.0511397	0.0067487	0.232536	0.049272	-0.00553913	1.87765e-05	0.0776384	0.0741406	0.0156029	0.0222224	0.00389056	0.0511248	-0.00429014	0.292456
0.3	0.05174	0.00689533	0.232529	0.0492703	-0.00553895	1.97742e-05	0.0873486	0.0741371	0.0144698	0.0241663	0.00788004	0.0500269	-0.00414834	0.293055
0.325	0.0523931	0.00714348	0.232518	0.0492689	-0.00553855	2.11066e-05	0.0961169	0.0741342	0.0127047	0.0266811	0.0120557	0.0491599	-0.00387791	0.293863
0.35	0.0530724	0.00741361	0.233099	0.049268	-0.00553815	2.42429e-05	0.103606	0.0741331	0.0104808	0.0298264	0.0165162	0.0485469	-0.00360202	0.295792
0.375	0.0538689	0.00788553	0.233094	0.0492677	-0.00553723	2.58338e-05	0.109554	0.0741317	0.00801397	0.0336765	0.021367	0.0484016	-0.0030161	0.296769
0.4	0.0547695	0.00848449	0.233089	0.0492683	-0.00553598	2.73145e-05	0.1139	0.0741312	0.00554698	0.0383223	0.0267226	0.0487247	-0.00223938	0.297684
0.425	0.0557956	0.0092246	0.233085	0.0492696	-0.00553437	2.85507e-05	0.116721	0.0741316	0.00332131	0.0438735	0.0327096	0.0495439	-0.00124739	0.298453
0.45	0.0569716	0.0101233	0.233082	0.0492716	-0.00553235	2.94371e-05	0.118245	0.0741329	0.00155485	0.0504614	0.0394695	0.0508558	-1.3587e-05	0.299011
0.475	0.0583254	0.0112019	0.23308	0.0492745	-0.00552987	2.99035e-05	0.118827	0.0741349	0.000420551	0.0582416	0.047162	0.0526308	0.00149151	0.299311
0.5	0.0598897	0.0124857	0.23308	0.0492779	-0.00552689	2.99199e-05	0.118915	0.0741376	2.94893e-05	0.0673979	0.0559689	0.0548215	0.00330142	0.299334
0	0.0598897	0.0124857	0.23308	0.0492779	-0.00552689	2.99199e-05	0.118915	0.0741376	2.94893e-05	0.0673979	0.0559689	0.0548215	0.00330142	0.299334
0.025	0.0616905	0.0139957	0.233081	0.049282	-0.00552337	2.97046e-05	0.118918	0.0741408	2.91779e-05	0.0767924	0.0649283	0.0573702	0.00543571	0.299211
0.05	0.0637129	0.0157174	0.233083	0.0492865	-0.00551937	2.94821e-05	0.118922	0.0741444	2.88448e-05	0.085151	0.0729445	0.0602301	0.00786643	0.29908
