L_C_roll	L_A_roll	L_Linear	
0	0	-0.0130572	
0	0	-0.013126	
0	0	-0.0131947	
0	0	-0.0129885	
0	0	-0.0135383	
0	0	-0.013607	
0	0	-0.013607	
0	0	-0.013607	
0	0	-0.0136757	
0	0	-0.0136757	
0	0	-0.0136757	
0	0	-0.0136757	
0	0	-0.0132634	
0	0	-0.0134009	
0	0	-0.0133321	
0	0	-0.0133321	
0	0	-0.0133321	
0	0	-0.0133321	
0	0	-0.0132634	
0	0	-0.0131947	
0	0	-0.013126	
0	0	-0.0125762	
0	0	-0.0112017	
0	0	-0.011133	
0	0	-0.010652	
0	0	-0.00852157	
0	0	-0.00810924	
0	0	-0.0070784	
0	0	-0.00666607	
0	0	-0.00508545	
0	0	-0.00439823	
0	0	-0.00426079	
0	0	-0.00268017	
0	0	-0.00199295	
0	0	-0.00137445	
0	0	-0.000824668	
0	0	-0.000206167	
0	0	0.000412334	
0	0	0.00109956	
0	0	0.00144317	
0	0	0.00164934	
0	0	0.00206167	
0	0	0.00274889	
0	0	0.00350484	
0	0	0.0039859	
0	0	0.0046044	
0	0	0.00536034	
0	0	0.00611629	
0	0	0.00680351	
0	0	0.00742201	
0	0	0.00790307	
