time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	Rfoot_ref_x	Rfoot_ref_y	Rfoot_ref_z	Lfoot_ref_x	Lfoot_ref_y	Lfoot_ref_z	
0	-3.83222e-05	0.00311633	0.227275	-2.37395e-05	-4.6784e-06	2.65003e-05	-2.5041e-05	0.0600253	0.000406808	0.0303182	-0.00997601	0.312013	0	0	0	0	0	0	0	0.00288829	0	0	0.116438	0	0	0	0	-1.13221e-06	0.0600214	0.000380602	
0.025	-3.81815e-05	0.00322515	0.227276	-2.3755e-05	-4.55762e-06	2.61403e-05	-3.38919e-05	0.0601926	0.00148938	0.030307	-0.00983546	0.311593	-0.000448639	0.00562224	-0.0167783	-0.0179456	0.22489	-0.671134	0	0.00584483	0	0	0.120549	0	0	0	0	-9.96844e-06	0.0601888	0.00146447	
0.05	-3.79823e-05	0.00340954	0.227278	-2.37749e-05	-4.40492e-06	2.55848e-05	-6.22271e-05	0.0607291	0.00310955	0.0302936	-0.00965829	0.310946	-0.000536833	0.00708658	-0.0258868	-0.00352776	0.0585736	-0.364337	0	0.00893947	0	0	0.127508	0	0	0	0	-3.83028e-05	0.0607256	0.00308658	
0.075	-3.77682e-05	0.00367404	0.22728	-2.37927e-05	-4.26565e-06	2.48984e-05	-0.000123235	0.0618846	0.00502063	0.0302839	-0.00949766	0.310147	-0.000387099	0.00642542	-0.0319747	0.00598938	-0.0264466	-0.243515	0	0.0122453	0	0	0.13748	0	0	0	0	-9.93481e-05	0.061882	0.005	
0.1	-3.75847e-05	0.00402498	0.227282	-2.38025e-05	-4.16123e-06	2.41668e-05	-0.000224226	0.063798	0.00693166	0.0302832	-0.00937841	0.309295	-2.83012e-05	0.00476978	-0.0340776	0.0143519	-0.0662254	-0.0841175	0	0.0158405	0	0	0.1507	0	0	0	0	-0.000200432	0.0637968	0.00691342	
0.125	-3.74654e-05	0.00447058	0.227283	-2.38024e-05	-4.05797e-06	2.34918e-05	-0.000357894	0.0663308	0.0085517	0.0302934	-0.00926048	0.308509	0.000409434	0.00471735	-0.0314355	0.0175094	-0.00209733	0.105682	0	0.01981	0	0	0.167482	0	0	0	0	-0.000334245	0.0663317	0.00853553	
0.15	-3.74225e-05	0.0050211	0.227284	-2.37956e-05	-3.85748e-06	2.29803e-05	-0.000499339	0.0690112	0.00963411	0.0303119	-0.00902774	0.307913	0.000741044	0.00930954	-0.0238341	0.0132644	0.183688	0.304056	0	0.0242476	0	0	0.18822	0	0	0	0	-0.000475856	0.0690142	0.0096194	
0.175	-3.74494e-05	0.00568914	0.227284	-2.37884e-05	-3.43361e-06	2.27191e-05	-0.000616406	0.0712301	0.0100141	0.0303332	-0.00853151	0.307608	0.00085158	0.019849	-0.0122024	0.00442145	0.421578	0.465269	0	0.029258	0	0	0.213405	0	0	0	0	-0.000593065	0.0712345	0.01	
0.2	-3.75351e-05	0.00649026	0.227283	-2.37857e-05	-2.69974e-06	2.27465e-05	-0.000689383	0.0726138	0.00963387	0.0303532	-0.00766977	0.307638	0.000799449	0.0344697	0.00119485	-0.00208527	0.584827	0.53589	0	0.0349598	0	0	0.243633	0	0	0	0	-0.000666134	0.0726187	0.0096194	
0.225	-3.76744e-05	0.00744337	0.227281	-2.37878e-05	-1.64452e-06	2.30397e-05	-0.000721895	0.073231	0.00855123	0.0303719	-0.00642904	0.307976	0.000748497	0.0496294	0.0135052	-0.00203806	0.60639	0.492415	0	0.0414876	0	0	0.279618	0	0	0	0	-0.000698689	0.0732354	0.00853553	
0.25	-3.78603e-05	0.00857118	0.22728	-2.37931e-05	-2.98204e-07	2.3527e-05	-0.000731545	0.0734154	0.00693099	0.0303914	-0.00484489	0.308537	0.00077891	0.063366	0.0224735	0.00121651	0.549463	0.358733	0	0.0489957	0	0	0.322209	0	0	0	0	-0.000708358	0.0734185	0.00691342	
0.275	-3.80723e-05	0.00990046	0.227278	-2.38019e-05	1.32521e-06	2.41134e-05	-0.00073328	0.07345	0.0050198	0.030412	-0.00293394	0.309212	0.000823073	0.0764378	0.0269912	0.00176654	0.522874	0.180706	0	0.0576615	0	0	0.372414	0	0	0	0	-0.0007101	0.0734515	0.005	
0.3	-3.82762e-05	0.0114627	0.227276	-2.38174e-05	3.24837e-06	2.46985e-05	-0.000733448	0.073455	0.00310861	0.0304314	-0.000669949	0.309882	0.000778682	0.0905597	0.0268027	-0.00177564	0.564875	-0.00753832	0	0.0676897	0	0	0.431418	0	0	0	0	-0.000710267	0.0734547	0.00308658	
