time	COG_x	COG_y	COG_z	COG_xx	COG_yy	COG_zz	p_x	p_y	p_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	
0.025	9.23493e-05	0.00171571	0.226483	9.23493e-05	0.00171571	0.226483	0	0	0	0.0284593	-0.0148758	0.296769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.05	9.23493e-05	0.00171571	0.226483	9.23493e-05	0.00171571	0.226483	0	0	0	0.0284593	-0.0148758	0.296769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.075	4.30004e-05	0.00171227	0.226504	4.30004e-05	0.00171227	0.226504	0	0	0	0.0284503	-0.0148758	0.296769	-0.000359144	-3.19606e-07	1.90205e-06	-0.0143658	-1.27842e-05	7.60818e-05	-0.00197396	-0.000137467	0.000818094	-0.0789583	-0.00549866	0.0327237	-0.00197396	-0.000137467	0.000818094	
0.1	9.18813e-05	0.001716	0.226482	9.18813e-05	0.001716	0.226482	0	0	0	0.0284593	-0.0148758	0.296769	0.000359144	3.19606e-07	-1.90205e-06	0.0287315	2.55685e-05	-0.000152164	0.00195524	0.000149163	-0.000877658	0.157168	0.0114652	-0.0678301	0.00195524	0.000149163	-0.000877658	
0.125	9.26741e-05	0.00171505	0.226487	9.26741e-05	0.00171505	0.226487	0	0	0	0.0284593	-0.0148758	0.296769	0	0	0	-0.0143658	-1.27842e-05	7.60818e-05	3.17117e-05	-3.81388e-05	0.000194246	-0.076941	-0.00749206	0.0428762	3.17117e-05	-3.81388e-05	0.000194246	
0.15	9.25301e-05	0.00171371	0.226488	9.25301e-05	0.00171371	0.226488	0	0	0	0.0284593	-0.0148758	0.296769	0	0	0	0	0	0	-5.7617e-06	-5.35786e-05	5.44402e-05	-0.00149894	-0.000617593	-0.00559225	-5.7617e-06	-5.35786e-05	5.44402e-05	
0.175	9.33848e-05	0.00164695	0.226462	9.33848e-05	0.00164695	0.226462	0	0	0	0.0284593	-0.0148758	0.296769	0	0	0	0	0	0	3.41901e-05	-0.00267038	-0.00105575	0.00159807	-0.104672	-0.0444075	3.41901e-05	-0.00267038	-0.00105575	
0.2	0.000164828	0.00175188	0.226564	0.000164828	0.00175188	0.226564	0	0	0	0.0284595	-0.0148758	0.296823	9.74988e-06	1.58989e-06	0.00214807	0.000389995	6.35957e-05	0.085923	0.00285774	0.00419705	0.00408797	0.112942	0.274698	0.205749	0.00285774	0.00419705	0.00408797	
0.225	9.47357e-05	0.0021308	0.226676	9.47357e-05	0.0021308	0.226676	0	0	0	0.0284598	-0.0144203	0.296899	9.7524e-06	0.0182195	0.00304709	1.00545e-07	0.728718	0.0359605	-0.0028037	0.0151567	0.00448597	-0.226458	0.438388	0.01592	-0.0028037	0.0151567	0.00448597	
0.25	9.54259e-05	0.00206346	0.226647	9.54259e-05	0.00206346	0.226647	0	0	0	0.0284598	-0.0144203	0.296899	0	0	0	-0.000390096	-0.728782	-0.121884	2.76051e-05	-0.00269338	-0.0011478	0.113252	-0.714005	-0.225351	2.76051e-05	-0.00269338	-0.0011478	
0.275	4.66613e-05	0.00240912	0.226668	4.66613e-05	0.00240912	0.226668	0	0	0	0.0284509	-0.0139647	0.296921	-0.000352644	0.0182223	0.000872923	-0.0141057	0.728892	0.0349169	-0.00195058	0.0138266	0.000815555	-0.0791275	0.660797	0.0785341	-0.00195058	0.0138266	0.000815555	
0.3	9.59808e-05	0.00279674	0.226733	9.59808e-05	0.00279674	0.226733	0	0	0	0.02846	-0.013509	0.296996	0.000362398	0.0182291	0.00298929	0.0286017	0.000272679	0.0846549	0.00197278	0.0155045	0.00259651	0.156935	0.0671164	0.0712384	0.00197278	0.0155045	0.00259651	
0.325	9.6413e-05	0.00311468	0.226784	9.6413e-05	0.00311468	0.226784	0	0	0	0.0284603	-0.0130532	0.29707	9.75736e-06	0.0182334	0.00296319	-0.0141056	0.000170397	-0.00104418	1.72898e-05	0.0127176	0.00204961	-0.0782196	-0.111476	-0.021876	1.72898e-05	0.0127176	0.00204961	
0.35	9.67429e-05	0.00336613	0.226801	9.67429e-05	0.00336613	0.226801	0	0	0	0.0284605	-0.0125972	0.297143	9.7598e-06	0.0182379	0.00293521	9.77888e-08	0.000181004	-0.0011192	1.31956e-05	0.0100583	0.000704314	-0.000163767	-0.10637	-0.053812	1.31956e-05	0.0100583	0.000704314	
0.375	9.86831e-05	0.00406707	0.226945	9.86831e-05	0.00406707	0.226945	0	0	0	0.028461	-0.011685	0.297288	1.95268e-05	0.0364892	0.00578645	0.000390682	0.730052	0.11405	7.76058e-05	0.0280374	0.00573217	0.00257641	0.719164	0.201114	7.76058e-05	0.0280374	0.00573217	
0.4	5.72331e-05	0.00465363	0.22704	5.72331e-05	0.00465363	0.22704	0	0	0	0.0284529	-0.0107725	0.297376	-0.000323355	0.0365016	0.00352815	-0.0137153	0.000497096	-0.0903321	-0.001658	0.0234623	0.003826	-0.0694241	-0.183004	-0.076247	-0.001658	0.0234623	0.003826	
0.425	0.000105721	0.00494428	0.227119	0.000105721	0.00494428	0.227119	0	0	0	0.0284617	-0.0103158	0.297499	0.000352663	0.018265	0.00494151	0.0270407	-0.729464	0.0565344	0.0019395	0.0116261	0.00315578	0.1439	-0.47345	-0.0268087	0.0019395	0.0116261	0.00315578	
0.45	3.75091e-05	0.00575577	0.226658	3.75091e-05	0.00575577	0.226658	0	0	0	0.0283542	-0.00923346	0.296611	-0.00429929	0.0432948	-0.0355351	-0.186078	1.00119	-1.61906	-0.00272846	0.0324594	-0.0184624	-0.186718	0.833333	-0.864729	-0.00272846	0.0324594	-0.0184624	
0.475	3.95328e-06	0.0073835	0.22624	3.95328e-06	0.0073835	0.22624	0	0	0	0.0282954	-0.00687003	0.296109	-0.00235367	0.0945372	-0.020094	0.0778246	2.0497	0.617643	-0.00134223	0.0651093	-0.0166873	0.055449	1.30599	0.0710076	-0.00134223	0.0651093	-0.0166873	
0.5	-4.99609e-06	0.00797045	0.226329	-4.99609e-06	0.00797045	0.226329	0	0	0	0.0282802	-0.00593693	0.296174	-0.000608368	0.037324	0.00260246	0.0698121	-2.28853	0.907859	-0.000357975	0.0234782	0.00354206	0.0393704	-1.66524	0.809173	-0.000357975	0.0234782	0.00354206	
0.525	-4.57165e-06	0.00930582	0.226519	-4.57165e-06	0.00930582	0.226519	0	0	0	0.028269	-0.00410132	0.296292	-0.000446454	0.0734243	0.00473941	0.00647656	1.44401	0.0854779	1.69778e-05	0.0534145	0.00759217	0.0149981	1.19745	0.162005	1.69778e-05	0.0534145	0.00759217	
