time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	Rfoot_ref_x	Rfoot_ref_y	Rfoot_ref_z	Lfoot_ref_x	Lfoot_ref_y	Lfoot_ref_z	
0	-3.85066e-05	0.00312239	0.227272	-2.37015e-05	-6.61816e-06	2.60133e-05	-2.37044e-05	0.0700119	0.000406289	0.0303231	-0.0122599	0.311449	0	0	0	0	0	0	0	0.00288829	0	0	0.116438	0	0	0	0	0	0.0700186	0.000380602	
0.025	-3.83613e-05	0.00323119	0.227273	-2.37189e-05	-6.48861e-06	2.56527e-05	-2.37285e-05	0.0701569	0.00148886	0.0303099	-0.0121087	0.311029	-0.00052948	0.00604827	-0.0168023	-0.0211792	0.241931	-0.672092	0	0.00584483	0	0	0.120549	0	0	0	0	0	0.0701635	0.00146447	
0.05	-3.81467e-05	0.00341553	0.227275	-2.37447e-05	-6.31521e-06	2.51004e-05	-2.37598e-05	0.0706215	0.00310903	0.03029	-0.0119066	0.310386	-0.000795468	0.00808479	-0.0257316	-0.0106395	0.0814611	-0.357172	0	0.00893947	0	0	0.127508	0	0	0	0	0	0.0706283	0.00308658	
0.075	-3.78991e-05	0.00367993	0.227277	-2.37749e-05	-6.13785e-06	2.44256e-05	-2.37884e-05	0.0716222	0.00502013	0.0302665	-0.0117002	0.3096	-0.000942076	0.00825269	-0.03144	-0.00586433	0.00671571	-0.228335	0	0.0122453	0	0	0.13748	0	0	0	0	0	0.0716297	0.005	
0.1	-3.76598e-05	0.00403072	0.227279	-2.38051e-05	-5.97591e-06	2.37165e-05	-2.38053e-05	0.0732791	0.00693119	0.0302429	-0.0115122	0.308774	-0.000943849	0.00752065	-0.0330369	-7.08962e-05	-0.0292813	-0.0638749	0	0.0158405	0	0	0.1507	0	0	0	0	0	0.0732879	0.00691342	
0.125	-3.7466e-05	0.00447613	0.22728	-2.38319e-05	-5.80098e-06	2.30733e-05	-2.38066e-05	0.0754725	0.00855127	0.0302229	-0.0113088	0.308025	-0.000800419	0.00813667	-0.0299648	0.0057372	0.0246407	0.122882	0	0.01981	0	0	0.167482	0	0	0	0	0	0.0754829	0.00853553	
0.15	-3.7343e-05	0.00502645	0.22728	-2.38535e-05	-5.52806e-06	2.25959e-05	-2.3796e-05	0.0777937	0.00963373	0.0302093	-0.0109898	0.307469	-0.000541691	0.0127604	-0.022253	0.0103491	0.184951	0.308471	0	0.0242476	0	0	0.18822	0	0	0	0	0	0.0778059	0.0096194	
0.175	-3.73016e-05	0.00569432	0.22728	-2.387e-05	-5.04675e-06	2.23621e-05	-2.37821e-05	0.0797153	0.0100138	0.0302038	-0.0104253	0.307195	-0.000219024	0.0225802	-0.0109236	0.0129067	0.392789	0.453178	0	0.029258	0	0	0.213405	0	0	0	0	0	0.0797286	0.01	
0.2	-3.73418e-05	0.00649532	0.22728	-2.38824e-05	-4.27947e-06	2.24049e-05	-2.37712e-05	0.0809136	0.00963354	0.0302067	-0.00952398	0.307244	0.00011554	0.0360525	0.00192613	0.0133826	0.538891	0.513988	0	0.0349598	0	0	0.243633	0	0	0	0	0	0.0809272	0.0096194	
0.225	-3.74566e-05	0.00744838	0.227279	-2.38919e-05	-3.21258e-06	2.27023e-05	-2.37639e-05	0.0814483	0.0085509	0.0302172	-0.00826965	0.307587	0.0004183	0.0501732	0.0137358	0.0121104	0.564829	0.472388	0	0.0414876	0	0	0.279618	0	0	0	0	0	0.0814612	0.00853553	
0.25	-3.76292e-05	0.00857616	0.227277	-2.39001e-05	-1.86734e-06	2.31875e-05	-2.3758e-05	0.0816081	0.00693066	0.0302333	-0.00668717	0.308147	0.000645438	0.0632993	0.0224143	0.00908555	0.525046	0.347139	0	0.0489957	0	0	0.322209	0	0	0	0	0	0.0816198	0.00691342	
0.275	-3.78311e-05	0.00990542	0.227275	-2.39104e-05	-2.49787e-07	2.37688e-05	-2.37537e-05	0.0816383	0.00501946	0.0302522	-0.00478367	0.308818	0.000754693	0.0761399	0.0268099	0.0043702	0.513621	0.175825	0	0.0576615	0	0	0.372414	0	0	0	0	0	0.0816484	0.005	
0.3	-3.80247e-05	0.0114676	0.227273	-2.39271e-05	1.66672e-06	2.43473e-05	-2.37561e-05	0.0816429	0.00310825	0.0302702	-0.00252813	0.309481	0.000721989	0.090222	0.0265539	-0.00130815	0.563284	-0.0102422	0	0.0676897	0	0	0.431418	0	0	0	0	0	0.0816512	0.00308658	
0.325	-3.81717e-05	0.0132996	0.227271	-2.39551e-05	3.92987e-06	2.48281e-05	-2.37718e-05	0.0816453	0.001488	0.030284	0.000134952	0.310027	0.000550256	0.106523	0.0218403	-0.00686933	0.652045	-0.188543	0	0.0793173	0	0	0.500616	0	0	0	0	0	0.0816513	0.00146447	
0.35	-3.824e-05	0.0154447	0.22727	-2.39985e-05	6.5971e-06	2.51331e-05	-2.38072e-05	0.081648	0.000405362	0.0302906	0.00327223	0.310363	0.00026514	0.125491	0.0134174	-0.0114046	0.758726	-0.336915	0	0.092819	0	0	0.581642	0	0	0	0	0	0.0816513	0.000380602	
0.375	-3.82089e-05	0.0179535	0.22727	-2.40606e-05	9.73279e-06	2.52122e-05	-2.38673e-05	0.0816511	2.51516e-05	0.0302883	0.00695832	0.310427	-9.24661e-05	0.147444	0.00256859	-0.0143043	0.878096	-0.433953	0	0.108514	0	0	0.676411	0	0	0	0	0	0.0816513	0	
0.4	-3.81238e-05	0.0208642	0.227271	-2.41375e-05	1.33762e-05	2.51749e-05	-2.39456e-05	0.0816547	2.50982e-05	0.0302812	0.0112397	0.310345	-0.000285537	0.171257	-0.00328821	-0.00772282	0.952527	-0.234272	0	0.124189	0	0	0.576956	0	0	0	0	0	0.0816513	0	
0.425	-3.80415e-05	0.0241348	0.227271	-2.42221e-05	1.74673e-05	2.5151e-05	-2.40318e-05	0.0816588	2.50563e-05	0.0302743	0.016047	0.310265	-0.000275998	0.192289	-0.00318182	0.000381524	0.841295	0.0042556	0	0.13733	0	0	0.473706	0	0	0	0	0	0.0816513	0	
0.45	-3.7968e-05	0.027701	0.227272	-2.43122e-05	2.19247e-05	2.51469e-05	-2.41238e-05	0.0816633	2.50324e-05	0.0302681	0.0212848	0.310194	-0.000246164	0.209513	-0.00284254	0.00119338	0.688948	0.0135713	0	0.147842	0	0	0.366662	0	0	0	0	0	0.0816513	0	
0.475	-3.79084e-05	0.0314959	0.227272	-2.44055e-05	2.66648e-05	2.51677e-05	-2.42191e-05	0.081668	2.50324e-05	0.0302632	0.0268551	0.310137	-0.000198494	0.222812	-0.00229844	0.00190681	0.531949	0.021764	0	0.155631	0	0	0.255823	0	0	0	0	0	0.0816513	0	
0.5	-3.78671e-05	0.0354503	0.227272	-2.44999e-05	3.16011e-05	2.52174e-05	-2.43157e-05	0.081673	2.50602e-05	0.0302597	0.0326568	0.310097	-0.0001366	0.232068	-0.00159082	0.00247576	0.370269	0.0283047	0	0.160602	0	0	0.141191	0	0	0	0	0	0.0816513	0	
0.525	-3.78468e-05	0.0394927	0.227272	-2.45933e-05	3.66446e-05	2.52977e-05	-2.44116e-05	0.081678	2.51181e-05	0.0302581	0.0385858	0.310078	-6.50874e-05	0.237162	-0.000772423	0.00286049	0.203749	0.0327358	0	0.162659	0	0	0.0227648	0	0	0	0	0	0.0816513	0	
0.55	-3.78552e-05	0.0435492	0.227272	-2.22157e-05	3.75338e-05	2.28682e-05	-2.45049e-05	0.0816831	2.52069e-05	0.0302581	0.0445357	0.310081	4.19833e-07	0.237996	0.000120815	0.00262029	0.0333504	0.0357295	0	0.161709	0	0	-0.0994558	0	0	0	0	0	0.0816513	0	
0.575	-3.78791e-05	0.0475433	0.227272	-2.2293e-05	4.20161e-05	2.29929e-05	-2.45936e-05	0.0816881	2.53233e-05	0.0302603	0.0503944	0.310104	8.53377e-05	0.234345	0.000944839	0.00339671	-0.14603	0.032961	0	0.157655	0	0	-0.22547	0	0	0	0	0	0.0816513	0	
0.6	-3.79279e-05	0.0513964	0.227272	-2.23655e-05	4.63403e-05	2.31392e-05	-2.22093e-05	0.0816887	2.29181e-05	0.0302632	0.0560489	0.310149	0.000116639	0.226179	0.00176682	0.00125204	-0.326627	0.0328792	0	0.150404	0	0	-0.355279	0	0	0	0	0	0.0816513	0	
0.625	-3.79873e-05	0.0550276	0.227272	-2.24307e-05	5.04151e-05	2.32984e-05	-2.2277e-05	0.0816928	2.30592e-05	0.0302683	0.0613795	0.310207	0.000204918	0.213227	0.00232538	0.00353115	-0.518105	0.0223422	0	0.139859	0	0	-0.488882	0	0	0	0	0	0.0816513	0	
0.65	-3.80573e-05	0.0583533	0.227271	-2.24882e-05	5.41476e-05	2.34632e-05	-2.23369e-05	0.0816965	2.32074e-05	0.0302743	0.0662648	0.310275	0.000240159	0.195412	0.00273062	0.00140965	-0.712589	0.0162099	0	0.125928	0	0	-0.626279	0	0	0	0	0	0.0816513	0	
0.675	-3.81312e-05	0.0612878	0.227271	-2.25372e-05	5.74417e-05	2.36235e-05	-2.23881e-05	0.0816998	2.3353e-05	0.0302806	0.0705784	0.310347	0.000253136	0.172544	0.00288131	0.000519072	-0.914736	0.00602734	0	0.108514	0	0	-0.76747	0	0	0	0	0	0.0816513	0	
0.7	-3.81511e-05	0.0637682	0.227271	-2.25855e-05	8.09139e-05	0.000403968	-2.24348e-05	0.0817026	2.3377e-05	0.0302821	0.0742158	0.310274	5.92746e-05	0.145495	-0.00291211	-0.00775444	-1.08196	-0.231737	0	0.0905335	0	0	-0.673777	0	0	2.06991e-05	0.000380602	0	0.0816513	0	
0.725	-3.80686e-05	0.0658273	0.227272	-2.26401e-05	0.000224219	0.00148681	-2.24821e-05	0.0817049	2.31852e-05	0.0302745	0.0771938	0.309937	-0.000305142	0.119122	-0.0135003	-0.0145767	-1.05489	-0.423528	0	0.0746924	0	0	-0.596003	0	0	0.000161803	0.00146447	0	0.0816513	0	
0.75	-3.79018e-05	0.0675137	0.227274	-2.26971e-05	0.000589387	0.00310732	-2.25289e-05	0.0817067	2.28275e-05	0.0302594	0.0795614	0.3094	-0.000603242	0.0947029	-0.0214702	-0.011924	-0.976781	-0.318797	0	0.0606161	0	0	-0.532312	0	0	0.000525386	0.00308658	0	0.0816513	0	
0.775	-3.76806e-05	0.0688674	0.227276	-2.2751e-05	0.0012446	0.0050188	-2.2573e-05	0.0817081	2.23778e-05	0.0302396	0.0813659	0.30876	-0.000793278	0.0721778	-0.0256107	-0.00760143	-0.901004	-0.16562	0	0.0479721	0	0	-0.481199	0	0	0.00117965	0.005	0	0.0816513	0	
0.8	-3.74428e-05	0.0699203	0.227278	-2.27954e-05	0.00221381	0.00693026	-2.26115e-05	0.0817091	2.19221e-05	0.0302184	0.0826557	0.308127	-0.000846375	0.0515919	-0.0252998	-0.00212387	-0.823434	0.0124386	0	0.0364615	0	0	-0.441455	0	0	0.00214855	0.00691342	0	0.0816513	0	
0.825	-3.72282e-05	0.0706972	0.227281	-2.28247e-05	0.00347311	0.00855072	-2.26412e-05	0.0817097	2.15457e-05	0.0301996	0.0834804	0.307612	-0.000752305	0.0329906	-0.0206048	0.0037628	-0.744053	0.1878	0	0.0258125	0	0	-0.412142	0	0	0.00340813	0.00853553	0	0.0816513	0	
0.85	-3.70729e-05	0.0712164	0.227282	-2.28343e-05	0.00495439	0.00963348	-2.26593e-05	0.0817101	2.13194e-05	0.0301865	0.0838888	0.307305	-0.000524236	0.016334	-0.0122796	0.00912274	-0.666262	0.333008	0	0.0157733	0	0	-0.392567	0	0	0.0048902	0.0096194	0	0.0816513	0	
0.875	-3.7003e-05	0.0714901	0.227283	-2.28224e-05	0.00655566	0.0100137	-2.26639e-05	0.0817101	2.12885e-05	0.0301815	0.0839249	0.307264	-0.000199804	0.00144638	-0.00165174	0.0129773	-0.595506	0.425113	0	0.00610685	0	0	-0.382268	0	0	0.00649266	0.01	0	0.0816513	0	
0.9	-3.70298e-05	0.0715245	0.227283	-2.27895e-05	0.00815666	0.00963354	-2.26548e-05	0.0817099	2.14657e-05	0.0301856	0.083625	0.307503	0.00016378	-0.011997	0.00958676	0.0145433	-0.537736	0.44954	0	-0.00341531	0	0	-0.381001	0	0	0.00809513	0.0096194	0	0.0816513	0	
0.925	-3.71479e-05	0.0713205	0.227282	-2.27389e-05	0.00963707	0.00855083	-2.26328e-05	0.0817094	2.18291e-05	0.0301981	0.0830136	0.307995	0.000500649	-0.0244552	0.0196518	0.0134748	-0.498327	0.402601	0	-0.0130182	0	0	-0.388737	0	0	0.00957719	0.00853553	0	0.0816513	0	
0.95	-3.73359e-05	0.0708732	0.227281	-2.26757e-05	0.0108949	0.00693043	-2.26005e-05	0.0817087	2.23259e-05	0.0302169	0.0821012	0.308669	0.000750285	-0.0364975	0.0269527	0.00998542	-0.48169	0.292035	0	-0.0229286	0	0	-0.405657	0	0	0.0108368	0.00691342	0	0.0816513	0	
0.975	-3.75604e-05	0.0701719	0.227279	-2.26063e-05	0.0118621	0.00501902	-2.25612e-05	0.0817077	2.28807e-05	0.0302386	0.0808817	0.309427	0.000869826	-0.0487805	0.0303399	0.00478167	-0.49132	0.135491	0	-0.0333808	0	0	-0.432162	0	0	0.0118057	0.005	0	0.0816513	0	
1	-3.77818e-05	0.0692001	0.227277	-2.25374e-05	0.0125146	0.00310759	-2.25186e-05	0.0817065	2.34076e-05	0.0302596	0.0793311	0.310159	0.000840878	-0.0620246	0.0292757	-0.00115794	-0.529767	-0.0425682	0	-0.0446218	0	0	-0.468879	0	0	0.0124599	0.00308658	0	0.0816513	0	
