Time	IMU_ddx	IMU_ddy	IMU_ddz	IMU_yaw	IMU_roll	IMU_pitch	
0.018	0.9578	-0.0637	-0.186	2.5178	-2.8359	-1.3705	
0.052	0.9602	-0.0415	-0.1934	2.5287	-2.8469	-1.3683	
0.086	0.9482	-0.0566	-0.1997	2.54	-2.8584	-1.3703	
0.121	0.9524	-0.0454	-0.1831	2.5441	-2.8628	-1.3695	
0.156	0.9502	-0.0366	-0.1838	2.5635	-2.8826	-1.3735	
0.191	0.9695	-0.0496	-0.1921	2.5496	-2.8686	-1.3731	
0.226	0.9673	-0.0613	-0.1794	2.5561	-2.8754	-1.3739	
0.261	0.9675	-0.0459	-0.1914	2.5491	-2.8686	-1.3733	
0.296	0.9487	-0.0469	-0.178	2.5515	-2.8711	-1.3738	
0.331	0.9695	-0.0598	-0.1887	2.5279	-2.8473	-1.3698	
0.366	0.9431	-0.0759	-0.1714	2.5328	-2.8522	-1.3689	
0.401	0.9465	-0.0518	-0.1882	2.5306	-2.8503	-1.3708	
0.435	0.9604	-0.0454	-0.1836	2.5342	-2.8538	-1.3717	
0.47	0.9827	0.0046	-0.177	2.5556	-2.8746	-1.3751	
0.505	0.9526	-0.0464	-0.1973	2.5591	-2.8785	-1.3758	
0.531	0.9614	-0.0408	-0.1904	2.5621	-2.8816	-1.3749	
0.531	0.9614	-0.0408	-0.1904	2.5621	-2.8816	-1.3749	
2.899	0.8662	-0.053	-0.1877	2.5501	-2.8796	-1.3686	
2.943	0.9934	-0.0547	-0.1865	2.5496	-2.8805	-1.3714	
2.969	1.1113	0.0029	-0.1951	2.5504	-2.8816	-1.3727	
2.994	1.0713	0.0051	-0.1736	2.5776	-2.9085	-1.374	
3.021	0.9805	-0.0112	-0.1536	2.5696	-2.9004	-1.3756	
3.047	1.208	-0.0776	-0.156	2.5741	-2.9047	-1.3792	
3.072	1.0818	-0.1816	-0.1353	2.5816	-2.9123	-1.3804	
3.098	1.0789	-0.116	-0.177	2.5771	-2.9058	-1.3808	
3.124	0.8315	-0.1284	-0.1519	2.569	-2.8959	-1.3788	
3.15	0.7585	-0.1777	-0.0972	2.559	-2.8851	-1.3787	
3.176	0.9468	-0.1138	-0.2986	2.5725	-2.8952	-1.3767	
