time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	
0.45	-0.000211592	0.0172553	0.216579	-5.51363e-05	1.39521e-05	4.3867e-07	-5.40611e-05	0.0992324	3.71237e-07	0.0277952	0.00320215	0.281334	-0.000144018	0.0569827	-0.00182447	-0.000702583	0.32689	-0.00891677	0	0.0431947	0	0	0.267442	0	
0.475	-0.000210573	0.0184174	0.216581	-5.52024e-05	1.69411e-05	3.6813e-07	-5.41294e-05	0.0992354	2.66089e-07	0.0277921	0.00486501	0.281282	-0.000120499	0.0665144	-0.00206453	0.000940782	0.381266	-0.00960248	0	0.0504174	0	0	0.311506	0	
0.5	-0.000210389	0.0197732	0.216583	-5.52816e-05	2.04265e-05	2.91894e-07	-5.42111e-05	0.0992389	1.49475e-07	0.0277874	0.00680383	0.281224	-0.00019063	0.0775527	-0.00232933	-0.00280526	0.441533	-0.0105919	0	0.0588313	0	0	0.36293	0	
0	-0.000210389	0.0197732	0.216583	-5.52816e-05	2.04265e-05	2.91894e-07	-5.42111e-05	0.0992389	1.49475e-07	0.0277874	0.00680383	0.281224	-0.00019063	0.0775527	-0.00232933	-0.00280526	0.441533	-0.0105919	0	0.0588313	0	0	0.36293	0	
0.025	-0.000209798	0.0213464	0.216585	-5.53716e-05	2.44684e-05	2.12328e-07	-5.43042e-05	0.0992429	2.30559e-08	0.0277826	0.00905201	0.281159	-0.000189137	0.0899272	-0.00257896	5.97372e-05	0.494981	-0.0099853	0	0.067559	0	0	0.335251	0	
0.05	-0.00020942	0.0231279	0.216587	-5.54733e-05	2.90426e-05	1.33522e-07	-5.44093e-05	0.0992475	-1.08813e-07	0.0277772	0.0115961	0.28109	-0.000217231	0.101765	-0.0027655	-0.00112376	0.473513	-0.00746157	0	0.0755922	0	0	0.307373	0	
0.075	-0.000208878	0.0251005	0.216589	-5.00272e-05	3.06943e-05	5.41042e-08	-5.45255e-05	0.0992525	-2.41069e-07	0.027771	0.0144115	0.281018	-0.000246646	0.112613	-0.0028752	-0.00117662	0.433908	-0.00438812	0	0.082926	0	0	0.279294	0	
0.1	-0.000208486	0.0272469	0.216591	-5.0135e-05	3.56475e-05	-2.22092e-09	-5.46495e-05	0.099258	-3.67603e-07	0.0277654	0.017472	0.280946	-0.000225622	0.122423	-0.00288366	0.000840967	0.392412	-0.000338128	0	0.0895552	0	0	0.251015	0	
0.125	-0.000208104	0.0295494	0.216593	-5.02489e-05	4.09571e-05	-4.47696e-08	-5.47809e-05	0.0992639	-4.83488e-07	0.0277599	0.0207527	0.280876	-0.000219987	0.131228	-0.00281593	0.000225392	0.352186	0.00270911	0	0.0954751	0	0	0.222537	0	
0.15	-0.000207741	0.0319903	0.216595	-5.03679e-05	4.65818e-05	-6.95226e-08	-5.49183e-05	0.0992702	-5.83733e-07	0.0277547	0.0242281	0.280809	-0.000207999	0.139014	-0.00266768	0.000479509	0.311467	0.00592998	0	0.10068	0	0	0.193859	0	
