time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	Rfoot_ref_x	Rfoot_ref_y	Rfoot_ref_z	Lfoot_ref_x	Lfoot_ref_y	Lfoot_ref_z	
0	-3.85518e-05	0.00206121	0.227272	-2.36714e-05	-7.94859e-06	2.60495e-05	-2.36747e-05	0.0699871	0.000406325	0.030327	-0.0138247	0.311493	0	0	0	0	0	0	0	0.00189396	0	0	0.076353	0	0	0	0	0	0.069995	0.000380602	
0.025	-3.84045e-05	0.00213243	0.227273	-2.36884e-05	-7.83018e-06	2.56984e-05	-2.37015e-05	0.0699484	0.00148891	0.0303137	-0.0136864	0.311084	-0.000528917	0.00553421	-0.0163576	-0.0211567	0.221368	-0.654304	0	0.00383267	0	0	0.0790486	0	0	0	0	0	0.0699562	0.00146447	
0.05	-3.8181e-05	0.00225298	0.227275	-2.37148e-05	-7.62249e-06	2.51753e-05	-2.37434e-05	0.0698242	0.00310911	0.0302936	-0.0134435	0.310475	-0.000803215	0.00971501	-0.0243685	-0.0109719	0.167232	-0.320437	0	0.00586195	0	0	0.083612	0	0	0	0	0	0.0698317	0.00308658	
0.075	-3.79116e-05	0.00242572	0.227277	-2.37475e-05	-7.31579e-06	2.45629e-05	-2.37962e-05	0.0695565	0.00502027	0.0302695	-0.0130845	0.309761	-0.000967594	0.0143593	-0.028537	-0.00657518	0.185773	-0.166738	0	0.00802972	0	0	0.0901509	0	0	0	0	0	0.0695634	0.005	
0.1	-3.76341e-05	0.00265474	0.22728	-2.37827e-05	-6.90498e-06	2.3957e-05	-2.38543e-05	0.0691131	0.00693144	0.0302446	-0.0126033	0.309055	-0.000994448	0.0192507	-0.0282359	-0.00107417	0.195656	0.0120443	0	0.0103872	0	0	0.09882	0	0	0	0	0	0.0691192	0.00691342	
0.125	-3.73889e-05	0.00294552	0.227282	-2.38164e-05	-6.39564e-06	2.34509e-05	-2.39108e-05	0.068526	0.00855165	0.0302227	-0.0120061	0.308465	-0.000873933	0.0238876	-0.0235956	0.00482062	0.185474	0.185611	0	0.0129902	0	0	0.109824	0	0	0	0	0	0.0685312	0.00853553	
0.15	-3.72125e-05	0.00330504	0.227284	-2.38446e-05	-5.80495e-06	2.31197e-05	-2.3958e-05	0.0679049	0.00963426	0.0302073	-0.011313	0.308079	-0.000619527	0.0277242	-0.0154644	0.0101762	0.153463	0.325247	0	0.0159	0	0	0.123423	0	0	0	0	0	0.0679089	0.0096194	
0.175	-3.71315e-05	0.0037419	0.227284	-2.38645e-05	-5.15189e-06	2.30096e-05	-2.39897e-05	0.0673909	0.0100144	0.0302005	-0.010546	0.307949	-0.000270518	0.0306775	-0.00517536	0.0139604	0.118135	0.411562	0	0.0191856	0	0	0.139938	0	0	0	0	0	0.0673938	0.01	
0.2	-3.71557e-05	0.0042665	0.227284	-2.38751e-05	-4.44031e-06	2.31345e-05	-2.40029e-05	0.0670708	0.00963427	0.0302033	-0.00970955	0.308093	0.000112874	0.0334592	0.00575752	0.0153357	0.111266	0.437315	0	0.0229245	0	0	0.15976	0	0	0	0	0	0.0670727	0.0096194	
0.225	-3.72764e-05	0.00489121	0.227283	-2.38776e-05	-3.64973e-06	2.34759e-05	-2.39996e-05	0.0669286	0.00855168	0.0302149	-0.00877931	0.308489	0.000462697	0.0372095	0.0158152	0.0139929	0.150012	0.402307	0	0.027205	0	0	0.183356	0	0	0	0	0	0.0669296	0.00853553	
0.25	-3.74682e-05	0.00563072	0.227281	-2.38753e-05	-2.74312e-06	2.39834e-05	-2.39853e-05	0.0668871	0.00693147	0.0302329	-0.00771177	0.309077	0.00071932	0.0427018	0.0235306	0.0102649	0.219692	0.308615	0	0.0321283	0	0	0.211285	0	0	0	0	0	0.0668871	0.00691342	
0.275	-3.76951e-05	0.00650244	0.227279	-2.38726e-05	-1.68101e-06	2.45804e-05	-2.39672e-05	0.0668805	0.0050203	0.0302539	-0.00646059	0.309768	0.000842945	0.0500471	0.0276513	0.004945	0.293811	0.164827	0	0.0378108	0	0	0.244206	0	0	0	0	0	0.0668795	0.005	
0.3	-3.79166e-05	0.0075269	0.227277	-2.38741e-05	-4.26826e-07	2.51739e-05	-2.39528e-05	0.066881	0.00310912	0.0302744	-0.00498309	0.310454	0.000817887	0.0591	0.0274363	-0.00100231	0.362116	-0.00859995	0	0.0443867	0	0	0.282897	0	0	0	0	0	0.0668788	0.00308658	
0.325	-3.80933e-05	0.00872829	0.227275	-2.38845e-05	1.0557e-06	2.56708e-05	-2.39492e-05	0.0668824	0.00148889	0.0302907	-0.00323711	0.311025	0.000651624	0.0698392	0.022855	-0.00665054	0.429571	-0.18325	0	0.0520113	0	0	0.328273	0	0	0	0	0	0.0668787	0.00146447	
0.35	-3.81929e-05	0.010135	0.227274	-2.39078e-05	2.80555e-06	2.59924e-05	-2.39629e-05	0.0668842	0.000406283	0.0303	-0.00117748	0.31139	0.000370844	0.0823851	0.0145821	-0.0112312	0.501836	-0.330915	0	0.0608649	0	0	0.381405	0	0	0	0	0	0.0668787	0.000380602	
